´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600819.SH,Ò«Æ¤²£Á§,1994-01-28,N/A,4.8741,5.0264,4.4568,4.4781,4310400,67457000,N/A,N/A,15.6498,19.212,329809200,N/A,5733000000,22436000,100000000,390000000,160.2771,5.2114,10.7534,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-01-31,4.4781,4.2953,4.4172,4.1735,4.2801,1192200,16774000,-0.198,-4.4218,14.0698,5.3138,315225800,N/A,5479500000,22436000,100000000,390000000,153.19,4.981,10.2779,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-01,4.2801,4.2039,4.3502,4.1125,4.2039,728700,10145000,-0.0762,-1.7794,13.9221,3.2479,309616800,N/A,5382000000,22436000,100000000,390000000,150.4642,4.8924,10.095,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-02,4.2039,4.21,4.3806,4.2039,4.3776,564800,7980000,0.1736,4.1304,14.1289,2.5174,322405320,N/A,5604300000,22436000,100000000,390000000,156.6791,5.0944,10.512,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-03,4.3776,4.3776,4.4476,4.3106,4.3715,834200,12013000,-0.0061,-0.1392,14.4006,3.7181,321956600,N/A,5596500000,22436000,100000000,390000000,156.461,5.0874,10.4974,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-04,4.3715,4.3867,4.5086,4.2649,4.4019,882700,12705000,0.0305,0.6969,14.3933,3.9343,324200200,N/A,5635500000,22436000,100000000,390000000,157.5513,5.1228,10.5705,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-14,4.4019,4.5086,4.5482,3.9633,4.2344,606900,8664000,-0.1675,-3.8062,14.2758,2.705,311860400,N/A,5421000000,22436000,100000000,390000000,151.5545,4.9278,10.1682,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-15,4.2344,4.2039,4.2039,4.0212,4.0821,323900,4363000,-0.1523,-3.5971,13.4702,1.4437,300642400,N/A,5226000000,22436000,100000000,390000000,146.1029,4.7506,9.8024,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-16,4.0821,4.1278,4.143,4.0547,4.0851,165600,2226000,0.003,0.0746,13.442,0.7381,300866760,N/A,5229900000,22436000,100000000,390000000,146.212,4.7541,9.8097,N/A,
600819.SH,Ò«Æ¤²£Á§,1994-02-17,4.0851,4.0516,4.0821,3.9907,4.0151,152300,2009000,-0.0701,-1.7151,13.1911,0.6788,295706480,N/A,5140200000,22436000,100000000,390000000,143.7042,4.6726,9.6415,N/A,
