´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600426.SH,»ªÂ³ºãÉý,2002-06-20,N/A,1.9827,2.1215,1.9827,2.0719,35337859,366303345,N/A,N/A,10.3657,58.8964,627000000,N/A,1745150000,60000000,0,167000000,51.9779,10.0902,4.6509,79.234,
600426.SH,»ªÂ³ºãÉý,2002-06-21,2.0719,2.0521,2.1949,2.0521,2.177,23539374,252037994,0.1051,5.0718,10.7071,39.2323,658800000,N/A,1833660000,60000000,0,167000000,54.6141,10.6019,4.8868,83.2525,
600426.SH,»ªÂ³ºãÉý,2002-06-24,2.177,2.3951,2.3951,2.3951,2.3951,3666077,44286210,0.2181,10.0182,12.08,6.1101,724800000,N/A,2017360000,60000000,0,167000000,60.0855,11.664,5.3763,91.593,
600426.SH,»ªÂ³ºãÉý,2002-06-25,2.3951,2.635,2.635,2.5398,2.6132,25070943,332138118,0.2181,9.106,13.2479,41.7849,790800000,N/A,2201060000,60000000,0,167000000,65.5569,12.7261,5.8659,99.9334,
600426.SH,»ªÂ³ºãÉý,2002-06-26,2.6132,2.5735,2.7639,2.518,2.6747,18541265,245948779,0.0615,2.352,13.2649,30.9021,809400000,N/A,2252830000,60000000,0,167000000,67.0988,13.0255,6.0039,102.2839,
600426.SH,»ªÂ³ºãÉý,2002-06-27,2.6747,2.6628,2.9423,2.637,2.867,16945571,238699380,0.1923,7.1905,14.0862,28.2426,867600000,N/A,2414820000,60000000,0,167000000,71.9235,13.9621,6.4356,109.6386,
600426.SH,»ªÂ³ºãÉý,2002-06-28,2.867,2.8353,2.9146,2.7143,2.7837,12103933,171677824,-0.0833,-2.9046,14.1836,20.1732,842400000,N/A,2344680000,60000000,0,167000000,69.8345,13.5565,6.2486,106.4541,
600426.SH,»ªÂ³ºãÉý,2002-07-01,2.7837,2.756,2.8729,2.7282,2.7877,5658126,80063115,0.004,0.1425,14.1501,9.4302,843600000,N/A,2348020000,60000000,0,167000000,69.934,13.5758,6.2575,106.6057,
600426.SH,»ªÂ³ºãÉý,2002-07-02,2.7877,2.7579,2.865,2.746,2.8154,3521389,50037314,0.0278,0.9957,14.2095,5.869,852000000,N/A,2371400000,60000000,0,167000000,70.6303,13.711,6.3198,107.6672,
600426.SH,»ªÂ³ºãÉý,2002-07-03,2.8154,2.8075,2.8472,2.7361,2.7639,4851270,67944132,-0.0516,-1.831,14.0054,8.0854,836400000,N/A,2327980000,60000000,0,167000000,69.3371,13.46,6.2041,105.6959,
