¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600781.SH,∏®» “©“µ,1996-12-18,N/A,4.6971,5.5451,4.4804,5.3143,13563900,139307980,N/A,N/A,10.2705,60.284,253800000,N/A,980158003.2,22500000,0,86893440,60.0952,8.9435,4.7601,N/A,
600781.SH,∏®» “©“µ,1996-12-19,5.3143,5.0646,5.2295,4.7819,4.7819,4364700,45619067,-0.5324,-10.0177,10.4518,19.3987,228375000,N/A,881968416,22500000,0,86893440,54.075,8.0476,4.2832,N/A,
600781.SH,∏®» “©“µ,1996-12-20,4.7819,4.3815,4.5699,4.3061,4.3956,2945700,27547614,-0.3863,-8.0788,9.3518,13.092,209925000,N/A,810715795.2,22500000,0,86893440,49.7064,7.3975,3.9372,N/A,
600781.SH,∏®» “©“µ,1996-12-23,4.3956,4.4804,4.5605,4.372,4.4239,1154300,10905806,0.0283,0.6431,9.448,5.1302,211275000,N/A,815929401.6,22500000,0,86893440,50.0261,7.445,3.9625,N/A,
600781.SH,∏®» “©“µ,1996-12-24,4.4239,4.4286,4.6123,4.0093,4.193,1393500,13146841,-0.2309,-5.2183,9.4344,6.1933,200250000,N/A,773351616,22500000,0,86893440,47.4155,7.0565,3.7557,N/A,
600781.SH,∏®» “©“µ,1996-12-25,4.193,4.2495,4.405,4.1506,4.3249,1032800,9386683,0.1319,3.1461,9.0886,4.5902,206550000,N/A,797681779.2,22500000,0,86893440,48.9073,7.2785,3.8739,N/A,
600781.SH,∏®» “©“µ,1996-12-26,4.3249,4.405,4.617,4.2637,4.6123,1817200,17400338,0.2874,6.6449,9.5754,8.0764,220275000,N/A,850686777.6,22500000,0,86893440,52.1571,7.7622,4.1313,N/A,
600781.SH,∏®» “©“µ,1996-12-27,4.6123,4.617,4.617,4.3909,4.5416,1427600,13687416,-0.0707,-1.5322,9.5877,6.3449,216900000,N/A,837652761.6,22500000,0,86893440,51.358,7.6432,4.068,N/A,
600781.SH,∏®» “©“µ,1996-12-30,4.5416,4.6264,4.8526,4.6217,4.8243,2754100,27851758,0.2827,6.2241,10.1128,12.2404,230400000,N/A,889788825.6,22500000,0,86893440,54.5545,8.119,4.3212,N/A,
600781.SH,∏®» “©“µ,1996-12-31,4.8243,4.8243,4.8243,4.617,4.65,1529500,15221464,-0.1743,-3.6133,9.9519,6.7978,222075000,N/A,857638252.8,22500000,0,86893440,52.5833,7.8256,4.1651,N/A,
600781.SH,∏®» “©“µ,1997-01-02,4.65,4.6641,4.9374,4.6406,4.8997,2080500,21288167,0.2497,5.3698,10.2322,9.2467,234000000,N/A,903691776,22500000,0,86893440,38.2179,4.0424,4.2455,N/A,
600781.SH,∏®» “©“µ,1997-01-03,4.8997,4.8526,4.8761,4.7112,4.7301,1752100,17787127,-0.1696,-3.4615,10.1519,7.7871,225900000,N/A,872410137.6,22500000,0,86893440,36.8949,3.9024,4.0986,N/A,
600781.SH,∏®» “©“µ,1997-01-06,4.7301,4.5982,4.7112,4.4851,4.5228,536400,5224407,-0.2073,-4.3825,9.7398,2.384,216000000,N/A,834177024,22500000,0,86893440,35.278,3.7314,3.9189,N/A,
600781.SH,∏®» “©“µ,1997-01-07,4.5228,4.4757,4.7866,4.4757,4.7112,873000,8680095,0.1884,4.1667,9.9428,3.88,225000000,N/A,868934400,22500000,0,86893440,36.748,3.8869,4.0822,N/A,
600781.SH,∏®» “©“µ,1997-01-08,4.7112,4.7112,4.7819,4.6217,4.6877,557900,5575298,-0.0236,-0.5,9.9934,2.4796,223875000,N/A,864589728,22500000,0,86893440,36.5642,3.8675,4.0618,N/A,
600781.SH,∏®» “©“µ,1997-01-09,4.6877,4.7348,4.8149,4.6971,4.7819,774000,7856172,0.0942,2.0101,10.1501,3.44,228375000,N/A,881968416,22500000,0,86893440,37.2992,3.9452,4.1435,N/A,
600781.SH,∏®» “©“µ,1997-01-10,4.7819,4.7819,4.8903,4.7584,4.8526,1004500,10332523,0.0707,1.4778,10.2862,4.4644,231750000,N/A,895002432,22500000,0,86893440,37.8504,4.0035,4.2047,N/A,
600781.SH,∏®» “©“µ,1997-01-13,4.8526,4.8997,4.9091,4.7725,4.8809,976000,10021310,0.0283,0.5825,10.2677,4.3378,233100000,N/A,900216038.4,22500000,0,86893440,38.0709,4.0268,4.2292,N/A,
600781.SH,∏®» “©“µ,1997-01-14,4.8809,4.8761,4.8761,4.6641,4.7112,667700,6787282,-0.1696,-3.4749,10.1652,2.9676,225000000,N/A,868934400,22500000,0,86893440,36.748,3.8869,4.0822,N/A,
600781.SH,∏®» “©“µ,1997-01-15,4.7112,4.6688,4.7913,4.6688,4.7112,411300,4131833,0,0,10.0458,1.828,225000000,N/A,868934400,22500000,0,86893440,36.748,3.8869,4.0822,N/A,
600781.SH,∏®» “©“µ,1997-01-16,4.7112,4.7442,4.7584,4.65,4.6688,265300,2640774,-0.0424,-0.9,9.9539,1.1791,222975000,N/A,861113990.4,22500000,0,86893440,36.4172,3.8519,4.0455,N/A,
600781.SH,∏®» “©“µ,1997-01-17,4.6688,4.6783,4.796,4.6453,4.6783,279100,2769830,0.0094,0.2018,9.9241,1.2404,223425000,N/A,862851859.2,22500000,0,86893440,36.4907,3.8597,4.0537,N/A,
600781.SH,∏®» “©“µ,1997-01-20,4.6783,4.683,4.7395,4.6359,4.6877,176300,1757226,0.0094,0.2014,9.9672,0.7836,223875000,N/A,864589728,22500000,0,86893440,36.5642,3.8675,4.0618,N/A,
600781.SH,∏®» “©“µ,1997-01-21,4.6877,4.617,4.7112,4.6076,4.6264,268600,2645831,-0.0612,-1.3065,9.8505,1.1938,220950000,N/A,853293580.8,22500000,0,86893440,36.0865,3.8169,4.0088,N/A,
600781.SH,∏®» “©“µ,1997-01-22,4.6264,4.617,4.6924,4.5228,4.6547,343500,3339314,0.0283,0.611,9.7214,1.5267,222300000,N/A,858507187.2,22500000,0,86893440,36.307,3.8402,4.0333,N/A,
600781.SH,∏®» “©“µ,1997-01-23,4.6547,4.65,4.6877,4.5699,4.65,317700,3118889,-0.0047,-0.1012,9.8171,1.412,222075000,N/A,857638252.8,22500000,0,86893440,36.2702,3.8364,4.0292,N/A,
600781.SH,∏®» “©“µ,1997-01-24,4.65,4.6406,4.6641,4.4992,4.617,217000,2111507,-0.033,-0.7092,9.7304,0.9644,220500000,N/A,851555712,22500000,0,86893440,36.013,3.8091,4.0006,N/A,
600781.SH,∏®» “©“µ,1997-01-27,4.617,4.617,4.6453,4.4757,4.5793,852500,8212597,-0.0377,-0.8163,9.6335,3.7889,218700000,N/A,844604236.8,22500000,0,86893440,35.719,3.7781,3.9679,N/A,
600781.SH,∏®» “©“µ,1997-01-28,4.5793,4.617,4.617,4.4804,4.5558,765100,7332356,-0.0236,-0.5144,9.5835,3.4004,217575000,N/A,840259564.8,22500000,0,86893440,35.5353,3.7586,3.9475,N/A,
600781.SH,∏®» “©“µ,1997-01-29,4.5558,4.5228,4.6641,4.5228,4.617,436000,4257348,0.0612,1.3444,9.7646,1.9378,220500000,N/A,851555712,22500000,0,86893440,36.013,3.8091,4.0006,N/A,
600781.SH,∏®» “©“µ,1997-01-30,4.617,4.6123,4.6406,4.5322,4.5652,324700,3172457,-0.0518,-1.1224,9.7704,1.4431,218025000,N/A,841997433.6,22500000,0,86893440,35.6088,3.7664,3.9557,N/A,
600781.SH,∏®» “©“µ,1997-01-31,4.5652,4.5699,4.5935,4.5652,4.584,246500,2395573,0.0188,0.4128,9.7183,1.0956,218925000,N/A,845473171.2,22500000,0,86893440,35.7558,3.7819,3.972,N/A,
600781.SH,∏®» “©“µ,1997-02-17,4.584,4.6783,4.6783,4.5746,4.6312,226900,2229000,0.0471,1.0277,9.8237,1.0084,221175000,N/A,854162515.2,22500000,0,86893440,36.1232,3.8208,4.0128,N/A,
600781.SH,∏®» “©“µ,1997-02-18,4.6312,4.6641,4.7584,4.1695,4.193,799600,7560000,-0.4381,-9.4608,9.4547,3.5538,200250000,N/A,773351616,22500000,0,86893440,32.7057,3.4593,3.6332,N/A,
600781.SH,∏®» “©“µ,1997-02-19,4.193,4.2872,4.4992,4.2872,4.438,381800,3551000,0.245,5.8427,9.3007,1.6969,211950000,N/A,818536204.8,22500000,0,86893440,34.6166,3.6614,3.8455,N/A,
600781.SH,∏®» “©“µ,1997-02-20,4.438,3.9951,4.3815,3.9951,4.3108,678400,6096000,-0.1272,-2.8662,8.9858,3.0151,205875000,N/A,795074976,22500000,0,86893440,33.6244,3.5565,3.7352,N/A,
600781.SH,∏®» “©“µ,1997-02-21,4.3108,4.3391,4.5228,4.3249,4.5134,669600,6340000,0.2026,4.6995,9.4683,2.976,215550000,N/A,832439155.2,22500000,0,86893440,35.2045,3.7236,3.9108,N/A,
600781.SH,∏®» “©“µ,1997-02-24,4.5134,4.617,4.6641,4.5228,4.6312,1080400,10536000,0.1178,2.6096,9.7519,4.8018,221175000,N/A,854162515.2,22500000,0,86893440,36.1232,3.8208,4.0128,N/A,
600781.SH,∏®» “©“µ,1997-02-25,4.6312,4.6641,4.8243,4.6264,4.6877,1423600,14341000,0.0565,1.2208,10.0738,6.3271,223875000,N/A,864589728,22500000,0,86893440,36.5642,3.8675,4.0618,N/A,
600781.SH,∏®» “©“µ,1997-02-26,4.6877,4.7395,4.8055,4.6641,4.7678,1201600,12096000,0.0801,1.7085,10.0666,5.3404,227700000,N/A,879361612.8,22500000,0,86893440,37.1889,3.9335,4.1312,N/A,
600781.SH,∏®» “©“µ,1997-02-27,4.7678,4.796,4.9233,4.7819,4.8149,1779700,18346000,0.0471,0.9881,10.3085,7.9098,229950000,N/A,888050956.8,22500000,0,86893440,37.5564,3.9724,4.172,N/A,
600781.SH,∏®» “©“µ,1997-02-28,4.8149,4.8149,4.829,4.6547,4.8055,1003600,10095000,-0.0094,-0.1957,10.0588,4.4604,229500000,N/A,886313088,22500000,0,86893440,37.4829,3.9646,4.1639,N/A,
600781.SH,∏®» “©“µ,1997-03-03,4.8055,4.8055,4.8761,4.7584,4.829,1144800,11720928,0.0236,0.4902,10.2384,5.088,230625000,N/A,890657760,22500000,0,86893440,37.6667,3.9841,4.1843,N/A,
600781.SH,∏®» “©“µ,1997-03-04,4.829,4.8573,5.0175,4.8055,4.9468,1710800,17889322,0.1178,2.439,10.4567,7.6036,236250000,N/A,912381120,22500000,0,86893440,38.5854,4.0812,4.2863,N/A,
600781.SH,∏®» “©“µ,1997-03-05,4.9468,4.9468,4.9939,4.7819,4.7913,852600,8747948,-0.1555,-3.1429,10.2603,3.7893,228825000,N/A,883706284.8,22500000,0,86893440,37.3727,3.953,4.1516,N/A,
600781.SH,∏®» “©“µ,1997-03-06,4.7913,4.7489,4.8856,4.7254,4.8337,804000,8229173,0.0424,0.885,10.2353,3.5733,230850000,N/A,891526694.4,22500000,0,86893440,37.7034,3.9879,4.1884,N/A,
600781.SH,∏®» “©“µ,1997-03-07,4.8337,4.8526,4.8903,4.7866,4.8243,740000,7595839,-0.0094,-0.1949,10.2646,3.2889,230400000,N/A,889788825.6,22500000,0,86893440,37.6299,3.9802,4.1802,N/A,
600781.SH,∏®» “©“µ,1997-03-10,4.8243,4.8055,4.8526,4.7489,4.796,973600,9905490,-0.0283,-0.5859,10.1741,4.3271,229050000,N/A,884575219.2,22500000,0,86893440,37.4094,3.9568,4.1557,N/A,
600781.SH,∏®» “©“µ,1997-03-11,4.796,4.8149,4.9468,4.8008,4.8761,1168900,12072852,0.0801,1.6699,10.3284,5.1951,232875000,N/A,899347104,22500000,0,86893440,38.0341,4.0229,4.2251,N/A,
600781.SH,∏®» “©“µ,1997-03-12,4.8761,4.8997,4.9233,4.829,4.8526,957600,9893224,-0.0236,-0.4831,10.3313,4.256,231750000,N/A,895002432,22500000,0,86893440,37.8504,4.0035,4.2047,N/A,
