¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600275.SH,Œ‰≤˝”„,2000-08-10,N/A,5.9912,6.4774,5.9912,6.2633,45236900,779204711,N/A,N/A,17.225,64.6241,1208200000,N/A,4221466334,70000000,0,244580900,73.649,21.0444,38.6031,N/A,
600275.SH,Œ‰≤˝”„,2000-08-11,6.2633,6.2343,6.3033,6.0529,6.2343,14168600,240119460,-0.029,-0.4635,16.9473,20.2409,1202600000,N/A,4201899862,70000000,0,244580900,73.3076,20.9468,38.4242,N/A,
600275.SH,Œ‰≤˝”„,2000-08-14,6.2343,6.2851,6.4847,6.2851,6.3504,9913000,174310244,0.1161,1.8626,17.584,14.1614,1225000000,N/A,4280165750,70000000,0,244580900,74.673,21.337,39.1399,N/A,
600275.SH,Œ‰≤˝”„,2000-08-15,6.3504,6.3686,6.5536,6.2851,6.5319,8557100,151583104,0.1814,2.8571,17.7143,12.2244,1260000000,N/A,4402456200,70000000,0,244580900,76.8066,21.9466,40.2582,N/A,
600275.SH,Œ‰≤˝”„,2000-08-16,6.5319,6.6226,6.6843,6.4666,6.4956,7703500,139751777,-0.0363,-0.5556,18.1413,11.005,1253000000,N/A,4377998110,70000000,0,244580900,76.3799,21.8247,40.0345,N/A,
600275.SH,Œ‰≤˝”„,2000-08-17,6.4956,6.5174,6.5682,6.423,6.452,4336500,77534672,-0.0435,-0.6704,17.8796,6.195,1244600000,N/A,4348648402,70000000,0,244580900,75.8678,21.6784,39.7661,N/A,
600275.SH,Œ‰≤˝”„,2000-08-18,6.452,6.4448,6.5609,6.4266,6.4811,3423200,60978251,0.029,0.4499,17.8132,4.8903,1250200000,N/A,4368214874,70000000,0,244580900,76.2092,21.7759,39.9451,N/A,
600275.SH,Œ‰≤˝”„,2000-08-21,6.4811,6.5137,6.5319,6.3504,6.3867,3764700,66326563,-0.0943,-1.4558,17.618,5.3781,1232000000,N/A,4304623840,70000000,0,244580900,75.0998,21.4589,39.3636,N/A,
600275.SH,Œ‰≤˝”„,2000-08-22,6.3867,6.3867,6.452,6.2779,6.2815,2719300,47620108,-0.1052,-1.6477,17.5119,3.8847,1211700000,N/A,4233695379,70000000,0,244580900,73.8623,21.1053,38.7149,N/A,
600275.SH,Œ‰≤˝”„,2000-08-23,6.2815,6.2343,6.3722,6.0601,6.325,3933900,67408902,0.0435,0.6932,17.1354,5.6199,1220100000,N/A,4263045087,70000000,0,244580900,74.3744,21.2516,38.9833,N/A,
600275.SH,Œ‰≤˝”„,2000-08-24,6.325,6.3323,6.3504,6.198,6.2633,1872900,32327644,-0.0617,-0.9753,17.2607,2.6756,1208200000,N/A,4221466334,70000000,0,244580900,73.649,21.0444,38.6031,N/A,
600275.SH,Œ‰≤˝”„,2000-08-25,6.2633,6.2343,6.4085,6.2307,6.3577,1554800,27093898,0.0943,1.5064,17.426,2.2211,1226400000,N/A,4285057368,70000000,0,244580900,74.7584,21.3614,39.1846,N/A,
600275.SH,Œ‰≤˝”„,2000-08-28,6.3577,6.3504,6.4012,6.296,6.3577,1320600,23096358,0,0,17.4893,1.8866,1226400000,N/A,4285057368,70000000,0,244580900,74.7584,21.3614,39.1846,N/A,
600275.SH,Œ‰≤˝”„,2000-08-29,6.3577,6.3577,6.4412,6.3069,6.4412,1494400,26144373,0.0835,1.3128,17.4949,2.1349,1242500000,N/A,4341310975,70000000,0,244580900,75.7398,21.6418,39.699,N/A,
600275.SH,Œ‰≤˝”„,2000-08-30,6.4412,6.4593,6.4774,6.3069,6.3141,1210300,21319395,-0.127,-1.9718,17.615,1.729,1218000000,N/A,4255707660,70000000,0,244580900,74.2463,21.2151,38.9162,N/A,
600275.SH,Œ‰≤˝”„,2000-08-31,6.3141,6.2779,6.3141,6.1508,6.1508,1695900,29097423,-0.1633,-2.5862,17.1575,2.4227,1186500000,N/A,4145646255,70000000,0,244580900,72.3262,20.6664,37.9098,N/A,
600275.SH,Œ‰≤˝”„,2000-09-01,6.1508,6.1327,6.2053,6.0892,6.1254,1363000,23049050,-0.0254,-0.413,16.9105,1.9471,1181600000,N/A,4128525592,70000000,0,244580900,72.0275,20.581,37.7532,N/A,
600275.SH,Œ‰≤˝”„,2000-09-04,6.1254,6.0964,6.198,6.0601,6.169,892400,15031718,0.0435,0.7109,16.8441,1.2749,1190000000,N/A,4157875300,70000000,0,244580900,72.5395,20.7274,38.0216,N/A,
600275.SH,Œ‰≤˝”„,2000-09-05,6.169,6.1799,6.2198,5.9875,6.0057,1335000,22309193,-0.1633,-2.6471,16.711,1.9071,1158500000,N/A,4047813895,70000000,0,244580900,70.6194,20.1787,37.0152,N/A,
600275.SH,Œ‰≤˝”„,2000-09-06,6.0057,5.9875,5.9875,5.7988,5.8605,1620752,26170719,-0.1452,-2.4169,16.1473,2.3154,1130500000,N/A,3949981535,70000000,0,244580900,68.9126,19.691,36.1205,N/A,
600275.SH,Œ‰≤˝”„,2000-09-07,5.8605,5.8787,5.9839,5.8424,5.9077,920400,14943001,0.0472,0.805,16.2353,1.3149,1139600000,N/A,3981777052,70000000,0,244580900,69.4673,19.8495,36.4113,N/A,
600275.SH,Œ‰≤˝”„,2000-09-08,5.9077,5.8859,5.9113,5.8134,5.846,710000,11479153,-0.0617,-1.0442,16.1678,1.0143,1127700000,N/A,3940198299,70000000,0,244580900,68.7419,19.6422,36.0311,N/A,
600275.SH,Œ‰≤˝”„,2000-09-11,5.846,5.8424,6.0057,5.8315,5.915,507700,8272387,0.0689,1.1794,16.2938,0.7253,1141000000,N/A,3986668670,70000000,0,244580900,69.5526,19.8739,36.456,N/A,
600275.SH,Œ‰≤˝”„,2000-09-12,5.915,5.915,5.9513,5.8424,5.9077,469000,7611641,-0.0073,-0.1227,16.2295,0.67,1139600000,N/A,3981777052,70000000,0,244580900,69.4673,19.8495,36.4113,N/A,
600275.SH,Œ‰≤˝”„,2000-09-13,5.9077,5.9077,5.9513,5.8497,5.9077,601900,9797757,0,0,16.278,0.8599,1139600000,N/A,3981777052,70000000,0,244580900,69.4673,19.8495,36.4113,N/A,
600275.SH,Œ‰≤˝”„,2000-09-14,5.9077,5.915,6.0601,5.915,5.973,749800,12349178,0.0653,1.1057,16.47,1.0711,1152200000,N/A,4025801614,70000000,0,244580900,70.2353,20.069,36.8139,N/A,
600275.SH,Œ‰≤˝”„,2000-09-15,5.973,5.9839,5.9875,5.846,5.9331,520400,8447963,-0.0399,-0.6683,16.2336,0.7434,1144500000,N/A,3998897715,70000000,0,244580900,69.766,19.9348,36.5678,N/A,
600275.SH,Œ‰≤˝”„,2000-09-18,5.9331,5.9513,5.9513,5.8134,5.817,493700,7970308,-0.1161,-1.9572,16.144,0.7053,1122100000,N/A,3920631827,70000000,0,244580900,68.4005,19.5447,35.8521,N/A,
600275.SH,Œ‰≤˝”„,2000-09-19,5.817,5.7952,5.7952,5.5557,5.5739,878200,13611186,-0.2431,-4.1797,15.499,1.2546,1075200000,N/A,3756762624,70000000,0,244580900,65.5416,18.7278,34.3536,N/A,
600275.SH,Œ‰≤˝”„,2000-09-20,5.5739,5.5739,5.69,5.5158,5.6029,764400,11774333,0.029,0.5208,15.4034,1.092,1080800000,N/A,3776329096,70000000,0,244580900,65.883,18.8253,34.5326,N/A,
600275.SH,Œ‰≤˝”„,2000-09-21,5.6029,5.6319,5.6356,5.4795,5.4868,558900,8529164,-0.1161,-2.0725,15.2606,0.7984,1058400000,N/A,3698063208,70000000,0,244580900,64.5175,18.4352,33.8169,N/A,
600275.SH,Œ‰≤˝”„,2000-09-22,5.4868,5.4614,5.5122,5.4069,5.4577,604700,9054065,-0.029,-0.5291,14.9728,0.8639,1052800000,N/A,3678496736,70000000,0,244580900,64.1762,18.3376,33.6379,N/A,
600275.SH,Œ‰≤˝”„,2000-09-25,5.4577,5.4106,5.5013,5.4106,5.4396,414600,6224571,-0.0181,-0.3324,15.0134,0.5923,1049300000,N/A,3666267691,70000000,0,244580900,63.9628,18.2767,33.5261,N/A,
600275.SH,Œ‰≤˝”„,2000-09-26,5.4396,5.4432,5.4795,5.3271,5.3961,456900,6795238,-0.0435,-0.8005,14.8725,0.6527,1040900000,N/A,3636917983,70000000,0,244580900,63.4508,18.1303,33.2577,N/A,
600275.SH,Œ‰≤˝”„,2000-09-27,5.3961,5.4432,5.5521,5.3888,5.5158,425000,6395886,0.1198,2.2192,15.0491,0.6071,1064000000,N/A,3717629680,70000000,0,244580900,64.8589,18.5327,33.9958,N/A,
600275.SH,Œ‰≤˝”„,2000-09-28,5.5158,5.5339,5.5521,5.3997,5.4251,472700,7089624,-0.0907,-1.6447,14.9981,0.6753,1046500000,N/A,3656484455,70000000,0,244580900,63.7921,18.2279,33.4367,N/A,
600275.SH,Œ‰≤˝”„,2000-09-29,5.4251,5.4251,5.5158,5.3706,5.4868,319700,4823490,0.0617,1.1371,15.0876,0.4567,1058400000,N/A,3698063208,70000000,0,244580900,64.5175,18.4352,33.8169,N/A,
600275.SH,Œ‰≤˝”„,2000-10-09,5.4868,5.4868,5.5303,5.3997,5.4759,336600,5041061,-0.0109,-0.1984,14.9764,0.4809,1056300000,N/A,3690725781,70000000,0,244580900,64.3895,18.3986,33.7498,N/A,
600275.SH,Œ‰≤˝”„,2000-10-10,5.4759,5.5122,5.5702,5.465,5.5666,497000,7565115,0.0907,1.6567,15.2216,0.71,1073800000,N/A,3751871006,70000000,0,244580900,65.4563,18.7034,34.3089,N/A,
600275.SH,Œ‰≤˝”„,2000-10-11,5.5666,5.5847,5.6065,5.5013,5.5339,405100,6188062,-0.0327,-0.5867,15.2754,0.5787,1067500000,N/A,3729858725,70000000,0,244580900,65.0722,18.5937,34.1076,N/A,
600275.SH,Œ‰≤˝”„,2000-10-12,5.5339,5.5158,5.5231,5.4069,5.4287,562100,8415649,-0.1052,-1.9016,14.9718,0.803,1047200000,N/A,3658930264,70000000,0,244580900,63.8348,18.2401,33.459,N/A,
600275.SH,Œ‰≤˝”„,2000-10-13,5.4287,5.4215,5.5521,5.4106,5.4723,328600,4946522,0.0435,0.8021,15.0533,0.4694,1055600000,N/A,3688279972,70000000,0,244580900,64.3468,18.3864,33.7274,N/A,
600275.SH,Œ‰≤˝”„,2000-10-16,5.4723,5.4723,5.4723,5.4723,5.4723,N/A,N/A,0,0,N/A,N/A,1055600000,N/A,3688279972,70000000,0,244580900,64.3468,18.3864,33.7274,N/A,
600275.SH,Œ‰≤˝”„,2000-10-17,5.4723,5.4759,5.4977,5.3961,5.4142,257800,3848590,-0.0581,-1.061,14.9286,0.3683,1044400000,N/A,3649147028,70000000,0,244580900,63.6641,18.1913,33.3696,N/A,
600275.SH,Œ‰≤˝”„,2000-10-18,5.4142,5.4323,5.4614,5.3961,5.4577,346400,5177408,0.0435,0.8043,14.9463,0.4949,1052800000,N/A,3678496736,70000000,0,244580900,64.1762,18.3376,33.6379,N/A,
600275.SH,Œ‰≤˝”„,2000-10-19,5.4577,5.5085,5.5085,5.4069,5.4287,300300,4498718,-0.029,-0.5319,14.9807,0.429,1047200000,N/A,3658930264,70000000,0,244580900,63.8348,18.2401,33.459,N/A,
600275.SH,Œ‰≤˝”„,2000-10-20,5.4287,5.4723,5.5884,5.4287,5.5847,680700,10349019,0.156,2.8743,15.2035,0.9724,1077300000,N/A,3764100051,70000000,0,244580900,65.6696,18.7644,34.4207,N/A,
600275.SH,Œ‰≤˝”„,2000-10-23,5.5847,5.6065,5.748,5.5194,5.7081,1271900,19814756,0.1234,2.2092,15.5789,1.817,1101100000,N/A,3847257557,70000000,0,244580900,67.1204,19.1789,35.1812,N/A,
600275.SH,Œ‰≤˝”„,2000-10-24,5.7081,5.7335,5.7335,5.6537,5.7299,689000,10824358,0.0218,0.3814,15.7102,0.9843,1105300000,N/A,3861932411,70000000,0,244580900,67.3764,19.2521,35.3154,N/A,
600275.SH,Œ‰≤˝”„,2000-10-25,5.7299,5.7372,5.9476,5.7335,5.8388,2094000,33772252,0.1089,1.8999,16.1281,2.9914,1126300000,N/A,3935306681,70000000,0,244580900,68.6565,19.6178,35.9863,N/A,
600275.SH,Œ‰≤˝”„,2000-10-26,5.8388,5.8605,5.8642,5.7299,5.7299,730600,11609600,-0.1089,-1.8645,15.8905,1.0437,1105300000,N/A,3861932411,70000000,0,244580900,67.3764,19.2521,35.3154,N/A,
600275.SH,Œ‰≤˝”„,2000-10-27,5.7299,5.7299,5.7335,5.6428,5.661,476200,7449689,-0.0689,-1.2033,15.644,0.6803,1092000000,N/A,3815462040,70000000,0,244580900,66.5657,19.0204,34.8904,N/A,
600275.SH,Œ‰≤˝”„,2000-10-30,5.661,5.69,5.7553,5.6428,5.6972,370500,5814700,0.0363,0.641,15.6942,0.5293,1099000000,N/A,3839920130,70000000,0,244580900,66.9924,19.1423,35.1141,N/A,
600275.SH,Œ‰≤˝”„,2000-10-31,5.6972,5.7335,5.7372,5.5593,5.5884,397100,6179996,-0.1089,-1.9108,15.5628,0.5673,1078000000,N/A,3766545860,70000000,0,244580900,65.7123,18.7765,34.4431,N/A,
600275.SH,Œ‰≤˝”„,2000-11-01,5.5884,5.7299,5.7299,5.5739,5.6537,504100,7795525,0.0653,1.1688,15.4642,0.7201,1090600000,N/A,3810570422,70000000,0,244580900,66.4803,18.996,34.8457,N/A,
600275.SH,Œ‰≤˝”„,2000-11-02,5.6537,5.6718,5.719,5.6247,5.6247,506000,7882476,-0.029,-0.5135,15.578,0.7229,1085000000,N/A,3791003950,70000000,0,244580900,66.139,18.8985,34.6668,N/A,
600275.SH,Œ‰≤˝”„,2000-11-03,5.6247,5.6283,5.6428,5.5811,5.6029,400000,6173107,-0.0218,-0.3871,15.4328,0.5714,1080800000,N/A,3776329096,70000000,0,244580900,65.883,18.8253,34.5326,N/A,
600275.SH,Œ‰≤˝”„,2000-11-06,5.6029,5.592,5.7263,5.592,5.7081,395000,6174124,0.1052,1.8782,15.6307,0.5643,1101100000,N/A,3847257557,70000000,0,244580900,67.1204,19.1789,35.1812,N/A,
600275.SH,Œ‰≤˝”„,2000-11-07,5.7081,5.719,5.8243,5.7081,5.7698,530600,8430193,0.0617,1.0807,15.888,0.758,1113000000,N/A,3888836310,70000000,0,244580900,67.8458,19.3862,35.5614,N/A,
600275.SH,Œ‰≤˝”„,2000-11-08,5.7698,5.7698,5.8025,5.7335,5.7734,510400,8121717,0.0036,0.0629,15.9125,0.7291,1113700000,N/A,3891282119,70000000,0,244580900,67.8885,19.3984,35.5838,N/A,
600275.SH,Œ‰≤˝”„,2000-11-09,5.7734,5.788,5.8061,5.7408,5.7807,622000,9886973,0.0073,0.1257,15.8955,0.8886,1115100000,N/A,3896173737,70000000,0,244580900,67.9738,19.4228,35.6285,N/A,
600275.SH,Œ‰≤˝”„,2000-11-10,5.7807,5.7988,5.8424,5.7553,5.788,878800,14038176,0.0073,0.1255,15.9743,1.2554,1116500000,N/A,3901065355,70000000,0,244580900,68.0591,19.4471,35.6732,N/A,
600275.SH,Œ‰≤˝”„,2000-11-13,5.788,5.8097,5.8787,5.7952,5.8351,1102600,17734691,0.0472,0.815,16.0844,1.5751,1125600000,N/A,3932860872,70000000,0,244580900,68.6139,19.6056,35.964,N/A,
600275.SH,Œ‰≤˝”„,2000-11-14,5.8351,5.8605,5.8714,5.8061,5.8569,744600,11957075,0.0218,0.3731,16.0584,1.0637,1129800000,N/A,3947535726,70000000,0,244580900,68.8699,19.6788,36.0982,N/A,
600275.SH,Œ‰≤˝”„,2000-11-15,5.8569,5.8424,5.8569,5.7626,5.7734,831700,13314520,-0.0835,-1.425,16.0088,1.1881,1113700000,N/A,3891282119,70000000,0,244580900,67.8885,19.3984,35.5838,N/A,
600275.SH,Œ‰≤˝”„,2000-11-16,5.7734,5.7698,5.788,5.7335,5.788,807300,12795037,0.0145,0.2514,15.8492,1.1533,1116500000,N/A,3901065355,70000000,0,244580900,68.0591,19.4471,35.6732,N/A,
600275.SH,Œ‰≤˝”„,2000-11-17,5.788,5.788,5.8787,5.788,5.8134,754300,12111444,0.0254,0.4389,16.0565,1.0776,1121400000,N/A,3918186018,70000000,0,244580900,68.3578,19.5325,35.8298,N/A,
600275.SH,Œ‰≤˝”„,2000-11-20,5.8134,5.8134,5.817,5.7154,5.7517,569883,9010644,-0.0617,-1.0612,15.8114,0.8141,1109500000,N/A,3876607265,70000000,0,244580900,67.6324,19.3252,35.4496,N/A,
600275.SH,Œ‰≤˝”„,2000-11-21,5.7517,5.7517,5.8025,5.7335,5.7444,594778,9429148,-0.0073,-0.1262,15.8532,0.8497,1108100000,N/A,3871715647,70000000,0,244580900,67.5471,19.3008,35.4048,N/A,
600275.SH,Œ‰≤˝”„,2000-11-22,5.7444,5.7553,5.8206,5.7444,5.8025,585655,9331925,0.0581,1.0107,15.9342,0.8367,1119300000,N/A,3910848591,70000000,0,244580900,68.2298,19.4959,35.7627,N/A,
600275.SH,Œ‰≤˝”„,2000-11-23,5.8025,5.8605,5.9331,5.8097,5.9077,1134406,18354830,0.1052,1.8136,16.1801,1.6206,1139600000,N/A,3981777052,70000000,0,244580900,69.4673,19.8495,36.4113,N/A,
600275.SH,Œ‰≤˝”„,2000-11-24,5.9077,5.9476,5.9513,5.7335,5.7553,984428,15871508,-0.1524,-2.5799,16.1226,1.4063,1110200000,N/A,3879053074,70000000,0,244580900,67.6751,19.3374,35.4719,N/A,
600275.SH,Œ‰≤˝”„,2000-11-27,5.7553,5.719,5.7553,5.6356,5.6682,599792,9403181,-0.0871,-1.5132,15.6774,0.8568,1093400000,N/A,3820353658,70000000,0,244580900,66.651,19.0448,34.9352,N/A,
600275.SH,Œ‰≤˝”„,2000-11-28,5.6682,5.6791,5.7444,5.6755,5.7408,491018,7734859,0.0726,1.2804,15.7527,0.7015,1107400000,N/A,3869269838,70000000,0,244580900,67.5044,19.2886,35.3825,N/A,
600275.SH,Œ‰≤˝”„,2000-11-29,5.7408,5.7408,5.7517,5.6428,5.6755,489825,7679571,-0.0653,-1.1378,15.6782,0.6997,1094800000,N/A,3825245276,70000000,0,244580900,66.7364,19.0692,34.9799,N/A,
600275.SH,Œ‰≤˝”„,2000-11-30,5.6755,5.7662,5.7988,5.6537,5.7009,354150,5577866,0.0254,0.4476,15.75,0.5059,1099700000,N/A,3842365939,70000000,0,244580900,67.0351,19.1545,35.1364,N/A,
600275.SH,Œ‰≤˝”„,2000-12-01,5.7009,5.7335,5.8279,5.7009,5.8279,548582,8676416,0.127,2.2279,15.8161,0.7837,1124200000,N/A,3927969254,70000000,0,244580900,68.5285,19.5813,35.9192,N/A,
600275.SH,Œ‰≤˝”„,2000-12-04,5.8279,5.8424,5.8714,5.8061,5.846,595973,9594850,0.0181,0.3113,16.0995,0.8514,1127700000,N/A,3940198299,70000000,0,244580900,68.7419,19.6422,36.0311,N/A,
600275.SH,Œ‰≤˝”„,2000-12-05,5.846,5.846,5.9331,5.846,5.8968,882797,14352462,0.0508,0.869,16.2579,1.2611,1137500000,N/A,3974439625,70000000,0,244580900,69.3393,19.8129,36.3442,N/A,
600275.SH,Œ‰≤˝”„,2000-12-06,5.8968,5.8968,5.9259,5.7771,5.7807,619400,10000534,-0.1161,-1.9692,16.1455,0.8849,1115100000,N/A,3896173737,70000000,0,244580900,67.9738,19.4228,35.6285,N/A,
600275.SH,Œ‰≤˝”„,2000-12-07,5.7807,5.7698,5.7771,5.7009,5.7226,404421,6393664,-0.0581,-1.0044,15.8094,0.5777,1103900000,N/A,3857040793,70000000,0,244580900,67.2911,19.2277,35.2706,N/A,
600275.SH,Œ‰≤˝”„,2000-12-08,5.7226,5.7263,5.8243,5.7009,5.7626,341315,5411374,0.0399,0.6975,15.8545,0.4876,1111600000,N/A,3883944692,70000000,0,244580900,67.7605,19.3618,35.5167,N/A,
