代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600122.SH,宏图高科,1998-04-20,N/A,4.8008,4.8008,4.2436,4.2573,31451200,816555837,N/A,N/A,25.9626,69.8916,1117350000,N/A,3054090000,45000000,0,123000000,87.2477,34.3313,9.4373,N/A,
600122.SH,宏图高科,1998-04-21,4.2573,4.2367,4.6825,4.2059,4.6825,6196400,165538617,0.4252,9.9879,26.7153,13.7698,1228950000,N/A,3359130000,45000000,0,123000000,95.9619,37.7603,10.3799,N/A,
600122.SH,宏图高科,1998-04-22,4.6825,5.1506,5.1506,5.1506,5.1506,3623000,108837834,0.4681,9.9963,30.0408,8.0511,1351800000,N/A,3694920000,45000000,0,123000000,105.5546,41.535,11.4175,N/A,
600122.SH,宏图高科,1998-04-23,5.1506,5.665,5.665,5.4267,5.581,13762600,447768136,0.4304,8.3555,32.5351,30.5836,1464750000,N/A,4003650000,45000000,0,123000000,114.3742,45.0054,12.3715,N/A,
600122.SH,宏图高科,1998-04-24,5.581,5.6204,5.8776,5.4867,5.7267,6016300,198660767,0.1457,2.6114,33.0204,13.3696,1503000000,N/A,4108200000,45000000,0,123000000,117.361,46.1807,12.6946,N/A,
600122.SH,宏图高科,1998-04-27,5.7267,5.8107,5.9153,5.3186,5.4181,6364500,206798909,-0.3086,-5.3892,32.4926,14.1433,1422000000,N/A,3886800000,45000000,0,123000000,111.0361,43.6919,12.0104,N/A,
600122.SH,宏图高科,1998-04-28,5.4181,5.4181,5.6238,5.3975,5.4695,4495200,143742240,0.0514,0.9494,31.9768,9.9893,1435500000,N/A,3923700000,45000000,0,123000000,112.0903,44.1067,12.1244,N/A,
600122.SH,宏图高科,1998-04-29,5.4695,5.533,5.7404,5.4661,5.6273,3370400,110847723,0.1577,2.884,32.8886,7.4898,1476900000,N/A,4036860000,45000000,0,123000000,115.323,45.3787,12.4741,N/A,
600122.SH,宏图高科,1998-04-30,5.6273,5.6547,5.7353,5.545,5.5896,2366200,77576137,-0.0377,-0.6703,32.7851,5.2582,1467000000,N/A,4009800000,45000000,0,123000000,114.5499,45.0746,12.3905,N/A,
600122.SH,宏图高科,1998-05-04,5.5896,5.6376,5.8913,5.5913,5.641,3640400,121641121,0.0514,0.9202,33.4142,8.0898,1480500000,N/A,4046700000,45000000,0,123000000,115.6041,45.4894,12.5045,N/A,
600122.SH,宏图高科,1998-05-05,5.641,5.6581,5.689,5.5741,5.6204,2051500,67203727,-0.0206,-0.3647,32.7583,4.5589,1475100000,N/A,4031940000,45000000,0,123000000,115.1824,45.3234,12.4589,N/A,
600122.SH,宏图高科,1998-05-06,5.6204,5.6238,5.821,5.4524,5.5193,3463100,113105844,-0.1012,-1.7999,32.6603,7.6958,1448550000,N/A,3959370000,45000000,0,123000000,113.1093,44.5077,12.2347,N/A,
600122.SH,宏图高科,1998-05-07,5.5193,5.4867,5.5535,5.2981,5.3152,3222000,101725998,-0.204,-3.6968,31.5723,7.16,1395000000,N/A,3813000000,45000000,0,123000000,108.9278,42.8623,11.7824,N/A,
600122.SH,宏图高科,1998-05-08,5.3152,5.2981,5.449,5.2312,5.4352,2649000,82325476,0.12,2.2581,31.0779,5.8867,1426500000,N/A,3899100000,45000000,0,123000000,111.3875,43.8302,12.0484,N/A,
600122.SH,宏图高科,1998-05-11,5.4352,5.4009,5.4009,5.13,5.1438,2544500,77643195,-0.2915,-5.3628,30.5141,5.6544,1350000000,N/A,3690000000,45000000,0,123000000,105.414,41.4797,11.4023,N/A,
600122.SH,宏图高科,1998-05-12,5.1438,5.1266,5.2775,4.9912,5.2278,1918500,57355812,0.084,1.6333,29.8962,4.2633,1372050000,N/A,3750270000,45000000,0,123000000,107.1358,42.1572,11.5885,N/A,
600122.SH,宏图高科,1998-05-13,5.2278,5.2089,5.2638,5.1352,5.1558,1300000,39214192,-0.072,-1.3775,30.1648,2.8889,1353150000,N/A,3698610000,45000000,0,123000000,105.66,41.5764,11.4289,N/A,
600122.SH,宏图高科,1998-05-14,5.1558,5.1575,5.3495,5.1095,5.2363,1735100,53194650,0.0806,1.563,30.658,3.8558,1374300000,N/A,3756420000,45000000,0,123000000,107.3115,42.2263,11.6075,N/A,
600122.SH,宏图高科,1998-05-15,5.2363,5.2466,5.3701,5.1438,5.2003,918400,28128644,-0.036,-0.6876,30.6279,2.0409,1364850000,N/A,3730590000,45000000,0,123000000,106.5736,41.9359,11.5277,N/A,
600122.SH,宏图高科,1998-05-18,5.2003,5.1438,5.2209,5.1095,5.1403,665900,19968870,-0.06,-1.154,29.9878,1.4798,1349100000,N/A,3687540000,45000000,0,123000000,105.3438,41.452,11.3947,N/A,
600122.SH,宏图高科,1998-05-19,5.1403,5.1112,5.1266,4.9706,5.0717,974700,28636465,-0.0686,-1.3342,29.3798,2.166,1331100000,N/A,3638340000,45000000,0,123000000,103.9383,40.8989,11.2427,N/A,
600122.SH,宏图高科,1998-05-20,5.0717,4.938,5.3118,4.938,5.0409,531700,15700835,-0.0309,-0.6085,29.5295,1.1816,1323000000,N/A,3616200000,45000000,0,123000000,103.3058,40.6501,11.1743,N/A,
600122.SH,宏图高科,1998-05-21,5.0409,5.0409,5.1746,4.9689,5.1009,487500,14264301,0.06,1.1905,29.2601,1.0833,1338750000,N/A,3659250000,45000000,0,123000000,104.5356,41.134,11.3073,N/A,
600122.SH,宏图高科,1998-05-22,5.1009,5.0066,5.1575,5.0066,5.0717,628000,18673020,-0.0291,-0.5714,29.7341,1.3956,1331100000,N/A,3638340000,45000000,0,123000000,103.9383,40.8989,11.2427,N/A,
600122.SH,宏图高科,1998-05-25,5.0717,5.0066,5.1266,4.9397,4.9723,1029800,29928137,-0.0994,-1.9608,29.0621,2.2884,1305000000,N/A,3567000000,45000000,0,123000000,101.9002,40.097,11.0222,N/A,
600122.SH,宏图高科,1998-05-26,4.9723,4.9894,5.0906,4.9346,4.9552,649000,18877676,-0.0171,-0.3448,29.0873,1.4422,1300500000,N/A,3554700000,45000000,0,123000000,101.5489,39.9587,10.9842,N/A,
600122.SH,宏图高科,1998-05-27,4.9552,4.9397,5.0855,4.9397,4.9654,698700,20359527,0.0103,0.2076,29.1392,1.5527,1303200000,N/A,3562080000,45000000,0,123000000,101.7597,40.0417,11.007,N/A,
600122.SH,宏图高科,1998-05-28,4.9654,4.9809,5.0323,4.8351,4.8609,853000,24309998,-0.1046,-2.1064,28.4994,1.8956,1275750000,N/A,3487050000,45000000,0,123000000,99.6163,39.1983,10.7752,N/A,
600122.SH,宏图高科,1998-05-29,4.8609,4.8523,5.1403,4.806,5.058,1915400,55224924,0.1972,4.0564,28.8321,4.2564,1327500000,N/A,3628500000,45000000,0,123000000,103.6571,40.7883,11.2123,N/A,
600122.SH,宏图高科,1998-06-01,5.058,5.058,5.0752,4.8866,4.9071,730500,21011261,-0.1509,-2.9831,28.7628,1.6233,1287900000,N/A,3520260000,45000000,0,123000000,100.565,39.5716,10.8778,N/A,
600122.SH,宏图高科,1998-06-02,4.9071,4.9123,4.938,4.8163,4.8694,665300,18834443,-0.0377,-0.7687,28.3097,1.4784,1278000000,N/A,3493200000,45000000,0,123000000,99.792,39.2674,10.7942,N/A,
600122.SH,宏图高科,1998-06-03,4.8694,4.8591,4.866,4.7065,4.7271,955900,26634144,-0.1423,-2.9225,27.8629,2.1242,1240650000,N/A,3391110000,45000000,0,123000000,96.8755,38.1198,10.4787,N/A,
600122.SH,宏图高科,1998-06-04,4.7271,4.7151,4.7957,4.6277,4.7563,1324800,36476213,0.0291,0.6166,27.5334,2.944,1248300000,N/A,3412020000,45000000,0,123000000,97.4729,38.3549,10.5433,N/A,
600122.SH,宏图高科,1998-06-05,4.7563,4.7665,4.9689,4.7494,4.878,1442700,41120012,0.1217,2.5595,28.5021,3.206,1280250000,N/A,3499350000,45000000,0,123000000,99.9677,39.3365,10.8132,N/A,
600122.SH,宏图高科,1998-06-08,4.878,4.8643,4.8643,4.7665,4.794,567500,15881062,-0.084,-1.7223,27.9843,1.2611,1258200000,N/A,3439080000,45000000,0,123000000,98.2459,38.659,10.6269,N/A,
600122.SH,宏图高科,1998-06-09,4.794,4.7665,4.878,4.7151,4.8043,810100,22619133,0.0103,0.2146,27.9214,1.8002,1260900000,N/A,3446460000,45000000,0,123000000,98.4567,38.742,10.6497,N/A,
600122.SH,宏图高科,1998-06-10,4.8043,4.9689,5.2466,4.8609,5.0752,2813400,83236917,0.2709,5.6388,29.5859,6.252,1332000000,N/A,3640800000,45000000,0,123000000,104.0085,40.9266,11.2503,N/A,
