¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600135.SH,¿÷ø≠Ω∫∆¨,1998-01-22,N/A,4.0756,4.5328,3.9622,4.3556,37982600,451523459,N/A,N/A,11.8876,60.2898,774270000,N/A,2335100000,63000000,0,190000000,44.012,12.6581,6.6169,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-01-23,4.3556,4.267,4.4938,4.2635,4.3769,12610200,156302348,0.0213,0.4882,12.3949,20.0162,778050000,N/A,2346500000,63000000,0,190000000,44.2268,12.7199,6.6492,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-09,4.3769,4.5647,4.8163,4.4832,4.8163,10645700,142169273,0.4395,10.0405,13.3546,16.8979,856170000,N/A,2582100000,63000000,0,190000000,48.6674,13.997,7.3168,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-10,4.8163,4.8837,5.0325,4.6072,4.6569,12114700,163992478,-0.1595,-3.3113,13.5367,19.2297,827820000,N/A,2496600000,63000000,0,190000000,47.0559,13.5335,7.0745,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-11,4.6569,4.6569,4.8128,4.625,4.6888,4615800,61310762,0.0319,0.6849,13.2828,7.3267,833490000,N/A,2513700000,63000000,0,190000000,47.3782,13.6262,7.123,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-12,4.6888,4.6781,4.749,4.6285,4.6958,3814100,50490442,0.0071,0.1512,13.2378,6.0541,834750000,N/A,2517500000,63000000,0,190000000,47.4499,13.6468,7.1338,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-13,4.6958,4.7136,4.8908,4.6994,4.7667,3679300,49900792,0.0709,1.5094,13.5626,5.8402,847350000,N/A,2555500000,63000000,0,190000000,48.1661,13.8528,7.2415,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-16,4.7667,4.7667,4.7986,4.6072,4.6569,3401400,44742334,-0.1099,-2.3048,13.1541,5.399,827820000,N/A,2496600000,63000000,0,190000000,47.0559,13.5335,7.0745,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-17,4.6569,4.6179,4.71,4.6072,4.7029,1720500,22625536,0.0461,0.9893,13.1506,2.731,836010000,N/A,2521300000,63000000,0,190000000,47.5215,13.6674,7.1445,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-18,4.7029,4.7136,4.7136,4.6108,4.625,1729500,22708687,-0.078,-1.6579,13.1302,2.7452,822150000,N/A,2479500000,63000000,0,190000000,46.7336,13.4408,7.0261,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-19,4.625,4.6072,4.6356,4.4336,4.4761,3083200,39157590,-0.1488,-3.2184,12.7003,4.894,795690000,N/A,2399700000,63000000,0,190000000,45.2296,13.0083,6.8,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-20,4.4761,4.4655,4.4797,4.3414,4.3875,2044400,25397873,-0.0886,-1.9794,12.4231,3.2451,779940000,N/A,2352200000,63000000,0,190000000,44.3343,12.7508,6.6654,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-23,4.3875,4.3521,4.3521,4.2599,4.306,2042200,24795787,-0.0815,-1.8578,12.1417,3.2416,765450000,N/A,2308500000,63000000,0,190000000,43.5106,12.5139,6.5415,N/A,
600135.SH,¿÷ø≠Ω∫∆¨,1998-02-24,4.306,4.2883,4.4584,4.2777,4.3946,1795500,22270620,0.0886,2.0576,12.4036,2.85,781200000,N/A,2356000000,63000000,0,190000000,44.4059,12.7714,6.6761,N/A,
