¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600821.SH,ΩÚ»∞“µ,1994-01-28,N/A,1.8335,1.8379,1.4972,1.5421,6013200,44747000,N/A,N/A,7.4415,14.8798,278032564.8,N/A,676773952.16,40411710,0,98368307,36.7992,3.7731,1.42,N/A,
600821.SH,ΩÚ»∞“µ,1994-01-31,1.5421,1.4793,1.4793,1.356,1.4009,2921100,18468000,-0.1412,-9.157,6.3223,7.2284,252573187.5,N/A,614801918.75,40411710,0,98368307,33.4295,3.4276,1.29,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-01,1.4009,1.3695,1.4345,1.3493,1.3672,1124700,6989000,-0.0336,-2.4,6.2141,2.7831,246511431,N/A,600046672.7,40411710,0,98368307,32.6272,3.3454,1.259,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-02,1.3672,1.3672,1.4322,1.3672,1.43,1058500,6675000,0.0628,4.5902,6.3061,2.6193,257826709.8,N/A,627589798.66,40411710,0,98368307,34.1248,3.4989,1.3168,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-03,1.43,1.4367,1.5129,1.4322,1.4569,2873700,18853000,0.0269,1.8809,6.5605,7.1111,262676115,N/A,639393995.5,40411710,0,98368307,34.7667,3.5647,1.3416,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-04,1.4569,1.4681,1.5017,1.4457,1.4972,1415300,9315000,0.0403,2.7692,6.5816,3.5022,269950222.8,N/A,657100290.76,40411710,0,98368307,35.7294,3.6635,1.3787,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-14,1.4972,1.5264,1.5555,1.4076,1.4457,1163500,7720000,-0.0516,-3.4431,6.6352,2.8791,260655529.5,N/A,634475580.15,40411710,0,98368307,34.4992,3.5373,1.3313,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-15,1.4457,1.4143,1.4457,1.3919,1.4143,289300,1820000,-0.0314,-2.1705,6.291,0.7159,254997890.1,N/A,620704017.17,40411710,0,98368307,33.7504,3.4605,1.3024,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-16,1.4143,1.4412,1.4435,1.4076,1.4188,164600,1050000,0.0045,0.317,6.3791,0.4073,255806124.3,N/A,622671383.31,40411710,0,98368307,33.8574,3.4715,1.3065,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-17,1.4188,1.4233,1.4255,1.3941,1.4009,146900,922000,-0.0179,-1.2638,6.2764,0.3635,252573187.5,N/A,614801918.75,40411710,0,98368307,33.4295,3.4276,1.29,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-18,1.4009,1.4009,1.4121,1.3941,1.3964,143100,895000,-0.0045,-0.32,6.2544,0.3541,251764953.3,N/A,612834552.61,40411710,0,98368307,33.3225,3.4167,1.2859,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-21,1.3964,1.3897,1.3897,1.3471,1.3538,331800,2016000,-0.0426,-3.0498,6.0759,0.821,244086728.4,N/A,594144574.28,40411710,0,98368307,32.3063,3.3125,1.2466,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-22,1.3538,1.3404,1.43,1.3224,1.3785,366500,2256000,0.0247,1.8212,6.1555,0.9069,248532016.5,N/A,604965088.05,40411710,0,98368307,32.8946,3.3728,1.2694,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-23,1.3785,1.4009,1.4009,1.3583,1.3672,154000,942000,-0.0112,-0.813,6.1169,0.3811,246511431,N/A,600046672.7,40411710,0,98368307,32.6272,3.3454,1.259,N/A,
600821.SH,ΩÚ»∞“µ,1994-02-24,1.3672,1.3695,1.3852,1.3448,1.3717,280700,1705000,0.0045,0.3279,6.0741,0.6946,247319665.2,N/A,602014038.84,40411710,0,98368307,32.7342,3.3563,1.2632,N/A,
