¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600356.SH,∫„∑·÷Ω“µ,2001-04-19,N/A,12.7199,14.7391,12.7199,14.7289,30097866,825697749,N/A,N/A,27.4338,75.2447,1158400000,N/A,4054400000,40000000,0,140000000,103.0024,8.8531,12.1329,16.501,
600356.SH,∫„∑·÷Ω“µ,2001-04-20,14.7289,14.4949,14.9934,14.3423,14.4644,8285772,238592818,-0.2645,-1.7956,28.7955,20.7144,1137600000,N/A,3981600000,40000000,0,140000000,101.1529,8.6942,11.9151,16.2047,
600356.SH,∫„∑·÷Ω“µ,2001-04-23,14.4644,14.4695,14.6984,13.6303,13.8846,5528359,152112701,-0.5798,-4.0084,27.515,13.8209,1092000000,N/A,3822000000,40000000,0,140000000,97.0982,8.3457,11.4374,15.5552,
600356.SH,∫„∑·÷Ω“µ,2001-04-24,13.8846,13.8744,14.027,13.6303,13.6608,2199544,59618551,-0.2238,-1.6117,27.105,5.4989,1074400000,N/A,3760400000,40000000,0,140000000,95.5333,8.2112,11.2531,15.3045,
600356.SH,∫„∑·÷Ω“µ,2001-04-25,13.6608,13.6303,13.732,13.1675,13.198,3141988,82475075,-0.4628,-3.3879,26.2493,7.855,1038000000,N/A,3633000000,40000000,0,140000000,92.2967,7.933,10.8719,14.7859,
600356.SH,∫„∑·÷Ω“µ,2001-04-26,13.198,13.0658,13.4523,12.8725,13.2489,1436970,37436758,0.0509,0.3854,26.0526,3.5924,1042000000,N/A,3647000000,40000000,0,140000000,92.6523,7.9635,10.9138,14.8429,
600356.SH,∫„∑·÷Ω“µ,2001-04-27,13.2489,13.2641,13.6812,13.2641,13.4777,1089870,28877795,0.2289,1.7274,26.4966,2.7247,1060000000,N/A,3710000000,40000000,0,140000000,94.2529,8.1011,11.1023,15.0993,
600356.SH,∫„∑·÷Ω“µ,2001-04-30,13.4777,13.4777,13.6557,13.2692,13.2743,669400,17542206,-0.2034,-1.5094,26.2059,1.6735,1044000000,N/A,3654000000,40000000,0,140000000,92.8302,7.9788,10.9347,14.8714,
600356.SH,∫„∑·÷Ω“µ,2001-05-08,13.2743,13.2184,13.4676,12.9691,13.2743,578780,15063746,0,0,26.0267,1.4469,1044000000,N/A,3654000000,40000000,0,140000000,92.8302,7.9788,10.9347,14.8714,
600356.SH,∫„∑·÷Ω“µ,2001-05-09,13.2743,13.2692,13.2692,12.9793,13.0403,853109,21930785,-0.234,-1.7625,25.7069,2.1328,1025600000,N/A,3589600000,40000000,0,140000000,91.1941,7.8382,10.742,14.6093,
600356.SH,∫„∑·÷Ω“µ,2001-05-10,13.0403,12.9691,13.1726,12.9691,13.0912,636310,16309852,0.0509,0.39,25.6319,1.5908,1029600000,N/A,3603600000,40000000,0,140000000,91.5498,7.8688,10.7839,14.6663,
600356.SH,∫„∑·÷Ω“µ,2001-05-11,13.0912,13.0963,13.3252,13.0709,13.259,365821,9532603,0.1678,1.2821,26.0581,0.9146,1042800000,N/A,3649800000,40000000,0,140000000,92.7235,7.9696,10.9221,14.8543,
600356.SH,∫„∑·÷Ω“µ,2001-05-14,13.259,13.2997,13.6303,13.2997,13.5896,818702,21717245,0.3306,2.4933,26.5264,2.0468,1068800000,N/A,3740800000,40000000,0,140000000,95.0353,8.1684,11.1945,15.2247,
600356.SH,∫„∑·÷Ω“µ,2001-05-15,13.5896,13.6303,13.6812,13.3557,13.4727,634504,16817984,-0.117,-0.8608,26.5057,1.5863,1059600000,N/A,3708600000,40000000,0,140000000,94.2173,8.098,11.0981,15.0936,
600356.SH,∫„∑·÷Ω“µ,2001-05-16,13.4727,13.4676,13.6303,13.3252,13.3862,487444,12836766,-0.0865,-0.6418,26.3349,1.2186,1052800000,N/A,3684800000,40000000,0,140000000,93.6126,8.0461,11.0269,14.9968,
600356.SH,∫„∑·÷Ω“µ,2001-05-17,13.3862,13.432,13.5286,13.3252,13.3252,795846,20941816,-0.061,-0.4559,26.3139,1.9896,1048000000,N/A,3668000000,40000000,0,140000000,93.1858,8.0094,10.9766,14.9284,
600356.SH,∫„∑·÷Ω“µ,2001-05-18,13.3252,13.3252,13.4727,13.1217,13.3557,651328,17026408,0.0305,0.229,26.1411,1.6283,1050400000,N/A,3676400000,40000000,0,140000000,93.3992,8.0277,11.0017,14.9626,
600356.SH,∫„∑·÷Ω“µ,2001-05-21,13.3557,13.3811,13.4777,13.259,13.2997,544299,14238211,-0.0559,-0.4189,26.1588,1.3607,1046000000,N/A,3661000000,40000000,0,140000000,93.008,7.9941,10.9556,14.8999,
600356.SH,∫„∑·÷Ω“µ,2001-05-22,13.2997,13.3302,13.6049,13.3302,13.4879,594076,15756677,0.1882,1.4149,26.523,1.4852,1060800000,N/A,3712800000,40000000,0,140000000,94.324,8.1072,11.1107,15.1107,
600356.SH,∫„∑·÷Ω“µ,2001-05-23,13.4879,13.5286,13.5744,13.2336,13.3048,422403,11111821,-0.1831,-1.3575,26.3062,1.056,1046400000,N/A,3662400000,40000000,0,140000000,93.0436,7.9972,10.9598,14.9056,
600356.SH,∫„∑·÷Ω“µ,2001-05-24,13.3048,13.2743,13.4625,12.8776,13.3506,1603236,41365641,0.0458,0.344,25.8013,4.0081,1050000000,N/A,3675000000,40000000,0,140000000,93.3637,8.0247,10.9975,14.9569,
600356.SH,∫„∑·÷Ω“µ,2001-05-25,13.3506,13.376,13.4523,13.1116,13.259,317389,8262284,-0.0915,-0.6857,26.032,0.7935,1042800000,N/A,3649800000,40000000,0,140000000,92.7235,7.9696,10.9221,14.8543,
600356.SH,∫„∑·÷Ω“µ,2001-05-28,13.259,13.259,13.259,13.259,13.259,N/A,N/A,0,0,N/A,N/A,1042800000,N/A,3649800000,40000000,0,140000000,92.7235,7.9696,10.9221,14.8543,
600356.SH,∫„∑·÷Ω“µ,2001-05-29,13.259,13.2234,13.2234,13.02,13.0607,340280,8751131,-0.1984,-1.496,25.7174,0.8507,1027200000,N/A,3595200000,40000000,0,140000000,91.3364,7.8504,10.7587,14.6321,
600356.SH,∫„∑·÷Ω“µ,2001-05-30,13.0607,13.0709,13.2234,13.02,13.137,379120,9769644,0.0763,0.5841,25.7693,0.9478,1033200000,N/A,3616200000,40000000,0,140000000,91.8699,7.8963,10.8216,14.7176,
600356.SH,∫„∑·÷Ω“µ,2001-05-31,13.137,13.1726,13.1726,12.9742,13.02,702891,18028647,-0.117,-0.8904,25.6493,1.7572,1024000000,N/A,3584000000,40000000,0,140000000,91.0518,7.826,10.7252,14.5865,
600356.SH,∫„∑·÷Ω“µ,2001-06-01,13.02,13.02,13.1726,12.9742,13.0709,512684,13151478,0.0509,0.3906,25.6522,1.2817,1028000000,N/A,3598000000,40000000,0,140000000,91.4075,7.8565,10.7671,14.6435,
600356.SH,∫„∑·÷Ω“µ,2001-06-04,13.0709,13.0709,13.3252,12.9895,13.2641,625315,16061791,0.1933,1.4786,25.6859,1.5633,1043200000,N/A,3651200000,40000000,0,140000000,92.759,7.9727,10.9263,14.86,
600356.SH,∫„∑·÷Ω“µ,2001-06-05,13.2641,13.2743,13.4574,13.2489,13.3048,561468,14744440,0.0407,0.3067,26.2605,1.4037,1046400000,N/A,3662400000,40000000,0,140000000,93.0436,7.9972,10.9598,14.9056,
600356.SH,∫„∑·÷Ω“µ,2001-06-06,13.3048,13.3048,13.3353,13.1828,13.2845,491232,12781904,-0.0203,-0.1529,26.0201,1.2281,1044800000,N/A,3656800000,40000000,0,140000000,92.9013,7.9849,10.9431,14.8828,
600356.SH,∫„∑·÷Ω“µ,2001-06-07,13.2845,13.2743,13.3302,13.1522,13.2743,499698,13001445,-0.0102,-0.0766,26.0186,1.2492,1044000000,N/A,3654000000,40000000,0,140000000,92.8302,7.9788,10.9347,14.8714,
600356.SH,∫„∑·÷Ω“µ,2001-06-08,13.2743,13.2234,13.4167,13.1472,13.3913,436416,11419926,0.117,0.8812,26.1675,1.091,1053200000,N/A,3686200000,40000000,0,140000000,93.6482,8.0491,11.0311,15.0025,
600356.SH,∫„∑·÷Ω“µ,2001-06-11,13.3913,13.4218,13.8185,13.4218,13.6049,1474318,39472891,0.2136,1.5951,26.7737,3.6858,1070000000,N/A,3745000000,40000000,0,140000000,95.142,8.1775,11.207,15.2418,
600356.SH,∫„∑·÷Ω“µ,2001-06-12,13.6049,13.6557,13.8083,13.5388,13.727,1158033,31252919,0.1221,0.8972,26.9879,2.8951,1079600000,N/A,3778600000,40000000,0,140000000,95.9956,8.2509,11.3076,15.3785,
600356.SH,∫„∑·÷Ω“µ,2001-06-13,13.727,13.7626,13.7829,13.6303,13.7626,758598,20485561,0.0356,0.2594,27.0045,1.8965,1082400000,N/A,3788400000,40000000,0,140000000,96.2446,8.2723,11.3369,15.4184,
600356.SH,∫„∑·÷Ω“µ,2001-06-14,13.7626,13.7881,13.9055,13.5788,13.5788,727161,19606330,-0.1838,-1.3353,26.9628,1.8179,1064000000,N/A,3724000000,40000000,0,140000000,94.6085,8.1317,11.1442,15.1563,
600356.SH,∫„∑·÷Ω“µ,2001-06-15,13.5788,13.5788,13.7983,13.5022,13.7728,512198,13685059,0.194,1.4286,26.7183,1.2805,1079200000,N/A,3777200000,40000000,0,140000000,95.9601,8.2478,11.3034,15.3728,
600356.SH,∫„∑·÷Ω“µ,2001-06-18,13.7728,13.8136,13.8749,13.4256,13.4512,436450,11608872,-0.3216,-2.3351,26.5984,1.0911,1054000000,N/A,3689000000,40000000,0,140000000,93.7193,8.0552,11.0394,15.0139,
600356.SH,∫„∑·÷Ω“µ,2001-06-19,13.4512,13.4512,13.5533,13.2929,13.4205,316022,8299326,-0.0306,-0.2277,26.2619,0.7901,1051600000,N/A,3680600000,40000000,0,140000000,93.5059,8.0369,11.0143,14.9797,
600356.SH,∫„∑·÷Ω“µ,2001-06-20,13.4205,13.4563,13.6094,13.2674,13.3644,384200,10127604,-0.0562,-0.4184,26.3602,0.9605,1047200000,N/A,3665200000,40000000,0,140000000,93.1147,8.0033,10.9682,14.917,
600356.SH,∫„∑·÷Ω“µ,2001-06-21,13.3644,13.4256,13.4767,13.2725,13.4307,650466,16994006,0.0664,0.4966,26.1259,1.6262,1052400000,N/A,3683400000,40000000,0,140000000,93.5771,8.043,11.0227,14.9911,
600356.SH,∫„∑·÷Ω“µ,2001-06-22,13.4307,13.4512,13.5737,13.4256,13.5379,313077,8283885,0.1072,0.7982,26.4596,0.7827,1060800000,N/A,3712800000,40000000,0,140000000,94.324,8.1072,11.1107,15.1107,
600356.SH,∫„∑·÷Ω“µ,2001-06-25,13.5379,13.6043,13.7574,13.5124,13.7115,467812,12534674,0.1736,1.2821,26.7943,1.1695,1074400000,N/A,3760400000,40000000,0,140000000,95.5333,8.2112,11.2531,15.3045,
600356.SH,∫„∑·÷Ω“µ,2001-06-26,13.7115,13.7217,13.8442,13.6605,13.6809,548141,14784292,-0.0306,-0.2234,26.9717,1.3704,1072000000,N/A,3752000000,40000000,0,140000000,95.3199,8.1928,11.228,15.2703,
600356.SH,∫„∑·÷Ω“µ,2001-06-27,13.6809,13.6707,13.783,13.6094,13.686,276460,7412852,0.0051,0.0373,26.8135,0.6912,1072400000,N/A,3753400000,40000000,0,140000000,95.3554,8.1959,11.2322,15.276,
600356.SH,∫„∑·÷Ω“µ,2001-06-28,13.686,13.686,13.783,13.6298,13.6553,336170,9014594,-0.0306,-0.2238,26.8156,0.8404,1070000000,N/A,3745000000,40000000,0,140000000,95.142,8.1775,11.207,15.2418,
600356.SH,∫„∑·÷Ω“µ,2001-06-29,13.6553,13.7064,13.7574,13.5277,13.5635,202500,5405615,-0.0919,-0.6729,26.6944,0.5062,1062800000,N/A,3719800000,40000000,0,140000000,94.5018,8.1225,11.1316,15.1392,
600356.SH,∫„∑·÷Ω“µ,2001-07-02,13.5635,13.5277,13.6196,13.3746,13.395,203600,5377578,-0.1685,-1.242,26.4125,0.509,1049600000,N/A,3673600000,40000000,0,140000000,93.3281,8.0216,10.9934,14.9512,
600356.SH,∫„∑·÷Ω“µ,2001-07-03,13.395,13.3746,13.4767,13.3389,13.4409,161651,4242244,0.0459,0.343,26.2432,0.4041,1053200000,N/A,3686200000,40000000,0,140000000,93.6482,8.0491,11.0311,15.0025,
600356.SH,∫„∑·÷Ω“µ,2001-07-04,13.4409,13.5277,13.5788,13.4103,13.4154,97150,2563643,-0.0255,-0.1899,26.3885,0.2429,1051200000,N/A,3679200000,40000000,0,140000000,93.4704,8.0338,11.0101,14.974,
600356.SH,∫„∑·÷Ω“µ,2001-07-05,13.4154,13.3746,13.5226,13.3031,13.3491,141670,3708242,-0.0664,-0.4947,26.1752,0.3542,1046000000,N/A,3661000000,40000000,0,140000000,93.008,7.9941,10.9556,14.8999,
600356.SH,∫„∑·÷Ω“µ,2001-07-06,13.3491,13.3286,13.3644,13.2214,13.2521,232993,6066292,-0.097,-0.7266,26.0364,0.5825,1038400000,N/A,3634400000,40000000,0,140000000,92.3322,7.936,10.876,14.7916,
600356.SH,∫„∑·÷Ω“µ,2001-07-09,13.2521,13.2163,13.2878,13.0938,13.2214,166729,4310932,-0.0306,-0.2311,25.8559,0.4168,1036000000,N/A,3626000000,40000000,0,140000000,92.1188,7.9177,10.8509,14.7575,
600356.SH,∫„∑·÷Ω“µ,2001-07-10,13.2214,13.2623,13.3491,13.201,13.3235,157108,4087474,0.1021,0.7722,26.017,0.3928,1044000000,N/A,3654000000,40000000,0,140000000,92.8302,7.9788,10.9347,14.8714,
600356.SH,∫„∑·÷Ω“µ,2001-07-11,13.3235,13.3235,13.344,13.2163,13.2214,122200,3182979,-0.1021,-0.7663,26.0473,0.3055,1036000000,N/A,3626000000,40000000,0,140000000,92.1188,7.9177,10.8509,14.7575,
600356.SH,∫„∑·÷Ω“µ,2001-07-12,13.2214,13.1959,13.2317,13.0887,13.1193,154700,3979519,-0.1021,-0.7722,25.7241,0.3867,1028000000,N/A,3598000000,40000000,0,140000000,91.4075,7.8565,10.7671,14.6435,
600356.SH,∫„∑·÷Ω“µ,2001-07-13,13.1193,13.1704,13.1704,13.0683,13.0938,261416,6711648,-0.0255,-0.1946,25.6742,0.6535,1026000000,N/A,3591000000,40000000,0,140000000,91.2296,7.8413,10.7462,14.615,
600356.SH,∫„∑·÷Ω“µ,2001-07-16,13.0938,13.1704,13.2725,12.5833,12.6344,700850,17636167,-0.4594,-3.5088,25.164,1.7521,990000000,N/A,3465000000,40000000,0,140000000,88.0286,7.5661,10.3691,14.1022,
600356.SH,∫„∑·÷Ω“µ,2001-07-17,12.6344,12.5987,12.5987,11.9963,12.4302,1052554,25163477,-0.2042,-1.6162,23.9071,2.6314,974000000,N/A,3409000000,40000000,0,140000000,86.6059,7.4438,10.2015,13.8743,
600356.SH,∫„∑·÷Ω“µ,2001-07-18,12.4302,12.3996,12.4302,12.2515,12.3791,203102,4906931,-0.051,-0.4107,24.1599,0.5078,970000000,N/A,3395000000,40000000,0,140000000,86.2503,7.4133,10.1596,13.8173,
600356.SH,∫„∑·÷Ω“µ,2001-07-19,12.3791,12.4455,12.6395,12.3026,12.5833,233100,5677557,0.2042,1.6495,24.3567,0.5827,986000000,N/A,3451000000,40000000,0,140000000,87.6729,7.5355,10.3272,14.0452,
600356.SH,∫„∑·÷Ω“µ,2001-07-20,12.5833,12.6089,12.859,12.5884,12.8386,333217,8309525,0.2552,2.0284,24.9373,0.833,1006000000,N/A,3521000000,40000000,0,140000000,89.4513,7.6884,10.5367,14.3301,
600356.SH,∫„∑·÷Ω“µ,2001-07-23,12.8386,12.8386,12.8743,12.614,12.6344,253990,6311981,-0.2042,-1.5905,24.8513,0.635,990000000,N/A,3465000000,40000000,0,140000000,88.0286,7.5661,10.3691,14.1022,
600356.SH,∫„∑·÷Ω“µ,2001-07-24,12.6344,12.6497,12.6497,12.3077,12.4302,293268,7128958,-0.2042,-1.6162,24.3087,0.7332,974000000,N/A,3409000000,40000000,0,140000000,86.6059,7.4438,10.2015,13.8743,
