代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
603018.SH,设计股份,2014-10-13,N/A,19.1194,22.9424,19.1194,22.9424,48500,2228831,N/A,N/A,45.9553,0.1865,1207700000,N/A,4830800000,26000000,0,104000000,32.2353,6.741,4.2158,-1550.296,
603018.SH,设计股份,2014-10-14,22.9424,25.2391,25.2391,25.2391,25.2391,25400,1297940,2.2967,10.0108,51.1,0.0977,1328600000,N/A,5314400000,26000000,0,104000000,35.4623,7.4159,4.6379,-1705.4926,
603018.SH,设计股份,2014-10-15,25.2391,27.763,27.763,27.763,27.763,39500,2220295,2.5239,10,56.21,0.1519,1461460000,N/A,5845840000,26000000,0,104000000,39.0086,8.1574,5.1016,-1876.0417,
603018.SH,设计股份,2014-10-16,27.763,30.5388,30.5388,30.5388,30.5388,286049,17686410,2.7758,9.9982,61.83,1.1002,1607580000,N/A,6430320000,26000000,0,104000000,42.9087,8.973,5.6117,-2063.6125,
603018.SH,设计股份,2014-10-17,30.5388,31.8279,31.8279,27.9062,28.9237,12885531,765033526,-1.6151,-5.2887,59.3715,49.5597,1522560000,N/A,6090240000,26000000,0,104000000,40.6394,8.4985,5.3149,-1954.4744,
603018.SH,设计股份,2014-10-20,28.9237,28.4001,28.7952,27.9803,28.1976,5646309,324043767,-0.7261,-2.5102,57.3904,21.7166,1484340000,N/A,5937360000,26000000,0,104000000,39.6193,8.2851,5.1815,-1905.4124,
603018.SH,设计股份,2014-10-21,28.1976,28.1927,29.8572,28.0445,29.3435,6611228,388433031,1.1459,4.0638,58.7535,25.4278,1544660000,N/A,6178640000,26000000,0,104000000,41.2293,8.6218,5.3921,-1982.8436,
603018.SH,设计股份,2014-10-22,29.3435,29.2941,29.7337,28.4594,28.5631,4738704,279520916,-0.7804,-2.6595,58.9868,18.2258,1503580000,N/A,6014320000,26000000,0,104000000,40.1328,8.3925,5.2487,-1930.1102,
603018.SH,设计股份,2014-10-23,28.5631,28.326,28.6372,28.0988,28.3408,2754712,157885720,-0.2223,-0.7781,57.3148,10.595,1491880000,N/A,5967520000,26000000,0,104000000,39.8205,8.3272,5.2078,-1915.0912,
603018.SH,设计股份,2014-10-24,28.3408,28.3754,28.5829,28.0346,28.1038,2515909,143973398,-0.2371,-0.8365,57.2252,9.6766,1479400000,N/A,5917600000,26000000,0,104000000,39.4874,8.2576,5.1643,-1899.0709,
603018.SH,设计股份,2014-10-27,28.1038,28.005,28.005,26.6418,26.6615,3423694,187114236,-1.4422,-5.1318,54.6527,13.1681,1403480000,N/A,5613920000,26000000,0,104000000,37.461,7.8338,4.8992,-1801.6143,
603018.SH,设计股份,2014-10-28,26.6615,27.0665,27.8815,27.0665,27.7333,2550197,142383663,1.0718,4.02,55.8324,9.8085,1459900000,N/A,5839600000,26000000,0,104000000,38.9669,8.1487,5.0962,-1874.0392,
603018.SH,设计股份,2014-10-29,27.7333,27.8321,28.9187,27.7333,28.7656,3985051,229243032,1.0323,3.7222,57.5257,15.3271,1514240000,N/A,6056960000,26000000,0,104000000,40.4173,8.452,5.2859,-1943.7942,
603018.SH,设计股份,2014-10-30,28.7656,28.6569,29.2348,28.4989,29.0224,3803458,222780829,0.2568,0.8929,58.5732,14.6287,1527760000,N/A,6111040000,26000000,0,104000000,40.7782,8.5275,5.3331,-1961.1495,
603018.SH,设计股份,2014-10-31,29.0224,29.0422,31.7587,28.894,30.8154,5500298,338121545,1.7929,6.1777,61.4733,21.155,1622140000,N/A,6488560000,26000000,0,104000000,43.2973,9.0543,5.6625,-2082.303,
603018.SH,设计股份,2014-11-03,30.8154,31.008,32.0551,30.6227,31.1018,4349617,276399980,0.2865,0.9296,63.5458,16.7293,1637220000,N/A,6548880000,26000000,0,104000000,43.6998,9.1385,5.7152,-2101.6606,
603018.SH,设计股份,2014-11-04,31.1018,30.9191,33.4282,30.6968,33.0034,5633909,368418356,1.9016,6.114,65.393,21.6689,1737320000,N/A,6949280000,26000000,0,104000000,46.3717,9.6972,6.0646,-2230.1567,
603018.SH,设计股份,2014-11-05,33.0034,32.4897,33.0528,31.8575,32.3465,3546186,233012771,-0.6569,-1.9904,65.708,13.6392,1702740000,N/A,6810960000,26000000,0,104000000,45.4487,9.5042,5.9439,-2185.7673,
603018.SH,设计股份,2014-11-06,32.3465,32.1341,34.6531,32.1341,34.095,4919636,336110281,1.7485,5.4054,68.3202,18.9217,1794780000,N/A,7179120000,26000000,0,104000000,47.9054,10.0179,6.2652,-2303.9167,
603018.SH,设计股份,2014-11-07,34.095,34.1048,35.5668,33.0923,33.6652,5190785,361041073,-0.4297,-1.2603,69.5542,19.9646,1772160000,N/A,7088640000,26000000,0,104000000,47.3016,9.8917,6.1862,-2274.8801,
603018.SH,设计股份,2014-11-10,33.6652,33.769,35.7101,33.769,35.147,3716125,262297225,1.4817,4.4014,70.5835,14.2928,1850160000,N/A,7400640000,26000000,0,104000000,49.3835,10.327,6.4585,-2375.0068,
603018.SH,设计股份,2014-11-11,35.147,35.0482,35.147,33.6307,34.174,3850042,267281253,-0.973,-2.7684,69.4229,14.8079,1798940000,N/A,7195760000,26000000,0,104000000,48.0164,10.0412,6.2797,-2309.2568,
603018.SH,设计股份,2014-11-12,34.174,34.174,36.1941,33.9171,35.9817,4476933,320813320,1.8077,5.2898,71.6592,17.219,1894100000,N/A,7576400000,26000000,0,104000000,50.5564,10.5723,6.6119,-2431.4116,
603018.SH,设计股份,2014-11-13,35.9817,34.9445,36.3028,34.7716,35.4236,3639557,261724963,-0.5581,-1.5511,71.9112,13.9983,1864720000,N/A,7458880000,26000000,0,104000000,49.7722,10.4083,6.5093,-2393.697,
603018.SH,设计股份,2014-11-14,35.4236,35.3643,35.7693,32.0156,32.4058,5460417,368048249,-3.0178,-8.5192,67.403,21.0016,1705860000,N/A,6823440000,26000000,0,104000000,45.532,9.5216,5.9548,-2189.7722,
603018.SH,设计股份,2014-11-17,32.4058,32.1144,33.2158,31.7587,32.4058,2472985,163280312,0,0,66.0256,9.5115,1705860000,N/A,6823440000,26000000,0,104000000,45.532,9.5216,5.9548,-2189.7722,
603018.SH,设计股份,2014-11-18,32.4058,32.4206,33.4726,32.144,33.3096,2354660,157438536,0.9039,2.7892,66.8625,9.0564,1753440000,N/A,7013760000,26000000,0,104000000,46.8019,9.7872,6.1209,-2250.8496,
603018.SH,设计股份,2014-11-19,33.3096,33.1466,33.28,32.3564,32.8108,1723528,114402386,-0.4989,-1.4976,66.3769,6.629,1727180000,N/A,6908720000,26000000,0,104000000,46.101,9.6406,6.0292,-2217.1404,
603018.SH,设计股份,2014-11-20,32.8108,32.4848,33.5368,32.228,33.2306,1911077,127893122,0.4198,1.2795,66.922,7.3503,1749280000,N/A,6997120000,26000000,0,104000000,46.6909,9.764,6.1064,-2245.5095,
603018.SH,设计股份,2014-11-21,33.2306,33.0923,33.7344,32.9985,33.1664,2260547,152680520,-0.0642,-0.1932,67.5414,8.6944,1745900000,N/A,6983600000,26000000,0,104000000,46.6007,9.7451,6.0946,-2241.1707,
603018.SH,设计股份,2014-11-24,33.1664,33.6356,33.7788,33.0923,33.2899,2349300,158936989,0.1235,0.3723,67.6529,9.0358,1752400000,N/A,7009600000,26000000,0,104000000,46.7742,9.7814,6.1172,-2249.5146,
603018.SH,设计股份,2014-11-25,33.2899,33.196,33.4627,32.1094,32.47,2843605,187614065,-0.8199,-2.4629,65.9775,10.9369,1709240000,N/A,6836960000,26000000,0,104000000,45.6222,9.5405,5.9666,-2194.1111,
603018.SH,设计股份,2014-11-26,32.47,32.5045,33.2652,32.4552,32.87,1608040,107208457,0.4001,1.2321,66.6703,6.1848,1730300000,N/A,6921200000,26000000,0,104000000,46.1843,9.658,6.0401,-2221.1453,
603018.SH,设计股份,2014-11-27,32.87,33.2207,35.5619,33.1466,34.495,3118682,217866102,1.625,4.9437,69.8584,11.9949,1815840000,N/A,7263360000,26000000,0,104000000,48.4675,10.1355,6.3387,-2330.9509,
