´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
601890.SH,ÑÇÐÇÃªÁ´,2010-12-28,N/A,9.4429,9.6827,8.6875,8.7093,50063701,1262386816,N/A,N/A,25.2156,69.5329,1726560000,N/A,8632800000,72000000,0,360000000,45.9973,12.798,4.9107,23.9033,
601890.SH,ÑÇÐÇÃªÁ´,2010-12-29,8.7093,8.1718,8.357,7.8449,8.1754,25550167,565762219,-0.5339,-6.1301,22.1432,35.4863,1620720000,N/A,8103600000,72000000,0,360000000,43.1777,12.0135,4.6097,22.438,
601890.SH,ÑÇÐÇÃªÁ´,2010-12-30,8.1754,7.9466,8.0846,7.8086,7.8558,14211356,309845133,-0.3196,-3.9094,21.8026,19.738,1557360000,N/A,7786800000,72000000,0,360000000,41.4897,11.5438,4.4294,21.5608,
601890.SH,ÑÇÐÇÃªÁ´,2010-12-31,7.8558,7.7614,7.903,7.736,7.8086,12312285,264647228,-0.0472,-0.601,21.4946,17.1004,1548000000,N/A,7740000000,72000000,0,360000000,41.2403,11.4744,4.4028,21.4312,
601890.SH,ÑÇÐÇÃªÁ´,2011-01-04,7.8086,7.8449,7.9466,7.736,7.8885,9880620,213517478,0.0799,1.0233,21.6097,13.7231,1563840000,N/A,7819200000,72000000,0,360000000,52.1695,2.871,4.3979,4.7829,
601890.SH,ÑÇÐÇÃªÁ´,2011-01-05,7.8885,7.8631,8.2916,7.7469,8.0919,15008746,333565950,0.2034,2.5783,22.2248,20.8455,1604160000,N/A,8020800000,72000000,0,360000000,53.5146,2.945,4.5112,4.9062,
601890.SH,ÑÇÐÇÃªÁ´,2011-01-06,8.0919,7.9866,8.0628,7.8376,7.8703,7855871,171363278,-0.2215,-2.7379,21.8134,10.9109,1560240000,N/A,7801200000,72000000,0,360000000,52.0494,2.8644,4.3877,4.7719,
601890.SH,ÑÇÐÇÃªÁ´,2011-01-07,7.8703,7.8013,7.943,7.7759,7.8195,5877891,127127229,-0.0508,-0.6461,21.628,8.1637,1550160000,N/A,7750800000,72000000,0,360000000,51.7132,2.8459,4.3594,4.7411,
601890.SH,ÑÇÐÇÃªÁ´,2011-01-10,7.8195,7.7832,8.0374,7.765,7.805,6145405,133200415,-0.0145,-0.1858,21.6748,8.5353,1547280000,N/A,7736400000,72000000,0,360000000,51.6171,2.8406,4.3513,4.7323,
601890.SH,ÑÇÐÇÃªÁ´,2011-01-11,7.805,7.7723,7.8304,7.351,7.4236,8825699,183636293,-0.3813,-4.886,20.807,12.2579,1471680000,N/A,7358400000,72000000,0,360000000,49.0951,2.7018,4.1387,4.501,
