´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603566.SH,ÆÕÀ³¿Â,2015-05-18,N/A,11.0991,11.0991,11.0991,11.0991,40170,897800,N/A,N/A,22.35,0.1004,894000000,N/A,3576000000,40000000,0,160000000,25.4961,5.2312,7.5175,133.1907,
603566.SH,ÆÕÀ³¿Â,2015-05-19,11.0991,12.2115,12.2115,12.2115,12.2115,4131,101581,1.1124,10.0224,24.5899,0.0103,983600000,N/A,3934400000,40000000,0,160000000,28.0514,5.7555,8.2709,146.5395,
603566.SH,ÆÕÀ³¿Â,2015-05-20,12.2115,13.4331,13.4331,13.4331,13.4331,4700,127135,1.2216,10.0041,27.05,0.0118,1082000000,N/A,4328000000,40000000,0,160000000,30.8577,6.3313,9.0984,161.1994,
603566.SH,ÆÕÀ³¿Â,2015-05-21,13.4331,14.7789,14.7789,14.7789,14.7789,7400,220224,1.3458,10.0185,29.76,0.0185,1190400000,N/A,4761600000,40000000,0,160000000,33.9491,6.9656,10.0099,177.3492,
603566.SH,ÆÕÀ³¿Â,2015-05-22,14.7789,16.2588,16.2588,16.2588,16.2588,8600,281564,1.4799,10.0134,32.74,0.0215,1309600000,N/A,5238400000,40000000,0,160000000,37.3486,7.6631,11.0122,195.1079,
603566.SH,ÆÕÀ³¿Â,2015-05-25,16.2588,17.8827,17.8827,17.8827,17.8827,15100,543751,1.6239,9.9878,36.01,0.0377,1440400000,N/A,5761600000,40000000,0,160000000,41.0789,8.4285,12.1121,214.5949,
603566.SH,ÆÕÀ³¿Â,2015-05-26,17.8827,19.6705,19.6705,19.6705,19.6705,11716,464071,1.7878,9.9972,39.61,0.0293,1584400000,N/A,6337600000,40000000,0,160000000,45.1856,9.2711,13.323,236.0484,
603566.SH,ÆÕÀ³¿Â,2015-05-27,19.6705,21.637,21.637,21.637,21.637,16100,701477,1.9665,9.9975,43.57,0.0403,1742800000,N/A,6971200000,40000000,0,160000000,49.7031,10.198,14.6549,259.6473,
603566.SH,ÆÕÀ³¿Â,2015-05-28,21.637,23.8022,23.8022,23.8022,23.8022,33500,1605655,2.1652,10.0069,47.93,0.0838,1917200000,N/A,7668800000,40000000,0,160000000,54.6768,11.2185,16.1214,285.6299,
603566.SH,ÆÕÀ³¿Â,2015-05-29,23.8022,26.1809,26.1809,26.1809,26.1809,96000,5061120,2.3787,9.9937,52.72,0.24,2108800000,N/A,8435200000,40000000,0,160000000,60.1411,12.3396,17.7326,314.175,
