ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-06,N/A,8.0703,14.2416,8.0703,12.694,68067778,845277981,N/A,N/A,12.4182,77.3506,1176546630,N/A,4011000000,87999000,0,300000000,92.1951,10.6887,11.7458,98.264,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-09,12.694,12.2288,13.4726,12.0864,13.2827,38965831,514559373,0.5887,4.6372,13.2054,44.2799,1231106010,N/A,4197000000,87999000,0,300000000,96.4704,11.1843,12.2905,102.8207,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-10,13.2827,13.0073,13.6625,12.5326,13.1118,25212318,348696943,-0.1709,-1.2866,13.8304,28.6507,1215266190,N/A,4143000000,87999000,0,300000000,95.2292,11.0404,12.1324,101.4978,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-11,13.1118,13.0073,13.2922,12.8175,13.0738,15313720,209995257,-0.038,-0.2896,13.7129,17.4022,1211746230,N/A,4131000000,87999000,0,300000000,94.9534,11.0085,12.0973,101.2038,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-12,13.0738,13.1498,14.1467,13.0453,13.9188,26829259,387583134,0.845,6.4633,14.4463,30.4881,1290065340,N/A,4398000000,87999000,0,300000000,101.0905,11.72,12.8791,107.745,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-13,13.9188,13.6245,13.9283,13.3966,13.4916,17546854,251929176,-0.4272,-3.0696,14.3575,19.9398,1250465790,N/A,4263000000,87999000,0,300000000,97.9875,11.3602,12.4838,104.4377,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-16,13.4916,13.558,13.8049,13.4251,13.6625,9891117,141705858,0.1709,1.2667,14.3266,11.24,1266305610,N/A,4317000000,87999000,0,300000000,99.2287,11.5041,12.6419,105.7606,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-17,13.6625,13.7004,13.7004,12.9219,13.3776,14549787,204091726,-0.2848,-2.0848,14.0271,16.534,1239905910,N/A,4227000000,87999000,0,300000000,97.16,11.2643,12.3784,103.5557,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-18,13.3776,13.2732,13.653,12.9314,13.558,10641466,148037595,0.1804,1.3485,13.9114,12.0927,1256625720,N/A,4284000000,87999000,0,300000000,98.4702,11.4162,12.5453,104.9521,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-19,13.558,13.558,13.558,12.8175,13.0833,10002060,139248807,-0.4747,-3.5014,13.922,11.3661,1212626220,N/A,4134000000,87999000,0,300000000,95.0223,11.0165,12.106,101.2773,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-20,13.0833,13.1877,14.3935,13.1023,14.3935,20395661,300140042,1.3102,10.0145,14.7159,23.1772,1334064840,N/A,4548000000,87999000,0,300000000,104.5384,12.1197,13.3184,111.4198,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-23,14.3935,14.5739,15.1911,14.3366,14.9727,21975891,342103759,0.5792,4.0237,15.5672,24.9729,1387744230,N/A,4731000000,87999000,0,300000000,108.7447,12.6074,13.8543,115.903,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-24,14.9727,14.9062,15.0961,14.6024,14.7733,11933301,186304417,-0.1994,-1.3316,15.6121,13.5607,1369264440,N/A,4668000000,87999000,0,300000000,107.2966,12.4395,13.6698,114.3596,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-25,14.7733,14.5265,15.3999,14.479,15.1721,13003033,206215106,0.3988,2.6992,15.859,14.7763,1406224020,N/A,4794000000,87999000,0,300000000,110.1928,12.7753,14.0388,117.4464,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-26,15.1721,15.0961,15.1816,14.8018,14.9917,6548191,103348221,-0.1804,-1.189,15.7827,7.4412,1389504210,N/A,4737000000,87999000,0,300000000,108.8826,12.6234,13.8719,116.05,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-27,14.9917,14.9062,14.9822,14.2511,14.4315,8851879,135269865,-0.5602,-3.7365,15.2815,10.0591,1337584800,N/A,4560000000,87999000,0,300000000,104.8142,12.1517,13.3535,111.7138,
601007.SH,ฝ๐ม๊ทนต๊,2007-04-30,14.4315,14.2891,14.5834,13.7669,13.9663,8686055,128178682,-0.4652,-3.2237,14.7568,9.8706,1294465290,N/A,4413000000,87999000,0,300000000,101.4353,11.76,12.9231,108.1124,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-08,13.9663,14.0517,14.403,13.7859,14.2226,8267511,122751328,0.2563,1.8355,14.8474,9.395,1318225020,N/A,4494000000,87999000,0,300000000,103.2971,11.9758,13.1603,110.0968,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-09,14.2226,14.1087,14.1087,13.2922,13.7194,8582335,123837033,-0.5032,-3.5381,14.4293,9.7528,1271585550,N/A,4335000000,87999000,0,300000000,99.6424,11.5521,12.6946,106.2016,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-10,13.7194,13.672,13.9568,13.4441,13.7859,6136695,88529679,0.0665,0.4844,14.4263,6.9736,1277745480,N/A,4356000000,87999000,0,300000000,100.1251,11.6081,12.7561,106.716,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-11,13.7859,13.672,14.1941,13.4821,14.0232,6368180,92872110,0.2374,1.7218,14.5838,7.2367,1299745230,N/A,4431000000,87999000,0,300000000,101.8491,11.8079,12.9758,108.5534,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-14,14.0232,13.7669,13.9663,13.596,13.7099,4978647,72504119,-0.3133,-2.2343,14.563,5.6576,1270705560,N/A,4332000000,87999000,0,300000000,99.5735,11.5441,12.6859,106.1281,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-15,13.7099,13.7669,13.7669,13.0263,13.0928,7169589,101083340,-0.6171,-4.5014,14.0989,8.1474,1213506210,N/A,4137000000,87999000,0,300000000,95.0913,11.0245,12.1148,101.3508,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-16,13.0928,13.0548,13.3681,12.8744,13.2162,4138486,57096176,0.1234,0.9427,13.7964,4.7029,1224946080,N/A,4176000000,87999000,0,300000000,95.9877,11.1284,12.229,102.3063,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-17,13.2162,13.2922,13.5295,13.1877,13.4441,4499677,63452156,0.2279,1.7241,14.1015,5.1133,1246065840,N/A,4248000000,87999000,0,300000000,97.6427,11.3203,12.4399,104.0702,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-18,13.4441,13.4441,13.4441,12.9884,13.0928,6506945,90255385,-0.3513,-2.613,13.8706,7.3943,1213506210,N/A,4137000000,87999000,0,300000000,95.0913,11.0245,12.1148,101.3508,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-21,13.0928,12.675,13.0833,12.6371,12.9979,7809265,105839362,-0.0949,-0.7252,13.5531,8.8743,1204706310,N/A,4107000000,87999000,0,300000000,94.4017,10.9445,12.027,100.6159,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-22,12.9979,13.0928,13.5485,13.0928,13.3112,7819877,109862087,0.3133,2.4105,14.0491,8.8863,1233745980,N/A,4206000000,87999000,0,300000000,96.6773,11.2083,12.3169,103.0412,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-23,13.3112,13.3871,13.653,13.1972,13.634,7321065,103510379,0.3228,2.4251,14.1387,8.3195,1263665640,N/A,4308000000,87999000,0,300000000,99.0218,11.4801,12.6156,105.5401,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-24,13.634,13.7764,13.8523,13.1213,13.2827,7707402,108655398,-0.3513,-2.5766,14.0975,8.7585,1231106010,N/A,4197000000,87999000,0,300000000,96.4704,11.1843,12.2905,102.8207,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-25,13.2827,13.1498,13.4346,13.1213,13.3207,5694827,79677180,0.038,0.2859,13.9912,6.4715,1234625970,N/A,4209000000,87999000,0,300000000,96.7463,11.2163,12.3257,103.1147,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-28,13.3207,13.4346,13.6625,13.3397,13.539,9202142,130762526,0.2184,1.6393,14.21,10.4571,1254865740,N/A,4278000000,87999000,0,300000000,98.3323,11.4002,12.5277,104.8051,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-29,13.539,13.539,14.8967,13.4631,14.8967,22944946,344251480,1.3577,10.0281,15.0034,26.0741,1380704310,N/A,4707000000,87999000,0,300000000,108.1931,12.5434,13.784,115.315,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-30,14.8967,13.9473,14.7638,13.4821,13.8334,18985223,282919631,-1.0634,-7.1383,14.9021,21.5744,1282145430,N/A,4371000000,87999000,0,300000000,100.4699,11.648,12.8001,107.0835,
601007.SH,ฝ๐ม๊ทนต๊,2007-05-31,13.8334,13.7669,14.6214,12.4662,14.2226,15255185,221579410,0.3893,2.814,14.5249,17.3356,1318225020,N/A,4494000000,87999000,0,300000000,103.2971,11.9758,13.1603,110.0968,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-01,14.2226,13.9568,15.0486,13.8618,14.2891,17831348,272605776,0.0665,0.4673,15.288,20.2631,1324384950,N/A,4515000000,87999000,0,300000000,103.7798,12.0318,13.2218,110.6113,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-04,14.2891,14.3366,14.6214,12.8649,12.8649,9129388,127796079,-1.4242,-9.9668,13.9983,10.3744,1192386450,N/A,4065000000,87999000,0,300000000,93.4363,10.8326,11.904,99.5869,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-05,12.8649,12.0769,12.1528,11.5832,11.8965,9973448,122924388,-0.9684,-7.5277,12.3252,11.3336,1102627470,N/A,3759000000,87999000,0,300000000,86.4027,10.0171,11.0079,92.0903,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-06,11.8965,11.8965,11.8965,11.8965,11.8965,N/A,N/A,0,0,N/A,N/A,1102627470,N/A,3759000000,87999000,0,300000000,86.4027,10.0171,11.0079,92.0903,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-07,11.8965,12.2288,12.8554,12.2288,12.8459,9442438,124656672,0.9494,7.9808,13.2017,10.7302,1190626470,N/A,4059000000,87999000,0,300000000,93.2984,10.8166,11.8864,99.4399,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-08,12.8459,12.8175,13.0073,12.4946,12.675,5815806,77784028,-0.1709,-1.3304,13.3746,6.6089,1174786650,N/A,4005000000,87999000,0,300000000,92.0572,10.6727,11.7283,98.117,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-11,12.675,12.6655,12.9789,12.5421,12.8175,5982012,80355804,0.1424,1.1236,13.4329,6.7978,1187986500,N/A,4050000000,87999000,0,300000000,93.0915,10.7926,11.8601,99.2195,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-12,12.8175,12.8744,13.7479,12.2668,13.6625,10204140,140002276,0.845,6.5926,13.7201,11.5957,1266305610,N/A,4317000000,87999000,0,300000000,99.2287,11.5041,12.6419,105.7606,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-13,13.6625,13.6435,14.2321,13.4346,13.8334,8498268,123906148,0.1709,1.2509,14.5802,9.6572,1282145430,N/A,4371000000,87999000,0,300000000,100.4699,11.648,12.8001,107.0835,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-14,13.8334,13.7384,13.8144,13.2067,13.2827,5942876,84543154,-0.5507,-3.9808,14.226,6.7533,1231106010,N/A,4197000000,87999000,0,300000000,96.4704,11.1843,12.2905,102.8207,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-15,13.2827,13.1213,13.4726,13.0263,13.1023,4605809,63932001,-0.1804,-1.3581,13.8807,5.2339,1214386200,N/A,4140000000,87999000,0,300000000,95.1603,11.0325,12.1236,101.4243,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-18,13.1023,13.3397,14.1467,13.3112,13.7194,7838113,113877950,0.6171,4.7101,14.5287,8.907,1271585550,N/A,4335000000,87999000,0,300000000,99.6424,11.5521,12.6946,106.2016,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-19,13.7194,13.7194,14.8018,13.5295,14.5739,15245538,230714871,0.8545,6.2284,15.1333,17.3247,1350784650,N/A,4605000000,87999000,0,300000000,105.8485,12.2716,13.4853,112.8162,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-20,14.5739,14.7163,15.1911,14.2511,14.365,17222260,268562441,-0.2089,-1.4332,15.5939,19.571,1331424870,N/A,4539000000,87999000,0,300000000,104.3315,12.0957,13.292,111.1993,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-21,14.365,14.1087,14.6594,13.672,14.0897,8171658,121910079,-0.2753,-1.9167,14.9186,9.2861,1305905160,N/A,4452000000,87999000,0,300000000,102.3317,11.8639,13.0373,109.0679,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-22,14.0897,14.0517,15.3809,14.0043,15.2385,21723817,340806651,1.1488,8.1536,15.6882,24.6864,1412383950,N/A,4815000000,87999000,0,300000000,110.6755,12.8312,14.1003,117.9609,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-25,15.2385,15.2385,15.2385,15.2385,15.2385,N/A,N/A,0,0,N/A,N/A,1412383950,N/A,4815000000,87999000,0,300000000,110.6755,12.8312,14.1003,117.9609,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-26,15.2385,13.8144,14.7163,13.7194,14.6594,13634995,202314447,-0.5792,-3.8006,14.8379,15.4945,1358704560,N/A,4632000000,87999000,0,300000000,106.4691,12.3436,13.5644,113.4777,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-27,14.6594,14.3081,16.1215,14.3081,16.1215,31385214,523734107,1.4621,9.9741,16.6873,35.6654,1494223020,N/A,5094000000,87999000,0,300000000,117.0885,13.5747,14.9173,124.796,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-28,16.1215,16.0456,16.3779,15.1816,15.21,22403904,374224549,-0.9115,-5.6537,16.7035,25.4593,1409743980,N/A,4806000000,87999000,0,300000000,110.4686,12.8072,14.0739,117.7404,
601007.SH,ฝ๐ม๊ทนต๊,2007-06-29,15.21,14.6024,15.0961,13.6909,13.6909,14795502,218665318,-1.5191,-9.9875,14.7792,16.8133,1268945580,N/A,4326000000,87999000,0,300000000,99.4356,11.5281,12.6683,105.9811,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-02,13.6909,13.2732,14.1372,12.5801,13.539,9910839,138862203,-0.1519,-1.1096,14.0111,11.2624,1254865740,N/A,4278000000,87999000,0,300000000,98.3323,11.4002,12.5277,104.8051,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-03,13.539,13.4821,13.7479,12.8175,13.3681,5674068,78974737,-0.1709,-1.2623,13.9185,6.4479,1239025920,N/A,4224000000,87999000,0,300000000,97.091,11.2563,12.3696,103.4822,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-04,13.3681,13.3017,13.672,12.9124,13.2447,5009203,70345479,-0.1234,-0.9233,14.0432,5.6923,1227586050,N/A,4185000000,87999000,0,300000000,96.1946,11.1524,12.2554,102.5268,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-05,13.2447,12.9219,13.2447,11.925,11.944,6105330,80289537,-1.3007,-9.8208,13.1507,6.938,1107027420,N/A,3774000000,87999000,0,300000000,86.7475,10.0571,11.0518,92.4578,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-06,11.944,11.9725,12.5611,10.7762,12.3997,9540843,117970343,0.4557,3.8156,12.3648,10.842,1149266940,N/A,3918000000,87999000,0,300000000,90.0575,10.4409,11.4735,95.9856,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-09,12.3997,12.2003,13.0548,12.1528,12.7225,8332000,109832968,0.3228,2.6034,13.1821,9.4683,1179186600,N/A,4020000000,87999000,0,300000000,92.402,10.7127,11.7722,98.4845,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-10,12.7225,12.5326,12.5326,11.6876,11.9155,10768752,137087322,-0.807,-6.3433,12.7301,9.7899,1380487450,N/A,3765000000,109999000,0,300000000,86.5407,10.0331,11.0255,92.2373,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-11,11.9155,11.8205,12.3237,11.6781,12.0294,4991526,62986051,0.1139,0.9562,12.6186,4.5378,1393687330,N/A,3801000000,109999000,0,300000000,87.3681,10.1291,11.1309,93.1193,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-12,12.0294,12.0769,12.2668,11.887,12.0864,3800216,48158024,0.057,0.4736,12.6724,3.4548,1400287270,N/A,3819000000,109999000,0,300000000,87.7819,10.177,11.1836,93.5603,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-13,12.0864,12.0579,12.0579,11.4218,11.7826,3394509,41795297,-0.3038,-2.5137,12.3126,3.0859,1365087590,N/A,3723000000,109999000,0,300000000,85.5753,9.9212,10.9025,91.2084,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-16,11.7826,11.7066,11.8205,10.8521,11.061,5168374,61259150,-0.7216,-6.1241,11.8527,4.6986,1281488350,N/A,3495000000,109999000,0,300000000,80.3346,9.3136,10.2348,85.6227,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-17,11.061,11.0135,11.4313,10.8806,11.2414,3321538,39179909,0.1804,1.6309,11.7957,3.0196,1302388160,N/A,3552000000,109999000,0,300000000,81.6447,9.4655,10.4017,87.0191,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-18,11.2414,11.2699,11.3838,11.0135,11.118,4424303,52241440,-0.1234,-1.098,11.8078,4.0221,1288088290,N/A,3513000000,109999000,0,300000000,80.7483,9.3616,10.2875,86.0637,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-19,11.118,11.1559,11.2604,10.966,11.2509,2784142,32592338,0.1329,1.1956,11.7064,2.5311,1303488150,N/A,3555000000,109999000,0,300000000,81.7137,9.4735,10.4105,87.0926,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-20,11.2509,11.3268,11.963,11.2509,11.83,7320154,90386416,0.5792,5.1477,12.3476,6.6547,1370587540,N/A,3738000000,109999000,0,300000000,85.9201,9.9612,10.9464,91.5759,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-23,11.83,12.0389,12.5611,12.0104,12.4946,10527636,136344482,0.6646,5.618,12.9511,9.5707,1447586840,N/A,3948000000,109999000,0,300000000,90.747,10.5208,11.5614,96.7206,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-24,12.4946,12.5706,12.9124,12.1528,12.3807,8428600,111019367,-0.1139,-0.9119,13.1717,7.6624,1434386960,N/A,3912000000,109999000,0,300000000,89.9195,10.4249,11.4559,95.8386,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-25,12.3807,12.3902,12.8934,12.1813,12.751,9546675,126545539,0.3703,2.9908,13.2555,8.6789,1477286570,N/A,4029000000,109999000,0,300000000,92.6089,10.7367,11.7986,98.705,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-26,12.751,12.827,13.1498,12.5421,12.8934,7831035,106025130,0.1424,1.1169,13.5391,7.1192,1493786420,N/A,4074000000,109999000,0,300000000,93.6432,10.8566,11.9303,99.8074,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-27,12.8934,12.7985,12.9124,12.3427,12.675,7390149,98308072,-0.2184,-1.6937,13.3026,6.7184,1468486650,N/A,4005000000,109999000,0,300000000,92.0572,10.6727,11.7283,98.117,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-30,12.675,12.675,13.1972,12.5991,13.0168,10392992,141425042,0.3418,2.6966,13.6077,9.4483,1508086290,N/A,4113000000,109999000,0,300000000,94.5396,10.9605,12.0445,100.7629,
601007.SH,ฝ๐ม๊ทนต๊,2007-07-31,13.0168,12.9599,13.5105,12.4852,13.3491,12171670,166536698,0.3323,2.5529,13.6823,11.0653,1546585940,N/A,4218000000,109999000,0,300000000,96.9531,11.2403,12.352,103.3352,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-01,13.3491,13.4821,13.4821,12.4852,12.5516,11593925,159232084,-0.7975,-5.9744,13.7341,10.54,1454186780,N/A,3966000000,109999000,0,300000000,91.1608,10.5688,11.6141,97.1616,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-02,12.5516,12.5706,13.0168,12.3617,12.9029,6447553,86725110,0.3513,2.7988,13.4509,5.8615,1494886410,N/A,4077000000,109999000,0,300000000,93.7122,10.8646,11.9391,99.8809,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-03,12.9029,12.9884,13.0073,12.5801,12.8175,6234540,84220204,-0.0854,-0.6623,13.5086,5.6678,1484986500,N/A,4050000000,109999000,0,300000000,93.0915,10.7926,11.8601,99.2195,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-06,12.8175,12.8175,13.6814,12.7985,13.3966,12207810,171394744,0.5792,4.5185,14.0398,11.0981,1552085890,N/A,4233000000,109999000,0,300000000,97.2979,11.2803,12.396,103.7027,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-07,13.3966,13.4061,13.4061,12.7225,12.77,8281019,113388047,-0.6266,-4.6775,13.6925,7.5283,1479486550,N/A,4035000000,109999000,0,300000000,92.7468,10.7526,11.8161,98.852,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-08,12.77,12.713,12.9124,12.4282,12.6845,6180508,82234125,-0.0854,-0.6691,13.3054,5.6187,1469586640,N/A,4008000000,109999000,0,300000000,92.1262,10.6807,11.7371,98.1905,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-09,12.6845,12.6371,13.0453,12.6181,12.675,4076170,54638971,-0.0095,-0.0749,13.4045,3.7056,1468486650,N/A,4005000000,109999000,0,300000000,92.0572,10.6727,11.7283,98.117,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-10,12.675,12.675,12.8175,12.0579,12.3048,4978549,64928152,-0.3703,-2.9213,13.0416,4.526,1425587040,N/A,3888000000,109999000,0,300000000,89.3679,10.3609,11.3857,95.2507,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-13,12.3048,12.2003,12.4282,12.0959,12.2478,3768074,48425876,-0.057,-0.463,12.8516,3.4256,1418987100,N/A,3870000000,109999000,0,300000000,88.9541,10.3129,11.3329,94.8097,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-14,12.2478,12.2098,12.6086,12.1813,12.5326,3251754,42742495,0.2848,2.3256,13.1444,2.9562,1451986800,N/A,3960000000,109999000,0,300000000,91.0228,10.5528,11.5965,97.0146,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-15,12.5326,12.5801,12.713,12.0864,12.3237,3346173,43611717,-0.2089,-1.6667,13.0333,3.042,1427787020,N/A,3894000000,109999000,0,300000000,89.5058,10.3769,11.4032,95.3977,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-16,12.3237,12.2478,12.5041,12.0579,12.3332,3145345,40623670,0.0095,0.077,12.9155,2.8594,1428887010,N/A,3897000000,109999000,0,300000000,89.5748,10.3849,11.412,95.4712,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-17,12.3332,12.3143,12.5896,12.2288,12.2763,3245681,42483173,-0.057,-0.4619,13.0891,2.9506,1422287070,N/A,3879000000,109999000,0,300000000,89.161,10.3369,11.3593,95.0302,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-20,12.2763,12.5041,12.8175,12.3427,12.7605,5887503,78282313,0.4842,3.9443,13.2964,5.3523,1478386560,N/A,4032000000,109999000,0,300000000,92.6778,10.7447,11.8073,98.7785,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-21,12.7605,12.8175,12.8364,12.5896,12.6561,4553991,60812488,-0.1044,-0.8185,13.3537,4.14,1466286670,N/A,3999000000,109999000,0,300000000,91.9193,10.6567,11.7107,97.97,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-22,12.6561,12.5136,12.8364,12.4472,12.7415,4408881,58951925,0.0854,0.6752,13.3712,4.0081,1476186580,N/A,4026000000,109999000,0,300000000,92.5399,10.7287,11.7898,98.6315,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-23,12.7415,12.732,12.9124,12.675,12.9124,5461141,73678101,0.1709,1.3413,13.4913,4.9647,1495986400,N/A,4080000000,109999000,0,300000000,93.7811,10.8726,11.9479,99.9544,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-24,12.9124,12.9694,13.0263,12.6086,12.7035,5657959,76138142,-0.2089,-1.6176,13.4568,5.1436,1471786620,N/A,4014000000,109999000,0,300000000,92.2641,10.6967,11.7546,98.3375,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-27,12.7035,12.732,12.9029,12.4662,12.6181,5077989,67379810,-0.0854,-0.6726,13.269,4.6164,1461886710,N/A,3987000000,109999000,0,300000000,91.6435,10.6247,11.6756,97.676,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-28,12.6181,12.6181,12.8649,12.2003,12.675,6856429,89885573,0.057,0.4515,13.1097,6.2332,1468486650,N/A,4005000000,109999000,0,300000000,92.0572,10.6727,11.7283,98.117,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-29,12.675,12.5231,12.9124,12.4662,12.7985,5484314,73598905,0.1234,0.9738,13.4199,4.9858,1482786520,N/A,4044000000,109999000,0,300000000,92.9536,10.7766,11.8425,99.0725,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-30,12.7985,12.8175,13.4536,12.8175,13.2637,12726414,177434873,0.4652,3.635,13.9423,11.5696,1536686030,N/A,4191000000,109999000,0,300000000,96.3325,11.1684,12.273,102.6738,
601007.SH,ฝ๐ม๊ทนต๊,2007-08-31,13.2637,13.2732,13.3397,12.9789,13.2542,7587566,105056281,-0.0095,-0.0716,13.8458,6.8978,1535586040,N/A,4188000000,109999000,0,300000000,96.2636,11.1604,12.2642,102.6003,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-03,13.2542,13.3966,13.615,13.1782,13.3681,7832103,110547786,0.1139,0.8596,14.1147,7.1202,1548785920,N/A,4224000000,109999000,0,300000000,97.091,11.2563,12.3696,103.4822,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-04,13.3681,13.4631,13.5011,13.0358,13.1118,6186335,86490287,-0.2563,-1.9176,13.9809,5.624,1519086190,N/A,4143000000,109999000,0,300000000,95.2292,11.0404,12.1324,101.4978,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-05,13.1118,13.1023,13.3112,12.7605,13.0548,5932854,80980161,-0.057,-0.4345,13.6494,5.3936,1512486250,N/A,4125000000,109999000,0,300000000,94.8155,10.9925,12.0797,101.0568,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-06,13.0548,13.0928,13.2447,13.0358,13.0643,4433819,61235080,0.0095,0.0727,13.8109,4.0308,1513586240,N/A,4128000000,109999000,0,300000000,94.8844,11.0005,12.0885,101.1303,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-07,13.0643,13.0263,13.615,12.732,13.5675,12649373,176828094,0.5032,3.8517,13.9792,11.4995,1571885710,N/A,4287000000,109999000,0,300000000,98.5391,11.4242,12.5541,105.0256,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-10,13.5675,13.3871,14.2131,13.3017,14.1372,15993373,235318187,0.5697,4.1987,14.7135,14.5396,1637885110,N/A,4467000000,109999000,0,300000000,102.6765,11.9039,13.0812,109.4354,
