ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-09,8.0516,8.1109,8.1505,8.012,8.0713,1895799,15441021,0.0198,0.2457,8.1449,0.6319,2448000000,N/A,2448000000,300000000,0,300000000,22.2172,1.8704,4.0354,-28.145,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-10,8.0713,8.0812,8.1307,8.0417,8.0614,1895651,15477248,-0.0099,-0.1225,8.1646,0.6319,2445000000,N/A,2445000000,300000000,0,300000000,22.1899,1.8681,4.0305,-28.1105,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-11,8.0614,8.0614,8.0614,7.8438,7.923,1992464,15961946,-0.1385,-1.7178,8.0112,0.6642,2403000000,N/A,2403000000,300000000,0,300000000,21.8088,1.836,3.9612,-27.6276,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-12,7.923,7.8537,8.3384,7.8537,8.3087,8668703,71958912,0.3858,4.8689,8.301,2.8896,2520000000,N/A,2520000000,300000000,0,300000000,22.8706,1.9254,4.1541,-28.9728,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-13,8.3087,8.3087,8.556,8.2296,8.4769,9232677,78797717,0.1682,2.0238,8.5347,3.0776,2571000000,N/A,2571000000,300000000,0,300000000,23.3335,1.9644,4.2382,-29.5591,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-16,8.4769,8.5956,8.6648,8.2593,8.3483,7274247,61861061,-0.1286,-1.5169,8.5041,2.4247,2532000000,N/A,2532000000,300000000,0,300000000,22.9795,1.9346,4.1739,-29.1107,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-17,8.3483,8.3087,8.3186,7.9625,8.012,5955065,48781490,-0.3363,-4.0284,8.1916,1.985,2430000000,N/A,2430000000,300000000,0,300000000,22.0538,1.8567,4.0058,-27.938,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-18,8.012,8.012,8.1406,8.012,8.0219,1996147,16265108,0.0099,0.1235,8.1483,0.6654,2433000000,N/A,2433000000,300000000,0,300000000,22.081,1.8589,4.0107,-27.9725,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-19,8.0219,8.0318,8.0812,7.735,7.7746,2461819,19818654,-0.2473,-3.0826,8.0504,0.8206,2358000000,N/A,2358000000,300000000,0,300000000,21.4003,1.8016,3.8871,-27.1102,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-20,7.7746,7.8339,7.8834,7.7251,7.8043,1767422,13958468,0.0297,0.3817,7.8976,0.5891,2367000000,N/A,2367000000,300000000,0,300000000,21.482,1.8085,3.9019,-27.2137,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-23,7.8043,7.7944,7.8339,7.6262,7.735,1679026,13123649,-0.0692,-0.8872,7.8162,0.5597,2346000000,N/A,2346000000,300000000,0,300000000,21.2914,1.7925,3.8673,-26.9723,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-24,7.735,7.7449,7.8636,7.7251,7.7845,1282891,10110475,0.0495,0.6394,7.881,0.4276,2361000000,N/A,2361000000,300000000,0,300000000,21.4276,1.8039,3.892,-27.1447,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-25,7.7845,7.7944,7.8438,7.7548,7.8438,1078528,8509835,0.0593,0.7624,7.8902,0.3595,2379000000,N/A,2379000000,300000000,0,300000000,21.5909,1.8177,3.9217,-27.3517,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-26,7.8438,7.8735,7.8735,7.6163,7.6262,1687883,13162359,-0.2176,-2.7743,7.7981,0.5626,2313000000,N/A,2313000000,300000000,0,300000000,20.9919,1.7673,3.8129,-26.5928,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-27,7.6262,7.6757,7.8142,7.6262,7.7746,1592128,12445848,0.1484,1.9455,7.8171,0.5307,2358000000,N/A,2358000000,300000000,0,300000000,21.4003,1.8016,3.8871,-27.1102,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-30,7.7746,8.4076,8.556,7.9526,7.9526,6556101,54560422,0.178,2.2901,8.3221,2.1854,2412000000,N/A,2412000000,300000000,0,300000000,21.8904,1.8429,3.9761,-27.7311,
601007.SH,ฝ๐ม๊ทนต๊,2013-12-31,7.9526,7.8438,8.5066,7.8438,8.3483,9050368,75581185,0.3957,4.9751,8.3512,3.0168,2532000000,N/A,2532000000,300000000,0,300000000,22.9795,1.9346,4.1739,-29.1107,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-02,8.3483,8.2395,8.5461,8.1109,8.2988,7064680,59678571,-0.0495,-0.5924,8.4475,2.3549,2517000000,N/A,2517000000,300000000,0,300000000,34.8648,1.8693,4.7072,-123.4881,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-03,8.2988,8.1604,8.1801,8.012,8.0516,3948970,32278933,-0.2473,-2.9797,8.174,1.3163,2442000000,N/A,2442000000,300000000,0,300000000,33.8259,1.8136,4.5669,-119.8085,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-06,8.0516,8.012,8.0318,7.6658,7.735,3396489,26903263,-0.3165,-3.9312,7.9209,1.1322,2346000000,N/A,2346000000,300000000,0,300000000,32.4961,1.7423,4.3874,-115.0985,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-07,7.735,7.7548,7.9526,7.7548,7.8241,1902398,15113812,0.089,1.1509,7.9446,0.6341,2373000000,N/A,2373000000,300000000,0,300000000,32.8701,1.7624,4.4379,-116.4232,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-08,7.8241,7.8043,7.8933,7.7152,7.735,1706376,13429797,-0.089,-1.1378,7.8704,0.5688,2346000000,N/A,2346000000,300000000,0,300000000,32.4961,1.7423,4.3874,-115.0985,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-09,7.735,7.8043,7.9131,7.7152,7.7251,1682123,13321209,-0.0099,-0.1279,7.9193,0.5607,2343000000,N/A,2343000000,300000000,0,300000000,32.4546,1.7401,4.3818,-114.9514,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-10,7.7251,7.7548,7.7647,7.5174,7.557,1882221,14488972,-0.1682,-2.1767,7.6978,0.6274,2292000000,N/A,2292000000,300000000,0,300000000,31.7481,1.7022,4.2864,-112.4492,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-13,7.557,7.6064,7.6262,7.5174,7.5867,823305,6307677,0.0297,0.3927,7.6614,0.2744,2301000000,N/A,2301000000,300000000,0,300000000,31.8728,1.7089,4.3032,-112.8908,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-14,7.5867,7.5966,7.7251,7.5471,7.7251,1173899,9067191,0.1385,1.8253,7.724,0.3913,2343000000,N/A,2343000000,300000000,0,300000000,32.4546,1.7401,4.3818,-114.9514,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-15,7.7251,7.7152,7.9526,7.646,7.8241,1586265,12511627,0.0989,1.2804,7.8875,0.5288,2373000000,N/A,2373000000,300000000,0,300000000,32.8701,1.7624,4.4379,-116.4232,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-16,7.8241,7.8142,7.8339,7.2306,7.7449,1470045,11498680,-0.0791,-1.0114,7.822,0.49,2349000000,N/A,2349000000,300000000,0,300000000,32.5377,1.7445,4.393,-115.2457,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-17,7.7449,7.735,7.8834,7.6163,7.7449,1174507,9212270,0,0,7.8435,0.3915,2349000000,N/A,2349000000,300000000,0,300000000,32.5377,1.7445,4.393,-115.2457,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-20,7.7449,7.7449,7.7944,7.6658,7.7054,669456,5230045,-0.0396,-0.5109,7.8124,0.2232,2337000000,N/A,2337000000,300000000,0,300000000,32.3714,1.7356,4.3706,-114.657,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-21,7.7054,7.6658,7.8043,7.6658,7.7449,905584,7096297,0.0396,0.5135,7.8362,0.3019,2349000000,N/A,2349000000,300000000,0,300000000,32.5377,1.7445,4.393,-115.2457,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-22,7.7449,7.7449,7.9032,7.7449,7.8834,2112646,16744709,0.1385,1.788,7.9259,0.7042,2391000000,N/A,2391000000,300000000,0,300000000,33.1194,1.7757,4.4716,-117.3063,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-23,7.8834,7.8636,7.9724,7.8241,7.8933,1959102,15658459,0.0099,0.1255,7.9927,0.653,2394000000,N/A,2394000000,300000000,0,300000000,33.161,1.7779,4.4772,-117.4535,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-24,7.8933,7.9131,8.0021,7.8636,7.9823,1782907,14342160,0.089,1.1278,8.0443,0.5943,2421000000,N/A,2421000000,300000000,0,300000000,33.535,1.798,4.5277,-118.7782,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-27,7.9823,7.9428,8.012,7.8933,7.9329,1670805,13399968,-0.0495,-0.6196,8.0201,0.5569,2406000000,N/A,2406000000,300000000,0,300000000,33.3272,1.7869,4.4996,-118.0422,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-28,7.9329,7.9329,8.0812,7.8537,8.0318,1822120,14697379,0.0989,1.2469,8.0661,0.6074,2436000000,N/A,2436000000,300000000,0,300000000,33.7428,1.8091,4.5557,-119.5141,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-29,8.0318,8.0021,8.0318,7.9329,8.0021,1554192,12536604,-0.0297,-0.3695,8.0663,0.5181,2427000000,N/A,2427000000,300000000,0,300000000,33.6181,1.8025,4.5389,-119.0725,
601007.SH,ฝ๐ม๊ทนต๊,2014-01-30,8.0021,7.9823,8.012,7.8834,7.8933,1191111,9565164,-0.1088,-1.3597,8.0305,0.397,2394000000,N/A,2394000000,300000000,0,300000000,33.161,1.7779,4.4772,-117.4535,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-07,7.8933,7.8241,8.012,7.8142,8.0021,1657127,13275275,0.1088,1.3784,8.011,0.5524,2427000000,N/A,2427000000,300000000,0,300000000,33.6181,1.8025,4.5389,-119.0725,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-10,8.0021,8.1801,8.2593,8.0713,8.1999,4228978,34923414,0.1978,2.4722,8.2581,1.4097,2487000000,N/A,2487000000,300000000,0,300000000,34.4492,1.847,4.6511,-122.0162,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-11,8.1999,8.1999,8.4967,8.1703,8.4472,6864757,58300712,0.2473,3.0157,8.4928,2.2883,2562000000,N/A,2562000000,300000000,0,300000000,35.4881,1.9027,4.7913,-125.6958,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-12,8.4472,8.556,8.556,8.3681,8.5164,4869462,41648529,0.0692,0.8197,8.553,1.6232,2583000000,N/A,2583000000,300000000,0,300000000,35.779,1.9183,4.8306,-126.7261,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-13,8.5164,8.5263,8.7538,8.378,8.4571,5872178,50885434,-0.0593,-0.6969,8.6655,1.9574,2565000000,N/A,2565000000,300000000,0,300000000,35.5296,1.9049,4.797,-125.843,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-14,8.4571,8.4571,8.7637,8.4571,8.6747,4344525,37999874,0.2176,2.5731,8.7466,1.4482,2631000000,N/A,2631000000,300000000,0,300000000,36.4438,1.954,4.9204,-129.0811,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-17,8.6747,8.7341,8.833,8.6055,8.7143,4015269,35226284,0.0396,0.4561,8.7731,1.3384,2643000000,N/A,2643000000,300000000,0,300000000,36.6101,1.9629,4.9428,-129.6698,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-18,8.7143,8.6648,8.7835,8.6055,8.6549,4043085,35484666,-0.0593,-0.681,8.7766,1.3477,2625000000,N/A,2625000000,300000000,0,300000000,36.3607,1.9495,4.9092,-128.7867,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-19,8.6549,8.6253,8.7439,8.5066,8.6351,3717433,32314200,-0.0198,-0.2286,8.6926,1.2391,2619000000,N/A,2619000000,300000000,0,300000000,36.2776,1.945,4.8979,-128.4924,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-20,8.6351,8.6154,8.6846,8.4076,8.4175,3066057,26426053,-0.2176,-2.52,8.6189,1.022,2553000000,N/A,2553000000,300000000,0,300000000,35.3634,1.896,4.7745,-125.2543,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-21,8.4175,8.4472,8.5461,8.3582,8.4373,2363319,20157657,0.0198,0.235,8.5294,0.7878,2559000000,N/A,2559000000,300000000,0,300000000,35.4465,1.9005,4.7857,-125.5487,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-24,8.4373,8.4274,8.4373,8.1406,8.2889,3078077,25752515,-0.1484,-1.7585,8.3664,1.026,2514000000,N/A,2514000000,300000000,0,300000000,34.8232,1.8671,4.7016,-123.3409,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-25,8.2889,8.2791,8.4868,7.8636,7.9032,6143080,50548299,-0.3858,-4.6539,8.2285,2.0477,2397000000,N/A,2397000000,300000000,0,300000000,33.2025,1.7802,4.4828,-117.6007,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-26,7.9032,7.9428,7.9922,7.7647,7.9922,2812616,22461684,0.089,1.1264,7.986,0.9375,2424000000,N/A,2424000000,300000000,0,300000000,33.5765,1.8002,4.5333,-118.9253,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-27,7.9922,8.012,8.1109,7.8636,7.8933,2719055,22031573,-0.0989,-1.2376,8.1027,0.9064,2394000000,N/A,2394000000,300000000,0,300000000,33.161,1.7779,4.4772,-117.4535,
601007.SH,ฝ๐ม๊ทนต๊,2014-02-28,7.8933,7.9131,8.0021,7.8142,8.0021,1750109,13984027,0.1088,1.3784,7.9904,0.5834,2427000000,N/A,2427000000,300000000,0,300000000,33.6181,1.8025,4.5389,-119.0725,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-03,8.0021,8.012,8.2296,7.9724,8.2098,2852055,23488786,0.2077,2.5958,8.2357,0.9507,2490000000,N/A,2490000000,300000000,0,300000000,34.4908,1.8492,4.6567,-122.1634,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-04,8.2098,8.1505,8.4373,8.1208,8.4175,4902246,41281737,0.2077,2.5301,8.421,1.6341,2553000000,N/A,2553000000,300000000,0,300000000,35.3634,1.896,4.7745,-125.2543,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-05,8.4175,8.4175,8.4868,8.3087,8.3384,3658754,31027713,-0.0791,-0.9401,8.4804,1.2196,2529000000,N/A,2529000000,300000000,0,300000000,35.031,1.8782,4.7296,-124.0768,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-06,8.3384,8.3087,8.4373,8.19,8.3879,3302891,27807791,0.0495,0.5931,8.4192,1.101,2544000000,N/A,2544000000,300000000,0,300000000,35.2387,1.8893,4.7577,-124.8127,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-07,8.3879,8.3879,8.4571,8.2889,8.3582,2473092,20909636,-0.0297,-0.3538,8.4549,0.8244,2535000000,N/A,2535000000,300000000,0,300000000,35.1141,1.8827,4.7409,-124.3712,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-10,8.3582,8.3483,8.3483,7.9922,8.0713,2255853,18631166,-0.2868,-3.432,8.259,0.752,2448000000,N/A,2448000000,300000000,0,300000000,33.909,1.8181,4.5782,-120.1028,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-11,8.0713,8.0713,8.2593,7.9724,8.0417,1594990,13023495,-0.0297,-0.3676,8.1653,0.5317,2439000000,N/A,2439000000,300000000,0,300000000,33.7843,1.8114,4.5613,-119.6613,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-12,8.0417,8.0516,8.3582,8.0516,8.3285,3698945,30826986,0.2868,3.567,8.334,1.233,2526000000,N/A,2526000000,300000000,0,300000000,34.9894,1.876,4.724,-123.9296,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-13,8.3285,8.3285,8.4571,8.2692,8.378,2501603,21134312,0.0495,0.5938,8.4483,0.8339,2541000000,N/A,2541000000,300000000,0,300000000,35.1972,1.8871,4.7521,-124.6656,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-14,8.378,8.378,8.4175,8.2593,8.378,1795675,15159946,0,0,8.4425,0.5986,2541000000,N/A,2541000000,300000000,0,300000000,35.1972,1.8871,4.7521,-124.6656,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-17,8.378,8.3681,8.6351,8.3384,8.5857,4159921,35913033,0.2077,2.4793,8.6331,1.3866,2604000000,N/A,2604000000,300000000,0,300000000,36.0698,1.9339,4.8699,-127.7564,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-18,8.5857,8.5362,8.6253,8.467,8.5461,2606374,22502677,-0.0396,-0.4608,8.6337,0.8688,2592000000,N/A,2592000000,300000000,0,300000000,35.9036,1.925,4.8475,-127.1677,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-19,8.5461,8.5263,8.6055,8.4175,8.5659,2642285,22736306,0.0198,0.2315,8.6048,0.8808,2598000000,N/A,2598000000,300000000,0,300000000,35.9867,1.9295,4.8587,-127.4621,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-20,8.5659,8.5164,8.6055,8.2395,8.2593,2693428,23021469,-0.3066,-3.5797,8.5473,0.8978,2505000000,N/A,2505000000,300000000,0,300000000,34.6985,1.8604,4.6848,-122.8993,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-21,8.2593,8.2692,8.4472,8.1999,8.4373,2511090,21135667,0.178,2.1557,8.4169,0.837,2559000000,N/A,2559000000,300000000,0,300000000,35.4465,1.9005,4.7857,-125.5487,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-24,8.4373,8.4967,8.7736,8.4571,8.6648,4280408,37432433,0.2275,2.6964,8.7451,1.4268,2628000000,N/A,2628000000,300000000,0,300000000,36.4023,1.9517,4.9148,-128.9339,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-25,8.6648,8.6549,8.6945,8.5164,8.6055,2564281,22330750,-0.0593,-0.6849,8.7084,0.8548,2610000000,N/A,2610000000,300000000,0,300000000,36.153,1.9384,4.8811,-128.0508,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-26,8.6055,8.5956,8.8033,8.5857,8.7143,4119678,36357432,0.1088,1.2644,8.8253,1.3732,2643000000,N/A,2643000000,300000000,0,300000000,36.6101,1.9629,4.9428,-129.6698,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-27,8.7143,8.5956,8.6846,8.4175,8.4571,4402456,37950718,-0.2572,-2.9512,8.6204,1.4675,2565000000,N/A,2565000000,300000000,0,300000000,35.5296,1.9049,4.797,-125.843,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-28,8.4571,8.4472,8.5066,8.2988,8.3087,2617204,22194737,-0.1484,-1.7544,8.4803,0.8724,2520000000,N/A,2520000000,300000000,0,300000000,34.9063,1.8715,4.7128,-123.6353,
601007.SH,ฝ๐ม๊ทนต๊,2014-03-31,8.3087,8.3186,8.4472,8.1208,8.1505,3085010,25809906,-0.1583,-1.9048,8.3662,1.0283,2472000000,N/A,2472000000,300000000,0,300000000,34.2414,1.8359,4.623,-121.2803,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-01,8.1505,8.1604,8.3582,8.1604,8.3582,2179103,18170093,0.2077,2.5485,8.3383,0.7264,2535000000,N/A,2535000000,300000000,0,300000000,35.1141,1.8827,4.7409,-124.3712,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-02,8.3582,8.4076,8.5066,8.3582,8.4472,2097171,17864723,0.089,1.0651,8.5185,0.6991,2562000000,N/A,2562000000,300000000,0,300000000,35.4881,1.9027,4.7913,-125.6958,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-03,8.4472,8.4868,8.5263,8.3879,8.4472,1641188,14032714,0,0,8.5503,0.5471,2562000000,N/A,2562000000,300000000,0,300000000,35.4881,1.9027,4.7913,-125.6958,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-04,8.4472,8.4472,8.6253,8.3879,8.6253,2097345,18136929,0.178,2.1077,8.6476,0.6991,2616000000,N/A,2616000000,300000000,0,300000000,36.2361,1.9428,4.8923,-128.3452,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-08,8.6253,8.6154,8.7044,8.556,8.645,2748219,24029742,0.0198,0.2294,8.7438,0.9161,2622000000,N/A,2622000000,300000000,0,300000000,36.3192,1.9473,4.9036,-128.6395,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-09,8.645,8.6154,8.7044,8.5857,8.6846,2320487,20291208,0.0396,0.4577,8.7444,0.7735,2634000000,N/A,2634000000,300000000,0,300000000,36.4854,1.9562,4.926,-129.2283,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-10,8.6846,8.6351,8.6846,8.5263,8.6055,2683967,23302548,-0.0791,-0.9112,8.6821,0.8947,2610000000,N/A,2610000000,300000000,0,300000000,36.153,1.9384,4.8811,-128.0508,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-11,8.6055,8.556,8.8824,8.5263,8.8429,4983356,44055614,0.2374,2.7586,8.8406,1.6611,2682000000,N/A,2682000000,300000000,0,300000000,37.1503,1.9918,5.0158,-131.5832,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-14,8.8429,8.833,9.0407,8.7637,8.9517,6047734,54671785,0.1088,1.2304,9.04,2.0159,2715000000,N/A,2715000000,300000000,0,300000000,37.6074,2.0163,5.0775,-133.2023,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-15,8.9517,8.9022,9.1099,8.8429,8.8626,4786812,43346111,-0.089,-0.9945,9.0553,1.5956,2688000000,N/A,2688000000,300000000,0,300000000,37.2334,1.9963,5.027,-131.8776,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-16,8.8626,8.8231,8.9121,8.7736,8.8626,2878000,25725373,0,0,8.9386,0.9593,2688000000,N/A,2688000000,300000000,0,300000000,37.2334,1.9963,5.027,-131.8776,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-17,8.8626,8.8626,9.2286,8.8132,9.1792,6608319,60881182,0.3165,3.5714,9.2128,2.2028,2784000000,N/A,2784000000,300000000,0,300000000,38.5632,2.0676,5.2065,-136.5875,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-18,9.1792,9.1297,9.2187,9.0605,9.1693,2821022,26080980,-0.0099,-0.1078,9.2452,0.9403,2781000000,N/A,2781000000,300000000,0,300000000,38.5216,2.0654,5.2009,-136.4403,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-21,9.1693,9.0901,9.1792,8.8429,8.8923,4467038,40643441,-0.277,-3.0205,9.0985,1.489,2697000000,N/A,2697000000,300000000,0,300000000,37.3581,2.003,5.0438,-132.3192,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-22,8.8923,8.9121,8.9517,8.4868,8.7044,5056515,44466465,-0.1879,-2.1135,8.7939,1.6855,2640000000,N/A,2640000000,300000000,0,300000000,36.5685,1.9606,4.9372,-129.5227,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-23,8.7044,8.6846,8.7341,8.5461,8.6253,3021332,26418289,-0.0791,-0.9091,8.7439,1.0071,2616000000,N/A,2616000000,300000000,0,300000000,36.2361,1.9428,4.8923,-128.3452,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-24,8.6253,8.6351,8.7439,8.5659,8.6351,1923572,16825722,0.0099,0.1147,8.7471,0.6412,2619000000,N/A,2619000000,300000000,0,300000000,36.2776,1.945,4.8979,-128.4924,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-25,8.6351,8.7044,8.7044,8.467,8.5461,2037631,17616265,-0.089,-1.0309,8.6455,0.6792,2592000000,N/A,2592000000,300000000,0,300000000,35.9036,1.925,4.8475,-127.1677,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-28,8.5461,8.4571,8.4769,8.3087,8.3681,2441001,20680258,-0.178,-2.0833,8.472,0.8137,2538000000,N/A,2538000000,300000000,0,300000000,35.1556,1.8849,4.7465,-124.5184,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-29,8.3681,8.3879,8.7637,8.3582,8.7538,3748748,32650717,0.3858,4.6099,8.7098,1.2496,2655000000,N/A,2655000000,300000000,0,300000000,36.7763,1.9718,4.9653,-130.2586,
601007.SH,ฝ๐ม๊ทนต๊,2014-04-30,8.7538,8.7341,8.9616,8.6747,8.9121,3711257,33305693,0.1583,1.8079,8.9742,1.2371,2703000000,N/A,2703000000,300000000,0,300000000,37.4412,2.0074,5.055,-132.6135,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-05,8.9121,8.9022,8.9912,8.8528,8.9319,2680050,24156596,0.0198,0.222,9.0135,0.8934,2709000000,N/A,2709000000,300000000,0,300000000,37.5243,2.0119,5.0663,-132.9079,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-06,8.9319,8.9418,9.1297,8.8033,9.1,4092578,37090027,0.1682,1.8826,9.0628,1.3642,2760000000,N/A,2760000000,300000000,0,300000000,38.2307,2.0498,5.1616,-135.41,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-07,9.1,9.0506,9.2979,8.9121,8.9517,5999660,55192828,-0.1484,-1.6304,9.1993,1.9999,2715000000,N/A,2715000000,300000000,0,300000000,37.6074,2.0163,5.0775,-133.2023,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-08,8.9517,9.1594,9.4561,8.8725,8.8824,10391272,96292747,-0.0692,-0.7735,9.2667,3.4638,2694000000,N/A,2694000000,300000000,0,300000000,37.3165,2.0007,5.0382,-132.172,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-09,8.8824,8.7044,8.8132,8.556,8.5758,6555080,57285992,-0.3066,-3.4521,8.7392,2.185,2601000000,N/A,2601000000,300000000,0,300000000,36.0283,1.9317,4.8643,-127.6093,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-12,8.5758,8.6945,8.7835,8.645,8.7439,2979163,26263385,0.1682,1.9608,8.8157,0.9931,2652000000,N/A,2652000000,300000000,0,300000000,36.7347,1.9696,4.9597,-130.1114,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-13,8.7439,8.7341,8.7341,8.5362,8.6253,3771217,32814707,-0.1187,-1.3575,8.7014,1.2571,2616000000,N/A,2616000000,300000000,0,300000000,36.2361,1.9428,4.8923,-128.3452,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-14,8.6253,8.6351,9.1099,8.5857,9.1,5221222,46868881,0.4748,5.5046,8.9766,1.7404,2760000000,N/A,2760000000,300000000,0,300000000,38.2307,2.0498,5.1616,-135.41,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-15,9.1,9.0506,9.1,8.9121,8.9616,4288665,38891962,-0.1385,-1.5217,9.0685,1.4296,2718000000,N/A,2718000000,300000000,0,300000000,37.6489,2.0186,5.0831,-133.3495,
601007.SH,ฝ๐ม๊ทนต๊,2014-05-16,8.9616,8.9715,9.0308,8.6846,8.8626,3608178,32220194,-0.0989,-1.1038,8.9298,1.2027,2688000000,N/A,2688000000,300000000,0,300000000,37.2334,1.9963,5.027,-131.8776,
