´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
601928.SH,·ï»Ë´«Ã½,2011-11-30,N/A,11.1325,12.0024,10.8457,10.9752,257592726,3117516180,N/A,N/A,12.1025,92.0138,3320207000,N/A,30182514000,279950000,0,2544900000,45.5897,7.8644,5.5821,-164.2312,
601928.SH,·ï»Ë´«Ã½,2011-12-01,10.9752,11.1418,11.9191,10.7346,10.8179,177007681,2155380357,-0.1573,-1.4334,12.1768,63.2283,3272615500,N/A,29749881000,279950000,0,2544900000,44.9362,7.7516,5.5021,-161.8771,
601928.SH,·ï»Ë´«Ã½,2011-12-02,10.8179,10.0868,10.383,9.7352,9.7445,126139040,1348550518,-1.0735,-9.923,10.691,45.0577,2947873500,N/A,26797797000,279950000,0,2544900000,40.4772,6.9824,4.9561,-145.814,
601928.SH,·ï»Ë´«Ã½,2011-12-05,9.7445,9.6334,10.0776,9.4668,9.7074,71230702,755166886,-0.037,-0.3799,10.6017,25.4441,2936675500,N/A,26696001000,279950000,0,2544900000,40.3234,6.9559,4.9373,-145.2601,
601928.SH,·ï»Ë´«Ã½,2011-12-06,9.7074,9.5316,10.0498,9.3095,9.8648,77850996,813907342,0.1573,1.6206,10.4547,27.8089,2984267000,N/A,27128634000,279950000,0,2544900000,40.9769,7.0686,5.0173,-147.6142,
601928.SH,·ï»Ë´«Ã½,2011-12-07,9.8648,9.8092,9.948,9.6427,9.7352,60181230,636813308,-0.1296,-1.3133,10.5816,21.4971,2945074000,N/A,26772348000,279950000,0,2544900000,40.4387,6.9758,4.9514,-145.6756,
601928.SH,·ï»Ë´«Ã½,2011-12-08,9.7352,9.7907,10.7069,9.7259,10.531,139965160,1574506398,0.7958,8.1749,11.2493,49.9965,3185831000,N/A,28960962000,279950000,0,2544900000,43.7446,7.5461,5.3562,-157.5844,
601928.SH,·ï»Ë´«Ã½,2011-12-09,10.531,10.2719,10.4292,10.0036,10.1886,75851864,838426269,-0.3424,-3.2513,11.0535,27.0948,3082249500,N/A,28019349000,279950000,0,2544900000,42.3223,7.3007,5.182,-152.4608,
601928.SH,·ï»Ë´«Ã½,2011-12-12,10.1886,10.1424,10.3922,9.8833,9.9943,50255186,553183706,-0.1943,-1.9074,11.0075,17.9515,3023460000,N/A,27484920000,279950000,0,2544900000,41.515,7.1615,5.0832,-149.5528,
601928.SH,·ï»Ë´«Ã½,2011-12-13,9.9943,9.8555,10.4015,9.1429,10.0498,92039489,964938718,0.0555,0.5556,10.484,32.8771,3040257000,N/A,27637614000,279950000,0,2544900000,41.7457,7.2013,5.1114,-150.3837,
601928.SH,·ï»Ë´«Ã½,2011-12-14,10.0498,9.7167,9.9295,9.2725,9.4576,58702052,611139495,-0.5923,-5.8932,10.4109,20.9688,2861089000,N/A,26008878000,279950000,0,2544900000,39.2855,6.7769,4.8102,-141.5213,
