´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600638.SH,ÐÂ»ÆÆÖ,1993-03-26,N/A,1.7946,2.5613,1.7946,2.5613,2032000,57445000,N/A,N/A,28.2702,32.0277,189066100,N/A,2391090165,6344500,0,80237925,N/A,10.106,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-03-29,2.5613,2.551,2.5742,2.3215,2.3636,628700,17550000,-0.1977,-7.7181,27.9147,9.9094,174473750,N/A,2206542937.5,6344500,0,80237925,N/A,9.326,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-03-30,2.3636,2.3378,2.4135,2.3035,2.3078,348700,9574000,-0.0559,-2.3636,27.4563,5.4961,170349825,N/A,2154388286.25,6344500,0,80237925,N/A,9.1056,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-03-31,2.3078,2.2966,2.2966,2.0886,2.1359,463200,11630000,-0.1719,-7.4488,25.1079,7.3008,157660825,N/A,1993912436.25,6344500,0,80237925,N/A,8.4273,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-01,2.1359,2.2252,2.2347,2.0645,2.2304,296800,7567000,0.0945,4.4266,25.4953,4.6781,164639775,N/A,2082174153.75,6344500,0,80237925,N/A,8.8004,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-02,2.2304,2.2605,2.3198,2.2347,2.2777,414900,10955000,0.0473,2.1195,26.404,6.5395,168129250,N/A,2126305012.5,6344500,0,80237925,N/A,8.9869,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-05,2.2777,2.233,2.3129,2.1066,2.3129,230900,6066000,0.0352,1.5472,26.2711,3.6394,170730495,N/A,2159202561.75,6344500,0,80237925,N/A,9.1259,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-06,2.3129,2.3507,2.6215,2.2785,2.6043,677800,19589000,0.2914,12.5975,28.9009,10.6833,192238350,N/A,2431209127.5,6344500,0,80237925,N/A,10.2756,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-07,2.6043,2.7074,3.0942,2.4066,2.7504,1308200,43302000,0.1461,5.6106,33.1004,20.6194,203024000,N/A,2567613600,6344500,0,80237925,N/A,10.8521,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-08,2.7504,2.8879,3.0942,2.8192,3.0933,1105200,38426000,0.3429,12.4688,34.7684,17.4198,228338555,N/A,2887762920.75,6344500,0,80237925,N/A,12.2052,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-09,3.0933,3.1621,3.438,2.9318,3.0254,1186600,42877000,-0.0679,-2.1951,36.1343,18.7028,223326400,N/A,2824374960,6344500,0,80237925,N/A,11.9373,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-12,3.0254,3.0512,3.0942,2.8381,2.9318,608500,21215000,-0.0937,-3.0966,34.8644,9.591,216410895,N/A,2736915621.75,6344500,0,80237925,N/A,11.5677,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-13,2.9318,2.9223,3.4036,2.869,3.395,1298700,48715000,0.4633,15.8018,37.5106,20.4697,250607750,N/A,3169398037.5,6344500,0,80237925,N/A,13.3956,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-14,3.395,3.524,3.8678,3.524,3.7732,2145300,94084000,0.3782,11.1392,43.8559,33.8135,278523550,N/A,3522444907.5,6344500,0,80237925,N/A,14.8877,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-15,3.7732,3.7818,3.8549,3.5411,3.628,750900,32063000,-0.1453,-3.8497,42.6994,11.8354,267801345,N/A,3386842814.25,6344500,0,80237925,N/A,14.3146,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-16,3.628,3.6314,3.6529,3.2085,3.2919,906300,35634000,-0.3361,-9.2632,39.3181,14.2848,242994350,N/A,3073112527.5,6344500,0,80237925,N/A,12.9886,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-19,3.2919,3.3091,3.6099,3.3048,3.481,647100,26119000,0.1891,5.7441,40.3632,10.1994,256952250,N/A,3249635962.5,6344500,0,80237925,N/A,13.7347,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-20,3.481,3.524,3.6159,3.4879,3.4896,666300,27628000,0.0086,0.2469,41.4648,10.502,257586700,N/A,3257659755,6344500,0,80237925,N/A,13.7686,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-21,3.4896,3.5076,3.5583,3.4569,3.4939,304500,12387000,0.0043,0.1232,40.6798,4.7994,257903925,N/A,3261671651.25,6344500,0,80237925,N/A,13.7856,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-22,3.4939,3.4939,3.6933,3.4939,3.6615,360500,15004000,0.1676,4.797,41.62,5.6821,270275700,N/A,3418135605,6344500,0,80237925,N/A,14.4469,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-23,3.6615,3.6959,3.7474,3.5927,3.6572,705600,30282000,-0.0043,-0.1174,42.9167,11.1214,269958475,N/A,3414123708.75,6344500,0,80237925,N/A,14.4299,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-26,3.6572,3.7431,3.9537,3.7388,3.9279,978100,43779000,0.2707,7.4031,44.7592,15.4165,289943650,N/A,3666873172.5,6344500,0,80237925,N/A,15.4982,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-27,3.9279,3.9451,3.9967,3.7827,3.8291,629500,28492000,-0.0988,-2.5164,45.2613,9.922,282647475,N/A,3574599558.75,6344500,0,80237925,N/A,15.1082,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-28,3.8291,3.6959,3.8849,3.6959,3.8678,383300,17119000,0.0387,1.0101,44.6621,6.0415,285502500,N/A,3610706625,6344500,0,80237925,N/A,15.2608,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-29,3.8678,3.8849,3.8858,3.7827,3.7947,331900,14796000,-0.0731,-1.8889,44.5797,5.2313,280109675,N/A,3542504388.75,6344500,0,80237925,N/A,14.9725,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-04-30,3.7947,3.7775,3.9279,3.7741,3.8927,375900,16786000,0.098,2.5821,44.6555,5.9248,287342405,N/A,3633975623.25,6344500,0,80237925,N/A,15.3591,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-03,3.8927,3.952,3.9864,3.8695,3.9305,471500,21569000,0.0378,0.9715,45.7455,7.4316,290133985,N/A,3669280310.25,6344500,0,80237925,N/A,15.5083,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-04,3.9305,3.9365,3.9365,3.4389,3.6099,581700,25135000,-0.3206,-8.1566,43.2096,9.1686,266469000,N/A,3369992850,6344500,0,80237925,N/A,14.2434,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-05,3.6099,3.6185,3.7302,3.5308,3.6451,292200,12407000,0.0352,0.9762,42.4606,4.6056,269070245,N/A,3402890399.25,6344500,0,80237925,N/A,14.3824,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-06,3.6451,3.6357,3.6512,3.2747,3.3864,424600,17071000,-0.2587,-7.0974,40.2049,6.6924,249973300,N/A,3161374245,6344500,0,80237925,N/A,13.3616,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-07,3.3864,3.395,3.5154,3.3091,3.4543,451700,17983000,0.0679,2.0051,39.8118,7.1196,254985455,N/A,3224762205.75,6344500,0,80237925,N/A,13.6296,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-10,3.4543,3.4552,3.524,3.1887,3.2489,274600,10530000,-0.2054,-5.9468,38.3467,4.3282,239822100,N/A,3032993565,6344500,0,80237925,N/A,12.819,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-11,3.2489,3.2102,3.2919,3.2102,3.2919,156500,5950000,0.043,1.3228,38.0192,2.4667,242994350,N/A,3073112527.5,6344500,0,80237925,N/A,12.9886,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-12,3.2919,3.3005,3.3435,3.2558,3.2661,208700,8016000,-0.0258,-0.7833,38.4092,3.2895,241091000,N/A,3049041150,6344500,0,80237925,N/A,12.8869,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-13,3.2661,3.2747,3.3667,3.2661,3.3529,128700,4952000,0.0868,2.6579,38.4771,2.0285,247498945,N/A,3130081454.25,6344500,0,80237925,N/A,13.2294,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-14,3.3529,3.3778,3.3933,3.2352,3.3048,189900,7366000,-0.0481,-1.4355,38.7888,2.9931,243946025,N/A,3085148216.25,6344500,0,80237925,N/A,13.0395,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-17,3.3048,3.2661,3.2919,3.0512,3.2188,150200,5584000,-0.086,-2.6008,37.1771,2.3674,237601525,N/A,3004910291.25,6344500,0,80237925,N/A,12.7003,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-18,3.2188,3.2145,3.2876,3.1028,3.1802,92500,3455000,-0.0387,-1.2016,37.3514,1.458,234746500,N/A,2968803225,6344500,0,80237925,N/A,12.5477,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-19,3.1802,3.1802,3.2059,3.1561,3.2034,73500,2717000,0.0232,0.7297,36.966,1.1585,236459515,N/A,2990467464.75,6344500,0,80237925,N/A,12.6393,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-20,3.2034,3.2919,3.4208,3.2481,3.3263,180600,6955000,0.1229,3.8369,38.5105,2.8466,245532150,N/A,3105207697.5,6344500,0,80237925,N/A,13.1243,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-21,3.3263,3.3048,3.3048,3.2163,3.2489,117400,4447000,-0.0774,-2.3256,37.879,1.8504,239822100,N/A,3032993565,6344500,0,80237925,N/A,12.819,N/A,N/A,
600638.SH,ÐÂ»ÆÆÖ,1993-05-24,3.2489,3.1157,3.2438,2.9386,2.9386,273400,9746000,-0.3103,-9.5503,35.6474,4.3092,216918455,N/A,2743334655.75,6344500,0,80237925,N/A,11.5948,N/A,N/A,
