덜쯤,숌냔,휑퍅,품澗턍송(禱),역턍송(禱),離멕송(禱),離됴송(禱),澗턍송(禱),냥슥좆(믈),냥슥쏜띨(禱),朗딨(禱),朗딨류(%),엇송(禱),뻣癎쪽(%),A믈직繫懇令(禱),B믈직繫懇令(禱),悧懇令(禱),A믈직繫믈굶(믈),B믈직繫믈굶(믈),悧믈굶(믈),懇簞쪽,懇씐쪽,懇饋쪽,懇君쪽,
600581.SH,*ST검멀,2010-10-18,12.6373,12.8639,13.8368,12.8639,13.1095,58024326,821232816,0.4722,3.7369,14.1533,7.5705,10638311217.8,N/A,10638311217.8,766448935,0,766448935,96.5642,3.6765,0.6466,924.8166,
600581.SH,*ST검멀,2010-10-19,13.1095,13.3551,13.4023,12.6467,13.1851,30474050,415479683,0.0756,0.5764,13.6339,3.976,10699627132.6,N/A,10699627132.6,766448935,0,766448935,97.1207,3.6977,0.6503,930.147,
600581.SH,*ST검멀,2010-10-20,13.1851,12.7317,12.9867,12.4767,12.7317,28777708,386709593,-0.4534,-3.4384,13.4378,3.7547,10331731643.8,N/A,10331731643.8,766448935,0,766448935,93.7813,3.5706,0.628,898.1648,
600581.SH,*ST검멀,2010-10-21,12.7317,12.7506,13.0245,12.4861,12.9962,25563724,343637506,0.2645,2.0772,13.4424,3.3353,10546337345.6,N/A,10546337345.6,766448935,0,766448935,95.7293,3.6448,0.641,916.821,
600581.SH,*ST검멀,2010-10-22,12.9962,12.9017,12.9395,12.5712,12.7412,19725072,265550299,-0.255,-1.9622,13.4626,2.5736,10339396133.15,N/A,10339396133.15,766448935,0,766448935,93.8509,3.5732,0.6284,898.8311,
600581.SH,*ST검멀,2010-10-25,12.7412,12.5995,12.8451,12.5145,12.8356,29634451,399404007,0.0944,0.7413,13.4777,3.8665,10416041026.65,N/A,10416041026.65,766448935,0,766448935,94.5466,3.5997,0.6331,905.4941,
600581.SH,*ST검멀,2010-10-26,12.8356,12.9678,13.289,12.8262,12.9489,28564300,393516616,0.1133,0.883,13.7765,3.7268,10508014898.85,N/A,10508014898.85,766448935,0,766448935,95.3815,3.6315,0.6387,913.4896,
600581.SH,*ST검멀,2010-10-27,12.9489,12.9112,13.3929,12.5334,12.9489,43451521,601984712,0,0,13.8542,5.6692,10508014898.85,N/A,10508014898.85,766448935,0,766448935,95.3815,3.6315,0.6387,913.4896,
600581.SH,*ST검멀,2010-10-28,12.9489,12.8451,13.1095,12.5806,12.675,22501430,304679334,-0.2739,-2.1152,13.5404,2.9358,10285744707.7,N/A,10285744707.7,766448935,0,766448935,93.3639,3.5547,0.6252,894.1671,
600581.SH,*ST검멀,2010-10-29,12.675,12.6467,12.7317,12.4578,12.59,17042854,227051033,-0.085,-0.6706,13.3224,2.2236,10216764303.55,N/A,10216764303.55,766448935,0,766448935,92.7378,3.5309,0.621,888.1704,
600581.SH,*ST검멀,2010-11-01,12.59,12.6562,12.9301,12.5428,12.8451,33130554,448550595,0.255,2.0255,13.5389,4.3226,10423705516,N/A,10423705516,766448935,0,766448935,94.6162,3.6024,0.6336,906.1603,
600581.SH,*ST검멀,2010-11-02,12.8451,12.9678,13.4779,12.8451,13.1378,49263228,687663609,0.2928,2.2794,13.959,6.4275,10661304685.85,N/A,10661304685.85,766448935,0,766448935,96.7729,3.6845,0.648,926.8155,
600581.SH,*ST검멀,2010-11-03,13.1378,13.119,13.204,12.6278,12.6656,25024327,341310868,-0.4722,-3.5945,13.6392,3.265,10278080218.35,N/A,10278080218.35,766448935,0,766448935,93.2943,3.5521,0.6247,893.5007,
600581.SH,*ST검멀,2010-11-04,12.6656,12.7601,13.0151,12.7412,12.8828,20363669,277369520,0.2172,1.7151,13.6208,2.6569,10454363473.4,N/A,10454363473.4,766448935,0,766448935,94.8945,3.613,0.6354,908.8255,
600581.SH,*ST검멀,2010-11-05,12.8828,13.1662,13.3267,12.8167,13.0528,26996150,371448081,0.17,1.3196,13.7593,3.5222,10592324281.7,N/A,10592324281.7,766448935,0,766448935,96.1467,3.6607,0.6438,920.8188,
600581.SH,*ST검멀,2010-11-08,13.0528,13.119,13.544,12.8451,13.5062,47138355,657203318,0.4534,3.4732,13.942,6.1502,10960219770.5,N/A,10960219770.5,766448935,0,766448935,99.4861,3.7878,0.6662,952.801,
600581.SH,*ST검멀,2010-11-09,13.5062,13.5723,13.6101,13.204,13.3834,36500414,516903213,-0.1228,-0.9091,14.1616,4.7623,10860581408.95,N/A,10860581408.95,766448935,0,766448935,98.5817,3.7534,0.6601,944.1391,
600581.SH,*ST검멀,2010-11-10,13.3834,13.3929,13.3929,12.9301,13.0434,26246764,363684663,-0.34,-2.5406,13.8564,3.4245,10584659792.35,N/A,10584659792.35,766448935,0,766448935,96.0772,3.658,0.6433,920.1525,
600581.SH,*ST검멀,2010-11-11,13.0434,12.9773,13.3173,12.8639,12.9489,27494215,381564695,-0.0944,-0.7241,13.878,3.5872,10508014898.85,N/A,10508014898.85,766448935,0,766448935,95.3815,3.6315,0.6387,913.4896,
600581.SH,*ST검멀,2010-11-12,12.9489,12.9112,13.1662,11.655,11.6928,35927208,471171294,-1.2562,-9.7009,13.1146,4.6875,9488637815.3,N/A,9488637815.3,766448935,0,766448935,86.1286,3.2792,0.5767,824.8724,
600581.SH,*ST검멀,2010-11-15,11.6928,11.7211,11.9195,11.3433,11.6078,22527593,274889916,-0.085,-0.727,12.2024,2.9392,9419657411.15,N/A,9419657411.15,766448935,0,766448935,85.5024,3.2554,0.5725,818.8758,
600581.SH,*ST검멀,2010-11-16,11.6078,11.6361,11.9006,11.2394,11.4283,20745182,253480862,-0.1795,-1.546,12.2188,2.7067,9274032113.5,N/A,9274032113.5,766448935,0,766448935,84.1806,3.2051,0.5637,806.2162,
600581.SH,*ST검멀,2010-11-17,11.4283,11.2394,11.4472,11.0883,11.1544,10164409,121402928,-0.2739,-2.3967,11.9439,1.3262,9051761922.35,N/A,9051761922.35,766448935,0,766448935,82.163,3.1282,0.5502,786.8937,
600581.SH,*ST검멀,2010-11-18,11.1544,11.2961,11.4094,11.1261,11.3244,7826723,93406770,0.17,1.5241,11.9343,1.0212,9189722730.65,N/A,9189722730.65,766448935,0,766448935,83.4153,3.1759,0.5586,798.887,
600581.SH,*ST검멀,2010-11-19,11.3244,11.4283,11.5322,11.2016,11.5228,12998203,156786324,0.1983,1.7515,12.0622,1.6959,9350677007,N/A,9350677007,766448935,0,766448935,84.8763,3.2315,0.5683,812.8792,
600581.SH,*ST검멀,2010-11-22,11.5228,11.4283,11.485,11.2866,11.4189,12927376,155645253,-0.1039,-0.9016,12.04,1.6867,9266367624.15,N/A,9266367624.15,766448935,0,766448935,84.111,3.2024,0.5632,805.5499,
600581.SH,*ST검멀,2010-11-23,11.4189,11.3811,11.3811,10.6916,10.7766,16344285,188776645,-0.6423,-5.6245,11.55,2.1325,8745182348.35,N/A,8745182348.35,766448935,0,766448935,79.3802,3.0223,0.5315,760.2419,
600581.SH,*ST검멀,2010-11-24,10.7766,10.72,11.0033,10.6822,10.9844,9901238,114166060,0.2078,1.9281,11.5305,1.2918,8913801114.05,N/A,8913801114.05,766448935,0,766448935,80.9108,3.0806,0.5418,774.9003,
600581.SH,*ST검멀,2010-11-25,10.9844,11.1355,11.315,11.0316,11.2772,12468645,147789338,0.2928,2.6655,11.8529,1.6268,9151400283.9,N/A,9151400283.9,766448935,0,766448935,83.0674,3.1627,0.5562,795.5555,
600581.SH,*ST검멀,2010-11-26,11.2772,11.2489,11.2583,10.9277,11.0222,9799898,114732246,-0.255,-2.2613,11.7075,1.2786,8944459071.45,N/A,8944459071.45,766448935,0,766448935,81.189,3.0912,0.5437,777.5656,
600581.SH,*ST검멀,2010-11-29,11.0222,10.9939,10.9939,10.7672,10.8805,8614637,99090624,-0.1417,-1.2853,11.5026,1.124,8829491731.2,N/A,8829491731.2,766448935,0,766448935,80.1455,3.0514,0.5367,767.5711,
600581.SH,*ST검멀,2010-11-30,10.8805,10.8711,11.0127,10.276,10.5594,12230397,137183751,-0.3211,-2.9514,11.2166,1.5957,8568899093.3,N/A,8568899093.3,766448935,0,766448935,77.7801,2.9614,0.5208,744.9171,
600581.SH,*ST검멀,2010-12-01,10.5594,10.5594,10.8144,10.5405,10.6161,6616368,74651170,0.0567,0.5367,11.2828,0.8632,8614886029.4,N/A,8614886029.4,766448935,0,766448935,78.1975,2.9773,0.5236,748.9149,
600581.SH,*ST검멀,2010-12-02,10.6161,10.7577,10.8616,10.5783,10.5972,8256168,93769451,-0.0189,-0.1779,11.3575,1.0772,8599557050.7,N/A,8599557050.7,766448935,0,766448935,78.0584,2.972,0.5227,747.5823,
600581.SH,*ST검멀,2010-12-03,10.5972,10.6066,10.7483,10.5783,10.72,6875684,77706559,0.1228,1.1586,11.3016,0.8971,8699195412.25,N/A,8699195412.25,766448935,0,766448935,78.9628,3.0064,0.5287,756.2441,
600581.SH,*ST검멀,2010-12-06,10.72,10.7388,11.0316,10.7011,10.9844,12134263,139829899,0.2645,2.467,11.5236,1.5832,8913801114.05,N/A,8913801114.05,766448935,0,766448935,80.9108,3.0806,0.5418,774.9003,
600581.SH,*ST검멀,2010-12-07,10.9844,10.9655,11.1733,10.6916,11.1166,11012401,128314326,0.1322,1.2038,11.6518,1.4368,9021103964.95,N/A,9021103964.95,766448935,0,766448935,81.8847,3.1176,0.5483,784.2285,
600581.SH,*ST검멀,2010-12-08,11.1166,11.1072,11.1166,10.8994,10.9183,8695876,101340696,-0.1983,-1.7842,11.6539,1.1346,8860149688.6,N/A,8860149688.6,766448935,0,766448935,80.4238,3.062,0.5385,770.2363,
600581.SH,*ST검멀,2010-12-09,10.9183,10.805,11.4189,10.72,10.9277,13633340,160677716,0.0094,0.0865,11.7856,1.7788,8867814177.95,N/A,8867814177.95,766448935,0,766448935,80.4933,3.0647,0.539,770.9026,
600581.SH,*ST검멀,2010-12-10,10.9277,10.8238,11.1639,10.7955,11.0222,9392165,109170812,0.0944,0.8643,11.6236,1.2254,8944459071.45,N/A,8944459071.45,766448935,0,766448935,81.189,3.0912,0.5437,777.5656,
600581.SH,*ST검멀,2010-12-13,11.0222,11.0505,11.3339,11.0505,11.315,13600618,161998289,0.2928,2.6564,11.9111,1.7745,9182058241.3,N/A,9182058241.3,766448935,0,766448935,83.3457,3.1733,0.5581,798.2206,
600581.SH,*ST검멀,2010-12-14,11.315,11.3622,11.7117,11.3433,11.4567,16905750,207106090,0.1417,1.2521,12.2506,2.2057,9297025581.55,N/A,9297025581.55,766448935,0,766448935,84.3893,3.213,0.5651,808.2151,
600581.SH,*ST검멀,2010-12-15,11.4567,11.4755,11.5794,11.315,11.3433,10173286,123074051,-0.1133,-0.9893,12.0978,1.3273,9205051709.35,N/A,9205051709.35,766448935,0,766448935,83.5544,3.1812,0.5595,800.2195,
600581.SH,*ST검멀,2010-12-16,11.3433,11.3433,11.4189,11.0505,11.0883,9144485,108455185,-0.255,-2.2481,11.8602,1.1931,8998110496.9,N/A,8998110496.9,766448935,0,766448935,81.676,3.1097,0.5469,782.2296,
600581.SH,*ST검멀,2010-12-17,11.0883,11.0883,11.7967,11.0316,11.7306,26755034,327938430,0.6423,5.7922,12.2571,3.4908,9519295772.7,N/A,9519295772.7,766448935,0,766448935,86.4068,3.2898,0.5786,827.5376,
600581.SH,*ST검멀,2010-12-20,11.7306,11.6644,11.7589,11.1639,11.4472,13115461,159366716,-0.2833,-2.4155,12.1511,1.7112,9289361092.2,N/A,9289361092.2,766448935,0,766448935,84.3197,3.2104,0.5646,807.5488,
600581.SH,*ST검멀,2010-12-21,11.4472,11.4283,11.8628,11.4094,11.8628,18250376,226266081,0.4156,3.6304,12.3979,2.3812,9626598623.6,N/A,9626598623.6,766448935,0,766448935,87.3808,3.3269,0.5851,836.8657,
600581.SH,*ST검멀,2010-12-22,11.8628,11.8533,12.1745,11.7117,11.74,19452189,246527817,-0.1228,-1.035,12.6735,2.538,9526960262.05,N/A,9526960262.05,766448935,0,766448935,86.4764,3.2925,0.5791,828.2039,
600581.SH,*ST검멀,2010-12-23,11.74,11.6267,11.7967,11.4755,11.5039,7487605,91819795,-0.2361,-2.0113,12.2629,0.9769,9335348028.3,N/A,9335348028.3,766448935,0,766448935,84.7371,3.2262,0.5674,811.5466,
600581.SH,*ST검멀,2010-12-24,11.5039,11.4283,11.6739,11.3622,11.3717,6217171,75497774,-0.1322,-1.1494,12.1434,0.8112,9228045177.4,N/A,9228045177.4,766448935,0,766448935,83.7632,3.1892,0.5609,802.2184,
600581.SH,*ST검멀,2010-12-27,11.3717,11.3717,11.5889,10.7955,10.89,10034195,119047220,-0.4817,-4.2359,11.8642,1.3092,8837156220.55,N/A,8837156220.55,766448935,0,766448935,80.215,3.0541,0.5371,768.2374,
600581.SH,*ST검멀,2010-12-28,10.89,10.8616,10.8616,10.3705,10.4649,8119004,90780839,-0.425,-3.9029,11.1813,1.0593,8492254199.8,N/A,8492254199.8,766448935,0,766448935,77.0844,2.9349,0.5162,738.2542,
600581.SH,*ST검멀,2010-12-29,10.4649,10.4838,10.5972,10.3799,10.5311,6964087,77273024,0.0661,0.6318,11.0959,0.9086,8545905625.25,N/A,8545905625.25,766448935,0,766448935,77.5714,2.9534,0.5194,742.9182,
600581.SH,*ST검멀,2010-12-30,10.5311,10.5311,10.6822,10.3988,10.5594,6750841,75421903,0.0283,0.2691,11.1722,0.8808,8568899093.3,N/A,8568899093.3,766448935,0,766448935,77.7801,2.9614,0.5208,744.9171,
600581.SH,*ST검멀,2010-12-31,10.5594,10.5972,10.7577,10.5499,10.7105,8090065,91311541,0.1511,1.4311,11.2869,1.0555,8691530922.9,N/A,8691530922.9,766448935,0,766448935,78.8932,3.0037,0.5283,755.5778,
600581.SH,*ST검멀,2011-01-04,10.7105,10.8522,11.2678,10.7011,11.2205,15523586,181195863,0.51,4.7619,11.6723,2.0254,9105413347.8,N/A,9105413347.8,766448935,0,766448935,18.2213,2.714,0.3847,-37.2039,
600581.SH,*ST검멀,2011-01-05,11.2205,11.0977,11.2866,11.0033,11.1733,11026813,130279881,-0.0472,-0.4209,11.8148,1.4387,9067090901.05,N/A,9067090901.05,766448935,0,766448935,18.1446,2.7026,0.3831,-37.0473,
600581.SH,*ST검멀,2011-01-06,11.1733,11.1828,11.4472,11.1261,11.3433,8923779,107047864,0.17,1.5216,11.9958,1.1643,9205051709.35,N/A,9205051709.35,766448935,0,766448935,18.4207,2.7437,0.389,-37.611,
600581.SH,*ST검멀,2011-01-07,11.3433,11.2394,11.5511,10.9372,11.4,12136702,145787670,0.0567,0.4996,12.0121,1.5835,9251038645.45,N/A,9251038645.45,766448935,0,766448935,18.5127,2.7574,0.3909,-37.7989,
600581.SH,*ST검멀,2011-01-10,11.4,11.4094,11.5417,11.1261,11.145,5901034,70143339,-0.255,-2.237,11.8866,0.7699,9044097433,N/A,9044097433,766448935,0,766448935,18.0986,2.6957,0.3822,-36.9534,
600581.SH,*ST검멀,2011-01-11,11.145,11.0411,11.3339,10.8616,11.3244,6998040,82193480,0.1795,1.6102,11.7452,0.913,9189722730.65,N/A,9189722730.65,766448935,0,766448935,18.39,2.7392,0.3883,-37.5484,
600581.SH,*ST검멀,2011-01-12,11.3244,11.3244,12.0139,11.2866,11.6928,22796430,282919686,0.3684,3.2527,12.4107,2.9743,9488637815.3,N/A,9488637815.3,766448935,0,766448935,18.9882,2.8282,0.4009,-38.7697,
600581.SH,*ST검멀,2011-01-13,11.6928,11.7022,11.74,11.3622,11.4661,8032487,98070992,-0.2267,-1.9386,12.2093,1.048,9304690070.9,N/A,9304690070.9,766448935,0,766448935,18.6201,2.7734,0.3932,-38.0181,
600581.SH,*ST검멀,2011-01-14,11.4661,11.5322,11.5322,10.8616,11.06,9176157,108763094,-0.4061,-3.542,11.8528,1.1972,8975117028.85,N/A,8975117028.85,766448935,0,766448935,17.9606,2.6752,0.3792,-36.6715,
600581.SH,*ST검멀,2011-01-17,11.06,11.0033,11.145,10.5122,10.6255,11451438,130376133,-0.4345,-3.9283,11.3851,1.4941,8622550518.75,N/A,8622550518.75,766448935,0,766448935,17.255,2.5701,0.3643,-35.231,
600581.SH,*ST검멀,2011-01-18,10.6255,10.6633,10.7577,10.5405,10.7294,6840631,76988742,0.1039,0.9778,11.2546,0.8925,8706859901.6,N/A,8706859901.6,766448935,0,766448935,17.4237,2.5952,0.3679,-35.5755,
600581.SH,*ST검멀,2011-01-19,10.7294,10.6633,10.9089,10.6161,10.8616,8760919,99825883,0.1322,1.2324,11.3945,1.1431,8814162752.5,N/A,8814162752.5,766448935,0,766448935,17.6385,2.6272,0.3724,-36.0139,
600581.SH,*ST검멀,2011-01-20,10.8616,10.7577,10.8238,10.4461,10.4838,6400435,72077951,-0.3778,-3.4783,11.2614,0.8351,8507583178.5,N/A,8507583178.5,766448935,0,766448935,17.025,2.5358,0.3595,-34.7612,
600581.SH,*ST검멀,2011-01-21,10.4838,10.4838,10.7955,10.0116,10.7955,10347418,115139192,0.3117,2.973,11.1273,1.35,8760511327.05,N/A,8760511327.05,766448935,0,766448935,17.5311,2.6112,0.3702,-35.7947,
600581.SH,*ST검멀,2011-01-24,10.7955,10.7388,10.8238,10.4838,10.5216,5364764,60287070,-0.2739,-2.5372,11.2376,0.7,8538241135.9,N/A,8538241135.9,766448935,0,766448935,17.0863,2.545,0.3608,-34.8865,
600581.SH,*ST검멀,2011-01-25,10.5216,10.5216,10.9939,10.5216,10.5972,10168490,115417123,0.0756,0.7181,11.3505,1.3267,8599557050.7,N/A,8599557050.7,766448935,0,766448935,17.209,2.5632,0.3634,-35.137,
600581.SH,*ST검멀,2011-01-26,10.5972,10.5499,10.7861,10.5311,10.7861,5837077,66212703,0.1889,1.7825,11.3435,0.7616,8752846837.7,N/A,8752846837.7,766448935,0,766448935,17.5158,2.6089,0.3698,-35.7634,
600581.SH,*ST검멀,2011-01-27,10.7861,10.7294,10.9561,10.5688,10.89,6524546,74833141,0.1039,0.9632,11.4695,0.8513,8837156220.55,N/A,8837156220.55,766448935,0,766448935,17.6845,2.6341,0.3734,-36.1078,
600581.SH,*ST검멀,2011-01-28,10.89,10.8805,11.0033,10.805,10.9655,6841896,79014826,0.0756,0.6938,11.5487,0.8927,8898472135.35,N/A,8898472135.35,766448935,0,766448935,17.8072,2.6523,0.376,-36.3584,
600581.SH,*ST검멀,2011-01-31,10.9655,10.9466,11.3528,10.8616,11.2205,10972592,130006780,0.255,2.3256,11.8483,1.4316,9105413347.8,N/A,9105413347.8,766448935,0,766448935,18.2213,2.714,0.3847,-37.2039,
600581.SH,*ST검멀,2011-02-01,11.2205,11.2205,11.2772,11.0411,11.0883,5317723,62468583,-0.1322,-1.1785,11.7472,0.6938,8998110496.9,N/A,8998110496.9,766448935,0,766448935,18.0066,2.682,0.3802,-36.7655,
600581.SH,*ST검멀,2011-02-09,11.0883,11.0033,11.1733,10.7766,10.9089,5464164,63528395,-0.1795,-1.6184,11.6264,0.7129,8852485199.25,N/A,8852485199.25,766448935,0,766448935,17.7152,2.6386,0.3741,-36.1705,
600581.SH,*ST검멀,2011-02-10,10.9089,10.9089,11.4755,10.8522,11.4378,12882961,152988479,0.5289,4.8485,11.8753,1.6809,9281696602.85,N/A,9281696602.85,766448935,0,766448935,18.5741,2.7666,0.3922,-37.9242,
600581.SH,*ST검멀,2011-02-11,11.4378,11.4283,11.74,11.2866,11.4755,11522823,140933208,0.0378,0.3303,12.2308,1.5034,9312354560.25,N/A,9312354560.25,766448935,0,766448935,18.6354,2.7757,0.3935,-38.0495,
600581.SH,*ST검멀,2011-02-14,11.4755,11.4944,12.4673,11.4944,12.1839,32135242,409734092,0.7084,6.1728,12.7503,4.1927,9887191261.5,N/A,9887191261.5,766448935,0,766448935,19.7858,2.947,0.4178,-40.3982,
600581.SH,*ST검멀,2011-02-15,12.1839,12.1367,12.3161,11.9572,12.0139,18238774,233090978,-0.17,-1.3953,12.78,2.3796,9749230453.2,N/A,9749230453.2,766448935,0,766448935,19.5097,2.9059,0.412,-39.8345,
600581.SH,*ST검멀,2011-02-16,12.0139,12.0139,12.5523,11.9006,12.4578,23272927,305236143,0.4439,3.695,13.1155,3.0365,10109461452.65,N/A,10109461452.65,766448935,0,766448935,20.2306,3.0133,0.4272,-41.3064,
600581.SH,*ST검멀,2011-02-17,12.4578,12.4295,12.6467,12.1745,12.2878,20305788,265673508,-0.17,-1.3647,13.0836,2.6493,9971500644.35,N/A,9971500644.35,766448935,0,766448935,19.9545,2.9722,0.4213,-40.7427,
600581.SH,*ST검멀,2011-02-18,12.2878,12.2878,12.2878,11.7967,11.9195,17621217,222194755,-0.3684,-2.9977,12.6095,2.2991,9672585559.7,N/A,9672585559.7,766448935,0,766448935,19.3563,2.8831,0.4087,-39.5213,
600581.SH,*ST검멀,2011-02-21,11.9195,11.8911,12.2028,11.7589,12.1556,14633121,186127895,0.2361,1.981,12.7196,1.9092,9864197793.45,N/A,9864197793.45,766448935,0,766448935,19.7397,2.9402,0.4168,-40.3042,
600581.SH,*ST검멀,2011-02-22,12.1556,12.0895,12.1839,11.6172,11.6267,15461582,194620787,-0.5289,-4.3512,12.5874,2.0173,9434986389.85,N/A,9434986389.85,766448935,0,766448935,18.8808,2.8123,0.3987,-38.5505,
600581.SH,*ST검멀,2011-02-23,11.6267,11.5983,11.7967,11.5228,11.7211,7888545,97351679,0.0944,0.8123,12.3409,1.0292,9511631283.35,N/A,9511631283.35,766448935,0,766448935,19.0342,2.8351,0.4019,-38.8637,
600581.SH,*ST검멀,2011-02-24,11.7211,11.6833,11.825,11.5605,11.7683,9058832,112241774,0.0472,0.4029,12.3903,1.1819,9549953730.1,N/A,9549953730.1,766448935,0,766448935,19.1109,2.8465,0.4035,-39.0203,
600581.SH,*ST검멀,2011-02-25,11.7683,11.7589,11.7872,11.5794,11.7778,4719371,58392310,0.0094,0.0803,12.3729,0.6157,9557618219.45,N/A,9557618219.45,766448935,0,766448935,19.1262,2.8488,0.4039,-39.0516,
600581.SH,*ST검멀,2011-02-28,11.7778,11.8439,11.9478,11.7683,11.9289,10150343,127674235,0.1511,1.2831,12.5783,1.3243,9680250049.05,N/A,9680250049.05,766448935,0,766448935,19.3716,2.8854,0.409,-39.5526,
600581.SH,*ST검멀,2011-03-01,11.9289,12.0139,12.3634,12.0139,12.1272,20430672,263872402,0.1983,1.6627,12.9155,2.6656,9841204325.4,N/A,9841204325.4,766448935,0,766448935,19.6937,2.9333,0.4158,-40.2103,
600581.SH,*ST검멀,2011-03-02,12.1272,12.0045,12.3256,11.9195,12.2406,13735150,176951314,0.1133,0.9346,12.8831,1.7921,9933178197.6,N/A,9933178197.6,766448935,0,766448935,19.8778,2.9608,0.4197,-40.5861,
600581.SH,*ST검멀,2011-03-03,12.2406,12.25,12.5428,12.1367,12.2595,17684258,230462040,0.0189,0.1543,13.032,2.3073,9948507176.3,N/A,9948507176.3,766448935,0,766448935,19.9085,2.9653,0.4204,-40.6487,
600581.SH,*ST검멀,2011-03-04,12.2595,12.1178,12.7317,12.1178,12.5334,19154753,253804547,0.2739,2.2342,13.2502,2.4992,10170777367.45,N/A,10170777367.45,766448935,0,766448935,20.3533,3.0316,0.4298,-41.5569,
600581.SH,*ST검멀,2011-03-07,12.5334,12.5523,13.1567,12.4011,13.0434,30481157,413416420,0.51,4.0693,13.563,3.9769,10584659792.35,N/A,10584659792.35,766448935,0,766448935,21.1815,3.1549,0.4473,-43.248,
600581.SH,*ST검멀,2011-03-08,13.0434,12.9206,13.1851,12.8451,12.9678,17903895,246693561,-0.0756,-0.5793,13.7788,2.336,10523343877.55,N/A,10523343877.55,766448935,0,766448935,21.0588,3.1367,0.4447,-42.9975,
600581.SH,*ST검멀,2011-03-09,12.9678,12.9962,13.0623,12.7223,12.7506,14425481,195438489,-0.2172,-1.6752,13.5481,1.8821,10347060622.5,N/A,10347060622.5,766448935,0,766448935,20.706,3.0841,0.4372,-42.2772,
600581.SH,*ST검멀,2011-03-10,12.7506,12.7317,12.8167,12.5334,12.7601,19598010,263486073,0.0094,0.0741,13.4445,2.557,10354725111.85,N/A,10354725111.85,766448935,0,766448935,20.7214,3.0864,0.4375,-42.3085,
600581.SH,*ST검멀,2011-03-11,12.7601,12.6562,13.2229,12.5712,12.9584,21074620,289488449,0.1983,1.5544,13.7364,2.7496,10515679388.2,N/A,10515679388.2,766448935,0,766448935,21.0435,3.1344,0.4443,-42.9661,
600581.SH,*ST검멀,2011-03-14,12.9584,13.2134,13.5156,12.7978,12.8167,22436960,312466559,-0.1417,-1.0933,13.9264,2.9274,10400712047.95,N/A,10400712047.95,766448935,0,766448935,20.8134,3.1001,0.4395,-42.4964,
600581.SH,*ST검멀,2011-03-15,12.8167,12.7506,13.2134,12.5145,13.1378,22238810,302167403,0.3211,2.5055,13.5874,2.9015,10661304685.85,N/A,10661304685.85,766448935,0,766448935,21.3349,3.1778,0.4505,-43.5611,
600581.SH,*ST검멀,2011-03-16,13.1378,13.1284,13.5629,12.9395,13.459,27056725,381491324,0.3211,2.4443,14.0997,3.5301,10921897323.75,N/A,10921897323.75,766448935,0,766448935,21.8564,3.2555,0.4615,-44.6259,
600581.SH,*ST검멀,2011-03-17,13.459,13.2229,13.5629,12.9678,13.0717,19732672,276948886,-0.3872,-2.8772,14.035,2.5746,10607653260.4,N/A,10607653260.4,766448935,0,766448935,21.2275,3.1618,0.4482,-43.3419,
600581.SH,*ST검멀,2011-03-18,13.0717,13.1756,13.3079,13.034,13.0528,9048242,125695802,-0.0189,-0.1445,13.8917,1.1805,10592324281.7,N/A,10592324281.7,766448935,0,766448935,21.1968,3.1572,0.4476,-43.2793,
600581.SH,*ST검멀,2011-03-21,13.0528,13.0151,13.1095,12.5523,12.675,11894595,159849542,-0.3778,-2.8944,13.4388,1.5519,10285744707.7,N/A,10285744707.7,766448935,0,766448935,20.5833,3.0658,0.4346,-42.0266,
600581.SH,*ST검멀,2011-03-22,12.675,12.7034,12.7789,12.335,12.5995,8737861,115985534,-0.0756,-0.5961,13.2739,1.14,10224428792.9,N/A,10224428792.9,766448935,0,766448935,20.4606,3.0476,0.432,-41.7761,
600581.SH,*ST검멀,2011-03-23,12.5995,12.6562,13.0812,12.6089,12.8639,12525441,170996340,0.2645,2.099,13.6519,1.6342,10439034494.7,N/A,10439034494.7,766448935,0,766448935,20.8901,3.1115,0.4411,-42.653,
600581.SH,*ST검멀,2011-03-24,12.8639,12.9017,12.9301,12.7128,12.7223,5946894,80508165,-0.1417,-1.1013,13.5379,0.7759,10324067154.45,N/A,10324067154.45,766448935,0,766448935,20.66,3.0773,0.4362,-42.1832,
600581.SH,*ST검멀,2011-03-25,12.7223,12.7978,13.4779,12.7223,13.4117,26898031,377020311,0.6895,5.4195,14.0167,3.5094,10883574877,N/A,10883574877,766448935,0,766448935,21.7797,3.244,0.4599,-44.4693,
600581.SH,*ST검멀,2011-03-28,13.4117,13.4117,13.9973,13.3173,13.7518,31412021,457922227,0.34,2.5352,14.5779,4.0984,11159496493.6,N/A,11159496493.6,766448935,0,766448935,22.3318,3.3263,0.4715,-45.5967,
600581.SH,*ST검멀,2011-03-29,13.7518,13.7518,14.2807,13.4023,13.4306,20285750,298315878,-0.3211,-2.3352,14.7057,2.6467,10898903855.7,N/A,10898903855.7,766448935,0,766448935,21.8103,3.2486,0.4605,-44.532,
600581.SH,*ST검멀,2011-03-30,13.4306,13.4117,13.9312,13.119,13.7612,14561475,210247367,0.3306,2.4613,14.4386,1.8999,11167160982.95,N/A,11167160982.95,766448935,0,766448935,22.3472,3.3286,0.4719,-45.628,
