덜쯤,숌냔,휑퍅,품澗턍송(禱),역턍송(禱),離멕송(禱),離됴송(禱),澗턍송(禱),냥슥좆(믈),냥슥쏜띨(禱),朗딨(禱),朗딨류(%),엇송(禱),뻣癎쪽(%),A믈직繫懇令(禱),B믈직繫懇令(禱),悧懇令(禱),A믈직繫믈굶(믈),B믈직繫믈굶(믈),悧믈굶(믈),懇簞쪽,懇씐쪽,懇饋쪽,懇君쪽,
600581.SH,*ST검멀,2003-12-03,2.4023,2.4097,2.443,2.3837,2.4134,2974251,19403482,0.0111,0.463,6.5238,1.9066,1015560000,N/A,3198450364.2,156000000,0,491313420,19.9626,1.9301,1.0049,13.9333,
600581.SH,*ST검멀,2003-12-04,2.4134,2.4023,2.4208,2.3763,2.3986,3335957,21554180,-0.0148,-0.6144,6.4612,2.1384,1009320000,N/A,3178797827.4,156000000,0,491313420,19.8399,1.9182,0.9987,13.8477,
600581.SH,*ST검멀,2003-12-05,2.3986,2.4097,2.4282,2.3763,2.3911,2410758,15615923,-0.0074,-0.3091,6.4776,1.5454,1006200000,N/A,3168971559,156000000,0,491313420,19.7786,1.9123,0.9956,13.8049,
600581.SH,*ST검멀,2003-12-08,2.3911,2.3911,2.4208,2.3652,2.3726,1495147,9627808,-0.0185,-0.7752,6.4394,0.9584,998400000,N/A,3144405888,156000000,0,491313420,19.6253,1.8975,0.9879,13.6978,
600581.SH,*ST검멀,2003-12-09,2.3726,2.3652,2.4097,2.3578,2.4097,1292400,8337048,0.0371,1.5625,6.4508,0.8285,1014000000,N/A,3193537230,156000000,0,491313420,19.9319,1.9271,1.0033,13.9119,
600581.SH,*ST검멀,2003-12-10,2.4097,2.4282,2.4542,2.4171,2.4505,4183679,27526345,0.0408,1.6923,6.5795,2.6818,1031160000,N/A,3247581706.2,156000000,0,491313420,20.2692,1.9597,1.0203,14.1473,
600581.SH,*ST검멀,2003-12-11,2.4505,2.4542,2.4727,2.4171,2.4282,2411736,15898795,-0.0222,-0.9077,6.5923,1.546,1021800000,N/A,3218102901,156000000,0,491313420,20.0853,1.942,1.011,14.0189,
600581.SH,*ST검멀,2003-12-12,2.4282,2.4282,2.4356,2.3948,2.4134,1448104,9428395,-0.0148,-0.6107,6.5109,0.9283,1015560000,N/A,3198450364.2,156000000,0,491313420,19.9626,1.9301,1.0049,13.9333,
600581.SH,*ST검멀,2003-12-15,2.4134,2.4097,2.4282,2.3948,2.406,1153280,7499460,-0.0074,-0.3072,6.5027,0.7393,1012440000,N/A,3188624095.8,156000000,0,491313420,19.9013,1.9242,1.0018,13.8905,
600581.SH,*ST검멀,2003-12-16,2.406,2.4097,2.4134,2.3578,2.3911,1563200,10018061,-0.0148,-0.6163,6.4087,1.0021,1006200000,N/A,3168971559,156000000,0,491313420,19.7786,1.9123,0.9956,13.8049,
600581.SH,*ST검멀,2003-12-17,2.3911,2.3874,2.4505,2.3652,2.3763,2796263,18219373,-0.0148,-0.6202,6.5156,1.7925,999960000,N/A,3149319022.2,156000000,0,491313420,19.6559,1.9004,0.9894,13.7192,
600581.SH,*ST검멀,2003-12-18,2.3763,2.3726,2.4468,2.3652,2.4356,2886972,18792867,0.0593,2.4961,6.5095,1.8506,1024920000,N/A,3227929169.4,156000000,0,491313420,20.1466,1.9479,1.0141,14.0617,
600581.SH,*ST검멀,2003-12-19,2.4356,2.4468,2.5209,2.4282,2.5098,10572543,70639701,0.0741,3.0441,6.6814,6.7773,1056120000,N/A,3326191853.4,156000000,0,491313420,20.7599,2.0072,1.045,14.4897,
600581.SH,*ST검멀,2003-12-22,2.5098,2.5098,2.6321,2.5098,2.5802,10950391,76008859,0.0704,2.8065,6.9412,7.0195,1085760000,N/A,3419541403.2,156000000,0,491313420,21.3425,2.0635,1.0743,14.8964,
600581.SH,*ST검멀,2003-12-23,2.5802,2.5802,2.6025,2.5246,2.558,4829764,33415275,-0.0222,-0.8621,6.9186,3.096,1076400000,N/A,3390062598,156000000,0,491313420,21.1585,2.0457,1.0651,14.768,
600581.SH,*ST검멀,2003-12-24,2.558,2.558,2.621,2.5431,2.6099,4281737,29994147,0.0519,2.029,7.0051,2.7447,1098240000,N/A,3458846476.8,156000000,0,491313420,21.5878,2.0872,1.0867,15.0676,
600581.SH,*ST검멀,2003-12-25,2.6099,2.6099,2.621,2.5468,2.558,3654018,25409251,-0.0519,-1.9886,6.9538,2.3423,1076400000,N/A,3390062598,156000000,0,491313420,21.1585,2.0457,1.0651,14.768,
600581.SH,*ST검멀,2003-12-26,2.558,2.5543,2.5543,2.5135,2.5209,2738323,18686710,-0.0371,-1.4493,6.8241,1.7553,1060800000,N/A,3340931256,156000000,0,491313420,20.8519,2.0161,1.0496,14.554,
600581.SH,*ST검멀,2003-12-29,2.5209,2.5209,2.5209,2.5209,2.5209,N/A,N/A,0,0,N/A,N/A,1060800000,N/A,3340931256,156000000,0,491313420,20.8519,2.0161,1.0496,14.554,
600581.SH,*ST검멀,2003-12-30,2.5209,2.5024,2.5357,2.4875,2.5357,2518657,17129820,0.0148,0.5882,6.8012,1.6145,1067040000,N/A,3360583792.8,156000000,0,491313420,20.9745,2.0279,1.0558,14.6396,
600581.SH,*ST검멀,2003-12-31,2.5357,2.5357,2.5654,2.4949,2.4987,1656468,11267133,-0.0371,-1.462,6.8019,1.0618,1051440000,N/A,3311452450.8,156000000,0,491313420,20.6679,1.9983,1.0404,14.4255,
600581.SH,*ST검멀,2004-01-02,2.4987,2.4912,2.5543,2.4912,2.5135,1887389,12880439,0.0148,0.5935,6.8245,1.2099,1057680000,N/A,3331104987.6,156000000,0,491313420,10.3635,1.6845,0.7003,10.2484,
600581.SH,*ST검멀,2004-01-05,2.5135,2.5172,2.6062,2.5135,2.5839,3980314,27672204,0.0704,2.8024,6.9523,2.5515,1087320000,N/A,3424454537.4,156000000,0,491313420,10.6539,1.7317,0.7199,10.5356,
600581.SH,*ST검멀,2004-01-06,2.5839,2.5765,2.6173,2.558,2.5987,3905496,27217961,0.0148,0.5739,6.9691,2.5035,1093560000,N/A,3444107074.2,156000000,0,491313420,10.7151,1.7417,0.7241,10.5961,
600581.SH,*ST검멀,2004-01-07,2.5987,2.6062,2.7804,2.6025,2.7063,10299540,75357360,0.1075,4.1369,7.3166,6.6023,1138800000,N/A,3586587966,156000000,0,491313420,11.1583,1.8137,0.754,11.0344,
600581.SH,*ST검멀,2004-01-08,2.7063,2.71,2.7359,2.6766,2.7211,4555086,33254646,0.0148,0.5479,7.3006,2.9199,1145040000,N/A,3606240502.8,156000000,0,491313420,11.2195,1.8236,0.7582,11.0949,
600581.SH,*ST검멀,2004-01-09,2.7211,2.7211,2.7285,2.595,2.6062,5255676,37918012,-0.1149,-4.2234,7.2147,3.369,1096680000,N/A,3453933342.6,156000000,0,491313420,10.7456,1.7466,0.7261,10.6263,
600581.SH,*ST검멀,2004-01-12,2.6062,2.5987,2.7025,2.595,2.7025,3504702,24920719,0.0964,3.6984,7.1107,2.2466,1137240000,N/A,3581674831.8,156000000,0,491313420,11.1431,1.8112,0.753,11.0193,
600581.SH,*ST검멀,2004-01-13,2.7025,2.6951,2.71,2.6247,2.6544,3457156,24853503,-0.0482,-1.7833,7.189,2.2161,1116960000,N/A,3517804087.2,156000000,0,491313420,10.9444,1.7789,0.7396,10.8228,
600581.SH,*ST검멀,2004-01-14,2.6544,2.6618,2.6655,2.5987,2.6025,3029543,21402535,-0.0519,-1.9553,7.0646,1.942,1095120000,N/A,3449020208.4,156000000,0,491313420,10.7304,1.7441,0.7251,10.6112,
600581.SH,*ST검멀,2004-01-15,2.6025,2.6025,2.6395,2.5617,2.5765,3214301,22530363,-0.026,-0.9972,7.0094,2.0604,1084200000,N/A,3414628269,156000000,0,491313420,10.6234,1.7267,0.7179,10.5054,
600581.SH,*ST검멀,2004-01-16,2.5765,2.5765,2.595,2.5506,2.5765,3096536,21456475,0,0,6.9292,1.985,1084200000,N/A,3414628269,156000000,0,491313420,10.6234,1.7267,0.7179,10.5054,
600581.SH,*ST검멀,2004-01-29,2.5765,2.5765,2.6358,2.5691,2.6247,2254642,15858972,0.0482,1.8705,7.0339,1.4453,1104480000,N/A,3478499013.6,156000000,0,491313420,10.8221,1.759,0.7313,10.7019,
600581.SH,*ST검멀,2004-01-30,2.6247,2.6321,2.6321,2.5431,2.5468,3234900,22561915,-0.0779,-2.9661,6.9745,2.0737,1071720000,N/A,3375323195.4,156000000,0,491313420,10.5011,1.7069,0.7096,10.3845,
600581.SH,*ST검멀,2004-02-02,2.5468,2.5468,2.6247,2.5135,2.558,2886753,19967045,0.0111,0.4367,6.9168,1.8505,1076400000,N/A,3390062598,156000000,0,491313420,10.5469,1.7143,0.7127,10.4298,
600581.SH,*ST검멀,2004-02-03,2.558,2.558,2.6062,2.5135,2.6062,3601678,24893566,0.0482,1.8841,6.9117,2.3088,1096680000,N/A,3453933342.6,156000000,0,491313420,10.7456,1.7466,0.7261,10.6263,
600581.SH,*ST검멀,2004-02-04,2.6062,2.6136,2.6655,2.5876,2.6655,5172582,36641660,0.0593,2.276,7.0838,3.3158,1121640000,N/A,3532543489.8,156000000,0,491313420,10.9902,1.7864,0.7427,10.8682,
600581.SH,*ST검멀,2004-02-05,2.6655,2.6877,2.6988,2.6136,2.6581,5600296,40090526,-0.0074,-0.2782,7.1586,3.5899,1118520000,N/A,3522717221.4,156000000,0,491313420,10.9596,1.7814,0.7406,10.8379,
600581.SH,*ST검멀,2004-02-06,2.6581,2.6544,2.7063,2.6173,2.6581,5745758,41335120,0,0,7.194,3.6832,1118520000,N/A,3522717221.4,156000000,0,491313420,10.9596,1.7814,0.7406,10.8379,
600581.SH,*ST검멀,2004-02-09,2.6581,2.6766,2.7359,2.6729,2.7248,7371316,53889955,0.0667,2.5105,7.3108,4.7252,1146600000,N/A,3611153637,156000000,0,491313420,11.2348,1.8261,0.7592,11.11,
600581.SH,*ST검멀,2004-02-10,2.7248,2.7359,2.7359,2.6506,2.6655,4638871,33616656,-0.0593,-2.1769,7.2467,2.9736,1121640000,N/A,3532543489.8,156000000,0,491313420,10.9902,1.7864,0.7427,10.8682,
600581.SH,*ST검멀,2004-02-11,2.6655,2.6618,2.6951,2.621,2.6692,4213457,29976923,0.0037,0.1391,7.1146,2.7009,1123200000,N/A,3537456624,156000000,0,491313420,11.0055,1.7889,0.7437,10.8833,
600581.SH,*ST검멀,2004-02-12,2.6692,2.6803,2.7025,2.6506,2.6618,3929459,28297082,-0.0074,-0.2778,7.2013,2.5189,1120080000,N/A,3527630355.6,156000000,0,491313420,10.9749,1.7839,0.7416,10.853,
600581.SH,*ST검멀,2004-02-13,2.6618,2.6618,2.6988,2.6321,2.6655,3732918,26908081,0.0037,0.1393,7.2083,2.3929,1121640000,N/A,3532543489.8,156000000,0,491313420,10.9902,1.7864,0.7427,10.8682,
600581.SH,*ST검멀,2004-02-16,2.6655,2.6729,2.7396,2.6692,2.7025,3599475,26214252,0.0371,1.3908,7.2828,2.3074,1137240000,N/A,3581674831.8,156000000,0,491313420,11.1431,1.8112,0.753,11.0193,
600581.SH,*ST검멀,2004-02-17,2.7025,2.7025,2.7137,2.6544,2.6803,3801789,27486116,-0.0222,-0.823,7.2298,2.437,1127880000,N/A,3552196026.6,156000000,0,491313420,11.0514,1.7963,0.7468,10.9286,
600581.SH,*ST검멀,2004-02-18,2.6803,2.6803,2.7359,2.6358,2.7322,6878063,50171942,0.0519,1.9364,7.2945,4.409,1149720000,N/A,3620979905.4,156000000,0,491313420,11.2653,1.8311,0.7613,11.1402,
600581.SH,*ST검멀,2004-02-19,2.7322,2.7322,2.7507,2.6692,2.684,3969707,28952250,-0.0482,-1.7639,7.2933,2.5447,1129440000,N/A,3557109160.8,156000000,0,491313420,11.0666,1.7988,0.7478,10.9437,
600581.SH,*ST검멀,2004-02-20,2.684,2.6803,2.7952,2.6766,2.7915,8108825,60016804,0.1075,4.0055,7.4014,5.198,1174680000,N/A,3699590052.6,156000000,0,491313420,11.5099,1.8709,0.7778,11.3821,
600581.SH,*ST검멀,2004-02-23,2.7915,2.8175,2.8471,2.747,2.7693,8370357,63245165,-0.0222,-0.7968,7.5559,5.3656,1165320000,N/A,3670111247.4,156000000,0,491313420,11.4182,1.8559,0.7716,11.2914,
600581.SH,*ST검멀,2004-02-24,2.7693,2.8175,3.0325,2.7693,2.8916,21434758,168175833,0.1223,4.4177,7.8459,13.7402,1216800000,N/A,3832244676,156000000,0,491313420,11.9226,1.9379,0.8057,11.7902,
600581.SH,*ST검멀,2004-02-25,2.8916,2.899,2.9769,2.8212,2.8508,11488912,90147684,-0.0408,-1.4103,7.8465,7.3647,1199640000,N/A,3778200199.8,156000000,0,491313420,11.7545,1.9106,0.7943,11.6239,
600581.SH,*ST검멀,2004-02-26,2.8508,2.8471,3.1363,2.8397,3.0955,25113367,205636747,0.2447,8.5826,8.1883,16.0983,1302600000,N/A,4102467057,156000000,0,491313420,12.7633,2.0746,0.8625,12.6216,
600581.SH,*ST검멀,2004-02-27,3.0955,3.077,3.1066,3.0065,3.0992,11976059,98696785,0.0037,0.1198,8.2412,7.677,1304160000,N/A,4107380191.2,156000000,0,491313420,12.7786,2.0771,0.8635,12.6367,
600581.SH,*ST검멀,2004-03-01,3.0992,3.0992,3.1771,3.0399,3.1066,11867991,99726764,0.0074,0.2392,8.403,7.6077,1307280000,N/A,4117206459.6,156000000,0,491313420,12.8092,2.082,0.8656,12.6669,
600581.SH,*ST검멀,2004-03-02,3.1066,3.114,3.1697,3.0547,3.0659,9426724,78834417,-0.0408,-1.3126,8.3629,6.0428,1290120000,N/A,4063161983.4,156000000,0,491313420,12.641,2.0547,0.8542,12.5007,
600581.SH,*ST검멀,2004-03-03,3.0659,3.0584,3.077,2.925,2.9472,10323190,83073532,-0.1186,-3.8694,8.0473,6.6174,1240200000,N/A,3905941689,156000000,0,491313420,12.1519,1.9752,0.8212,12.0169,
600581.SH,*ST검멀,2004-03-04,2.9472,2.9287,2.9806,2.8731,2.9621,6640438,52380575,0.0148,0.5031,7.8881,4.2567,1246440000,N/A,3925594225.8,156000000,0,491313420,12.213,1.9851,0.8253,12.0774,
600581.SH,*ST검멀,2004-03-05,2.9621,2.9843,3.0362,2.9213,2.9213,4757255,38197354,-0.0408,-1.3767,8.0293,3.0495,1229280000,N/A,3871549749.6,156000000,0,491313420,12.0449,1.9578,0.8139,11.9111,
600581.SH,*ST검멀,2004-03-08,2.9213,2.9361,2.9435,2.8545,2.862,3751596,29199001,-0.0593,-2.0305,7.7831,2.4049,1204320000,N/A,3792939602.4,156000000,0,491313420,11.8003,1.9181,0.7974,11.6693,
600581.SH,*ST검멀,2004-03-09,2.862,2.8545,2.9546,2.8545,2.8805,4451697,35022413,0.0185,0.6477,7.8672,2.8537,1212120000,N/A,3817505273.4,156000000,0,491313420,11.8768,1.9305,0.8026,11.7449,
600581.SH,*ST검멀,2004-03-10,2.8805,2.9027,2.9806,2.899,2.9806,4473508,35635065,0.1001,3.4749,7.9658,2.8676,1254240000,N/A,3950159896.8,156000000,0,491313420,12.2895,1.9976,0.8305,12.153,
600581.SH,*ST검멀,2004-03-11,2.9806,2.988,3.0177,2.9509,2.9806,4831945,38939656,0,0,8.0588,3.0974,1254240000,N/A,3950159896.8,156000000,0,491313420,12.2895,1.9976,0.8305,12.153,
600581.SH,*ST검멀,2004-03-12,2.9806,2.9806,3.0325,2.9546,3.014,4005136,32399699,0.0334,1.1194,8.0895,2.5674,1268280000,N/A,3994378104.6,156000000,0,491313420,12.427,2.0199,0.8398,12.289,
600581.SH,*ST검멀,2004-03-15,3.014,3.0214,3.0844,3.0214,3.051,6498662,53589281,0.0371,1.23,8.2462,4.1658,1283880000,N/A,4043509446.6,156000000,0,491313420,12.5799,2.0448,0.8501,12.4402,
600581.SH,*ST검멀,2004-03-16,3.051,3.051,3.077,3.0251,3.0547,4397064,36178162,0.0037,0.1215,8.2278,2.8186,1285440000,N/A,4048422580.8,156000000,0,491313420,12.5952,2.0473,0.8511,12.4553,
600581.SH,*ST검멀,2004-03-17,3.0547,3.0547,3.0621,2.9991,3.0325,4461056,36352507,-0.0222,-0.7282,8.1489,2.8597,1276080000,N/A,4018943775.6,156000000,0,491313420,12.5035,2.0323,0.8449,12.3646,
600581.SH,*ST검멀,2004-03-18,3.0325,3.0288,3.0399,2.9435,2.9509,5342303,43086878,-0.0816,-2.6895,8.0652,3.4246,1241760000,N/A,3910854823.2,156000000,0,491313420,12.1672,1.9777,0.8222,12.0321,
600581.SH,*ST검멀,2004-03-19,2.9509,2.9361,3.014,2.925,3.0065,2882040,23090845,0.0556,1.8844,8.012,1.8475,1265160000,N/A,3984551836.2,156000000,0,491313420,12.3965,2.015,0.8377,12.2588,
600581.SH,*ST검멀,2004-03-22,3.0065,3.0102,3.0251,2.9658,2.9843,3036027,24484186,-0.0222,-0.7398,8.0645,1.9462,1255800000,N/A,3955073031,156000000,0,491313420,12.3048,2,0.8315,12.1681,
600581.SH,*ST검멀,2004-03-23,2.9843,2.9843,2.9917,2.925,2.9583,3051663,24243170,-0.026,-0.8696,7.9442,1.9562,1244880000,N/A,3920681091.6,156000000,0,491313420,12.1978,1.9827,0.8243,12.0623,
600581.SH,*ST검멀,2004-03-24,2.9583,2.9583,2.9732,2.9324,2.9621,1714414,13654739,0.0037,0.1253,7.9647,1.099,1246440000,N/A,3925594225.8,156000000,0,491313420,12.213,1.9851,0.8253,12.0774,
600581.SH,*ST검멀,2004-03-25,2.9621,2.9583,2.9806,2.9287,2.9583,1536457,12229149,-0.0037,-0.1252,7.9593,0.9849,1244880000,N/A,3920681091.6,156000000,0,491313420,12.1978,1.9827,0.8243,12.0623,
600581.SH,*ST검멀,2004-03-26,2.9583,2.9509,3.0028,2.9361,2.9621,1717431,13723498,0.0037,0.1253,7.9907,1.1009,1246440000,N/A,3925594225.8,156000000,0,491313420,12.213,1.9851,0.8253,12.0774,
600581.SH,*ST검멀,2004-03-29,2.9621,2.9509,2.9658,2.9213,2.925,2031990,16107083,-0.0371,-1.2516,7.9268,1.3026,1230840000,N/A,3876462883.8,156000000,0,491313420,12.0602,1.9603,0.815,11.9263,
600581.SH,*ST검멀,2004-03-30,2.925,2.925,2.9435,2.9102,2.9398,1332206,10508975,0.0148,0.507,7.8884,0.854,1237080000,N/A,3896115420.6,156000000,0,491313420,12.1213,1.9702,0.8191,11.9867,
600581.SH,*ST검멀,2004-03-31,2.9398,2.9472,3.0177,2.9213,2.9954,3427124,27561521,0.0556,1.8916,8.0422,2.1969,1260480000,N/A,3969812433.6,156000000,0,491313420,12.3506,2.0075,0.8346,12.2135,
600581.SH,*ST검멀,2004-04-01,2.9954,2.9991,3.014,2.9658,2.9917,2103263,16960255,-0.0037,-0.1238,8.0638,1.3482,1258920000,N/A,3964899299.4,156000000,0,491313420,12.3353,2.005,0.8336,12.1983,
600581.SH,*ST검멀,2004-04-02,2.9917,2.9954,3.0362,2.988,3.0177,3938253,32042199,0.026,0.8674,8.1361,2.5245,1269840000,N/A,3999291238.8,156000000,0,491313420,12.4423,2.0224,0.8408,12.3041,
600581.SH,*ST검멀,2004-04-05,3.0177,3.0177,3.0288,2.9324,2.9583,4599014,36818982,-0.0593,-1.9656,8.0058,2.9481,1244880000,N/A,3920681091.6,156000000,0,491313420,12.1978,1.9827,0.8243,12.0623,
600581.SH,*ST검멀,2004-04-06,2.9583,2.9583,2.9658,2.9213,2.9621,3614751,28596012,0.0037,0.1253,7.9109,2.3171,1246440000,N/A,3925594225.8,156000000,0,491313420,12.213,1.9851,0.8253,12.0774,
600581.SH,*ST검멀,2004-04-07,2.9621,3.0214,3.1029,2.9991,3.0733,11063506,91811363,0.1112,3.7547,8.2986,7.092,1293240000,N/A,4072988251.8,156000000,0,491313420,12.6716,2.0597,0.8563,12.5309,
600581.SH,*ST검멀,2004-04-08,3.0733,3.077,3.0955,3.051,3.0659,4850984,40204720,-0.0074,-0.2413,8.288,3.1096,1290120000,N/A,4063161983.4,156000000,0,491313420,12.641,2.0547,0.8542,12.5007,
600581.SH,*ST검멀,2004-04-09,3.0659,3.0621,3.077,2.9213,2.9546,6827245,55026892,-0.1112,-3.6276,8.0599,4.3764,1243320000,N/A,3915767957.4,156000000,0,491313420,12.1825,1.9802,0.8232,12.0472,
600581.SH,*ST검멀,2004-04-12,2.9546,2.9324,2.9843,2.9176,2.9583,3103467,24666099,0.0037,0.1255,7.9479,1.9894,1244880000,N/A,3920681091.6,156000000,0,491313420,12.1978,1.9827,0.8243,12.0623,
600581.SH,*ST검멀,2004-04-13,2.9583,2.9658,2.9769,2.9287,2.9324,2399760,19042675,-0.026,-0.8772,7.9352,1.5383,1233960000,N/A,3886289152.2,156000000,0,491313420,12.0908,1.9653,0.817,11.9565,
600581.SH,*ST검멀,2004-04-14,2.9324,2.9287,2.9324,2.8508,2.8916,3555612,27682125,-0.0408,-1.3906,7.7855,2.2792,1216800000,N/A,3832244676,156000000,0,491313420,11.9226,1.9379,0.8057,11.7902,
600581.SH,*ST검멀,2004-04-15,2.8916,2.8916,2.9064,2.836,2.8434,2791680,21623276,-0.0482,-1.6667,7.7456,1.7895,1196520000,N/A,3768373931.4,156000000,0,491313420,11.7239,1.9056,0.7923,11.5937,
600581.SH,*ST검멀,2004-04-16,2.8434,2.8434,2.9287,2.8434,2.9287,3487849,27215901,0.0853,2.9987,7.8031,2.2358,1232400000,N/A,3881376018,156000000,0,491313420,12.0755,1.9628,0.816,11.9414,
600581.SH,*ST검멀,2004-04-19,2.9287,2.9472,2.9509,2.8731,2.8805,1595175,12528530,-0.0482,-1.6456,7.854,1.0225,1212120000,N/A,3817505273.4,156000000,0,491313420,11.8768,1.9305,0.8026,11.7449,
600581.SH,*ST검멀,2004-04-20,2.8805,2.8805,2.8805,2.8805,2.8805,N/A,N/A,0,0,N/A,N/A,1212120000,N/A,3817505273.4,156000000,0,491313420,11.8768,1.9305,0.8026,11.7449,
600581.SH,*ST검멀,2004-04-21,2.8805,2.8175,2.9139,2.6062,2.7878,3811463,28778908,-0.0927,-3.2175,7.5506,2.4432,1173120000,N/A,3694676918.4,156000000,0,491313420,11.4946,1.8684,0.7768,11.367,
600581.SH,*ST검멀,2004-04-22,2.7878,2.7804,2.836,2.7619,2.8138,1928548,14573477,0.026,0.9309,7.5567,1.2362,1184040000,N/A,3729068857.8,156000000,0,491313420,11.6016,1.8858,0.784,11.4728,
600581.SH,*ST검멀,2004-04-23,2.8138,2.8063,2.8508,2.7915,2.8063,1426719,10863867,-0.0074,-0.2635,7.6146,0.9146,1180920000,N/A,3719242589.4,156000000,0,491313420,11.5711,1.8808,0.7819,11.4426,
600581.SH,*ST검멀,2004-04-26,2.8063,2.8063,2.8471,2.7915,2.8101,1273023,9657854,0.0037,0.1321,7.5866,0.816,1182480000,N/A,3724155723.6,156000000,0,491313420,11.5863,1.8833,0.783,11.4577,
600581.SH,*ST검멀,2004-04-27,2.8101,2.8175,2.8249,2.6692,2.6729,3034510,22270326,-0.1372,-4.8813,7.339,1.9452,1124760000,N/A,3542369758.2,156000000,0,491313420,11.0208,1.7913,0.7447,10.8984,
600581.SH,*ST검멀,2004-04-28,2.6729,2.6506,2.7063,2.6321,2.6803,1963478,14116350,0.0074,0.2774,7.1895,1.2586,1127880000,N/A,3552196026.6,156000000,0,491313420,11.0514,1.7963,0.7468,10.9286,
600581.SH,*ST검멀,2004-04-29,2.6803,2.6692,2.6988,2.621,2.6247,1903668,13582145,-0.0556,-2.0747,7.1347,1.2203,1104480000,N/A,3478499013.6,156000000,0,491313420,10.8221,1.759,0.7313,10.7019,
600581.SH,*ST검멀,2004-04-30,2.6247,2.6321,2.6692,2.621,2.6432,1237226,8831778,0.0185,0.7062,7.1384,0.7931,1112280000,N/A,3503064684.6,156000000,0,491313420,10.8985,1.7715,0.7365,10.7775,
600581.SH,*ST검멀,2004-05-10,2.6432,2.6469,2.6618,2.5209,2.5246,1359000,9442520,-0.1186,-4.4881,6.9481,0.8712,1062360000,N/A,3345844390.2,156000000,0,491313420,10.4094,1.692,0.7034,10.2938,
600581.SH,*ST검멀,2004-05-11,2.5246,2.5209,2.5765,2.4838,2.5394,1513058,10311939,0.0148,0.5874,6.8153,0.9699,1068600000,N/A,3365496927,156000000,0,491313420,10.4705,1.7019,0.7076,10.3542,
600581.SH,*ST검멀,2004-05-12,2.5394,2.5357,2.5839,2.5209,2.5802,1290422,8910363,0.0408,1.6058,6.905,0.8272,1085760000,N/A,3419541403.2,156000000,0,491313420,10.6386,1.7292,0.7189,10.5205,
600581.SH,*ST검멀,2004-05-13,2.5802,2.5876,2.5913,2.5431,2.5431,822060,5661825,-0.0371,-1.4368,6.8874,0.527,1070160000,N/A,3370410061.2,156000000,0,491313420,10.4858,1.7044,0.7086,10.3693,
600581.SH,*ST검멀,2004-05-14,2.5431,2.5394,2.5394,2.4468,2.4653,1325936,8915824,-0.0779,-3.0612,6.7242,0.85,1037400000,N/A,3267234243,156000000,0,491313420,10.1648,1.6522,0.6869,10.0519,
600581.SH,*ST검멀,2004-05-17,2.4653,2.4468,2.4616,2.4097,2.4134,1382747,9053631,-0.0519,-2.1053,6.5476,0.8864,1015560000,N/A,3198450364.2,156000000,0,491313420,9.9508,1.6174,0.6724,9.8403,
600581.SH,*ST검멀,2004-05-18,2.4134,2.4023,2.5543,2.38,2.5468,2354194,15639190,0.1335,5.53,6.6431,1.5091,1071720000,N/A,3375323195.4,156000000,0,491313420,10.5011,1.7069,0.7096,10.3845,
600581.SH,*ST검멀,2004-05-19,2.5468,2.5283,2.5506,2.4838,2.5024,1723604,11716519,-0.0445,-1.7467,6.7977,1.1049,1053000000,N/A,3316365585,156000000,0,491313420,10.3177,1.6771,0.6972,10.2031,
600581.SH,*ST검멀,2004-05-20,2.5024,2.4949,2.5209,2.4393,2.4505,941443,6284634,-0.0519,-2.0741,6.6755,0.6035,1031160000,N/A,3247581706.2,156000000,0,491313420,10.1037,1.6423,0.6828,9.9915,
600581.SH,*ST검멀,2004-05-21,2.4505,2.4468,2.5394,2.443,2.5024,1393532,9421676,0.0519,2.118,6.761,0.8933,1053000000,N/A,3316365585,156000000,0,491313420,10.3177,1.6771,0.6972,10.2031,
600581.SH,*ST검멀,2004-05-24,2.5024,2.5098,2.5283,2.4875,2.5024,611679,4126633,0,0,6.7464,0.3921,1053000000,N/A,3316365585,156000000,0,491313420,10.3177,1.6771,0.6972,10.2031,
600581.SH,*ST검멀,2004-05-25,2.5024,2.4949,2.558,2.4912,2.5172,2180560,14843865,0.0148,0.5926,6.8074,1.3978,1059240000,N/A,3336018121.8,156000000,0,491313420,10.3788,1.687,0.7014,10.2635,
600581.SH,*ST검멀,2004-05-26,2.5172,2.5135,2.5506,2.5024,2.5209,1215990,8291684,0.0037,0.1473,6.8189,0.7795,1060800000,N/A,3340931256,156000000,0,491313420,10.3941,1.6895,0.7024,10.2786,
600581.SH,*ST검멀,2004-05-27,2.5209,2.5394,2.5765,2.5135,2.5765,2387607,16471167,0.0556,2.2059,6.8986,1.5305,1084200000,N/A,3414628269,156000000,0,491313420,10.6234,1.7267,0.7179,10.5054,
600581.SH,*ST검멀,2004-05-28,2.5765,2.5802,2.5876,2.5246,2.532,1612046,11073165,-0.0445,-1.7266,6.869,1.0334,1065480000,N/A,3355670658.6,156000000,0,491313420,10.4399,1.6969,0.7055,10.324,
600581.SH,*ST검멀,2004-05-31,2.532,2.5274,2.5366,2.4954,2.5183,835629,4595188,-0.0137,-0.5425,5.4991,0.4464,1029600000,N/A,3242668572,187200000,0,589576104,10.0884,1.6398,0.6817,9.9763,
