測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
600510.SH,窪警竣,2004-12-16,3.8121,3.7519,3.7639,3.6757,3.6797,733000,6789790,-0.1324,-3.4737,9.263,0.9645,696920000,N/A,2679906824,76000000,0,292247200,25.3943,2.7732,3.2673,124.6566,
600510.SH,窪警竣,2004-12-17,3.6797,3.6917,3.7078,3.5312,3.5392,1091400,9736508,-0.1404,-3.8168,8.9211,1.4361,670320000,N/A,2577620304,76000000,0,292247200,24.425,2.6673,3.1426,119.8987,
600510.SH,窪警竣,2004-12-20,3.5392,3.5513,3.5794,3.5031,3.5031,356800,3148683,-0.0361,-1.0204,8.8248,0.4695,663480000,N/A,2551318056,76000000,0,292247200,24.1758,2.6401,3.1105,118.6752,
600510.SH,窪警竣,2004-12-21,3.5031,3.5111,3.5914,3.5111,3.5593,493499,4376893,0.0562,1.6037,8.8691,0.6493,674120000,N/A,2592232664,76000000,0,292247200,24.5635,2.6825,3.1604,120.5784,
600510.SH,窪警竣,2004-12-22,3.5593,3.5713,3.7318,3.5633,3.6837,1387449,12598009,0.1244,3.4949,9.08,1.8256,697680000,N/A,2682829296,76000000,0,292247200,25.422,2.7762,3.2708,124.7925,
600510.SH,窪警竣,2004-12-23,3.6837,3.6917,3.7238,3.5633,3.5994,371802,3379226,-0.0843,-2.2876,9.0888,0.4892,681720000,N/A,2621457384,76000000,0,292247200,24.8404,2.7127,3.196,121.9378,
600510.SH,窪警竣,2004-12-24,3.5994,3.5994,3.6636,3.5713,3.6355,242300,2183173,0.0361,1.0033,9.0102,0.3188,688560000,N/A,2647759632,76000000,0,292247200,25.0897,2.7399,3.2281,123.1612,
600510.SH,窪警竣,2004-12-27,3.6355,3.6516,3.6757,3.5713,3.6476,282900,2546293,0.012,0.3311,9.0007,0.3722,690840000,N/A,2656527048,76000000,0,292247200,25.1727,2.749,3.2388,123.5691,
600510.SH,窪警竣,2004-12-28,3.6476,3.6315,3.7118,3.5713,3.6596,2120014,19155842,0.012,0.33,9.0357,2.7895,693120000,N/A,2665294464,76000000,0,292247200,25.2558,2.7581,3.2495,123.9769,
600510.SH,窪警竣,2004-12-29,3.6596,3.6034,3.6596,3.5633,3.5834,1655598,14884300,-0.0762,-2.0833,8.9903,2.1784,678680000,N/A,2609767496,76000000,0,292247200,24.7296,2.7006,3.1818,121.394,
600510.SH,窪警竣,2004-12-30,3.5834,3.5834,3.5914,3.471,3.5392,324889,2857376,-0.0441,-1.2318,8.7949,0.4275,670320000,N/A,2577620304,76000000,0,292247200,24.425,2.6673,3.1426,119.8987,
600510.SH,窪警竣,2004-12-31,3.5392,3.5513,3.5954,3.5272,3.5834,190497,1691143,0.0441,1.2472,8.8775,0.2507,678680000,N/A,2609767496,76000000,0,292247200,24.7296,2.7006,3.1818,121.394,
600510.SH,窪警竣,2005-01-04,3.5834,3.6315,3.6315,3.5392,3.5874,76200,679570,0.004,0.112,8.9182,0.1003,679440000,N/A,2612689968,76000000,0,292247200,27.005,2.6274,2.914,50.8536,
600510.SH,窪警竣,2005-01-05,3.5874,3.5874,3.6516,3.5633,3.6355,481001,4328105,0.0482,1.3423,8.9981,0.6329,688560000,N/A,2647759632,76000000,0,292247200,27.3675,2.6627,2.9531,51.5362,
600510.SH,窪警竣,2005-01-06,3.6355,3.6516,3.6757,3.5834,3.6034,154300,1394339,-0.0321,-0.883,9.0365,0.203,682480000,N/A,2624379856,76000000,0,292247200,27.1258,2.6391,2.9271,51.0811,
600510.SH,窪警竣,2005-01-07,3.6034,3.6034,3.6516,3.5633,3.5954,183600,1649442,-0.008,-0.2227,8.9839,0.2416,680960000,N/A,2618534912,76000000,0,292247200,27.0654,2.6333,2.9205,50.9674,
600510.SH,窪警竣,2005-01-10,3.5954,3.5954,3.6717,3.5914,3.6636,692896,6270380,0.0682,1.8973,9.0495,0.9117,693880000,N/A,2668216936,76000000,0,292247200,27.5789,2.6832,2.976,51.9344,
600510.SH,窪警竣,2005-01-11,3.6636,3.6596,3.6797,3.5914,3.6235,420407,3813948,-0.0401,-1.0953,9.072,0.5532,686280000,N/A,2638992216,76000000,0,292247200,27.2768,2.6538,2.9434,51.3655,
600510.SH,窪警竣,2005-01-12,3.6235,3.6315,3.6355,3.5553,3.6034,178299,1595205,-0.0201,-0.5537,8.9468,0.2346,682480000,N/A,2624379856,76000000,0,292247200,27.1258,2.6391,2.9271,51.0811,
600510.SH,窪警竣,2005-01-13,3.6034,3.6115,3.6315,3.5152,3.5673,388850,3457378,-0.0361,-1.0022,8.8913,0.5116,675640000,N/A,2598077608,76000000,0,292247200,26.8539,2.6127,2.8977,50.5692,
600510.SH,窪警竣,2005-01-14,3.5673,3.5513,3.5914,3.5232,3.5312,217500,1923540,-0.0361,-1.0124,8.8439,0.2862,668800000,N/A,2571775360,76000000,0,292247200,26.5821,2.5862,2.8684,50.0572,
600510.SH,窪警竣,2005-01-17,3.5312,3.5192,3.6034,3.5111,3.5152,162900,1438841,-0.0161,-0.4545,8.8327,0.2143,665760000,N/A,2560085472,76000000,0,292247200,26.4613,2.5745,2.8554,49.8297,
600510.SH,窪警竣,2005-01-18,3.5152,3.5232,3.5633,3.5192,3.5392,66001,582082,0.0241,0.6849,8.8193,0.0868,670320000,N/A,2577620304,76000000,0,292247200,26.6425,2.5921,2.8749,50.171,
600510.SH,窪警竣,2005-01-19,3.5392,3.5392,3.6235,3.5111,3.5392,90000,794718,0,0,8.8302,0.1184,670320000,N/A,2577620304,76000000,0,292247200,26.6425,2.5921,2.8749,50.171,
600510.SH,窪警竣,2005-01-20,3.5392,3.5312,3.5673,3.3506,3.3827,326298,2785144,-0.1565,-4.4218,8.5356,0.4293,640680000,N/A,2463643896,76000000,0,292247200,25.4644,2.4775,2.7478,47.9525,
600510.SH,窪警竣,2005-01-21,3.3827,3.3908,3.4309,3.2383,3.3627,644013,5320197,-0.0201,-0.5931,8.261,0.8474,636880000,N/A,2449031536,76000000,0,292247200,25.3134,2.4628,2.7315,47.6681,
600510.SH,窪警竣,2005-01-24,3.3627,3.4028,3.6997,3.4028,3.5392,1653892,14460878,0.1766,5.2506,8.7435,2.1762,670320000,N/A,2577620304,76000000,0,292247200,26.6425,2.5921,2.8749,50.171,
600510.SH,窪警竣,2005-01-25,3.5392,3.5192,3.5192,3.3546,3.4389,949302,8092015,-0.1003,-2.8345,8.5242,1.2491,651320000,N/A,2504558504,76000000,0,292247200,25.8873,2.5186,2.7934,48.7489,
600510.SH,窪警竣,2005-01-26,3.4389,3.4389,3.475,3.3707,3.4148,515150,4374599,-0.0241,-0.7001,8.4919,0.6778,646760000,N/A,2487023672,76000000,0,292247200,25.7061,2.501,2.7739,48.4076,
600510.SH,窪警竣,2005-01-27,3.4148,3.4028,3.4349,3.3667,3.3867,117599,994285,-0.0281,-0.8226,8.4549,0.1547,641440000,N/A,2466566368,76000000,0,292247200,25.4946,2.4804,2.7511,48.0094,
600510.SH,窪警竣,2005-01-28,3.3867,3.3867,3.4229,3.3627,3.3627,98300,831371,-0.0241,-0.7109,8.4575,0.1293,636880000,N/A,2449031536,76000000,0,292247200,25.3134,2.4628,2.7315,47.6681,
600510.SH,窪警竣,2005-01-31,3.3627,3.3627,3.3908,3.2503,3.2664,137500,1137133,-0.0963,-2.864,8.2701,0.1809,618640000,N/A,2378892208,76000000,0,292247200,24.5884,2.3923,2.6533,46.3029,
600510.SH,窪警竣,2005-02-01,3.2664,3.2704,3.5914,3.2704,3.3426,752512,6285830,0.0762,2.3342,8.3531,0.9901,633080000,N/A,2434419176,76000000,0,292247200,25.1624,2.4481,2.7152,47.3837,
600510.SH,窪警竣,2005-02-02,3.3426,3.3065,3.475,3.2904,3.459,890981,7585674,0.1164,3.4814,8.5138,1.1723,655120000,N/A,2519170864,76000000,0,292247200,26.0384,2.5333,2.8097,49.0333,
600510.SH,窪警竣,2005-02-03,3.459,3.4831,3.5111,3.3707,3.3867,406899,3488862,-0.0722,-2.0882,8.5743,0.5354,641440000,N/A,2466566368,76000000,0,292247200,25.4946,2.4804,2.7511,48.0094,
600510.SH,窪警竣,2005-02-04,3.3867,3.3867,3.4911,3.3867,3.4429,851000,7319969,0.0562,1.6588,8.6016,1.1197,652080000,N/A,2507480976,76000000,0,292247200,25.9175,2.5216,2.7967,48.8058,
600510.SH,窪警竣,2005-02-16,3.4429,3.471,3.6034,3.4509,3.4991,1010201,8812442,0.0562,1.6317,8.7235,1.3292,662720000,N/A,2548395584,76000000,0,292247200,26.3404,2.5627,2.8423,49.6022,
600510.SH,窪警竣,2005-02-17,3.4991,3.471,3.5312,3.4269,3.5111,502481,4357967,0.012,0.344,8.6729,0.6612,665000000,N/A,2557163000,76000000,0,292247200,26.431,2.5715,2.8521,49.7728,
600510.SH,窪警竣,2005-02-18,3.5111,3.5232,3.5513,3.4309,3.4871,543522,4717219,-0.0241,-0.6857,8.679,0.7152,660440000,N/A,2539628168,76000000,0,292247200,26.2498,2.5539,2.8325,49.4315,
600510.SH,窪警竣,2005-02-21,3.4871,3.4509,3.5232,3.4309,3.5111,836448,7254162,0.0241,0.6904,8.6726,1.1006,665000000,N/A,2557163000,76000000,0,292247200,26.431,2.5715,2.8521,49.7728,
600510.SH,窪警竣,2005-02-22,3.5111,3.5232,3.6034,3.479,3.5794,2020181,17834494,0.0682,1.9429,8.8282,2.6581,677920000,N/A,2606845024,76000000,0,292247200,26.9446,2.6215,2.9075,50.7398,
600510.SH,窪警竣,2005-02-23,3.5794,3.5914,3.6235,3.5312,3.5633,1076600,9575263,-0.0161,-0.4484,8.894,1.4166,674880000,N/A,2595155136,76000000,0,292247200,26.8237,2.6098,2.8945,50.5123,
600510.SH,窪警竣,2005-02-24,3.5633,3.5713,3.6837,3.5633,3.6155,1440073,12973758,0.0522,1.464,9.0091,1.8948,684760000,N/A,2633147272,76000000,0,292247200,27.2164,2.648,2.9368,51.2518,
600510.SH,窪警竣,2005-02-25,3.6155,3.6235,3.6837,3.5794,3.6275,2643150,23858343,0.012,0.333,9.0265,3.4778,687040000,N/A,2641914688,76000000,0,292247200,27.307,2.6568,2.9466,51.4224,
600510.SH,窪警竣,2005-02-28,3.6275,3.6315,3.6757,3.5673,3.5914,1625282,14626489,-0.0361,-0.9956,8.9994,2.1385,680200000,N/A,2615612440,76000000,0,292247200,27.0352,2.6303,2.9173,50.9105,
600510.SH,窪警竣,2005-03-01,3.5914,3.5914,3.6275,3.5673,3.5994,1865638,16648601,0.008,0.2235,8.9238,2.4548,681720000,N/A,2621457384,76000000,0,292247200,27.0956,2.6362,2.9238,51.0242,
600510.SH,窪警竣,2005-03-02,3.5994,3.6034,3.7238,3.5312,3.5753,2133220,19078986,-0.0241,-0.6689,8.9437,2.8069,677160000,N/A,2603922552,76000000,0,292247200,26.9144,2.6186,2.9043,50.6829,
600510.SH,窪警竣,2005-03-03,3.5753,3.5513,3.5513,3.4509,3.5232,753000,6547617,-0.0522,-1.459,8.6954,0.9908,667280000,N/A,2565930416,76000000,0,292247200,26.5217,2.5804,2.8619,49.9435,
600510.SH,窪警竣,2005-03-04,3.5232,3.5232,3.5392,3.4309,3.467,571400,4938261,-0.0562,-1.5945,8.6424,0.7518,656640000,N/A,2525015808,76000000,0,292247200,26.0988,2.5392,2.8162,49.1471,
600510.SH,窪警竣,2005-03-07,3.467,3.4831,3.5834,3.475,3.5272,947202,8326987,0.0602,1.7361,8.7911,1.2463,668040000,N/A,2568852888,76000000,0,292247200,26.5519,2.5833,2.8651,50.0003,
600510.SH,窪警竣,2005-03-08,3.5272,3.5432,3.6315,3.5031,3.5954,1183757,10531678,0.0682,1.934,8.8968,1.5576,680960000,N/A,2618534912,76000000,0,292247200,27.0654,2.6333,2.9205,50.9674,
600510.SH,窪警竣,2005-03-09,3.5954,3.5994,3.6436,3.5312,3.5713,741325,6588275,-0.0241,-0.6696,8.8872,0.9754,676400000,N/A,2601000080,76000000,0,292247200,26.8841,2.6156,2.901,50.6261,
600510.SH,窪警竣,2005-03-10,3.5713,3.5713,3.5914,3.4991,3.5031,408399,3620247,-0.0682,-1.9101,8.8645,0.5374,663480000,N/A,2551318056,76000000,0,292247200,26.3706,2.5657,2.8456,49.659,
600510.SH,窪警竣,2005-03-11,3.5031,3.5111,3.6436,3.4991,3.5874,2368316,21134340,0.0843,2.4055,8.9238,3.1162,679440000,N/A,2612689968,76000000,0,292247200,27.005,2.6274,2.914,50.8536,
600510.SH,窪警竣,2005-03-14,3.5874,3.5713,3.6676,3.5593,3.6436,2236407,20202976,0.0562,1.566,9.0337,2.9426,690080000,N/A,2653604576,76000000,0,292247200,27.4279,2.6685,2.9597,51.65,
600510.SH,窪警竣,2005-03-15,3.6436,3.6717,3.8602,3.6516,3.6917,3060171,28652806,0.0482,1.3216,9.3631,4.0265,699200000,N/A,2688674240,76000000,0,292247200,27.7904,2.7038,2.9988,52.3326,
600510.SH,窪警竣,2005-03-16,3.6917,3.6917,3.8041,3.5232,3.5794,2984093,27247165,-0.1124,-3.0435,9.1308,3.9264,677920000,N/A,2606845024,76000000,0,292247200,26.9446,2.6215,2.9075,50.7398,
600510.SH,窪警竣,2005-03-17,3.5794,3.5794,3.6676,3.5513,3.6235,1218800,10938992,0.0441,1.2332,8.9752,1.6037,686280000,N/A,2638992216,76000000,0,292247200,27.2768,2.6538,2.9434,51.3655,
600510.SH,窪警竣,2005-03-18,3.6235,3.6315,3.7118,3.5232,3.5994,1113349,10027605,-0.0241,-0.6645,9.0067,1.4649,681720000,N/A,2621457384,76000000,0,292247200,27.0956,2.6362,2.9238,51.0242,
600510.SH,窪警竣,2005-03-21,3.5994,3.5914,3.6195,3.5111,3.5352,619492,5479451,-0.0642,-1.7837,8.8451,0.8151,669560000,N/A,2574697832,76000000,0,292247200,26.6123,2.5892,2.8717,50.1141,
600510.SH,窪警竣,2005-03-22,3.5352,3.5432,3.6034,3.3506,3.4068,671002,5786443,-0.1284,-3.6322,8.6236,0.8829,645240000,N/A,2481178728,76000000,0,292247200,25.6457,2.4951,2.7674,48.2938,
600510.SH,窪警竣,2005-03-23,3.4068,3.4229,3.4389,3.2102,3.2262,771181,6317474,-0.1806,-5.3004,8.1919,1.0147,611040000,N/A,2349667488,76000000,0,292247200,24.2864,2.3629,2.6207,45.7341,
600510.SH,窪警竣,2005-03-24,3.2262,3.2262,3.3266,3.0778,3.1981,621512,4933956,-0.0281,-0.8706,7.9386,0.8178,605720000,N/A,2329210184,76000000,0,292247200,24.0749,2.3423,2.5979,45.3359,
600510.SH,窪警竣,2005-03-25,3.1981,3.2182,3.2824,3.1781,3.2302,237210,1895084,0.0321,1.0038,7.9891,0.3121,611800000,N/A,2352589960,76000000,0,292247200,24.3166,2.3658,2.6239,45.791,
600510.SH,窪警竣,2005-03-28,3.2302,3.2423,3.2704,3.154,3.2062,463700,3689338,-0.0241,-0.7453,7.9563,0.6101,607240000,N/A,2335055128,76000000,0,292247200,24.1353,2.3482,2.6044,45.4497,
600510.SH,窪警竣,2005-03-29,3.2062,3.2062,3.2463,3.1701,3.1981,285700,2275368,-0.008,-0.2503,7.9642,0.3759,605720000,N/A,2329210184,76000000,0,292247200,24.0749,2.3423,2.5979,45.3359,
600510.SH,窪警竣,2005-03-30,3.1981,3.1901,3.1901,2.9373,2.9574,234900,1768279,-0.2408,-7.5282,7.5278,0.3091,560120000,N/A,2153861864,76000000,0,292247200,22.2625,2.166,2.4023,41.9229,
600510.SH,窪警竣,2005-03-31,2.9574,2.9694,3.0095,2.6645,2.7929,393199,2717499,-0.1645,-5.5631,6.9113,0.5174,528960000,N/A,2034040512,76000000,0,292247200,21.024,2.0455,2.2686,39.5907,
600510.SH,窪警竣,2005-04-01,2.7929,2.7608,2.8691,2.7206,2.7327,2777062,19044783,-0.0602,-2.1552,6.8579,3.654,517560000,N/A,1990203432,76000000,0,292247200,20.5709,2.0014,2.2197,38.7375,
600510.SH,窪警竣,2005-04-04,2.7327,2.7367,2.7768,2.7046,2.7527,1175756,8026855,0.0201,0.7342,6.827,1.547,521360000,N/A,2004815792,76000000,0,292247200,20.7219,2.0161,2.236,39.0219,
600510.SH,窪警竣,2005-04-05,2.7527,2.7487,2.7969,2.6404,2.6685,998536,6734688,-0.0843,-3.0612,6.7446,1.3139,505400000,N/A,1943443880,76000000,0,292247200,20.0876,1.9544,2.1676,37.8273,
600510.SH,窪警竣,2005-04-06,2.6685,2.6885,2.7086,2.6003,2.6685,1083550,7144532,0,0,6.5936,1.4257,505400000,N/A,1943443880,76000000,0,292247200,20.0876,1.9544,2.1676,37.8273,
600510.SH,窪警竣,2005-04-07,2.6685,2.849,2.9373,2.829,2.9373,3673006,26668622,0.2689,10.0752,7.2607,4.8329,556320000,N/A,2139249504,76000000,0,292247200,22.1115,2.1513,2.386,41.6385,
600510.SH,窪警竣,2005-04-08,2.9373,2.9413,3.0095,2.9092,2.9494,2221239,16325487,0.012,0.4098,7.3497,2.9227,558600000,N/A,2148016920,76000000,0,292247200,22.2021,2.1601,2.3958,41.8092,
600510.SH,窪警竣,2005-04-11,2.9494,2.9494,3.0095,2.9293,2.9694,1182590,8754779,0.0201,0.6803,7.4031,1.556,562400000,N/A,2162629280,76000000,0,292247200,22.3531,2.1748,2.4121,42.0936,
600510.SH,窪警竣,2005-04-12,2.9694,2.9614,2.9614,2.8571,2.8611,659900,4769645,-0.1083,-3.6486,7.2278,0.8683,541880000,N/A,2083722536,76000000,0,292247200,21.5375,2.0954,2.3241,40.5577,
600510.SH,窪警竣,2005-04-13,2.8611,2.8892,2.9694,2.8691,2.9333,750581,5460917,0.0722,2.5245,7.2756,0.9876,555560000,N/A,2136327032,76000000,0,292247200,22.0812,2.1483,2.3827,41.5816,
600510.SH,窪警竣,2005-04-14,2.9333,2.9293,2.9373,2.8731,2.8852,499468,3627268,-0.0482,-1.6416,7.2623,0.6572,546440000,N/A,2101257368,76000000,0,292247200,21.7188,2.1131,2.3436,40.899,
600510.SH,窪警竣,2005-04-15,2.8852,2.8892,2.8892,2.7527,2.7608,692948,4835626,-0.1244,-4.3115,6.9783,0.9118,522880000,N/A,2010660736,76000000,0,292247200,20.7824,2.022,2.2426,39.1357,
600510.SH,窪警竣,2005-04-18,2.7608,2.7608,2.7608,2.6885,2.7447,317710,2150898,-0.0161,-0.5814,6.77,0.418,519840000,N/A,1998970848,76000000,0,292247200,20.6615,2.0102,2.2295,38.9081,
600510.SH,窪警竣,2005-04-19,2.7447,2.7487,2.7688,2.7246,2.7648,221502,1518729,0.0201,0.731,6.8565,0.2914,523640000,N/A,2013583208,76000000,0,292247200,20.8126,2.0249,2.2458,39.1925,
600510.SH,窪警竣,2005-04-20,2.7648,2.7808,2.8691,2.7648,2.821,1858224,13067321,0.0562,2.0319,7.0322,2.445,534280000,N/A,2054497816,76000000,0,292247200,21.2355,2.0661,2.2915,39.9889,
600510.SH,窪警竣,2005-04-21,2.821,2.829,2.9694,2.825,2.8932,2551140,18468123,0.0722,2.5605,7.2392,3.3568,547960000,N/A,2107102312,76000000,0,292247200,21.7792,2.119,2.3501,41.0128,
600510.SH,窪警竣,2005-04-22,2.8932,2.9012,2.9453,2.7527,2.841,1163895,8238898,-0.0522,-1.8031,7.0787,1.5314,538080000,N/A,2069110176,76000000,0,292247200,21.3865,2.0808,2.3078,40.2733,
600510.SH,窪警竣,2005-04-25,2.841,2.8049,2.833,2.6805,2.7287,629759,4291057,-0.1124,-3.9548,6.8138,0.8286,516800000,N/A,1987280960,76000000,0,292247200,20.5407,1.9985,2.2165,38.6806,
600510.SH,窪警竣,2005-04-26,2.7287,2.7287,2.845,2.6885,2.833,596476,4133355,0.1043,3.8235,6.9296,0.7848,536560000,N/A,2063265232,76000000,0,292247200,21.3261,2.0749,2.3012,40.1595,
600510.SH,窪警竣,2005-04-27,2.833,2.9453,2.9453,2.7768,2.829,436659,3068491,-0.004,-0.1416,7.0272,0.5746,535800000,N/A,2060342760,76000000,0,292247200,21.2959,2.0719,2.298,40.1027,
600510.SH,窪警竣,2005-04-28,2.829,2.7688,2.837,2.6203,2.829,977213,6685209,0,0,6.8411,1.2858,535800000,N/A,2060342760,76000000,0,292247200,21.2959,2.0719,2.298,40.1027,
600510.SH,窪警竣,2005-04-29,2.829,2.7527,2.8049,2.6966,2.7246,494100,3388160,-0.1043,-3.6879,6.8572,0.6501,516040000,N/A,1984358488,76000000,0,292247200,20.5105,1.9955,2.2132,38.6237,
600510.SH,窪警竣,2005-05-09,2.7246,2.7246,2.7246,2.7246,2.7246,N/A,N/A,0,0,N/A,N/A,516040000,N/A,1984358488,76000000,0,292247200,20.5105,1.9955,2.2132,38.6237,
600510.SH,窪警竣,2005-05-10,2.7246,2.6083,2.6083,2.4518,2.4999,851412,5275813,-0.2247,-8.2474,6.1965,1.1203,473480000,N/A,1820700056,76000000,0,292247200,18.8189,1.8309,2.0307,35.4382,
600510.SH,窪警竣,2005-05-11,2.4999,2.4959,2.508,2.4197,2.4197,424110,2594494,-0.0803,-3.2103,6.1175,0.558,458280000,N/A,1762250616,76000000,0,292247200,18.2148,1.7722,1.9655,34.3006,
600510.SH,窪警竣,2005-05-12,2.4197,2.4076,2.4117,2.2913,2.2953,545101,3175960,-0.1244,-5.141,5.8264,0.7172,434720000,N/A,1671653984,76000000,0,292247200,17.2784,1.6811,1.8645,32.5372,
600510.SH,窪警竣,2005-05-13,2.2953,2.2913,2.3394,2.2471,2.3234,775650,4462225,0.0281,1.2238,5.7529,1.0206,440040000,N/A,1692111288,76000000,0,292247200,17.4898,1.7016,1.8873,32.9354,
600510.SH,窪警竣,2005-05-16,2.3234,2.2993,2.3755,2.2993,2.3675,952761,5612778,0.0441,1.8998,5.8911,1.2536,448400000,N/A,1724258480,76000000,0,292247200,17.8221,1.734,1.9231,33.5611,
600510.SH,窪警竣,2005-05-17,2.3675,2.3675,2.4397,2.3675,2.4036,606229,3632072,0.0361,1.5254,5.9913,0.7977,455240000,N/A,1750560728,76000000,0,292247200,18.0939,1.7604,1.9525,34.073,
600510.SH,窪警竣,2005-05-18,2.4036,2.3956,2.4478,2.3675,2.4277,698186,4191178,0.0241,1.0017,6.003,0.9187,459800000,N/A,1768095560,76000000,0,292247200,18.2752,1.778,1.972,34.4143,
600510.SH,窪警竣,2005-05-19,2.4277,2.4277,2.4558,2.4076,2.4277,719712,4364678,0,0,6.0645,0.947,459800000,N/A,1768095560,76000000,0,292247200,18.2752,1.778,1.972,34.4143,
600510.SH,窪警竣,2005-05-20,2.4277,2.4277,2.4465,2.3587,2.365,238200,911788,-0.0627,-2.584,3.8278,0.2089,429780000,N/A,1652657916,114000000,0,438370800,17.082,1.662,1.8433,32.1675,
600510.SH,窪警竣,2005-05-23,2.365,2.2583,2.2583,2.1266,2.1266,1046598,3576559,-0.2384,-10.0796,3.4173,0.9181,386460000,N/A,1486077012,114000000,0,438370800,15.3602,1.4944,1.6575,28.9251,
600510.SH,窪警竣,2005-05-24,2.1266,2.0764,2.1517,2.0074,2.1454,1748234,5765776,0.0188,0.885,3.2981,1.5335,389880000,N/A,1499228136,114000000,0,438370800,15.4961,1.5077,1.6721,29.1811,
600510.SH,窪警竣,2005-05-25,2.1454,2.1203,2.1705,2.0701,2.1454,1054740,3568173,0,0,3.383,0.9252,389880000,N/A,1499228136,114000000,0,438370800,15.4961,1.5077,1.6721,29.1811,
600510.SH,窪警竣,2005-05-26,2.1454,2.0952,2.1454,2.0952,2.1015,581505,1957471,-0.0439,-2.0468,3.3662,0.5101,381900000,N/A,1468542180,114000000,0,438370800,15.179,1.4768,1.6379,28.5838,
600510.SH,窪警竣,2005-05-27,2.1015,2.0701,2.089,1.9698,1.9886,1465977,4716623,-0.1129,-5.3731,3.2174,1.2859,361380000,N/A,1389635436,114000000,0,438370800,14.3634,1.3975,1.5499,27.048,
600510.SH,窪警竣,2005-05-30,1.9886,1.9949,2.0388,1.9509,2.0262,1019429,3255914,0.0376,1.8927,3.1939,0.8942,368220000,N/A,1415937684,114000000,0,438370800,14.6352,1.4239,1.5792,27.5599,
600510.SH,窪警竣,2005-05-31,2.0262,2.045,2.1015,2.0074,2.0325,1600511,5232044,0.0063,0.3096,3.269,1.404,369360000,N/A,1420321392,114000000,0,438370800,14.6806,1.4283,1.5841,27.6452,
600510.SH,窪警竣,2005-06-01,2.0325,2.045,2.045,1.9572,1.9635,790330,2495867,-0.069,-3.3951,3.158,0.6933,356820000,N/A,1372100604,114000000,0,438370800,14.1821,1.3798,1.5304,26.7067,
600510.SH,窪警竣,2005-06-02,1.9635,1.9823,1.9886,1.8757,1.8945,2033543,6186326,-0.069,-3.5144,3.0421,1.7838,344280000,N/A,1323879816,114000000,0,438370800,13.6837,1.3313,1.4766,25.7681,
600510.SH,窪警竣,2005-06-03,1.8945,1.8757,1.976,1.8757,1.9321,1797886,5566613,0.0376,1.9868,3.0962,1.2281,450912000,N/A,1350182064,146400000,0,438370800,13.9556,1.3578,1.5059,26.28,
600510.SH,窪警竣,2005-06-06,1.9321,1.9321,1.976,1.8945,1.976,1473692,4561501,0.0439,2.2727,3.0953,1.0066,461160000,N/A,1380868020,146400000,0,438370800,14.2728,1.3886,1.5401,26.8773,
600510.SH,窪警竣,2005-06-07,1.976,1.9886,2.0388,1.9509,1.9823,2059239,6558161,0.0063,0.3175,3.1847,1.4066,462624000,N/A,1385251728,146400000,0,438370800,14.3181,1.393,1.545,26.9626,
600510.SH,窪警竣,2005-06-08,1.9823,2.045,2.1705,2.0011,2.1329,5569543,18503576,0.1506,7.5949,3.3223,3.8043,497760000,N/A,1490460720,146400000,0,438370800,15.4055,1.4988,1.6624,29.0104,
600510.SH,窪警竣,2005-06-09,2.1329,2.1893,2.227,2.1329,2.2081,5066073,17606042,0.0753,3.5294,3.4753,3.4604,515328000,N/A,1543065216,146400000,0,438370800,15.9492,1.5517,1.721,30.0343,
600510.SH,窪警竣,2005-06-10,2.2081,2.2019,2.2019,2.1015,2.1078,1790698,6139847,-0.1004,-4.5455,3.4287,1.2232,491904000,N/A,1472925888,146400000,0,438370800,15.2243,1.4812,1.6428,28.6691,
600510.SH,窪警竣,2005-06-13,2.1078,2.1329,2.2207,2.1329,2.1642,2912031,10106310,0.0565,2.6786,3.4705,1.9891,505080000,N/A,1512379260,146400000,0,438370800,15.6321,1.5209,1.6868,29.4371,
600510.SH,窪警竣,2005-06-14,2.1642,2.1642,2.1893,2.0952,2.0952,1441870,4907593,-0.069,-3.1884,3.4036,0.9849,488976000,N/A,1464158472,146400000,0,438370800,15.1337,1.4724,1.633,28.4985,
600510.SH,窪警竣,2005-06-15,2.0952,2.0701,2.089,2.0137,2.0199,1129266,3672374,-0.0753,-3.5928,3.252,0.7714,471408000,N/A,1411553976,146400000,0,438370800,14.5899,1.4195,1.5744,27.4746,
600510.SH,窪警竣,2005-06-16,2.0199,2.0199,2.0388,1.976,2.0262,889689,2844112,0.0063,0.3106,3.1967,0.6077,472872000,N/A,1415937684,146400000,0,438370800,14.6352,1.4239,1.5792,27.5599,
600510.SH,窪警竣,2005-06-17,2.0262,2.0388,2.0639,2.0074,2.0576,893194,2904742,0.0314,1.548,3.2521,0.6101,480192000,N/A,1437856224,146400000,0,438370800,14.8618,1.4459,1.6037,27.9865,
