´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-05-31,N/A,1.027,1.1523,1.0116,1.142,4753100,48849000,N/A,N/A,10.2773,37.723,140112000,N/A,559336000,12600000,0,50300000,64.6447,5.2297,12.0511,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-03,1.142,1.1091,1.1276,1.0485,1.0578,2289500,24091962,-0.0842,-7.3741,10.5228,18.1706,129780000,N/A,518090000,12600000,0,50300000,59.8778,4.8441,11.1624,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-04,1.0578,1.0496,1.0629,1.0116,1.027,1495700,15044850,-0.0308,-2.9126,10.0587,11.8706,126000000,N/A,503000000,12600000,0,50300000,58.1337,4.703,10.8373,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-05,1.027,1.0249,1.0763,0.9859,1.0619,1335000,13339534,0.0349,3.4,9.9922,10.5952,130284000,N/A,520102000,12600000,0,50300000,60.1103,4.8629,11.2058,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-06,1.0619,1.0629,1.066,1.0013,1.0147,859400,8613117,-0.0472,-4.4487,10.0222,6.8206,124488000,N/A,496964000,12600000,0,50300000,57.4361,4.6466,10.7072,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-07,1.0147,1.0372,1.0475,0.9859,0.988,750700,7355338,-0.0267,-2.6316,9.798,5.9579,121212000,N/A,483886000,12600000,0,50300000,55.9247,4.5243,10.4255,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-10,0.988,0.9654,0.9859,0.9099,0.9222,830700,7589357,-0.0657,-6.6528,9.1361,6.5929,113148000,N/A,451694000,12600000,0,50300000,52.2041,4.2233,9.7319,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-11,0.9222,0.9222,0.9602,0.9017,0.9243,509700,4634320,0.0021,0.2227,9.0923,4.0452,113400000,N/A,452700000,12600000,0,50300000,52.3204,4.2327,9.7536,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-12,0.9243,0.9346,0.9736,0.9161,0.9592,591600,5427293,0.0349,3.7778,9.1739,4.6952,117684000,N/A,469802000,12600000,0,50300000,54.2969,4.3926,10.122,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-13,0.9592,0.9654,0.9818,0.9346,0.9469,405100,3755726,-0.0123,-1.2848,9.2711,3.2151,116172000,N/A,463766000,12600000,0,50300000,53.5993,4.3362,9.992,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-14,0.9469,0.951,0.9756,0.9325,0.9325,369400,3393922,-0.0144,-1.5184,9.1877,2.9317,114408000,N/A,456724000,12600000,0,50300000,52.7854,4.2703,9.8403,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-17,0.9325,0.9346,0.9489,0.9202,0.9233,227300,2056006,-0.0092,-0.9912,9.0453,1.804,113274000,N/A,452197000,12600000,0,50300000,52.2622,4.228,9.7427,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-18,0.9233,0.9191,0.9438,0.9037,0.9325,213100,1911281,0.0092,1.0011,8.9689,1.6913,114408000,N/A,456724000,12600000,0,50300000,52.7854,4.2703,9.8403,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-19,0.9325,0.9428,0.9551,0.912,0.9551,334400,3023812,0.0226,2.4229,9.0425,2.654,117180000,N/A,467790000,12600000,0,50300000,54.0644,4.3738,10.0787,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-20,0.9551,0.9346,0.9951,0.9346,0.9571,744200,7099142,0.0021,0.2151,9.5393,5.9063,117432000,N/A,468796000,12600000,0,50300000,54.1806,4.3832,10.1004,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-21,0.9571,0.9756,1.0064,0.9602,0.9951,584200,5631828,0.038,3.97,9.6402,4.6365,122094000,N/A,487407000,12600000,0,50300000,56.3316,4.5572,10.5013,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-24,0.9951,1.0116,1.0147,0.9787,0.9859,271900,2618916,-0.0092,-0.9288,9.6319,2.1579,120960000,N/A,482880000,12600000,0,50300000,55.8084,4.5149,10.4038,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-25,0.9859,0.9243,0.9962,0.9243,0.991,449500,4292028,0.0051,0.5208,9.5484,3.5675,121590000,N/A,485395000,12600000,0,50300000,56.0991,4.5384,10.458,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-26,0.991,0.9859,0.991,0.9808,0.991,313700,3012183,0,0,9.6021,2.4897,121590000,N/A,485395000,12600000,0,50300000,56.0991,4.5384,10.458,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-27,0.991,0.9941,1.0003,0.9684,0.9746,292900,2804012,-0.0164,-1.658,9.5733,2.3246,119574000,N/A,477347000,12600000,0,50300000,55.1689,4.4632,10.2846,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-06-28,0.9746,0.9808,1.0681,0.9736,1.0013,1029000,10178932,0.0267,2.7397,9.8921,8.1667,122850000,N/A,490425000,12600000,0,50300000,56.6804,4.5854,10.5664,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-07-01,1.0013,1.0116,1.0475,0.991,1.0147,1023900,10191815,0.0134,1.3333,9.9539,8.1262,124488000,N/A,496964000,12600000,0,50300000,57.4361,4.6466,10.7072,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-07-02,1.0147,1.0167,1.027,0.9972,1.0064,417100,4115349,-0.0082,-0.8097,9.8666,3.3103,123480000,N/A,492940000,12600000,0,50300000,56.9711,4.609,10.6205,N/A,
600711.SH,Ê¢ÍÍ¿óÒµ,1996-07-03,1.0064,1.0218,1.141,1.0116,1.141,2882200,30604331,0.1345,13.3673,10.6184,22.8746,139986000,N/A,558833000,12600000,0,50300000,64.5866,5.225,12.0402,N/A,
