´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600068.SH,¸ðÖÞ°Ó,1997-05-26,N/A,2.5613,2.9032,2.4681,2.8886,124588500,1773348298,N/A,N/A,14.2336,72.8588,2701800000,N/A,7742000000,171000000,0,490000000,55.562,17.1738,5.1826,N/A,
600068.SH,¸ðÖÞ°Ó,1997-05-27,2.8886,2.8502,3.0823,2.7789,2.9471,73474600,1190645686,0.0585,2.0253,16.2049,42.9676,2756520000,N/A,7898800000,171000000,0,490000000,56.6874,17.5216,5.2876,N/A,
600068.SH,¸ðÖÞ°Ó,1997-05-28,2.9471,2.9068,3.0714,2.8886,2.9873,39024900,634040027,0.0402,1.3648,16.2471,22.8216,2794140000,N/A,8006600000,171000000,0,490000000,57.461,17.7607,5.3597,N/A,
600068.SH,¸ðÖÞ°Ó,1997-05-29,2.9873,3.0074,3.2359,2.98,3.1408,38034900,654084791,0.1536,5.1408,17.197,22.2426,2937780000,N/A,8418200000,171000000,0,490000000,60.4149,18.6737,5.6352,N/A,
600068.SH,¸ðÖÞ°Ó,1997-05-30,3.1408,3.1683,3.2524,3.0897,3.2469,26836000,466247894,0.106,3.376,17.374,15.6936,3036960000,N/A,8702400000,171000000,0,490000000,62.4546,19.3042,5.8255,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-02,3.2469,3.3456,3.5723,3.3456,3.5723,29030800,557544791,0.3254,10.0225,19.2053,16.9771,3341340000,N/A,9574600000,171000000,0,490000000,68.7141,21.2389,6.4094,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-03,3.5723,3.7112,3.9288,3.6564,3.8666,45203700,942875383,0.2943,8.2395,20.8584,26.4349,3616650000,N/A,10363500000,171000000,0,490000000,74.3758,22.9889,6.9375,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-04,3.8666,3.8666,3.927,3.6655,3.8118,25745100,534799590,-0.0548,-1.4184,20.7729,15.0556,3565350000,N/A,10216500000,171000000,0,490000000,73.3208,22.6628,6.839,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-05,3.8118,3.8027,4.1866,3.7478,4.1427,28993800,635593599,0.3309,8.6811,21.9217,16.9554,3874860000,N/A,11103400000,171000000,0,490000000,79.6858,24.6302,7.4327,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-06,4.1427,3.7496,4.022,3.7277,3.7277,44368400,926262090,-0.415,-10.0177,20.8766,25.9464,3486690000,N/A,9991100000,171000000,0,490000000,71.7032,22.1628,6.6882,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-09,3.7277,3.8027,3.8685,3.5888,3.6875,13888700,278609732,-0.0402,-1.079,20.0602,8.122,3449070000,N/A,9883300000,171000000,0,490000000,70.9295,21.9237,6.616,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-10,3.6875,3.7112,3.7807,3.5431,3.565,10050900,202348470,-0.1225,-3.3218,20.1324,5.8777,3334500000,N/A,9555000000,171000000,0,490000000,68.5734,21.1955,6.3962,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-11,3.565,3.565,3.565,3.2396,3.4919,15430300,285754363,-0.0731,-2.0513,18.519,9.0236,3266100000,N/A,9359000000,171000000,0,490000000,67.1668,20.7607,6.265,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-12,3.4919,3.4736,3.5778,3.3877,3.437,8462300,160578991,-0.0548,-1.5707,18.9758,4.9487,3214800000,N/A,9212000000,171000000,0,490000000,66.1118,20.4346,6.1666,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-13,3.437,3.331,3.6527,3.3237,3.6363,13037200,250772886,0.1993,5.7979,19.2352,7.6241,3401190000,N/A,9746100000,171000000,0,490000000,69.9449,21.6194,6.5242,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-16,3.6363,3.6747,3.7387,3.6016,3.6162,11387900,227980214,-0.0201,-0.553,20.0195,6.6596,3382380000,N/A,9692200000,171000000,0,490000000,69.5581,21.4998,6.4881,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-17,3.6162,3.5924,3.6198,3.5284,3.5485,5172300,100926750,-0.0676,-1.8706,19.5129,3.0247,3319110000,N/A,9510900000,171000000,0,490000000,68.2569,21.0976,6.3667,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-18,3.5485,3.5485,3.629,3.5065,3.5248,3991200,77682602,-0.0238,-0.6698,19.4635,2.334,3296880000,N/A,9447200000,171000000,0,490000000,67.7998,20.9563,6.3241,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-19,3.5248,3.5376,3.5979,3.4754,3.5065,3460900,66772240,-0.0183,-0.5187,19.2933,2.0239,3279780000,N/A,9398200000,171000000,0,490000000,67.4481,20.8476,6.2913,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-20,3.5065,3.565,3.7277,3.5558,3.6911,7511000,150330765,0.1846,5.2659,20.0147,4.3924,3452490000,N/A,9893100000,171000000,0,490000000,70.9999,21.9455,6.6226,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-23,3.6911,3.7569,3.8392,3.5833,3.6381,9077700,184389857,-0.053,-1.4364,20.3124,5.3086,3402900000,N/A,9751000000,171000000,0,490000000,69.98,21.6302,6.5274,N/A,
600068.SH,¸ðÖÞ°Ó,1997-06-24,3.6381,3.6582,3.6893,3.6016,3.6637,4714900,93993701,0.0256,0.7035,19.9355,2.7573,3426840000,N/A,9819600000,171000000,0,490000000,70.4724,21.7824,6.5734,N/A,
