測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
600983.SH,需奧ひ,2004-08-10,2.0893,2.0935,2.1102,2.0725,2.106,2519900,12612592,0.0167,0.8016,5.0052,2.9646,427550000,N/A,1674990000,85000000,0,333000000,47.259,5.4969,5.3421,-59.7197,
600983.SH,需奧ひ,2004-08-11,2.106,2.1018,2.1144,2.0223,2.039,6295076,30869174,-0.067,-3.1809,4.9037,7.406,413950000,N/A,1621710000,85000000,0,333000000,45.7557,5.322,5.1722,-57.8201,
600983.SH,需奧ひ,2004-08-12,2.039,2.0223,2.0223,1.9385,1.9762,6043966,28502856,-0.0628,-3.0801,4.7159,7.1105,401200000,N/A,1571760000,85000000,0,333000000,44.3464,5.1581,5.0129,-56.0392,
600983.SH,需奧ひ,2004-08-13,1.9762,1.9595,2.0139,1.9511,1.9678,2728465,12913153,-0.0084,-0.4237,4.7328,3.21,399500000,N/A,1565100000,85000000,0,333000000,44.1585,5.1363,4.9916,-55.8018,
600983.SH,需奧ひ,2004-08-16,1.9678,1.9595,1.9678,1.8087,1.8381,6128718,27221843,-0.1298,-6.5957,4.4417,7.2103,373150000,N/A,1461870000,85000000,0,333000000,41.2459,4.7975,4.6624,-52.1212,
600983.SH,需奧ひ,2004-08-17,1.8381,1.8381,1.8799,1.7794,1.859,4108969,17965765,0.0209,1.139,4.3723,4.8341,377400000,N/A,1478520000,85000000,0,333000000,41.7157,4.8521,4.7155,-52.7148,
600983.SH,需奧ひ,2004-08-18,1.859,1.8422,1.8548,1.7794,1.7836,3385434,14696060,-0.0754,-4.0541,4.341,3.9829,362100000,N/A,1418580000,85000000,0,333000000,40.0245,4.6554,4.5243,-50.5778,
600983.SH,需奧ひ,2004-08-19,1.7836,1.7836,1.8129,1.7501,1.7878,3296161,14043614,0.0042,0.2347,4.2606,3.8778,362950000,N/A,1421910000,85000000,0,333000000,40.1185,4.6663,4.535,-50.6965,
600983.SH,需奧ひ,2004-08-20,1.7878,1.7794,1.8506,1.7627,1.8171,3696550,15969649,0.0293,1.6393,4.3201,4.3489,368900000,N/A,1445220000,85000000,0,333000000,40.7761,4.7428,4.6093,-51.5276,
600983.SH,需奧ひ,2004-08-23,1.8171,1.8129,1.8213,1.7711,1.7962,1492230,6400560,-0.0209,-1.1521,4.2893,1.7556,364650000,N/A,1428570000,85000000,0,333000000,40.3064,4.6882,4.5562,-50.9339,
600983.SH,需奧ひ,2004-08-24,1.7962,1.7878,1.8967,1.7878,1.8339,5040779,22247342,0.0377,2.0979,4.4135,5.9303,372300000,N/A,1458540000,85000000,0,333000000,41.152,4.7866,4.6518,-52.0025,
600983.SH,需奧ひ,2004-08-25,1.8339,1.8339,1.8381,1.8004,1.8171,2225493,9660976,-0.0167,-0.9132,4.341,2.6182,368900000,N/A,1445220000,85000000,0,333000000,40.7761,4.7428,4.6093,-51.5276,
600983.SH,需奧ひ,2004-08-26,1.8171,1.8046,1.8171,1.7501,1.7794,2208962,9384940,-0.0377,-2.0737,4.2486,2.5988,361250000,N/A,1415250000,85000000,0,333000000,39.9305,4.6445,4.5137,-50.459,
600983.SH,需奧ひ,2004-08-27,1.7794,1.7794,1.8087,1.7292,1.7585,2090772,8821873,-0.0209,-1.1765,4.2194,2.4597,357000000,N/A,1398600000,85000000,0,333000000,39.4608,4.5898,4.4606,-49.8654,
600983.SH,需奧ひ,2004-08-30,1.7585,1.7418,1.792,1.7376,1.7836,1342829,5676738,0.0251,1.4286,4.2274,1.5798,362100000,N/A,1418580000,85000000,0,333000000,40.0245,4.6554,4.5243,-50.5778,
600983.SH,需奧ひ,2004-08-31,1.7836,1.8464,1.905,1.8046,1.8464,10224435,45642486,0.0628,3.5211,4.4641,12.0287,374850000,N/A,1468530000,85000000,0,333000000,41.4338,4.8193,4.6836,-52.3587,
600983.SH,需奧ひ,2004-09-01,1.8464,1.8129,1.8381,1.8004,1.8129,3723511,16153299,-0.0335,-1.8141,4.3382,4.3806,368050000,N/A,1441890000,85000000,0,333000000,40.6822,4.7319,4.5987,-51.4088,
600983.SH,需奧ひ,2004-09-02,1.8129,1.8087,1.8674,1.8004,1.859,2943167,12903226,0.0461,2.5404,4.3841,3.4625,377400000,N/A,1478520000,85000000,0,333000000,41.7157,4.8521,4.7155,-52.7148,
600983.SH,需奧ひ,2004-09-03,1.859,1.859,1.8799,1.8255,1.8464,2595041,11503359,-0.0126,-0.6757,4.4328,3.053,374850000,N/A,1468530000,85000000,0,333000000,41.4338,4.8193,4.6836,-52.3587,
600983.SH,需奧ひ,2004-09-06,1.8464,1.8464,1.8506,1.8171,1.8422,1440253,6294985,-0.0042,-0.2268,4.3707,1.6944,374000000,N/A,1465200000,85000000,0,333000000,41.3399,4.8084,4.673,-52.2399,
600983.SH,需奧ひ,2004-09-07,1.8422,1.8339,1.9009,1.8255,1.8967,5659820,25371536,0.0544,2.9545,4.4827,6.6586,385050000,N/A,1508490000,85000000,0,333000000,42.5613,4.9505,4.8111,-53.7834,
600983.SH,需奧ひ,2004-09-08,1.8967,1.8925,1.8967,1.8422,1.8715,3303536,14755229,-0.0251,-1.3245,4.4665,3.8865,379950000,N/A,1488510000,85000000,0,333000000,41.9975,4.8849,4.7474,-53.071,
600983.SH,需奧ひ,2004-09-09,1.8715,1.8757,1.8757,1.8213,1.8381,2324539,10208214,-0.0335,-1.7897,4.3915,2.7348,373150000,N/A,1461870000,85000000,0,333000000,41.2459,4.7975,4.6624,-52.1212,
600983.SH,需奧ひ,2004-09-10,1.8381,1.8297,1.8548,1.8046,1.8464,2117209,9277549,0.0084,0.4556,4.382,2.4908,374850000,N/A,1468530000,85000000,0,333000000,41.4338,4.8193,4.6836,-52.3587,
600983.SH,需奧ひ,2004-09-13,1.8464,1.8464,1.859,1.792,1.7962,2018785,8802888,-0.0502,-2.7211,4.3605,2.375,364650000,N/A,1428570000,85000000,0,333000000,40.3064,4.6882,4.5562,-50.9339,
600983.SH,需奧ひ,2004-09-14,1.7962,1.8213,1.8925,1.8213,1.8757,4900032,21841885,0.0796,4.4289,4.4575,5.7647,380800000,N/A,1491840000,85000000,0,333000000,42.0915,4.8958,4.758,-53.1898,
600983.SH,需奧ひ,2004-09-15,1.8757,1.8841,2.06,1.8632,1.9595,12213361,57242971,0.0837,4.4643,4.6869,14.3687,397800000,N/A,1558440000,85000000,0,333000000,43.9706,5.1144,4.9704,-55.5643,
600983.SH,需奧ひ,2004-09-16,1.9595,1.9595,2.0055,1.9344,1.9846,7806533,36715009,0.0251,1.2821,4.7031,9.1842,402900000,N/A,1578420000,85000000,0,333000000,44.5343,5.18,5.0341,-56.2767,
600983.SH,需奧ひ,2004-09-17,1.9846,1.9846,2.0307,1.9595,2.0265,8620454,41085343,0.0419,2.1097,4.766,10.1417,411400000,N/A,1611720000,85000000,0,333000000,45.4738,5.2893,5.1403,-57.4639,
600983.SH,需奧ひ,2004-09-20,2.0265,2.0432,2.1144,1.9972,2.0935,11480804,56002128,0.067,3.3058,4.8779,13.5068,425000000,N/A,1665000000,85000000,0,333000000,46.9771,5.4641,5.3102,-59.3636,
600983.SH,需奧ひ,2004-09-21,2.0935,2.0935,2.0935,2.0223,2.0348,8295972,40581912,-0.0586,-2.8,4.8918,9.76,413100000,N/A,1618380000,85000000,0,333000000,45.6618,5.3111,5.1616,-57.7014,
600983.SH,需奧ひ,2004-09-22,2.0348,2.0139,2.0725,1.993,2.0139,6768605,32926844,-0.0209,-1.0288,4.8646,7.9631,408850000,N/A,1601730000,85000000,0,333000000,45.192,5.2565,5.1085,-57.1078,
600983.SH,需奧ひ,2004-09-23,2.0139,2.0139,2.0516,1.9804,2.0516,4318909,20799593,0.0377,1.8711,4.8159,5.0811,416500000,N/A,1631700000,85000000,0,333000000,46.0376,5.3548,5.204,-58.1763,
600983.SH,需奧ひ,2004-09-24,2.0516,2.06,2.0809,1.9344,1.9469,6489905,31500914,-0.1047,-5.102,4.8538,7.6352,395250000,N/A,1548450000,85000000,0,333000000,43.6887,5.0816,4.9385,-55.2081,
600983.SH,需奧ひ,2004-09-27,1.9469,1.9678,2.0013,1.9009,1.9134,3581157,16610638,-0.0335,-1.7204,4.6383,4.2131,388450000,N/A,1521810000,85000000,0,333000000,42.9371,4.9942,4.8536,-54.2583,
600983.SH,需奧ひ,2004-09-28,1.9134,1.9176,1.9511,1.9009,1.9344,2088746,9611889,0.0209,1.0941,4.6018,2.4573,392700000,N/A,1538460000,85000000,0,333000000,43.4069,5.0488,4.9067,-54.8519,
600983.SH,需奧ひ,2004-09-29,1.9344,1.9511,1.9511,1.905,1.9092,1688232,7734810,-0.0251,-1.2987,4.5816,1.9862,387600000,N/A,1518480000,85000000,0,333000000,42.8431,4.9833,4.8429,-54.1396,
600983.SH,需奧ひ,2004-09-30,1.9092,1.905,1.9302,1.8632,1.8674,1884605,8516396,-0.0419,-2.193,4.5189,2.2172,379100000,N/A,1485180000,85000000,0,333000000,41.9036,4.874,4.7367,-52.9523,
600983.SH,需奧ひ,2004-10-08,1.8674,1.8422,1.9385,1.8339,1.926,1812730,8163349,0.0586,3.139,4.5033,2.1326,391000000,N/A,1531800000,85000000,0,333000000,43.2189,5.027,4.8854,-54.6145,
600983.SH,需奧ひ,2004-10-11,1.926,1.926,1.9637,1.8967,1.905,2856749,13189018,-0.0209,-1.087,4.6168,3.3609,386750000,N/A,1515150000,85000000,0,333000000,42.7492,4.9723,4.8323,-54.0208,
600983.SH,需奧ひ,2004-10-12,1.905,1.8967,1.8967,1.8381,1.8464,2243601,9980469,-0.0586,-3.0769,4.4484,2.6395,374850000,N/A,1468530000,85000000,0,333000000,41.4338,4.8193,4.6836,-52.3587,
600983.SH,需奧ひ,2004-10-13,1.8464,1.8339,1.8715,1.8339,1.859,1326676,5866936,0.0126,0.6803,4.4223,1.5608,377400000,N/A,1478520000,85000000,0,333000000,41.7157,4.8521,4.7155,-52.7148,
600983.SH,需奧ひ,2004-10-14,1.859,1.8632,1.8632,1.7459,1.7501,2575684,11022610,-0.1089,-5.8559,4.2795,3.0302,355300000,N/A,1391940000,85000000,0,333000000,39.2729,4.568,4.4394,-49.6279,
600983.SH,需奧ひ,2004-10-15,1.7501,1.7543,1.7836,1.7376,1.7627,1586730,6673044,0.0126,0.7177,4.2055,1.8667,357850000,N/A,1401930000,85000000,0,333000000,39.5547,4.6008,4.4712,-49.9841,
600983.SH,需奧ひ,2004-10-18,1.7627,1.7711,1.8004,1.7585,1.7836,966577,4110229,0.0209,1.1876,4.2524,1.1371,362100000,N/A,1418580000,85000000,0,333000000,40.0245,4.6554,4.5243,-50.5778,
600983.SH,需奧ひ,2004-10-19,1.7836,1.7878,1.8171,1.7585,1.7669,1331400,5683972,-0.0167,-0.939,4.2692,1.5664,358700000,N/A,1405260000,85000000,0,333000000,39.6487,4.6117,4.4818,-50.1029,
600983.SH,需奧ひ,2004-10-20,1.7669,1.7543,1.7627,1.6831,1.7166,2012609,8269650,-0.0502,-2.8436,4.1089,2.3678,348500000,N/A,1365300000,85000000,0,333000000,38.5212,4.4806,4.3544,-48.6781,
600983.SH,需奧ひ,2004-10-21,1.7166,1.7166,1.7334,1.5492,1.5827,5546408,21400983,-0.134,-7.8049,3.8585,6.5252,321300000,N/A,1258740000,85000000,0,333000000,35.5147,4.1309,4.0145,-44.8789,
600983.SH,需奧ひ,2004-10-22,1.5827,1.4864,1.6496,1.4864,1.6287,3188745,12121383,0.0461,2.9101,3.8013,3.7515,330650000,N/A,1295370000,85000000,0,333000000,36.5482,4.2511,4.1314,-46.1849,
600983.SH,需奧ひ,2004-10-25,1.6287,1.6287,1.6455,1.5701,1.5701,2036471,7789969,-0.0586,-3.599,3.8252,2.3958,318750000,N/A,1248750000,85000000,0,333000000,35.2328,4.0981,3.9827,-44.5227,
600983.SH,需奧ひ,2004-10-26,1.5701,1.5617,1.6161,1.5198,1.612,1980733,7398397,0.0419,2.6667,3.7352,2.3303,327250000,N/A,1282050000,85000000,0,333000000,36.1724,4.2074,4.0889,-45.7099,
600983.SH,需奧ひ,2004-10-27,1.612,1.612,1.6538,1.5701,1.6455,2369676,9146451,0.0335,2.0779,3.8598,2.7879,334050000,N/A,1308690000,85000000,0,333000000,36.924,4.2948,4.1739,-46.6598,
600983.SH,需奧ひ,2004-10-28,1.6455,1.6455,1.7124,1.6203,1.6664,3876712,15436902,0.0209,1.2723,3.982,4.5608,338300000,N/A,1325340000,85000000,0,333000000,37.3938,4.3494,4.227,-47.2534,
600983.SH,需奧ひ,2004-10-29,1.6664,1.6245,1.7041,1.5743,1.6748,3822187,15136558,0.0084,0.5025,3.9602,4.4967,340000000,N/A,1332000000,85000000,0,333000000,37.5817,4.3713,4.2482,-47.4909,
600983.SH,需奧ひ,2004-11-01,1.6748,1.6748,1.6957,1.6538,1.6748,1989355,7953833,0,0,3.9982,2.3404,340000000,N/A,1332000000,85000000,0,333000000,37.5817,4.3713,4.2482,-47.4909,
600983.SH,需奧ひ,2004-11-02,1.6748,1.6748,1.7166,1.6664,1.6999,2806680,11327334,0.0251,1.5,4.0358,3.302,345100000,N/A,1351980000,85000000,0,333000000,38.1454,4.4369,4.3119,-48.2032,
600983.SH,需奧ひ,2004-11-03,1.6999,1.7166,1.7836,1.6831,1.7585,5945178,24771841,0.0586,3.4483,4.1667,6.9943,357000000,N/A,1398600000,85000000,0,333000000,39.4608,4.5898,4.4606,-49.8654,
600983.SH,需奧ひ,2004-11-04,1.7585,1.7585,1.792,1.6873,1.6957,5311439,22199841,-0.0628,-3.5714,4.1796,6.2488,344250000,N/A,1348650000,85000000,0,333000000,38.0515,4.4259,4.3013,-48.0845,
600983.SH,需奧ひ,2004-11-05,1.6957,1.7041,1.725,1.6748,1.7041,2060044,8341926,0.0084,0.4938,4.0494,2.4236,345950000,N/A,1355310000,85000000,0,333000000,38.2394,4.4478,4.3225,-48.3219,
600983.SH,需奧ひ,2004-11-08,1.7041,1.6957,1.6957,1.6413,1.6664,1330813,5288698,-0.0377,-2.2113,3.974,1.5657,338300000,N/A,1325340000,85000000,0,333000000,37.3938,4.3494,4.227,-47.2534,
600983.SH,需奧ひ,2004-11-09,1.6664,1.6664,1.6831,1.6496,1.679,866077,3454023,0.0126,0.7538,3.9881,1.0189,340850000,N/A,1335330000,85000000,0,333000000,37.6756,4.3822,4.2588,-47.6096,
600983.SH,需奧ひ,2004-11-10,1.679,1.679,1.7543,1.6664,1.7459,2782948,11423350,0.067,3.99,4.1048,3.2741,354450000,N/A,1388610000,85000000,0,333000000,39.1789,4.5571,4.4287,-49.5092,
600983.SH,需奧ひ,2004-11-11,1.7459,1.7459,1.8004,1.725,1.7334,4608191,19423358,-0.0126,-0.7194,4.215,5.4214,351900000,N/A,1378620000,85000000,0,333000000,38.8971,4.5243,4.3969,-49.153,
600983.SH,需奧ひ,2004-11-12,1.7334,1.725,1.7711,1.725,1.7543,1985082,8283015,0.0209,1.2077,4.1726,2.3354,356150000,N/A,1395270000,85000000,0,333000000,39.3668,4.5789,4.45,-49.7467,
600983.SH,需奧ひ,2004-11-15,1.7543,1.7543,1.7753,1.7418,1.7753,1501144,6305458,0.0209,1.1933,4.2004,1.7661,360400000,N/A,1411920000,85000000,0,333000000,39.8366,4.6336,4.5031,-50.3403,
600983.SH,需奧ひ,2004-11-16,1.7753,1.7794,1.7794,1.7459,1.7543,1089043,4568274,-0.0209,-1.1792,4.1948,1.2812,356150000,N/A,1395270000,85000000,0,333000000,39.3668,4.5789,4.45,-49.7467,
600983.SH,需奧ひ,2004-11-17,1.7543,1.7543,1.7543,1.7124,1.7208,1268419,5244197,-0.0335,-1.9093,4.1344,1.4923,349350000,N/A,1368630000,85000000,0,333000000,38.6152,4.4915,4.365,-48.7969,
600983.SH,需奧ひ,2004-11-18,1.7208,1.7166,1.7501,1.7124,1.7459,924153,3835903,0.0251,1.4599,4.1507,1.0872,354450000,N/A,1388610000,85000000,0,333000000,39.1789,4.5571,4.4287,-49.5092,
600983.SH,需奧ひ,2004-11-19,1.7459,1.7501,1.792,1.7501,1.7794,2198297,9308365,0.0335,1.9185,4.2344,2.5862,361250000,N/A,1415250000,85000000,0,333000000,39.9305,4.6445,4.5137,-50.459,
600983.SH,需奧ひ,2004-11-22,1.7794,1.792,1.8255,1.7836,1.8129,3591164,15519159,0.0335,1.8824,4.3215,4.2249,368050000,N/A,1441890000,85000000,0,333000000,40.6822,4.7319,4.5987,-51.4088,
600983.SH,需奧ひ,2004-11-23,1.8129,1.8213,1.8255,1.7836,1.792,1859313,7977446,-0.0209,-1.1547,4.2905,2.1874,363800000,N/A,1425240000,85000000,0,333000000,40.2124,4.6773,4.5456,-50.8152,
600983.SH,需奧ひ,2004-11-24,1.792,1.792,1.8087,1.7794,1.7836,1837589,7874830,-0.0084,-0.4673,4.2854,2.1619,362100000,N/A,1418580000,85000000,0,333000000,40.0245,4.6554,4.5243,-50.5778,
600983.SH,需奧ひ,2004-11-25,1.7836,1.7836,1.7962,1.7627,1.7794,1642180,6969000,-0.0042,-0.2347,4.2437,1.932,361250000,N/A,1415250000,85000000,0,333000000,39.9305,4.6445,4.5137,-50.459,
600983.SH,需奧ひ,2004-11-26,1.7794,1.7794,1.8004,1.7711,1.7794,1015410,4335777,0,0,4.27,1.1946,361250000,N/A,1415250000,85000000,0,333000000,39.9305,4.6445,4.5137,-50.459,
600983.SH,需奧ひ,2004-11-29,1.7794,1.7794,1.7794,1.7166,1.7208,1121501,4661670,-0.0586,-3.2941,4.1566,1.3194,349350000,N/A,1368630000,85000000,0,333000000,38.6152,4.4915,4.365,-48.7969,
600983.SH,需奧ひ,2004-11-30,1.7208,1.7208,1.7376,1.7166,1.7334,721546,2971642,0.0126,0.7299,4.1184,0.8489,351900000,N/A,1378620000,85000000,0,333000000,38.8971,4.5243,4.3969,-49.153,
600983.SH,需奧ひ,2004-12-01,1.7334,1.7334,1.7543,1.7166,1.7166,651005,2694276,-0.0167,-0.9662,4.1386,0.7659,348500000,N/A,1365300000,85000000,0,333000000,38.5212,4.4806,4.3544,-48.6781,
600983.SH,需奧ひ,2004-12-02,1.7166,1.7208,1.7459,1.7041,1.7418,961895,3956397,0.0251,1.4634,4.1131,1.1316,353600000,N/A,1385280000,85000000,0,333000000,39.085,4.5461,4.4181,-49.3905,
600983.SH,需奧ひ,2004-12-03,1.7418,1.7418,1.7627,1.7334,1.7543,1199179,5013845,0.0126,0.7212,4.1811,1.4108,356150000,N/A,1395270000,85000000,0,333000000,39.3668,4.5789,4.45,-49.7467,
600983.SH,需奧ひ,2004-12-06,1.7543,1.7627,1.7794,1.7543,1.7669,879924,3709290,0.0126,0.716,4.2155,1.0352,358700000,N/A,1405260000,85000000,0,333000000,39.6487,4.6117,4.4818,-50.1029,
600983.SH,需奧ひ,2004-12-07,1.7669,1.7669,1.7794,1.725,1.7292,778062,3251024,-0.0377,-2.1327,4.1784,0.9154,351050000,N/A,1375290000,85000000,0,333000000,38.8031,4.5134,4.3863,-49.0343,
600983.SH,需奧ひ,2004-12-08,1.7292,1.7501,1.7711,1.7418,1.7627,832847,3489431,0.0335,1.937,4.1898,0.9798,357850000,N/A,1401930000,85000000,0,333000000,39.5547,4.6008,4.4712,-49.9841,
600983.SH,需奧ひ,2004-12-09,1.7627,1.7669,1.792,1.7418,1.7711,1158060,4909689,0.0084,0.4751,4.2396,1.3624,359550000,N/A,1408590000,85000000,0,333000000,39.7426,4.6226,4.4925,-50.2216,
600983.SH,需奧ひ,2004-12-10,1.7711,1.7711,1.7878,1.7208,1.7208,1235995,5157243,-0.0502,-2.8369,4.1725,1.4541,349350000,N/A,1368630000,85000000,0,333000000,38.6152,4.4915,4.365,-48.7969,
600983.SH,需奧ひ,2004-12-13,1.7208,1.6873,1.725,1.6873,1.7041,621553,2526921,-0.0167,-0.9732,4.0655,0.7312,345950000,N/A,1355310000,85000000,0,333000000,38.2394,4.4478,4.3225,-48.3219,
600983.SH,需奧ひ,2004-12-14,1.7041,1.7041,1.725,1.6999,1.7083,474077,1934468,0.0042,0.2457,4.0805,0.5577,346800000,N/A,1358640000,85000000,0,333000000,38.3333,4.4587,4.3332,-48.4407,
600983.SH,需奧ひ,2004-12-15,1.7083,1.7041,1.7292,1.658,1.7083,1004891,4046380,0,0,4.0267,1.1822,346800000,N/A,1358640000,85000000,0,333000000,38.3333,4.4587,4.3332,-48.4407,
600983.SH,需奧ひ,2004-12-16,1.7083,1.7083,1.7083,1.6664,1.6664,806808,3241136,-0.0419,-2.451,4.0172,0.9492,338300000,N/A,1325340000,85000000,0,333000000,37.3938,4.3494,4.227,-47.2534,
600983.SH,需奧ひ,2004-12-17,1.6664,1.6664,1.6748,1.6245,1.6245,1239000,4861462,-0.0419,-2.5126,3.9237,1.4576,329800000,N/A,1292040000,85000000,0,333000000,36.4542,4.2401,4.1208,-46.0661,
600983.SH,需奧ひ,2004-12-20,1.6245,1.6245,1.6329,1.5994,1.6161,451756,1746314,-0.0084,-0.5155,3.8656,0.5315,328100000,N/A,1285380000,85000000,0,333000000,36.2663,4.2183,4.0995,-45.8287,
600983.SH,需奧ひ,2004-12-21,1.6161,1.6161,1.6496,1.6161,1.6287,325170,1266462,0.0126,0.7772,3.8948,0.3826,330650000,N/A,1295370000,85000000,0,333000000,36.5482,4.2511,4.1314,-46.1849,
600983.SH,需奧ひ,2004-12-22,1.6287,1.6371,1.679,1.6287,1.679,735126,2911879,0.0502,3.0848,3.9611,0.8649,340850000,N/A,1335330000,85000000,0,333000000,37.6756,4.3822,4.2588,-47.6096,
600983.SH,需奧ひ,2004-12-23,1.679,1.6748,1.679,1.6329,1.6329,399319,1578380,-0.0461,-2.7431,3.9527,0.4698,331500000,N/A,1298700000,85000000,0,333000000,36.6421,4.262,4.142,-46.3036,
600983.SH,需奧ひ,2004-12-24,1.6329,1.6329,1.6622,1.6329,1.6455,245457,965423,0.0126,0.7692,3.9332,0.2888,334050000,N/A,1308690000,85000000,0,333000000,36.924,4.2948,4.1739,-46.6598,
600983.SH,需奧ひ,2004-12-27,1.6455,1.6329,1.6538,1.6287,1.6371,246515,964337,-0.0084,-0.5089,3.9119,0.29,332350000,N/A,1302030000,85000000,0,333000000,36.7361,4.2729,4.1526,-46.4223,
600983.SH,需奧ひ,2004-12-28,1.6371,1.6329,1.6371,1.6036,1.6161,388396,1496430,-0.0209,-1.2788,3.8528,0.4569,328100000,N/A,1285380000,85000000,0,333000000,36.2663,4.2183,4.0995,-45.8287,
600983.SH,需奧ひ,2004-12-29,1.6161,1.6036,1.6287,1.5952,1.6036,543946,2089705,-0.0126,-0.7772,3.8418,0.6399,325550000,N/A,1275390000,85000000,0,333000000,35.9845,4.1855,4.0676,-45.4725,
600983.SH,需奧ひ,2004-12-30,1.6036,1.6036,1.6078,1.5827,1.591,492721,1872639,-0.0126,-0.7833,3.8006,0.5797,323000000,N/A,1265400000,85000000,0,333000000,35.7026,4.1527,4.0358,-45.1163,
600983.SH,需奧ひ,2004-12-31,1.591,1.5701,1.5952,1.5617,1.5659,490817,1850449,-0.0251,-1.5789,3.7701,0.5774,317900000,N/A,1245420000,85000000,0,333000000,35.1389,4.0872,3.9721,-44.4039,
600983.SH,需奧ひ,2005-01-04,1.5659,1.5575,1.5701,1.5324,1.5366,361300,1332965,-0.0293,-1.8717,3.6894,0.4251,311950000,N/A,1222110000,85000000,0,333000000,38.0389,2.3924,3.5089,5.5528,
600983.SH,需奧ひ,2005-01-05,1.5366,1.5408,1.5952,1.5366,1.5827,669867,2503340,0.0461,2.9973,3.7371,0.7881,321300000,N/A,1258740000,85000000,0,333000000,39.1791,2.4641,3.614,5.7192,
600983.SH,需奧ひ,2005-01-06,1.5827,1.5827,1.5827,1.5492,1.5701,304931,1141421,-0.0126,-0.7937,3.7432,0.3587,318750000,N/A,1248750000,85000000,0,333000000,38.8681,2.4446,3.5853,5.6739,
600983.SH,需奧ひ,2005-01-07,1.5701,1.5659,1.6036,1.5533,1.5868,288430,1089926,0.0167,1.0667,3.7788,0.3393,322150000,N/A,1262070000,85000000,0,333000000,39.2827,2.4707,3.6236,5.7344,
600983.SH,需奧ひ,2005-01-10,1.5868,1.5994,1.6287,1.5827,1.6161,595600,2291675,0.0293,1.847,3.8477,0.7007,328100000,N/A,1285380000,85000000,0,333000000,40.0082,2.5163,3.6905,5.8403,
600983.SH,需奧ひ,2005-01-11,1.6161,1.5994,1.6538,1.5994,1.6287,620115,2414569,0.0126,0.7772,3.8937,0.7295,330650000,N/A,1295370000,85000000,0,333000000,40.3192,2.5358,3.7192,5.8857,
