¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600817.SH,*ST∫Í ¢,1994-01-28,N/A,3.4936,3.9191,3.4735,3.5698,2979600,48843000,N/A,N/A,16.3925,51.0205,93089600,N/A,999202088,5840000,0,62685200,283.6386,9.6366,27.7845,N/A,
600817.SH,*ST∫Í ¢,1994-01-31,3.5698,3.4712,3.6952,3.4063,3.6414,916600,14509000,0.0717,2.0075,15.8292,15.6952,94958400,N/A,1019261352,5840000,0,62685200,289.3327,9.8301,28.3422,N/A,
600817.SH,*ST∫Í ¢,1994-02-01,3.6414,3.5787,3.6728,3.5183,3.5407,537700,8649000,-0.1008,-2.7675,16.0852,9.2072,92330400,N/A,991053012,5840000,0,62685200,281.3254,9.558,27.5579,N/A,
600817.SH,*ST∫Í ¢,1994-02-02,3.5407,3.5407,3.6616,3.5407,3.6504,398900,6453000,0.1097,3.0993,16.177,6.8305,95192000,N/A,1021768760,5840000,0,62685200,290.0445,9.8543,28.412,N/A,
600817.SH,*ST∫Í ¢,1994-02-03,3.6504,3.6683,3.7131,3.5877,3.5944,650400,10604000,-0.056,-1.5337,16.3038,11.137,93732000,N/A,1006097460,5840000,0,62685200,285.596,9.7031,27.9762,N/A,
600817.SH,*ST∫Í ¢,1994-02-04,3.5944,3.6235,3.6638,3.5295,3.5899,456600,7333000,-0.0045,-0.1246,16.06,7.8185,93615200,N/A,1004843756,5840000,0,62685200,285.2401,9.691,27.9413,N/A,
600817.SH,*ST∫Í ¢,1994-02-14,3.5899,3.7243,3.7243,3.5116,3.5272,451600,7342000,-0.0627,-1.7467,16.2578,7.7329,91980000,N/A,987291900,5840000,0,62685200,280.2577,9.5218,27.4533,N/A,
600817.SH,*ST∫Í ¢,1994-02-15,3.5272,3.5272,3.5272,3.3749,3.4399,171100,2623000,-0.0873,-2.4762,15.3302,2.9298,89702400,N/A,962844672,5840000,0,62685200,273.318,9.286,26.7735,N/A,
600817.SH,*ST∫Í ¢,1994-02-16,3.4399,3.4466,3.4914,3.3884,3.4421,101800,1560000,0.0022,0.0651,15.3242,1.7432,89760800,N/A,963471524,5840000,0,62685200,273.4959,9.292,26.7909,N/A,
600817.SH,*ST∫Í ¢,1994-02-17,3.4421,3.422,3.422,3.3593,3.3705,146600,2209000,-0.0717,-2.082,15.0682,2.5103,87892000,N/A,943412260,5840000,0,62685200,267.8018,9.0986,26.2331,N/A,
600817.SH,*ST∫Í ¢,1994-02-18,3.3705,3.3593,3.3794,3.3481,3.3593,96700,1451000,-0.0112,-0.3322,15.0052,1.6558,87600000,N/A,940278000,5840000,0,62685200,266.9121,9.0684,26.146,N/A,
600817.SH,*ST∫Í ¢,1994-02-21,3.3593,3.3391,3.3414,3.2047,3.2204,84100,1223000,-0.1388,-4.1333,14.5422,1.4401,83979200,N/A,901413176,5840000,0,62685200,255.8797,8.6935,25.0653,N/A,
600817.SH,*ST∫Í ¢,1994-02-22,3.2204,3.1801,3.4936,3.1622,3.3548,222800,3320000,0.1344,4.1725,14.9013,3.8151,87483200,N/A,939024296,5840000,0,62685200,266.5562,9.0563,26.1111,N/A,
600817.SH,*ST∫Í ¢,1994-02-23,3.3548,3.3593,3.3593,3.1376,3.2921,105600,1546000,-0.0627,-1.8692,14.6402,1.8082,85848000,N/A,921472440,5840000,0,62685200,261.5739,8.887,25.6231,N/A,
600817.SH,*ST∫Í ¢,1994-02-24,3.2921,3.2697,3.4309,3.1823,3.4265,358200,5338000,0.1344,4.0816,14.9023,6.1336,89352000,N/A,959083560,5840000,0,62685200,272.2504,9.2497,26.6689,N/A,
600817.SH,*ST∫Í ¢,1994-02-25,3.4265,3.4892,3.8721,3.4332,3.8475,1249300,20153000,0.421,12.2876,16.1314,21.3921,100331200,N/A,1076931736,5840000,0,62685200,305.7033,10.3863,29.9459,N/A,
600817.SH,*ST∫Í ¢,1994-02-28,3.8475,3.8072,3.8968,3.5944,3.628,1821700,30493000,-0.2195,-5.7043,16.7388,31.1935,94608000,N/A,1015500240,5840000,0,62685200,288.2651,9.7938,28.2377,N/A,
600817.SH,*ST∫Í ¢,1994-03-01,3.628,3.5832,3.628,3.357,3.4265,391300,6113000,-0.2016,-5.5556,15.6223,6.7003,89352000,N/A,959083560,5840000,0,62685200,272.2504,9.2497,26.6689,N/A,
600817.SH,*ST∫Í ¢,1994-03-02,3.4265,3.4265,3.46,3.3637,3.4287,318700,4871000,0.0022,0.0654,15.284,5.4572,89410400,N/A,959710412,5840000,0,62685200,272.4283,9.2558,26.6863,N/A,
600817.SH,*ST∫Í ¢,1994-03-03,3.4287,3.4041,3.628,3.3615,3.5071,347100,5405000,0.0784,2.2861,15.5719,5.9435,91454400,N/A,981650232,5840000,0,62685200,278.6562,9.4674,27.2964,N/A,
