´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600186.SH,Á«»¨½¡¿µ,1998-08-25,N/A,2.146,2.1898,2.0046,2.0345,44746500,467870720,N/A,N/A,10.456,49.7183,919800000,N/A,3066000000,90000000,0,300000000,30.4589,9.9301,1.9913,N/A,
600186.SH,Á«»¨½¡¿µ,1998-08-26,2.0345,2.0265,2.0663,1.9668,1.9748,9873100,99536264,-0.0597,-2.9354,10.0816,10.9701,892800000,N/A,2976000000,90000000,0,300000000,29.5648,9.6386,1.9329,N/A,
600186.SH,Á«»¨½¡¿µ,1998-08-27,1.9748,1.9509,2.0464,1.921,1.9887,7308100,73023279,0.0139,0.7056,9.9921,8.1201,899100000,N/A,2997000000,90000000,0,300000000,29.7735,9.7066,1.9465,N/A,
600186.SH,Á«»¨½¡¿µ,1998-08-28,1.9887,1.9748,1.9827,1.8912,1.8971,4319900,41784842,-0.0916,-4.6046,9.6726,4.7999,857700000,N/A,2859000000,90000000,0,300000000,28.4025,9.2596,1.8569,N/A,
600186.SH,Á«»¨½¡¿µ,1998-08-31,1.8971,1.8673,1.9568,1.7677,1.9529,5352400,49634773,0.0557,2.9381,9.2734,5.9471,882900000,N/A,2943000000,90000000,0,300000000,29.237,9.5317,1.9114,N/A,
600186.SH,Á«»¨½¡¿µ,1998-09-01,1.9529,1.8912,1.9469,1.8314,1.8414,3065800,29000636,-0.1115,-5.7085,9.4594,3.4064,832500000,N/A,2775000000,90000000,0,300000000,27.568,8.9876,1.8023,N/A,
600186.SH,Á«»¨½¡¿µ,1998-09-02,1.8414,1.8314,1.8752,1.7936,1.8454,2842700,26169872,0.004,0.2162,9.206,3.1586,834300000,N/A,2781000000,90000000,0,300000000,27.6276,9.007,1.8062,N/A,
600186.SH,Á«»¨½¡¿µ,1998-09-03,1.8454,1.8414,1.8673,1.8275,1.8414,1765900,16349055,-0.004,-0.2157,9.2582,1.9621,832500000,N/A,2775000000,90000000,0,300000000,27.568,8.9876,1.8023,N/A,
600186.SH,Á«»¨½¡¿µ,1998-09-04,1.8414,1.8513,1.8872,1.8414,1.8673,2189600,20515983,0.0259,1.4054,9.3697,2.4329,844200000,N/A,2814000000,90000000,0,300000000,27.9555,9.1139,1.8277,N/A,
600186.SH,Á«»¨½¡¿µ,1998-09-07,1.8673,1.8712,1.8872,1.8434,1.8673,1629800,15231926,0,0,9.3459,1.8109,844200000,N/A,2814000000,90000000,0,300000000,27.9555,9.1139,1.8277,N/A,
