¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
601872.SH,’–…Ã¬÷¥¨,2006-12-01,N/A,4.7484,5.7739,4.7484,5.4895,434042382,2595441355,N/A,N/A,5.9797,70.576,3917550000,N/A,21870743215.23,615000000,0,3433397679,16.2673,4.6756,8.2524,-598.5667,
601872.SH,’–…Ã¬÷¥¨,2006-12-04,5.4895,5.4205,6.041,5.3861,6.041,124555965,827306388,0.5515,10.0471,6.642,20.253,4311150000,N/A,24068117729.79,615000000,0,3433397679,17.9017,5.1454,9.0816,-658.7053,
601872.SH,’–…Ã¬÷¥¨,2006-12-05,6.041,6.5322,6.6442,6.4719,6.6442,167429683,1284253002,0.6032,9.9857,7.6704,27.2243,4741650000,N/A,26471496105.09,615000000,0,3433397679,19.6894,5.6592,9.9884,-724.4818,
601872.SH,’–…Ã¬÷¥¨,2006-12-06,6.6442,6.8942,7.3078,6.7735,7.3078,219700002,1831442943,0.6636,9.987,8.3361,35.7236,5215200000,N/A,29115212317.92,615000000,0,3433397679,21.6557,6.2243,10.986,-796.8361,
601872.SH,’–…Ã¬÷¥¨,2006-12-07,7.3078,7.9111,8.0403,7.325,7.3768,144555886,1328206398,0.0689,0.9434,9.1882,23.505,5264400000,N/A,29389884132.24,615000000,0,3433397679,21.86,6.2831,11.0896,-804.3534,
601872.SH,’–…Ã¬÷¥¨,2006-12-08,7.3768,7.1096,7.4802,6.6356,6.9114,205441120,1657887830,-0.4654,-6.3084,8.0699,33.4051,4932300000,N/A,27535849385.58,615000000,0,3433397679,20.481,5.8867,10.39,-753.6115,
601872.SH,’–…Ã¬÷¥¨,2006-12-11,6.9114,7.0838,7.2992,6.7649,7.2389,142429297,1166643067,0.3275,4.7382,8.191,23.1592,5166000000,N/A,28840540503.6,615000000,0,3433397679,21.4514,6.1656,10.8823,-789.3187,
601872.SH,’–…Ã¬÷¥¨,2006-12-12,7.2389,7.0665,7.213,6.515,6.6787,140964941,1119898702,-0.5602,-7.7381,7.9445,22.9211,4766250000,N/A,26608832012.25,615000000,0,3433397679,19.7915,5.6885,10.0402,-728.2405,
601872.SH,’–…Ã¬÷¥¨,2006-12-13,6.6787,6.6356,6.7735,6.5495,6.739,68404070,528323990,0.0603,0.9032,7.7236,11.1226,4809300000,N/A,26849169849.78,615000000,0,3433397679,19.9703,5.7399,10.1309,-734.8182,
601872.SH,’–…Ã¬÷¥¨,2006-12-14,6.739,6.808,6.8511,6.5495,6.6529,60338357,466787103,-0.0862,-1.2788,7.7362,9.8111,4747800000,N/A,26505830081.88,615000000,0,3433397679,19.7149,5.6665,10.0014,-725.4215,
601872.SH,’–…Ã¬÷¥¨,2006-12-15,6.6529,6.627,7.1441,6.5495,6.9114,82218075,657597394,0.2585,3.886,7.9982,13.3688,4932300000,N/A,27535849385.58,615000000,0,3433397679,20.481,5.8867,10.39,-753.6115,
601872.SH,’–…Ã¬÷¥¨,2006-12-18,6.9114,6.8855,7.3078,6.7908,7.1958,97942285,802200640,0.2844,4.1147,8.1905,15.9256,5135250000,N/A,28668870619.65,615000000,0,3433397679,21.3238,6.1289,10.8176,-784.6204,
601872.SH,’–…Ã¬÷¥¨,2006-12-19,7.1958,7.2044,7.3595,6.989,7.2216,88166714,734015072,0.0259,0.3593,8.3253,14.3361,5153700000,N/A,28771872550.02,615000000,0,3433397679,21.4004,6.1509,10.8564,-787.4394,
601872.SH,’–…Ã¬÷¥¨,2006-12-20,7.2216,7.0665,7.1441,6.8942,7.0924,51391854,419699808,-0.1293,-1.79,8.1667,8.3564,5061450000,N/A,28256862898.17,615000000,0,3433397679,21.0173,6.0408,10.6621,-773.3444,
601872.SH,’–…Ã¬÷¥¨,2006-12-21,7.0924,7.0838,7.0838,6.7649,6.7908,57399406,461027300,-0.3016,-4.2527,8.0319,9.3332,4846200000,N/A,27055173710.52,615000000,0,3433397679,20.1235,5.7839,10.2087,-740.4561,
601872.SH,’–…Ã¬÷¥¨,2006-12-22,6.7908,6.6701,6.8425,6.5753,6.6873,33828230,262822021,-0.1034,-1.5228,7.7693,5.5005,4772400000,N/A,26643165989.04,615000000,0,3433397679,19.817,5.6959,10.0532,-729.1802,
601872.SH,’–…Ã¬÷¥¨,2006-12-25,6.6873,6.7218,6.8769,6.6529,6.7218,26840686,210980962,0.0345,0.5155,7.8605,4.3643,4797000000,N/A,26780501896.2,615000000,0,3433397679,19.9192,5.7252,10.105,-732.9388,
601872.SH,’–…Ã¬÷¥¨,2006-12-26,6.7218,6.6529,6.7563,6.4633,6.5408,33983391,259674483,-0.181,-2.6923,7.6412,5.5258,4667850000,N/A,26059488383.61,615000000,0,3433397679,19.3829,5.5711,9.833,-713.2059,
601872.SH,’–…Ã¬÷¥¨,2006-12-27,6.5408,6.4805,6.8597,6.4719,6.808,35343446,276371198,0.2671,4.0843,7.8196,5.7469,4858500000,N/A,27123841664.1,615000000,0,3433397679,20.1746,5.7986,10.2346,-742.3354,
601872.SH,’–…Ã¬÷¥¨,2006-12-28,6.808,6.808,6.8769,6.5064,6.5581,33901612,262073405,-0.2499,-3.6709,7.7304,5.5125,4680150000,N/A,26128156337.19,615000000,0,3433397679,19.434,5.5858,9.8589,-715.0852,
601872.SH,’–…Ã¬÷¥¨,2006-12-29,6.5581,6.5753,7.0838,6.5753,6.8511,51888293,415087773,0.293,4.4678,7.9996,8.4371,4889250000,N/A,27295511548.05,615000000,0,3433397679,20.3023,5.8353,10.2993,-747.0338,
601872.SH,’–…Ã¬÷¥¨,2007-01-04,6.8511,6.7908,7.1958,6.7908,7.032,89775365,730296976,0.181,2.6415,8.1347,14.5976,5018400000,N/A,28016525060.64,615000000,0,3433397679,31.7464,3.3232,11.4451,7.6113,
601872.SH,’–…Ã¬÷¥¨,2007-01-05,7.032,6.9803,7.1872,6.8425,7.0924,59213952,482490725,0.0603,0.8578,8.1483,9.6283,5061450000,N/A,28256862898.17,615000000,0,3433397679,32.0188,3.3517,11.5433,7.6766,
601872.SH,’–…Ã¬÷¥¨,2007-01-08,7.0924,7.1958,7.7128,7.101,7.6611,84304492,716177332,0.5688,8.0194,8.4951,13.708,5467350000,N/A,30522905366.31,615000000,0,3433397679,34.5865,3.6205,12.469,8.2922,
601872.SH,’–…Ã¬÷¥¨,2007-01-09,7.6611,7.5577,7.7473,7.4112,7.5577,67632454,592353472,-0.1034,-1.3498,8.7584,10.9971,5393550000,N/A,30110897644.83,615000000,0,3433397679,34.1196,3.5716,12.3007,8.1803,
