¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600132.SH,÷ÿ«Ï∆°æ∆,1997-10-30,N/A,2.4426,2.6095,2.4039,2.467,21455500,263141712,N/A,N/A,12.2645,59.5986,436320000,N/A,1902840000,36000000,0,157000000,38.7854,8.3466,9.0849,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-10-31,2.467,2.3958,2.406,2.2594,2.3042,7439800,84416271,-0.1628,-6.6007,11.3466,20.6661,407520000,N/A,1777240000,36000000,0,157000000,36.2253,7.7957,8.4852,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-03,2.3042,2.2757,2.3205,2.2085,2.2289,2411000,26602476,-0.0753,-3.2686,11.0338,6.6972,394200000,N/A,1719150000,36000000,0,157000000,35.0412,7.5409,8.2079,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-04,2.2289,2.1983,2.3001,2.1983,2.2635,2161300,23975526,0.0346,1.5525,11.0931,6.0036,400320000,N/A,1745840000,36000000,0,157000000,35.5853,7.6579,8.3353,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-05,2.2635,2.2594,2.2777,2.1882,2.2146,2709900,29552163,-0.0489,-2.1583,10.9053,7.5275,391680000,N/A,1708160000,36000000,0,157000000,34.8172,7.4927,8.1554,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-06,2.2146,2.2187,2.2798,2.1922,2.2492,2545700,27884778,0.0346,1.5625,10.9537,7.0714,397800000,N/A,1734850000,36000000,0,157000000,35.3613,7.6097,8.2828,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-07,2.2492,2.2736,2.296,2.1983,2.2533,2047400,22617885,0.0041,0.181,11.0471,5.6872,398520000,N/A,1737990000,36000000,0,157000000,35.4253,7.6235,8.2978,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-10,2.2533,2.2594,2.2798,2.1393,2.1576,1631400,17683724,-0.0957,-4.2457,10.8396,4.5317,381600000,N/A,1664200000,36000000,0,157000000,33.9212,7.2998,7.9455,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-11,2.1576,2.1373,2.1536,2.0396,2.0966,1965000,20188866,-0.0611,-2.8302,10.2742,5.4583,370800000,N/A,1617100000,36000000,0,157000000,32.9612,7.0932,7.7206,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-12,2.0966,2.0966,2.1332,2.0355,2.0396,1424100,14444557,-0.057,-2.7184,10.1429,3.9558,360720000,N/A,1573140000,36000000,0,157000000,32.0651,6.9004,7.5108,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-13,2.0396,2.0396,2.1373,2.0396,2.1271,1573700,16179899,0.0875,4.2914,10.2814,4.3714,376200000,N/A,1640650000,36000000,0,157000000,33.4412,7.1965,7.8331,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-14,2.1271,2.1149,2.1312,2.0721,2.0823,865400,8920737,-0.0448,-2.1053,10.3082,2.4039,368280000,N/A,1606110000,36000000,0,157000000,32.7372,7.045,7.6682,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-17,2.0823,2.1332,2.1332,2.0477,2.0497,669300,6802321,-0.0326,-1.564,10.1633,1.8592,362520000,N/A,1580990000,36000000,0,157000000,32.2251,6.9348,7.5482,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-18,2.0497,2.0457,2.066,1.9846,1.9866,1127900,11171808,-0.0631,-3.0785,9.905,3.1331,351360000,N/A,1532320000,36000000,0,157000000,31.2331,6.7214,7.3159,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-19,1.9866,1.9744,2.0355,1.9561,1.9744,789200,7708692,-0.0122,-0.6148,9.7677,2.1922,349200000,N/A,1522900000,36000000,0,157000000,31.0411,6.68,7.2709,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-20,1.9744,1.9744,2.0111,1.9297,1.9459,805900,7811640,-0.0285,-1.4433,9.6931,2.2386,344160000,N/A,1500920000,36000000,0,157000000,30.5931,6.5836,7.166,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-21,1.9459,1.9337,1.9439,1.8686,1.8747,1082700,10079260,-0.0712,-3.6611,9.3094,3.0075,331560000,N/A,1445970000,36000000,0,157000000,29.4731,6.3426,6.9036,N/A,
600132.SH,÷ÿ«Ï∆°æ∆,1997-11-24,1.8747,1.8564,1.9134,1.8503,1.8645,860300,7967456,-0.0102,-0.5429,9.2613,2.3897,329760000,N/A,1438120000,36000000,0,157000000,29.313,6.3082,6.8661,N/A,
