����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
600546.SH,*STɽú,2003-07-31,N/A,1.5736,1.6291,1.5686,1.5736,14604382,188484801,N/A,N/A,12.906,36.511,510000000,N/A,1402500000,40000000,0,110000000,38.103,11.513,1.1681,80.3819,
600546.SH,*STɽú,2003-08-01,1.5736,1.56,1.5612,1.4822,1.4958,6381440,77980691,-0.0778,-4.9412,12.2199,15.9536,484800000,N/A,1333200000,40000000,0,110000000,36.2203,10.9441,1.1104,76.4101,
600546.SH,*STɽú,2003-08-04,1.4958,1.4872,1.5106,1.4637,1.4983,2590079,31197056,0.0025,0.165,12.0448,6.4752,485600000,N/A,1335400000,40000000,0,110000000,36.28,10.9621,1.1122,76.5362,
600546.SH,*STɽú,2003-08-05,1.4983,1.4983,1.523,1.4896,1.4909,1586439,19314177,-0.0074,-0.4942,12.1745,3.9661,483200000,N/A,1328800000,40000000,0,110000000,36.1007,10.908,1.1067,76.1579,
600546.SH,*STɽú,2003-08-06,1.4909,1.4896,1.4983,1.4686,1.4859,1525428,18285400,-0.0049,-0.3311,11.9871,3.8136,481600000,N/A,1324400000,40000000,0,110000000,35.9812,10.8718,1.1031,75.9057,
600546.SH,*STɽú,2003-08-07,1.4859,1.4859,1.4983,1.4723,1.4736,1223570,14712937,-0.0123,-0.8306,12.0246,3.0589,477600000,N/A,1313400000,40000000,0,110000000,35.6824,10.7815,1.0939,75.2753,
600546.SH,*STɽú,2003-08-08,1.4736,1.4773,1.4773,1.4415,1.4452,1638699,19383454,-0.0284,-1.9263,11.8286,4.0967,468400000,N/A,1288100000,40000000,0,110000000,34.995,10.5739,1.0728,73.8253,
600546.SH,*STɽú,2003-08-11,1.4452,1.4415,1.4538,1.4329,1.4514,827483,9687037,0.0062,0.427,11.7066,2.0687,470400000,N/A,1293600000,40000000,0,110000000,35.1444,10.619,1.0774,74.1405,
600546.SH,*STɽú,2003-08-12,1.4514,1.4501,1.4625,1.4477,1.4538,674727,7953870,0.0025,0.1701,11.7883,1.6868,471200000,N/A,1295800000,40000000,0,110000000,35.2042,10.6371,1.0792,74.2666,
600546.SH,*STɽú,2003-08-13,1.4538,1.444,1.4637,1.4329,1.4514,984444,11538274,-0.0025,-0.1698,11.7206,2.4611,470400000,N/A,1293600000,40000000,0,110000000,35.1444,10.619,1.0774,74.1405,
600546.SH,*STɽú,2003-08-14,1.4514,1.4452,1.4686,1.439,1.4415,877318,10350444,-0.0099,-0.6803,11.7978,2.1933,467200000,N/A,1284800000,40000000,0,110000000,34.9053,10.5468,1.0701,73.6361,
600546.SH,*STɽú,2003-08-15,1.4415,1.4378,1.4563,1.4341,1.4452,799724,9348435,0.0037,0.2568,11.6896,1.9993,468400000,N/A,1288100000,40000000,0,110000000,34.995,10.5739,1.0728,73.8253,
600546.SH,*STɽú,2003-08-18,1.4452,1.4686,1.4785,1.4366,1.4427,479183,5636670,-0.0025,-0.1708,11.7631,1.198,467600000,N/A,1285900000,40000000,0,110000000,34.9352,10.5558,1.071,73.6992,
600546.SH,*STɽú,2003-08-19,1.4427,1.4427,1.4699,1.4341,1.4551,741114,8731850,0.0123,0.8554,11.7821,1.8528,471600000,N/A,1296900000,40000000,0,110000000,35.2341,10.6461,1.0802,74.3296,
600546.SH,*STɽú,2003-08-20,1.4551,1.4662,1.4723,1.4538,1.4612,829773,9838303,0.0062,0.4241,11.8566,2.0744,473600000,N/A,1302400000,40000000,0,110000000,35.3835,10.6912,1.0847,74.6448,
600546.SH,*STɽú,2003-08-21,1.4612,1.4699,1.4699,1.4501,1.4551,650250,7683755,-0.0062,-0.4223,11.8166,1.6256,471600000,N/A,1296900000,40000000,0,110000000,35.2341,10.6461,1.0802,74.3296,
600546.SH,*STɽú,2003-08-22,1.4551,1.4452,1.4514,1.4341,1.4353,695333,8120636,-0.0197,-1.3571,11.6788,1.7383,465200000,N/A,1279300000,40000000,0,110000000,34.7559,10.5016,1.0655,73.3209,
600546.SH,*STɽú,2003-08-25,1.4353,1.4341,1.4341,1.3699,1.3909,1436008,16281263,-0.0444,-3.0954,11.3379,3.59,450800000,N/A,1239700000,40000000,0,110000000,33.6801,10.1765,1.0325,71.0513,
600546.SH,*STɽú,2003-08-26,1.3909,1.3897,1.4008,1.3798,1.3847,705382,7931875,-0.0062,-0.4437,11.2448,1.7635,448800000,N/A,1234200000,40000000,0,110000000,33.5307,10.1314,1.0279,70.7361,
600546.SH,*STɽú,2003-08-27,1.3847,1.3921,1.3934,1.3823,1.3847,387910,4362848,0,0,11.2471,0.9698,448800000,N/A,1234200000,40000000,0,110000000,33.5307,10.1314,1.0279,70.7361,
600546.SH,*STɽú,2003-08-28,1.3847,1.3823,1.3946,1.3711,1.3724,451450,5064252,-0.0123,-0.8913,11.2177,1.1286,444800000,N/A,1223200000,40000000,0,110000000,33.2318,10.0411,1.0188,70.1056,
600546.SH,*STɽú,2003-08-29,1.3724,1.3749,1.4008,1.3724,1.3909,628340,7051932,0.0185,1.3489,11.2231,1.5709,450800000,N/A,1239700000,40000000,0,110000000,33.6801,10.1765,1.0325,71.0513,
600546.SH,*STɽú,2003-09-01,1.3909,1.3946,1.4526,1.3798,1.4329,1670528,19248317,0.042,3.0169,11.5223,4.1763,464400000,N/A,1277100000,40000000,0,110000000,34.6962,10.4836,1.0637,73.1948,
600546.SH,*STɽú,2003-09-02,1.4329,1.4353,1.444,1.4156,1.418,1328573,15347544,-0.0148,-1.0336,11.5519,3.3214,459600000,N/A,1263900000,40000000,0,110000000,34.3375,10.3752,1.0527,72.4383,
600546.SH,*STɽú,2003-09-03,1.418,1.4255,1.5106,1.4255,1.4637,4318539,51674869,0.0457,3.2202,11.9658,10.7963,474400000,N/A,1304600000,40000000,0,110000000,35.4433,10.7093,1.0866,74.7709,
600546.SH,*STɽú,2003-09-04,1.4637,1.4649,1.4711,1.4514,1.4538,1013710,11986893,-0.0099,-0.6745,11.8248,2.5343,471200000,N/A,1295800000,40000000,0,110000000,35.2042,10.6371,1.0792,74.2666,
600546.SH,*STɽú,2003-09-05,1.4538,1.4526,1.4526,1.4069,1.4143,988506,11428322,-0.0395,-2.7165,11.5612,2.4713,458400000,N/A,1260600000,40000000,0,110000000,34.2479,10.3481,1.0499,72.2492,
600546.SH,*STɽú,2003-09-08,1.4143,1.4094,1.4131,1.3946,1.4069,484032,5502999,-0.0074,-0.5236,11.3691,1.2101,456000000,N/A,1254000000,40000000,0,110000000,34.0686,10.2939,1.0444,71.8709,
600546.SH,*STɽú,2003-09-09,1.4069,1.4094,1.4131,1.3897,1.3995,311840,3537888,-0.0074,-0.5263,11.3452,0.7796,453600000,N/A,1247400000,40000000,0,110000000,33.8893,10.2398,1.0389,71.4926,
600546.SH,*STɽú,2003-09-10,1.3995,1.3995,1.4082,1.3897,1.4008,247038,2797869,0.0012,0.0882,11.3257,0.6176,454000000,N/A,1248500000,40000000,0,110000000,33.9192,10.2488,1.0398,71.5557,
600546.SH,*STɽú,2003-09-11,1.4008,1.4069,1.4069,1.3946,1.3958,180924,2053909,-0.0049,-0.3524,11.3523,0.4523,452400000,N/A,1244100000,40000000,0,110000000,33.7996,10.2127,1.0362,71.3035,
600546.SH,*STɽú,2003-09-12,1.3958,1.3921,1.3946,1.3637,1.3674,883398,9833964,-0.0284,-2.0336,11.132,2.2085,443200000,N/A,1218800000,40000000,0,110000000,33.1123,10.005,1.0151,69.8535,
600546.SH,*STɽú,2003-09-15,1.3674,1.3662,1.3798,1.3576,1.3613,373865,4133104,-0.0062,-0.4513,11.0551,0.9347,441200000,N/A,1213300000,40000000,0,110000000,32.9628,9.9598,1.0105,69.5382,
600546.SH,*STɽú,2003-09-16,1.3613,1.3588,1.3921,1.3576,1.3897,377595,4204482,0.0284,2.0852,11.1349,0.944,450400000,N/A,1238600000,40000000,0,110000000,33.6502,10.1675,1.0316,70.9883,
600546.SH,*STɽú,2003-09-17,1.3897,1.3983,1.4119,1.3835,1.3897,832717,9444391,0,0,11.3417,2.0818,450400000,N/A,1238600000,40000000,0,110000000,33.6502,10.1675,1.0316,70.9883,
600546.SH,*STɽú,2003-09-18,1.3897,1.3958,1.4045,1.3835,1.3897,295910,3339664,0,0,11.2861,0.7398,450400000,N/A,1238600000,40000000,0,110000000,33.6502,10.1675,1.0316,70.9883,
600546.SH,*STɽú,2003-09-19,1.3897,1.3884,1.3971,1.3674,1.3736,299476,3343105,-0.016,-1.1545,11.1632,0.7487,445200000,N/A,1224300000,40000000,0,110000000,33.2617,10.0501,1.0197,70.1687,
600546.SH,*STɽú,2003-09-22,1.3736,1.3823,1.3958,1.3711,1.3736,265639,2969388,0,0,11.1783,0.6641,445200000,N/A,1224300000,40000000,0,110000000,33.2617,10.0501,1.0197,70.1687,
600546.SH,*STɽú,2003-09-23,1.3736,1.3736,1.3872,1.3699,1.3847,273580,3057178,0.0111,0.8086,11.1747,0.684,448800000,N/A,1234200000,40000000,0,110000000,33.5307,10.1314,1.0279,70.7361,
600546.SH,*STɽú,2003-09-24,1.3847,1.3872,1.3971,1.3847,1.3897,244722,2753246,0.0049,0.3565,11.2505,0.6118,450400000,N/A,1238600000,40000000,0,110000000,33.6502,10.1675,1.0316,70.9883,
600546.SH,*STɽú,2003-09-25,1.3897,1.3934,1.3946,1.3687,1.3699,315624,3524343,-0.0197,-1.421,11.1663,0.7891,444000000,N/A,1221000000,40000000,0,110000000,33.172,10.023,1.0169,69.9795,
600546.SH,*STɽú,2003-09-26,1.3699,1.3699,1.3847,1.3662,1.3724,278306,3094392,0.0025,0.1802,11.1187,0.6958,444800000,N/A,1223200000,40000000,0,110000000,33.2318,10.0411,1.0188,70.1056,
600546.SH,*STɽú,2003-09-29,1.3724,1.3637,1.3711,1.3428,1.3465,365114,4006472,-0.0259,-1.8885,10.9732,0.9128,436400000,N/A,1200100000,40000000,0,110000000,32.6042,9.8515,0.9995,68.7817,
600546.SH,*STɽú,2003-09-30,1.3465,1.3477,1.3576,1.3243,1.3502,392080,4256231,0.0037,0.275,10.8555,0.9802,437600000,N/A,1203400000,40000000,0,110000000,32.6939,9.8786,1.0023,68.9708,
600546.SH,*STɽú,2003-10-08,1.3502,1.3563,1.3749,1.3341,1.365,258593,2852466,0.0148,1.0969,11.0307,0.6465,442400000,N/A,1216600000,40000000,0,110000000,33.0525,9.9869,1.0133,69.7274,
600546.SH,*STɽú,2003-10-09,1.365,1.3687,1.3761,1.3489,1.3526,206721,2277404,-0.0123,-0.9042,11.0168,0.5168,438400000,N/A,1205600000,40000000,0,110000000,32.7536,9.8966,1.0041,69.0969,
600546.SH,*STɽú,2003-10-10,1.3526,1.3576,1.3958,1.3428,1.3934,748198,8360138,0.0407,3.0109,11.1737,1.8705,451600000,N/A,1241900000,40000000,0,110000000,33.7398,10.1946,1.0344,71.1774,
600546.SH,*STɽú,2003-10-13,1.3934,1.3921,1.4143,1.3761,1.3884,652742,7382658,-0.0049,-0.3543,11.3102,1.6319,450000000,N/A,1237500000,40000000,0,110000000,33.6203,10.1585,1.0307,70.9252,
600546.SH,*STɽú,2003-10-14,1.3884,1.3823,1.386,1.3637,1.3662,272731,3034593,-0.0222,-1.6,11.1267,0.6818,442800000,N/A,1217700000,40000000,0,110000000,33.0824,9.996,1.0142,69.7904,
600546.SH,*STɽú,2003-10-15,1.3662,1.3637,1.3884,1.3588,1.36,295510,3286197,-0.0062,-0.4517,11.1204,0.7388,440800000,N/A,1212200000,40000000,0,110000000,32.933,9.9508,1.0096,69.4752,
600546.SH,*STɽú,2003-10-16,1.36,1.36,1.3637,1.3415,1.3428,265330,2900179,-0.0173,-1.2704,10.9305,0.6633,435200000,N/A,1196800000,40000000,0,110000000,32.5146,9.8244,0.9968,68.5926,
600546.SH,*STɽú,2003-10-17,1.3428,1.3366,1.3539,1.3354,1.3489,204070,2223651,0.0062,0.4596,10.8965,0.5102,437200000,N/A,1202300000,40000000,0,110000000,32.664,9.8695,1.0014,68.9078,
600546.SH,*STɽú,2003-10-20,1.3489,1.3428,1.3514,1.3329,1.3354,137050,1486081,-0.0136,-1.0064,10.8433,0.3426,432800000,N/A,1190200000,40000000,0,110000000,32.3353,9.7702,0.9913,68.2143,
600546.SH,*STɽú,2003-10-21,1.3354,1.3341,1.344,1.3243,1.344,185907,2004854,0.0086,0.647,10.7842,0.4648,435600000,N/A,1197900000,40000000,0,110000000,32.5445,9.8334,0.9977,68.6556,
600546.SH,*STɽú,2003-10-22,1.344,1.344,1.381,1.3391,1.3761,619501,6875795,0.0321,2.3875,11.0989,1.5488,446000000,N/A,1226500000,40000000,0,110000000,33.3215,10.0682,1.0215,70.2948,
600546.SH,*STɽú,2003-10-23,1.3761,1.3749,1.3909,1.3477,1.3489,374670,4163087,-0.0272,-1.9731,11.1113,0.9367,437200000,N/A,1202300000,40000000,0,110000000,32.664,9.8695,1.0014,68.9078,
600546.SH,*STɽú,2003-10-24,1.3489,1.3588,1.3823,1.3514,1.3699,535969,5962749,0.021,1.5554,11.1252,1.3399,444000000,N/A,1221000000,40000000,0,110000000,33.172,10.023,1.0169,69.9795,
600546.SH,*STɽú,2003-10-27,1.3699,1.3798,1.3798,1.3514,1.3613,330499,3654822,-0.0086,-0.6306,11.0585,0.8262,441200000,N/A,1213300000,40000000,0,110000000,32.9628,9.9598,1.0105,69.5382,
600546.SH,*STɽú,2003-10-28,1.3613,1.3526,1.3699,1.3354,1.3465,335070,3664898,-0.0148,-1.0879,10.9377,0.8377,436400000,N/A,1200100000,40000000,0,110000000,32.6042,9.8515,0.9995,68.7817,
600546.SH,*STɽú,2003-10-29,1.3465,1.3428,1.3576,1.302,1.3156,688932,7370563,-0.0309,-2.2915,10.6985,1.7223,426400000,N/A,1172600000,40000000,0,110000000,31.8571,9.6257,0.9766,67.2056,
600546.SH,*STɽú,2003-10-30,1.3156,1.3082,1.3243,1.2983,1.3082,262336,2784387,-0.0074,-0.5629,10.6138,0.6558,424000000,N/A,1166000000,40000000,0,110000000,31.6778,9.5716,0.9711,66.8273,
600546.SH,*STɽú,2003-10-31,1.3082,1.3144,1.3391,1.3082,1.3181,232440,2484633,0.0099,0.7547,10.6894,0.5811,427200000,N/A,1174800000,40000000,0,110000000,31.9169,9.6438,0.9785,67.3317,
600546.SH,*STɽú,2003-11-03,1.3181,1.3119,1.3243,1.3045,1.3156,267865,2853945,-0.0025,-0.1873,10.6544,0.6697,426400000,N/A,1172600000,40000000,0,110000000,31.8571,9.6257,0.9766,67.2056,
600546.SH,*STɽú,2003-11-04,1.3156,1.3181,1.3514,1.3144,1.3243,561673,6080281,0.0086,0.6567,10.8253,1.4042,429200000,N/A,1180300000,40000000,0,110000000,32.0663,9.6889,0.983,67.6469,
600546.SH,*STɽú,2003-11-05,1.3243,1.3329,1.3428,1.3057,1.3082,538748,5759945,-0.016,-1.2116,10.6914,1.3469,424000000,N/A,1166000000,40000000,0,110000000,31.6778,9.5716,0.9711,66.8273,
600546.SH,*STɽú,2003-11-06,1.3082,1.3082,1.3082,1.244,1.2502,1139397,11708990,-0.058,-4.434,10.2765,2.8485,405200000,N/A,1114300000,40000000,0,110000000,30.2732,9.1472,0.9281,63.8642,
600546.SH,*STɽú,2003-11-07,1.2502,1.2502,1.2527,1.2045,1.2181,958914,9445254,-0.0321,-2.5666,9.8499,2.3973,394800000,N/A,1085700000,40000000,0,110000000,29.4962,8.9124,0.9043,62.2251,
600546.SH,*STɽú,2003-11-10,1.2181,1.191,1.2156,1.191,1.1996,275499,2678674,-0.0185,-1.5198,9.723,0.6887,388800000,N/A,1069200000,40000000,0,110000000,29.0479,8.7769,0.8905,61.2794,
600546.SH,*STɽú,2003-11-11,1.1996,1.1996,1.2144,1.1996,1.2082,181631,1775021,0.0086,0.7202,9.7727,0.4541,391600000,N/A,1076900000,40000000,0,110000000,29.2571,8.8401,0.8969,61.7207,
600546.SH,*STɽú,2003-11-12,1.2082,1.2033,1.2033,1.1465,1.1502,921272,8805592,-0.058,-4.8008,9.5581,2.3032,372800000,N/A,1025200000,40000000,0,110000000,27.8526,8.4157,0.8539,58.7576,
600546.SH,*STɽú,2003-11-13,1.1502,1.1478,1.1601,1.1243,1.1465,333230,3085456,-0.0037,-0.3219,9.2592,0.8331,371600000,N/A,1021900000,40000000,0,110000000,27.7629,8.3887,0.8511,58.5685,
600546.SH,*STɽú,2003-11-14,1.1465,1.1478,1.1601,1.1367,1.1552,230322,2148598,0.0086,0.7535,9.3287,0.5758,374400000,N/A,1029600000,40000000,0,110000000,27.9721,8.4519,0.8575,59.0098,
600546.SH,*STɽú,2003-11-17,1.1552,1.1601,1.1687,1.149,1.1663,180495,1698851,0.0111,0.9615,9.4122,0.4512,378000000,N/A,1039500000,40000000,0,110000000,28.2411,8.5331,0.8658,59.5772,
600546.SH,*STɽú,2003-11-18,1.1663,1.1663,1.1663,1.1478,1.1515,208271,1943097,-0.0148,-1.2698,9.3297,0.5207,373200000,N/A,1026300000,40000000,0,110000000,27.8824,8.4248,0.8548,58.8206,
600546.SH,*STɽú,2003-11-19,1.1515,1.1539,1.1724,1.1478,1.1675,262380,2473183,0.016,1.3934,9.426,0.656,378400000,N/A,1040600000,40000000,0,110000000,28.2709,8.5422,0.8667,59.6402,
600546.SH,*STɽú,2003-11-20,1.1675,1.1724,1.2132,1.1687,1.2082,726374,7077860,0.0407,3.4884,9.7441,1.8159,391600000,N/A,1076900000,40000000,0,110000000,29.2571,8.8401,0.8969,61.7207,
600546.SH,*STɽú,2003-11-21,1.2082,1.207,1.2255,1.1873,1.191,405184,3950207,-0.0173,-1.43,9.7492,1.013,386000000,N/A,1061500000,40000000,0,110000000,28.8388,8.7137,0.8841,60.8381,
600546.SH,*STɽú,2003-11-24,1.191,1.1922,1.2416,1.191,1.2317,612023,6053186,0.0407,3.4197,9.8905,1.5301,399200000,N/A,1097800000,40000000,0,110000000,29.8249,9.0117,0.9143,62.9185,
600546.SH,*STɽú,2003-11-25,1.2317,1.2342,1.2712,1.228,1.2416,988760,10003933,0.0099,0.8016,10.1177,2.4719,402400000,N/A,1106600000,40000000,0,110000000,30.064,9.0839,0.9217,63.4229,
600546.SH,*STɽú,2003-11-26,1.2416,1.2342,1.2465,1.2255,1.2317,402649,4017838,-0.0099,-0.7952,9.9785,1.0066,399200000,N/A,1097800000,40000000,0,110000000,29.8249,9.0117,0.9143,62.9185,
600546.SH,*STɽú,2003-11-27,1.2317,1.228,1.2317,1.1959,1.1984,699921,6860812,-0.0333,-2.7054,9.8023,1.7498,388400000,N/A,1068100000,40000000,0,110000000,29.0181,8.7679,0.8896,61.2163,
600546.SH,*STɽú,2003-11-28,1.1984,1.1996,1.2181,1.1971,1.2095,242507,2368475,0.0111,0.9269,9.7666,0.6063,392000000,N/A,1078000000,40000000,0,110000000,29.287,8.8492,0.8978,61.7837,
600546.SH,*STɽú,2003-12-01,1.2095,1.2082,1.2588,1.2082,1.2564,820234,8251392,0.0469,3.8776,10.0598,2.0506,407200000,N/A,1119800000,40000000,0,110000000,30.4226,9.1923,0.9327,64.1794,
600546.SH,*STɽú,2003-12-02,1.2564,1.249,1.2786,1.249,1.2576,790732,8106933,0.0012,0.0982,10.2524,1.9768,407600000,N/A,1120900000,40000000,0,110000000,30.4525,9.2013,0.9336,64.2425,
600546.SH,*STɽú,2003-12-03,1.2576,1.2564,1.2835,1.2465,1.265,717752,7367873,0.0074,0.5888,10.2652,1.7944,410000000,N/A,1127500000,40000000,0,110000000,30.6318,9.2555,0.9391,64.6208,
600546.SH,*STɽú,2003-12-04,1.265,1.2588,1.2909,1.2539,1.2823,801926,8247518,0.0173,1.3659,10.2846,2.0048,415600000,N/A,1142900000,40000000,0,110000000,31.0502,9.3819,0.9519,65.5034,
600546.SH,*STɽú,2003-12-05,1.2823,1.2823,1.2959,1.2712,1.286,773226,8047444,0.0037,0.2887,10.4076,1.9331,416800000,N/A,1146200000,40000000,0,110000000,31.1399,9.409,0.9546,65.6925,
600546.SH,*STɽú,2003-12-08,1.286,1.2946,1.2959,1.265,1.2712,433401,4475639,-0.0148,-1.1516,10.3268,1.0835,412000000,N/A,1133000000,40000000,0,110000000,30.7813,9.3007,0.9437,64.936,
600546.SH,*STɽú,2003-12-09,1.2712,1.2601,1.2712,1.244,1.2699,343239,3491421,-0.0012,-0.0971,10.172,0.8581,411600000,N/A,1131900000,40000000,0,110000000,30.7514,9.2916,0.9427,64.8729,
600546.SH,*STɽú,2003-12-10,1.2699,1.2712,1.2749,1.2564,1.2687,330569,3395628,-0.0012,-0.0972,10.2721,0.8264,411200000,N/A,1130800000,40000000,0,110000000,30.7215,9.2826,0.9418,64.8099,
600546.SH,*STɽú,2003-12-11,1.2687,1.2712,1.2959,1.2687,1.286,568422,5915576,0.0173,1.3619,10.407,1.4211,416800000,N/A,1146200000,40000000,0,110000000,31.1399,9.409,0.9546,65.6925,
600546.SH,*STɽú,2003-12-12,1.286,1.2835,1.302,1.2712,1.2823,370877,3848453,-0.0037,-0.2879,10.3766,0.9272,415600000,N/A,1142900000,40000000,0,110000000,31.0502,9.3819,0.9519,65.5034,
600546.SH,*STɽú,2003-12-15,1.2823,1.2811,1.286,1.2712,1.2724,218300,2260677,-0.0099,-0.77,10.3558,0.5457,412400000,N/A,1134100000,40000000,0,110000000,30.8111,9.3097,0.9446,64.999,
600546.SH,*STɽú,2003-12-16,1.2724,1.2724,1.2737,1.2379,1.2551,757035,7658965,-0.0173,-1.3579,10.1171,1.8926,406800000,N/A,1118700000,40000000,0,110000000,30.3928,9.1833,0.9317,64.1164,
600546.SH,*STɽú,2003-12-17,1.2551,1.249,1.2588,1.2317,1.2317,702989,7088952,-0.0234,-1.8682,10.084,1.7575,399200000,N/A,1097800000,40000000,0,110000000,29.8249,9.0117,0.9143,62.9185,
600546.SH,*STɽú,2003-12-18,1.2317,1.2329,1.2403,1.2045,1.2132,347892,3442493,-0.0185,-1.503,9.8953,0.8697,393200000,N/A,1081300000,40000000,0,110000000,29.3767,8.8763,0.9006,61.9729,
600546.SH,*STɽú,2003-12-19,1.2132,1.2156,1.2206,1.1601,1.1626,607510,5817250,-0.0506,-4.1709,9.5756,1.5188,376800000,N/A,1036200000,40000000,0,110000000,28.1514,8.506,0.863,59.388,
600546.SH,*STɽú,2003-12-22,1.1626,1.1502,1.2403,1.149,1.2342,1041478,10217941,0.0716,6.1571,9.811,2.6037,400000000,N/A,1100000000,40000000,0,110000000,29.8847,9.0298,0.9162,63.0446,
600546.SH,*STɽú,2003-12-23,1.2342,1.2342,1.2428,1.2095,1.2132,643019,6381087,-0.021,-1.7,9.9236,1.6075,393200000,N/A,1081300000,40000000,0,110000000,29.3767,8.8763,0.9006,61.9729,
600546.SH,*STɽú,2003-12-24,1.2132,1.2317,1.2403,1.207,1.2268,775835,7696377,0.0136,1.119,9.9201,1.9396,397600000,N/A,1093400000,40000000,0,110000000,29.7054,8.9756,0.9107,62.6664,
600546.SH,*STɽú,2003-12-25,1.2268,1.2329,1.2675,1.2317,1.2527,894906,9084049,0.0259,2.1127,10.1508,2.2373,406000000,N/A,1116500000,40000000,0,110000000,30.333,9.1652,0.9299,63.9903,
600546.SH,*STɽú,2003-12-26,1.2527,1.265,1.2983,1.2601,1.2946,2101383,21900385,0.042,3.3498,10.4219,5.2535,419600000,N/A,1153900000,40000000,0,110000000,31.3491,9.4722,0.9611,66.1338,
600546.SH,*STɽú,2003-12-29,1.2946,1.2983,1.302,1.2625,1.2675,887848,9197874,-0.0272,-2.0972,10.3597,2.2196,410800000,N/A,1129700000,40000000,0,110000000,30.6916,9.2736,0.9409,64.7468,
600546.SH,*STɽú,2003-12-30,1.2675,1.2687,1.2798,1.265,1.2712,562231,5793463,0.0037,0.2921,10.3044,1.4056,412000000,N/A,1133000000,40000000,0,110000000,30.7813,9.3007,0.9437,64.936,
600546.SH,*STɽú,2003-12-31,1.2712,1.2712,1.3008,1.2687,1.2737,1076657,11240817,0.0025,0.1942,10.4405,2.6916,412800000,N/A,1135200000,40000000,0,110000000,30.841,9.3187,0.9455,65.0621,
600546.SH,*STɽú,2004-01-02,1.2737,1.2712,1.3033,1.2687,1.2959,742759,7786249,0.0222,1.7442,10.4829,1.8569,420000000,N/A,1155000000,40000000,0,110000000,30.422,2.0887,0.7833,3.6728,
600546.SH,*STɽú,2004-01-05,1.2959,1.2959,1.3391,1.2959,1.328,1369810,14673880,0.0321,2.4762,10.7123,3.4245,430400000,N/A,1183600000,40000000,0,110000000,31.1753,2.1405,0.8027,3.7638,
600546.SH,*STɽú,2004-01-06,1.328,1.328,1.3329,1.2934,1.3144,1132174,12015107,-0.0136,-1.0223,10.6124,2.8304,426000000,N/A,1171500000,40000000,0,110000000,30.8566,2.1186,0.7945,3.7253,
600546.SH,*STɽú,2004-01-07,1.3144,1.3144,1.3563,1.3144,1.3539,2080150,22702273,0.0395,3.0047,10.9138,5.2004,438800000,N/A,1206700000,40000000,0,110000000,31.7837,2.1822,0.8184,3.8372,
600546.SH,*STɽú,2004-01-08,1.3539,1.3637,1.4193,1.3526,1.4032,2635691,29811962,0.0494,3.6463,11.3109,6.5892,454800000,N/A,1250700000,40000000,0,110000000,32.9426,2.2618,0.8482,3.9771,
600546.SH,*STɽú,2004-01-09,1.4032,1.4069,1.418,1.3428,1.3452,1760366,19620993,-0.058,-4.1337,11.146,4.4009,436000000,N/A,1199000000,40000000,0,110000000,31.5809,2.1683,0.8132,3.8127,
600546.SH,*STɽú,2004-01-12,1.3452,1.3329,1.3674,1.328,1.3662,1122041,12267913,0.021,1.5596,10.9336,2.8051,442800000,N/A,1217700000,40000000,0,110000000,32.0734,2.2021,0.8258,3.8722,
600546.SH,*STɽú,2004-01-13,1.3662,1.365,1.3823,1.3341,1.3539,735072,8068829,-0.0123,-0.9033,10.9769,1.8377,438800000,N/A,1206700000,40000000,0,110000000,31.7837,2.1822,0.8184,3.8372,
600546.SH,*STɽú,2004-01-14,1.3539,1.3329,1.3514,1.3317,1.3341,604993,6550158,-0.0197,-1.4585,10.8268,1.5125,432400000,N/A,1189100000,40000000,0,110000000,31.3201,2.1504,0.8064,3.7813,
600546.SH,*STɽú,2004-01-15,1.3341,1.3366,1.3415,1.3181,1.3193,537582,5778124,-0.0148,-1.1101,10.7484,1.344,427600000,N/A,1175900000,40000000,0,110000000,30.9725,2.1265,0.7975,3.7393,
600546.SH,*STɽú,2004-01-16,1.3193,1.3205,1.3452,1.3156,1.3378,553825,5971803,0.0185,1.4032,10.7828,1.3846,433600000,N/A,1192400000,40000000,0,110000000,31.4071,2.1564,0.8087,3.7917,
600546.SH,*STɽú,2004-01-29,1.3378,1.3452,1.3761,1.3428,1.3662,733567,8103590,0.0284,2.1218,11.0468,1.8339,442800000,N/A,1217700000,40000000,0,110000000,32.0734,2.2021,0.8258,3.8722,
600546.SH,*STɽú,2004-01-30,1.3662,1.3749,1.3786,1.3354,1.3378,710092,7806734,-0.0284,-2.0777,10.994,1.7752,433600000,N/A,1192400000,40000000,0,110000000,31.4071,2.1564,0.8087,3.7917,
600546.SH,*STɽú,2004-02-02,1.3378,1.3452,1.3823,1.344,1.3687,1009599,11178697,0.0309,2.3063,11.0724,2.524,443600000,N/A,1219900000,40000000,0,110000000,32.1314,2.2061,0.8273,3.8792,
