´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600800.SH,Ìì½ò´Å¿¨,1993-12-06,N/A,0.8966,1.1995,0.8895,1.1995,28665400,295519000,N/A,N/A,10.3093,122.0324,279061200,N/A,866449611.72,23490000,0,72933469,N/A,17.154,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-07,1.1995,1.2399,1.252,1.1005,1.1126,12686600,148481000,-0.0868,-7.2391,11.7038,54.0085,258859800,N/A,803726828.38,23490000,0,72933469,N/A,15.9122,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-08,1.1126,1.1308,1.1914,1.1116,1.1359,5958900,67735000,0.0232,2.0871,11.367,25.3678,264262500,N/A,820501526.25,23490000,0,72933469,N/A,16.2443,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-09,1.1359,1.1561,1.1742,1.0611,1.1258,3417500,37765000,-0.0101,-0.8889,11.0505,14.5487,261913500,N/A,813208179.35,23490000,0,72933469,N/A,16.0999,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-10,1.1258,1.1288,1.1561,1.0904,1.149,4580100,51337000,0.0232,2.0628,11.2087,19.4981,267316200,N/A,829982877.22,23490000,0,72933469,N/A,16.432,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-13,1.149,1.1692,1.1692,1.1005,1.1187,2158000,24339000,-0.0303,-2.6362,11.2785,9.1869,260269200,N/A,808102836.52,23490000,0,72933469,N/A,15.9988,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-14,1.1187,1.1056,1.1712,1.1005,1.1651,3773300,42466000,0.0464,4.1516,11.2543,16.0634,271074600,N/A,841652232.26,23490000,0,72933469,N/A,16.663,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-15,1.1651,1.1651,1.2358,1.1308,1.2096,9937600,117360000,0.0444,3.8128,11.8097,42.3057,281410200,N/A,873742958.62,23490000,0,72933469,N/A,17.2984,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-16,1.2096,1.2015,1.2086,1.1207,1.1207,5495000,63721000,-0.0888,-7.3456,11.5962,23.3929,260739000,N/A,809561505.9,23490000,0,72933469,N/A,16.0277,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-17,1.1207,1.1227,1.1561,1.0995,1.1136,3826700,42821000,-0.0071,-0.6306,11.1901,16.2908,259094700,N/A,804456163.07,23490000,0,72933469,N/A,15.9266,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-20,1.1136,1.0581,1.0601,0.8683,0.939,4426900,42666000,-0.1747,-15.6845,9.6379,18.8459,218457000,N/A,678281261.7,23490000,0,72933469,N/A,13.4286,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-21,0.939,0.9491,1.05,0.9208,1.045,4742200,47093000,0.106,11.2903,9.9306,20.1882,243121500,N/A,754861404.15,23490000,0,72933469,N/A,14.9447,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-22,1.045,1.042,1.0682,1.0097,1.0117,3810400,38967000,-0.0333,-3.1884,10.2265,16.2214,235369800,N/A,730793359.38,23490000,0,72933469,N/A,14.4682,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-23,1.0117,1.0117,1.0117,1.0117,1.0117,N/A,N/A,0,0,N/A,N/A,235369800,N/A,730793359.38,23490000,0,72933469,N/A,14.4682,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-24,1.0117,1.0208,1.0329,0.9834,0.9895,1316400,13057000,-0.0222,-2.1956,9.9187,5.6041,230202000,N/A,714747996.2,23490000,0,72933469,N/A,14.1506,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-27,0.9895,1.0097,1.0198,0.9915,1.0117,1228500,12253000,0.0222,2.2449,9.974,5.2299,235369800,N/A,730793359.38,23490000,0,72933469,N/A,14.4682,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-28,1.0117,1.0198,1.045,1.0046,1.0066,2297900,23340000,-0.005,-0.499,10.1571,9.7825,234195300,N/A,727146685.93,23490000,0,72933469,N/A,14.396,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-29,1.0066,1.0097,1.0177,0.9693,0.9693,863000,8442000,-0.0374,-3.7111,9.7822,3.6739,225504000,N/A,700161302.4,23490000,0,72933469,N/A,13.8618,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-30,0.9693,0.9592,0.9895,0.941,0.946,592900,5655000,-0.0232,-2.3958,9.5379,2.5241,220101300,N/A,683386604.53,23490000,0,72933469,N/A,13.5297,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1993-12-31,0.946,0.9491,0.9592,0.9289,0.944,647900,6049000,-0.002,-0.2134,9.3363,2.7582,219631500,N/A,681927935.15,23490000,0,72933469,N/A,13.5008,N/A,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-03,0.944,0.945,0.9481,0.9188,0.9198,445900,4117000,-0.0242,-2.5668,9.233,1.8983,213993900,N/A,664423902.59,23490000,0,72933469,88.028,3.8499,6.807,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-04,0.9198,0.9238,0.9309,0.8986,0.8986,654900,5929000,-0.0212,-2.3052,9.0533,2.788,209061000,N/A,649107874.1,23490000,0,72933469,85.9988,3.7611,6.6501,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-05,0.8986,0.8935,0.9319,0.8784,0.9208,786200,7049000,0.0222,2.4719,8.9659,3.347,214228800,N/A,665153237.28,23490000,0,72933469,88.1247,3.8541,6.8145,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-06,0.9208,0.9329,0.9572,0.9137,0.9269,1052600,9753000,0.0061,0.6579,9.2656,4.4811,215638200,N/A,669529245.42,23490000,0,72933469,88.7044,3.8794,6.8593,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-07,0.9269,0.939,0.9582,0.9309,0.939,1031700,9646000,0.0121,1.3072,9.3496,4.3921,218457000,N/A,678281261.7,23490000,0,72933469,89.864,3.9302,6.949,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-10,0.939,0.9541,0.9763,0.9491,0.9592,732200,6977000,0.0202,2.1505,9.5288,3.1171,223155000,N/A,692867955.5,23490000,0,72933469,91.7965,4.0147,7.0984,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-11,0.9592,0.9592,0.9683,0.9339,0.9491,896000,8440000,-0.0101,-1.0526,9.4196,3.8144,220806000,N/A,685574608.6,23490000,0,72933469,90.8302,3.9724,7.0237,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-12,0.9491,0.9592,1.0076,0.9551,0.9895,2205700,21516000,0.0404,4.2553,9.7547,9.39,230202000,N/A,714747996.2,23490000,0,72933469,94.6954,4.1415,7.3226,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-13,0.9895,1.0076,1.0329,0.9773,0.9844,1791100,17849000,-0.005,-0.5102,9.9654,7.6249,229027500,N/A,711101322.75,23490000,0,72933469,94.2122,4.1203,7.2852,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-14,0.9844,0.9804,0.9955,0.8895,0.9168,1697600,15646000,-0.0676,-6.8718,9.2165,7.2269,213289200,N/A,662235898.52,23490000,0,72933469,87.7381,3.8372,6.7846,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-17,0.9168,0.9339,0.944,0.9198,0.9269,508800,4678000,0.0101,1.1013,9.1942,2.166,215638200,N/A,669529245.42,23490000,0,72933469,88.7044,3.8794,6.8593,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-18,0.9269,0.9238,0.9269,0.8935,0.8966,461100,4128000,-0.0303,-3.268,8.9525,1.963,208591200,N/A,647649204.72,23490000,0,72933469,85.8056,3.7527,6.6351,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-19,0.8966,0.8986,0.9127,0.8582,0.8784,438500,3837000,-0.0182,-2.027,8.7503,1.8668,204363000,N/A,634521180.3,23490000,0,72933469,84.0663,3.6766,6.5006,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-20,0.8784,0.8582,0.8683,0.8279,0.8582,432500,3645000,-0.0202,-2.2989,8.4277,1.8412,199665000,N/A,619934486.5,23490000,0,72933469,82.1337,3.5921,6.3512,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-21,0.8582,0.8612,0.8935,0.8532,0.8784,444900,3858000,0.0202,2.3529,8.6716,1.894,204363000,N/A,634521180.3,23490000,0,72933469,84.0663,3.6766,6.5006,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-24,0.8784,0.8986,0.9107,0.8905,0.9087,462800,4127000,0.0303,3.4483,8.9175,1.9702,211410000,N/A,656401221,23490000,0,72933469,86.9651,3.8034,6.7248,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-25,0.9087,0.9097,0.9137,0.8279,0.8592,328600,2908000,-0.0495,-5.4444,8.8497,1.3989,199899900,N/A,620663821.19,23490000,0,72933469,82.2304,3.5963,6.3587,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-26,0.8592,0.8693,0.8956,0.8481,0.8673,346400,2981000,0.0081,0.9401,8.6057,1.4747,201779100,N/A,626498498.71,23490000,0,72933469,83.0034,3.6301,6.4185,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-27,0.8673,0.8673,0.8834,0.8663,0.8784,209100,1819000,0.0111,1.2806,8.6992,0.8902,204363000,N/A,634521180.3,23490000,0,72933469,84.0663,3.6766,6.5006,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-28,0.8784,0.8986,0.8986,0.834,0.8481,281900,2384000,-0.0303,-3.4483,8.4569,1.2001,197316000,N/A,612641139.6,23490000,0,72933469,81.1674,3.5498,6.2765,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-01-31,0.8481,0.8269,0.833,0.8047,0.8148,364200,2936000,-0.0333,-3.9286,8.0615,1.5504,189564300,N/A,588573094.83,23490000,0,72933469,77.9787,3.4104,6.0299,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-01,0.8148,0.8027,0.8138,0.7704,0.7956,191100,1519000,-0.0192,-2.3544,7.9487,0.8135,185101200,N/A,574715735.72,23490000,0,72933469,76.1428,3.3301,5.8879,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-02,0.7956,0.7835,0.8158,0.7835,0.8057,253400,2012000,0.0101,1.269,7.94,1.0788,187450200,N/A,582009082.62,23490000,0,72933469,77.1091,3.3723,5.9627,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-03,0.8057,0.8097,0.836,0.8077,0.8178,483800,3940000,0.0121,1.5038,8.1439,2.0596,190269000,N/A,590761098.9,23490000,0,72933469,78.2686,3.423,6.0523,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-04,0.8178,0.8259,0.8421,0.8077,0.836,423400,3478000,0.0182,2.2222,8.2145,1.8025,194497200,N/A,603889123.32,23490000,0,72933469,80.0079,3.4991,6.1868,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-14,0.836,0.8582,0.8663,0.8097,0.8097,310200,2587000,-0.0263,-3.1401,8.3398,1.3206,188389800,N/A,584926421.38,23490000,0,72933469,77.4956,3.3892,5.9926,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-15,0.8097,0.8057,0.8178,0.7926,0.8077,161500,1288000,-0.002,-0.2494,7.9752,0.6875,187920000,N/A,583467752,23490000,0,72933469,77.3023,3.3808,5.9776,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-16,0.8077,0.8178,0.8208,0.8077,0.8178,83900,678000,0.0101,1.25,8.081,0.3572,190269000,N/A,590761098.9,23490000,0,72933469,78.2686,3.423,6.0523,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-17,0.8178,0.8128,0.8158,0.7976,0.8077,95100,759000,-0.0101,-1.2346,7.9811,0.4049,187920000,N/A,583467752,23490000,0,72933469,77.3023,3.3808,5.9776,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-18,0.8077,0.8077,0.8097,0.7996,0.8037,66200,529000,-0.004,-0.5,7.9909,0.2818,186980400,N/A,580550413.24,23490000,0,72933469,76.9158,3.3639,5.9477,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-21,0.8037,0.7976,0.7976,0.7774,0.7875,97400,759000,-0.0162,-2.0101,7.7926,0.4146,183222000,N/A,568881058.2,23490000,0,72933469,75.3698,3.2963,5.8282,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-22,0.7875,0.7784,0.8108,0.7784,0.7976,141400,1123000,0.0101,1.2821,7.942,0.602,185571000,N/A,576174405.1,23490000,0,72933469,76.3361,3.3385,5.9029,N/A,
600800.SH,Ìì½ò´Å¿¨,1994-02-23,0.7976,0.8057,0.8057,0.7825,0.7825,78600,613000,-0.0151,-1.8987,7.799,0.3346,182047500,N/A,565234384.75,23490000,0,72933469,74.8866,3.2751,5.7908,N/A,
