¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600085.SH,Õ¨» Ã√,1997-06-25,N/A,1.5807,1.6904,1.5342,1.6011,34095500,587851831,N/A,N/A,17.2413,75.7678,774900000,N/A,3444000000,45000000,0,200000000,38.5055,14.9753,6.4082,N/A,
600085.SH,Õ¨» Ã√,1997-06-26,1.6011,1.5788,1.7611,1.5361,1.6932,11213100,201651256,0.0921,5.7491,17.9835,24.918,819450000,N/A,3642000000,45000000,0,200000000,40.7193,15.8362,6.7766,N/A,
600085.SH,Õ¨» Ã√,1997-06-27,1.6932,1.6904,1.7574,1.6281,1.6532,8830500,160882529,-0.04,-2.3613,18.219,19.6233,800100000,N/A,3556000000,45000000,0,200000000,39.7578,15.4623,6.6166,N/A,
600085.SH,Õ¨» Ã√,1997-07-02,1.6532,1.6597,1.7081,1.4877,1.5435,4605700,77620172,-0.1097,-6.6367,16.8531,10.2349,747000000,N/A,3320000000,45000000,0,200000000,37.1192,14.4361,6.1774,N/A,
600085.SH,Õ¨» Ã√,1997-07-03,1.5435,1.5435,1.5491,1.4133,1.4301,3510700,54962828,-0.1134,-7.3494,15.6558,7.8016,692100000,N/A,3076000000,45000000,0,200000000,34.3911,13.3751,5.7234,N/A,
600085.SH,Õ¨» Ã√,1997-07-04,1.4301,1.3947,1.471,1.365,1.4328,1871100,28772449,0.0028,0.1951,15.3773,4.158,693450000,N/A,3082000000,45000000,0,200000000,34.4582,13.4012,5.7346,N/A,
600085.SH,Õ¨» Ã√,1997-07-07,1.4328,1.4319,1.4319,1.2897,1.2897,2038300,29624818,-0.1432,-9.9935,14.5341,4.5296,624150000,N/A,2774000000,45000000,0,200000000,31.0146,12.0619,5.1615,N/A,
600085.SH,Õ¨» Ã√,1997-07-08,1.2897,1.2553,1.3203,1.1911,1.3045,2234100,30348046,0.0149,1.1536,13.584,4.9647,631350000,N/A,2806000000,45000000,0,200000000,31.3724,12.2011,5.221,N/A,
600085.SH,Õ¨» Ã√,1997-07-09,1.3045,1.2924,1.3482,1.2543,1.3352,1720500,24232605,0.0307,2.3521,14.0846,3.8233,646200000,N/A,2872000000,45000000,0,200000000,32.1103,12.4881,5.3439,N/A,
600085.SH,Õ¨» Ã√,1997-07-10,1.3352,1.3352,1.3371,1.2794,1.2831,1334700,18768567,-0.0521,-3.8997,14.062,2.966,621000000,N/A,2760000000,45000000,0,200000000,30.8581,12.0011,5.1355,N/A,
600085.SH,Õ¨» Ã√,1997-07-11,1.2831,1.285,1.3761,1.2831,1.3715,1908700,27447052,0.0883,6.8841,14.38,4.2416,663750000,N/A,2950000000,45000000,0,200000000,32.9824,12.8272,5.489,N/A,
600085.SH,Õ¨» Ã√,1997-07-14,1.3715,1.3761,1.4226,1.3575,1.3957,2229200,33406942,0.0242,1.7627,14.9861,4.9538,675450000,N/A,3002000000,45000000,0,200000000,33.5638,13.0533,5.5857,N/A,
600085.SH,Õ¨» Ã√,1997-07-15,1.3957,1.3947,1.3947,1.3278,1.3622,1672800,24411068,-0.0335,-2.3984,14.5929,3.7173,659250000,N/A,2930000000,45000000,0,200000000,32.7588,12.7403,5.4518,N/A,
600085.SH,Õ¨» Ã√,1997-07-16,1.3622,1.3668,1.4115,1.3203,1.3929,1974300,29336600,0.0307,2.2526,14.8592,4.3873,674100000,N/A,2996000000,45000000,0,200000000,33.4967,13.0273,5.5746,N/A,
