´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600380.SH,½¡¿µÔª,2001-06-08,N/A,4.7987,5.0099,4.4468,4.4564,41003783,1789206466,N/A,N/A,43.6352,58.5768,2925300000,N/A,11328433200,70000000,0,271080000,68.7444,43.9517,16.7147,765.7975,
600380.SH,½¡¿µÔª,2001-06-11,4.4564,4.3722,4.3924,4.2762,4.2772,4655632,188469299,-0.1792,-4.0201,40.482,6.6509,2807700000,N/A,10873018800,70000000,0,271080000,65.9808,42.1848,16.0428,735.0117,
600380.SH,½¡¿µÔª,2001-06-12,4.2772,4.3668,4.4233,4.2772,4.3114,1758985,71542503,0.0341,0.7978,40.6726,2.5128,2830100000,N/A,10959764400,70000000,0,271080000,66.5072,42.5214,16.1708,740.8756,
600380.SH,½¡¿µÔª,2001-06-13,4.3114,4.2922,4.37,4.2879,4.3338,1406260,56915063,0.0224,0.5194,40.4726,2.0089,2844800000,N/A,11016691200,70000000,0,271080000,66.8527,42.7423,16.2547,744.7238,
600380.SH,½¡¿µÔª,2001-06-14,4.3338,4.3338,4.3338,4.1376,4.1376,4378443,173134038,-0.1962,-4.5276,39.5424,6.2549,2716000000,N/A,10517904000,70000000,0,271080000,63.8259,40.8071,15.5188,711.006,
600380.SH,½¡¿µÔª,2001-06-15,4.1376,4.1589,4.2634,4.1376,4.2175,1621271,63790660,0.08,1.933,39.3461,2.3161,2768500000,N/A,10721214000,70000000,0,271080000,65.0596,41.5959,15.8188,724.7497,
600380.SH,½¡¿µÔª,2001-06-18,4.2175,4.2015,4.2015,4.0554,4.0906,1936760,74553101,-0.1269,-3.0088,38.4937,2.7668,2685200000,N/A,10398628800,70000000,0,271080000,63.1021,40.3443,15.3428,702.9431,
600380.SH,½¡¿µÔª,2001-06-19,4.0906,4.1855,4.1855,4.0896,4.1461,572065,22164195,0.0555,1.3556,38.7442,0.8172,2721600000,N/A,10539590400,70000000,0,271080000,63.9575,40.8912,15.5508,712.472,
600380.SH,½¡¿µÔª,2001-06-20,4.1461,4.1589,4.1695,4.0522,4.0736,535650,20643863,-0.0725,-1.749,38.5398,0.7652,2674000000,N/A,10355256000,70000000,0,271080000,62.8389,40.176,15.2788,700.0111,
600380.SH,½¡¿µÔª,2001-06-21,4.0736,4.1162,4.1269,4.0522,4.1109,508309,19493629,0.0373,0.9162,38.35,0.7262,2698500000,N/A,10450134000,70000000,0,271080000,63.4146,40.5441,15.4188,706.4248,
600380.SH,½¡¿µÔª,2001-06-22,4.1109,4.1226,4.1589,4.0949,4.1567,482986,18657786,0.0459,1.1154,38.6301,0.69,2728600000,N/A,10566698400,70000000,0,271080000,64.122,40.9964,15.5908,714.3045,
600380.SH,½¡¿µÔª,2001-06-25,4.1567,4.1909,4.1994,4.1248,4.1642,503095,19603572,0.0075,0.1796,38.9659,0.7187,2733500000,N/A,10585674000,70000000,0,271080000,64.2371,41.07,15.6188,715.5873,
600380.SH,½¡¿µÔª,2001-06-26,4.1642,4.1695,4.177,4.0949,4.1088,608790,23577093,-0.0555,-1.3316,38.7278,0.8697,2697100000,N/A,10444712400,70000000,0,271080000,63.3817,40.5231,15.4108,706.0583,
600380.SH,½¡¿µÔª,2001-06-27,4.1088,4.1077,4.1077,4.0789,4.0842,659309,25299151,-0.0245,-0.5969,38.3722,0.9419,2681000000,N/A,10382364000,70000000,0,271080000,63.0034,40.2812,15.3188,701.8436,
600380.SH,½¡¿µÔª,2001-06-28,4.0842,4.0928,4.1429,4.0821,4.0928,452986,17401333,0.0085,0.2089,38.4147,0.6471,2686600000,N/A,10404050400,70000000,0,271080000,63.135,40.3653,15.3508,703.3096,
600380.SH,½¡¿µÔª,2001-06-29,4.0928,4.1034,4.1034,4.0682,4.0757,601915,23015344,-0.0171,-0.4169,38.2369,0.8599,2675400000,N/A,10360677600,70000000,0,271080000,62.8718,40.1971,15.2868,700.3776,
600380.SH,½¡¿µÔª,2001-07-02,4.0757,4.0928,4.0928,3.9413,3.9723,1996744,74651769,-0.1034,-2.5379,37.3868,2.8525,2607500000,N/A,10097730000,70000000,0,271080000,61.2761,39.1769,14.8989,682.6024,
600380.SH,½¡¿µÔª,2001-07-03,3.9723,3.9669,4.0288,3.9669,3.9893,551019,20647970,0.0171,0.4295,37.4723,0.7872,2618700000,N/A,10141102800,70000000,0,271080000,61.5393,39.3452,14.9628,685.5344,
600380.SH,½¡¿µÔª,2001-07-04,3.9893,3.9904,4.0064,3.9765,3.9904,336290,12581165,0.0011,0.0267,37.4117,0.4804,2619400000,N/A,10143813600,70000000,0,271080000,61.5558,39.3557,14.9668,685.7177,
600380.SH,½¡¿µÔª,2001-07-05,3.9904,3.9893,3.9989,3.9456,3.9989,410410,15284687,0.0085,0.2138,37.2425,0.5863,2625000000,N/A,10165500000,70000000,0,271080000,61.6874,39.4398,14.9988,687.1837,
600380.SH,½¡¿µÔª,2001-07-06,3.9989,3.9989,4.0522,3.9616,4.0224,539157,20312807,0.0235,0.5867,37.6751,0.7702,2640400000,N/A,10225137600,70000000,0,271080000,62.0493,39.6712,15.0868,691.2151,
600380.SH,½¡¿µÔª,2001-07-09,4.0224,4.0192,4.0501,4.0043,4.0107,198424,7489751,-0.0117,-0.2916,37.7462,0.2835,2632700000,N/A,10195318800,70000000,0,271080000,61.8683,39.5555,15.0428,689.1994,
600380.SH,½¡¿µÔª,2001-07-10,4.0107,4.0309,4.0309,4.0075,4.0096,225315,8476616,-0.0011,-0.0266,37.6212,0.3219,2632000000,N/A,10192608000,70000000,0,271080000,61.8519,39.545,15.0388,689.0162,
600380.SH,½¡¿µÔª,2001-07-11,4.0096,4.0096,4.0736,4.0096,4.0288,460870,17475282,0.0192,0.4787,37.918,0.6584,2644600000,N/A,10241402400,70000000,0,271080000,62.148,39.7343,15.1108,692.3146,
600380.SH,½¡¿µÔª,2001-07-12,4.0288,4.0309,4.0309,4.0011,4.016,171416,6453017,-0.0128,-0.3176,37.6454,0.2449,2636200000,N/A,10208872800,70000000,0,271080000,61.9506,39.6081,15.0628,690.1157,
600380.SH,½¡¿µÔª,2001-07-13,4.016,4.016,4.016,3.9563,3.9669,232707,8696966,-0.0491,-1.2215,37.373,0.3324,2604000000,N/A,10084176000,70000000,0,271080000,61.1939,39.1243,14.8789,681.6862,
600380.SH,½¡¿µÔª,2001-07-16,3.9669,3.9627,3.9669,3.8283,3.8656,835300,30539349,-0.1013,-2.5538,36.5609,1.1933,2537500000,N/A,9826650000,70000000,0,271080000,59.6311,38.1252,14.4989,664.2775,
600380.SH,½¡¿µÔª,2001-07-17,3.8656,3.855,3.855,3.679,3.7377,1022181,35970733,-0.128,-3.3103,35.1902,1.4603,2453500000,N/A,9501354000,70000000,0,271080000,57.6571,36.8631,14.0189,642.2877,
600380.SH,½¡¿µÔª,2001-07-18,3.7377,3.743,3.7643,3.679,3.7323,482969,16864843,-0.0053,-0.1427,34.9191,0.69,2450000000,N/A,9487800000,70000000,0,271080000,57.5749,36.8105,13.9989,641.3714,
600380.SH,½¡¿µÔª,2001-07-19,3.7323,3.7515,3.7515,3.7121,3.7398,418000,14615082,0.0075,0.2,34.9643,0.5971,2454900000,N/A,9506775600,70000000,0,271080000,57.69,36.8841,14.0269,642.6542,
600380.SH,½¡¿µÔª,2001-07-20,3.7398,3.7515,3.8038,3.7515,3.7835,493211,17518271,0.0437,1.1691,35.5188,0.7046,2483600000,N/A,9617918400,70000000,0,271080000,58.3645,37.3153,14.1909,650.1674,
600380.SH,½¡¿µÔª,2001-07-23,3.7835,3.7856,3.807,3.7003,3.759,767510,26848382,-0.0245,-0.6483,34.9811,1.0964,2467500000,N/A,9555570000,70000000,0,271080000,57.9861,37.0734,14.0989,645.9526,
600380.SH,½¡¿µÔª,2001-07-24,3.759,3.7217,3.7323,3.6843,3.6993,548914,19057482,-0.0597,-1.5887,34.7185,0.7842,2428300000,N/A,9403765200,70000000,0,271080000,57.0649,36.4845,13.8749,635.6907,
600380.SH,½¡¿µÔª,2001-07-25,3.6993,3.6907,3.7217,3.6129,3.6172,499010,17127464,-0.0821,-2.2197,34.3229,0.7129,2374400000,N/A,9195033600,70000000,0,271080000,55.7983,35.6746,13.567,621.5805,
