¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600299.SH,∞≤µœÀ’,2000-04-20,N/A,6.2736,6.2736,5.5566,5.5638,38449300,619266980,N/A,N/A,16.1061,53.4018,1117440000,N/A,3724800000,72000000,0,240000000,60.6139,16.7708,8.8453,N/A,
600299.SH,∞≤µœÀ’,2000-04-21,5.5638,5.5172,5.5172,5.234,5.3344,9258900,138952111,-0.2294,-4.1237,15.0074,12.8596,1071360000,N/A,3571200000,72000000,0,240000000,58.1143,16.0792,8.4805,N/A,
600299.SH,∞≤µœÀ’,2000-04-24,5.3344,5.2698,5.4132,5.148,5.2089,4479500,65689733,-0.1255,-2.3522,14.6645,6.2215,1046160000,N/A,3487200000,72000000,0,240000000,56.7474,15.701,8.281,N/A,
600299.SH,∞≤µœÀ’,2000-04-25,5.2089,5.2089,5.5351,5.2017,5.3953,5399200,81554676,0.1864,3.5788,15.105,7.4989,1083600000,N/A,3612000000,72000000,0,240000000,58.7783,16.2629,8.5774,N/A,
600299.SH,∞≤µœÀ’,2000-04-26,5.3953,5.3774,5.4706,5.2627,5.2949,2127600,31674770,-0.1004,-1.8605,14.8876,2.955,1063440000,N/A,3544800000,72000000,0,240000000,57.6847,15.9603,8.4178,N/A,
600299.SH,∞≤µœÀ’,2000-04-27,5.2949,5.2698,5.3523,5.1981,5.2447,2181700,31904741,-0.0502,-0.9479,14.6238,3.0301,1053360000,N/A,3511200000,72000000,0,240000000,57.1379,15.809,8.338,N/A,
600299.SH,∞≤µœÀ’,2000-04-28,5.2447,5.2663,5.5387,5.2161,5.4491,4594200,69454418,0.2043,3.8961,15.1178,6.3808,1094400000,N/A,3648000000,72000000,0,240000000,59.3641,16.425,8.6629,N/A,
600299.SH,∞≤µœÀ’,2000-05-08,5.4491,5.4778,5.6893,5.3738,5.6247,4700900,72843962,0.1757,3.2237,15.4957,6.529,1129680000,N/A,3765600000,72000000,0,240000000,61.2778,16.9545,8.9421,N/A,
600299.SH,∞≤µœÀ’,2000-05-09,5.6247,5.6463,5.9402,5.5208,5.6785,8461900,136179301,0.0538,0.956,16.0932,11.7526,1140480000,N/A,3801600000,72000000,0,240000000,61.8636,17.1166,9.0276,N/A,
600299.SH,∞≤µœÀ’,2000-05-10,5.6785,5.6642,5.6821,5.4957,5.5208,3235700,50405758,-0.1577,-2.7778,15.578,4.494,1108800000,N/A,3696000000,72000000,0,240000000,60.1452,16.6411,8.7769,N/A,
600299.SH,∞≤µœÀ’,2000-05-11,5.5208,5.5029,5.5566,5.2519,5.3164,2552100,38170738,-0.2043,-3.7013,14.9566,3.5446,1067760000,N/A,3559200000,72000000,0,240000000,57.9191,16.0252,8.452,N/A,
600299.SH,∞≤µœÀ’,2000-05-12,5.3164,5.3774,5.5674,5.3093,5.4563,3189500,48574845,0.1398,2.6298,15.2296,4.4299,1095840000,N/A,3652800000,72000000,0,240000000,59.4422,16.4466,8.6743,N/A,
