¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603398.SH,∞Ó±¶“Ê÷«,2015-12-09,N/A,9.1249,9.1249,9.1249,9.1249,11200,225344,N/A,N/A,20.12,0.0467,482880000,N/A,1931520000,24000000,0,96000000,32.8518,10.0074,6.4648,-753.2422,
603398.SH,∞Ó±¶“Ê÷«,2015-12-10,9.1249,10.0364,10.0364,10.0364,10.0364,8000,177040,0.9116,9.9901,22.13,0.0333,531120000,N/A,2124480000,24000000,0,96000000,36.1337,11.0071,7.1106,-828.4915,
603398.SH,∞Ó±¶“Ê÷«,2015-12-11,10.0364,11.0387,11.0387,11.0387,11.0387,6000,146040,1.0023,9.9864,24.34,0.025,584160000,N/A,2336640000,24000000,0,96000000,39.7422,12.1064,7.8207,-911.2284,
603398.SH,∞Ó±¶“Ê÷«,2015-12-14,11.0387,12.1408,12.1408,12.1408,12.1408,22600,605002,1.1021,9.9836,26.77,0.0942,642480000,N/A,2569920000,24000000,0,96000000,43.7099,13.315,8.6015,-1002.2015,
603398.SH,∞Ó±¶“Ê÷«,2015-12-15,12.1408,13.3562,13.3562,13.3562,13.3562,20400,600780,1.2154,10.0112,29.45,0.085,706800000,N/A,2827200000,24000000,0,96000000,48.0858,14.648,9.4626,-1102.5339,
603398.SH,∞Ó±¶“Ê÷«,2015-12-16,13.3562,14.6941,14.6941,14.6941,14.6941,16800,544320,1.3379,10.017,32.4,0.07,777600000,N/A,3110400000,24000000,0,96000000,52.9025,16.1153,10.4105,-1212.9745,
603398.SH,∞Ó±¶“Ê÷«,2015-12-17,14.6941,16.1635,16.1635,16.1635,16.1635,12000,427680,1.4694,10,35.64,0.05,855360000,N/A,3421440000,24000000,0,96000000,58.1928,17.7268,11.4515,-1334.272,
603398.SH,∞Ó±¶“Ê÷«,2015-12-18,16.1635,17.7781,17.7781,17.7781,17.7781,50100,1963920,1.6145,9.9888,39.2,0.2087,940800000,N/A,3763200000,24000000,0,96000000,64.0055,19.4975,12.5954,-1467.5494,
603398.SH,∞Ó±¶“Ê÷«,2015-12-21,17.7781,19.5559,19.5559,19.5559,19.5559,28500,1228920,1.7778,10,43.12,0.1187,1034880000,N/A,4139520000,24000000,0,96000000,70.4061,21.4473,13.855,-1614.3043,
603398.SH,∞Ó±¶“Ê÷«,2015-12-22,19.5559,21.5106,21.5106,21.5106,21.5106,34300,1626849,1.9547,9.9954,47.43,0.1429,1138320000,N/A,4553280000,24000000,0,96000000,77.4434,23.591,15.2398,-1775.6599,
603398.SH,∞Ó±¶“Ê÷«,2015-12-23,21.5106,23.6603,23.6603,23.6603,23.6603,178100,9291477,2.1497,9.9937,52.17,0.7421,1252080000,N/A,5008320000,24000000,0,96000000,85.1829,25.9486,16.7628,-1953.1136,
603398.SH,∞Ó±¶“Ê÷«,2015-12-24,23.6603,26.0276,26.0276,26.0276,26.0276,140482,8062262,2.3674,10.0058,57.39,0.5853,1377360000,N/A,5509440000,24000000,0,96000000,93.706,28.545,18.4401,-2148.5374,
603398.SH,∞Ó±¶“Ê÷«,2015-12-25,26.0276,28.6309,28.6309,28.6309,28.6309,86600,5467058,2.6032,10.0017,63.13,0.3608,1515120000,N/A,6060480000,24000000,0,96000000,103.0783,31.3999,20.2844,-2363.4285,
603398.SH,∞Ó±¶“Ê÷«,2015-12-28,28.6309,31.4926,31.4926,31.4926,31.4926,150363,10441207,2.8617,9.9952,69.44,0.6265,1666560000,N/A,6666240000,24000000,0,96000000,113.3812,34.5385,22.3119,-2599.6589,
603398.SH,∞Ó±¶“Ê÷«,2015-12-29,31.4926,34.64,34.64,34.64,34.64,235047,17952890,3.1474,9.9942,76.38,0.9794,1833120000,N/A,7332480000,24000000,0,96000000,124.7128,37.9903,24.5418,-2859.4751,
603398.SH,∞Ó±¶“Ê÷«,2015-12-30,34.64,38.1049,38.1049,38.1049,38.1049,303182,25473352,3.4649,10.0026,84.02,1.2633,2016480000,N/A,8065920000,24000000,0,96000000,137.1873,41.7903,26.9966,-3145.4976,
603398.SH,∞Ó±¶“Ê÷«,2015-12-31,38.1049,40.758,41.9145,39.7558,41.9145,17017064,1541062327,3.8096,9.9976,90.5598,70.9044,2218080000,N/A,8872320000,24000000,0,96000000,150.9028,45.9684,29.6956,-3459.9724,
603398.SH,∞Ó±¶“Ê÷«,2016-01-04,41.9145,40.3635,46.1051,40.3181,46.1051,9525617,939375861,4.1905,9.9978,98.6157,39.6901,2439840000,N/A,9759360000,24000000,0,96000000,147.4815,18.0766,31.5371,33.8538,
603398.SH,∞Ó±¶“Ê÷«,2016-01-05,46.1051,46.7173,50.7174,43.3204,50.7174,15318355,1599021638,4.6123,10.0039,104.386,63.8265,2683920000,N/A,10735680000,24000000,0,96000000,162.2355,19.885,34.692,37.2406,
603398.SH,∞Ó±¶“Ê÷«,2016-01-06,50.7174,51.248,55.7878,50.731,55.7878,8171046,952929225,5.0704,9.9973,116.6227,34.046,2952240000,N/A,11808960000,24000000,0,96000000,178.4547,21.873,38.1603,40.9636,
603398.SH,∞Ó±¶“Ê÷«,2016-01-07,55.7878,58.5542,59.7289,50.2094,50.5178,4986402,619711597,-5.2699,-9.4464,124.2803,20.7767,2673360000,N/A,10693440000,24000000,0,96000000,161.5972,19.8067,34.5555,37.094,
603398.SH,∞Ó±¶“Ê÷«,2016-01-08,50.5178,52.0371,54.1959,45.4656,45.4928,14183255,1547872932,-5.025,-9.947,109.1338,59.0969,2407440000,N/A,9629760000,24000000,0,96000000,145.523,17.8366,31.1183,33.4043,
603398.SH,∞Ó±¶“Ê÷«,2016-01-11,45.4928,42.1776,44.8443,40.944,41.3839,11083835,1028670402,-4.1089,-9.032,92.8082,46.1826,2190000000,N/A,8760000000,24000000,0,96000000,132.3794,16.2256,28.3077,30.3872,
603398.SH,∞Ó±¶“Ê÷«,2016-01-12,41.3839,42.037,45.5246,41.0936,42.0687,12415883,1198683122,0.6848,1.6548,96.5443,51.7328,2226240000,N/A,8904960000,24000000,0,96000000,134.57,16.4941,28.7761,30.8901,
603398.SH,∞Ó±¶“Ê÷«,2016-01-13,42.0687,40.4134,43.0846,37.86,40.309,10465769,919453116,-1.7597,-4.1828,87.8534,43.6074,2133120000,N/A,8532480000,24000000,0,96000000,128.9412,15.8041,27.5724,29.598,
603398.SH,∞Ó±¶“Ê÷«,2016-01-14,40.309,38.6854,42.8578,38.1004,41.6243,9810934,877818961,1.3152,3.2628,89.4735,40.8789,2202720000,N/A,8810880000,24000000,0,96000000,133.1483,16.3198,28.4721,30.5637,
603398.SH,∞Ó±¶“Ê÷«,2016-01-15,41.6243,40.1367,42.3363,38.0959,38.7852,9276238,813529542,-2.839,-6.8207,87.7004,38.651,2052480000,N/A,8209920000,24000000,0,96000000,124.0667,15.2067,26.5301,28.4791,
603398.SH,∞Ó±¶“Ê÷«,2016-01-18,38.7852,36.7852,42.6628,36.3317,41.91,11506697,1042725243,3.1248,8.0566,90.619,47.9446,2217840000,N/A,8871360000,24000000,0,96000000,134.0622,16.4318,28.6675,30.7735,
603398.SH,∞Ó±¶“Ê÷«,2016-01-19,41.91,40.817,43.6379,39.9326,42.5812,11139425,1026383729,0.6712,1.6016,92.1397,46.4143,2253360000,N/A,9013440000,24000000,0,96000000,136.2093,16.695,29.1267,31.2664,
603398.SH,∞Ó±¶“Ê÷«,2016-01-20,42.5812,42.164,44.3545,40.3725,40.6719,8846269,826608241,-1.9093,-4.484,93.4415,36.8595,2152320000,N/A,8609280000,24000000,0,96000000,130.1017,15.9464,27.8206,29.8644,
603398.SH,∞Ó±¶“Ê÷«,2016-01-21,40.6719,39.5063,39.9916,36.6038,36.6038,6977300,587973111,-4.0681,-10.0022,84.2694,29.0721,1937040000,N/A,7748160000,24000000,0,96000000,117.0887,14.3514,25.0379,26.8773,
603398.SH,∞Ó±¶“Ê÷«,2016-01-22,36.6038,36.6899,37.9326,34.0142,37.1435,7800297,625442971,0.5397,1.4744,80.1819,32.5012,1965600000,N/A,7862400000,24000000,0,96000000,118.815,14.563,25.4071,27.2736,
603398.SH,∞Ó±¶“Ê÷«,2016-01-25,37.1435,37.9825,38.3136,36.0323,37.2024,6285580,517605856,0.059,0.1587,82.3481,26.1899,1968720000,N/A,7874880000,24000000,0,96000000,119.0036,14.5861,25.4474,27.3169,
