¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603008.SH,œ≤¡Ÿ√≈,2012-07-17,N/A,7.4338,7.6278,7.1817,7.5373,18233729,208726820,N/A,N/A,11.4473,34.7309,612150000,N/A,2448600000,52500000,0,210000000,27.866,7.379,2.9211,-35.4919,
603008.SH,œ≤¡Ÿ√≈,2012-07-18,7.5373,7.3692,7.3692,6.8133,7.0007,10897179,118230480,-0.5365,-7.1184,10.8496,20.7565,568575000,N/A,2274300000,52500000,0,210000000,25.8824,6.8538,2.7132,-32.9655,
603008.SH,œ≤¡Ÿ√≈,2012-07-19,7.0007,6.8714,7.214,6.8714,7.0201,8311175,90854543,0.0194,0.277,10.9316,15.8308,570150000,N/A,2280600000,52500000,0,210000000,25.9541,6.8727,2.7207,-33.0568,
603008.SH,œ≤¡Ÿ√≈,2012-07-20,7.0201,6.949,7.0072,6.8003,6.8391,4286864,45602830,-0.181,-2.5783,10.6378,8.1655,555450000,N/A,2221800000,52500000,0,210000000,25.2849,6.6955,2.6505,-32.2045,
603008.SH,œ≤¡Ÿ√≈,2012-07-23,6.8391,6.7616,6.8197,6.6646,6.8003,2772880,28901073,-0.0388,-0.5671,10.4228,5.2817,552300000,N/A,2209200000,52500000,0,210000000,25.1415,6.6576,2.6355,-32.0219,
603008.SH,œ≤¡Ÿ√≈,2012-07-24,6.8003,6.7228,6.949,6.7098,6.8714,2709200,28801326,0.0711,1.0456,10.6309,5.1604,558075000,N/A,2232300000,52500000,0,210000000,25.4044,6.7272,2.6631,-32.3567,
603008.SH,œ≤¡Ÿ√≈,2012-07-25,6.8714,6.8456,7.0718,6.7874,6.8973,3232697,34732631,0.0259,0.3763,10.7442,6.1575,560175000,N/A,2240700000,52500000,0,210000000,25.5,6.7525,2.6731,-32.4784,
603008.SH,œ≤¡Ÿ√≈,2012-07-26,6.8973,6.8327,6.9684,6.7357,6.7939,3254123,34453057,-0.1034,-1.4995,10.5875,6.1983,551775000,N/A,2207100000,52500000,0,210000000,25.1176,6.6512,2.633,-31.9914,
603008.SH,œ≤¡Ÿ√≈,2012-07-27,6.7939,6.8197,6.8844,6.7551,6.8585,1873391,19758176,0.0646,0.9515,10.5467,3.5684,557025000,N/A,2228100000,52500000,0,210000000,25.3566,6.7145,2.6581,-32.2958,
603008.SH,œ≤¡Ÿ√≈,2012-07-30,6.8585,6.8521,6.8908,6.7551,6.7939,1853381,19547806,-0.0646,-0.9425,10.5471,3.5302,551775000,N/A,2207100000,52500000,0,210000000,25.1176,6.6512,2.633,-31.9914,
