´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
601018.SH,Äþ²¨¸Û,2010-09-28,N/A,3.251,3.2772,3.0937,3.1199,326372968,1190050713,N/A,N/A,3.6463,29.6703,3927000000,N/A,45696000000,1100000000,0,12800000000,25.1267,3.1614,9.3472,-273.9256,
601018.SH,Äþ²¨¸Û,2010-09-29,3.1199,3.0151,3.0937,2.9976,3.0325,115421292,401337454,-0.0874,-2.8011,3.4772,10.4928,3817000000,N/A,44416000000,1100000000,0,12800000000,24.4229,3.0728,9.0854,-266.2527,
601018.SH,Äþ²¨¸Û,2010-09-30,3.0325,3.0325,3.1112,3.0151,3.1024,76494243,269854247,0.0699,2.3055,3.5278,6.954,3905000000,N/A,45440000000,1100000000,0,12800000000,24.986,3.1437,9.2948,-272.391,
601018.SH,Äþ²¨¸Û,2010-10-08,3.1024,3.1112,3.1986,3.0762,3.1374,128202491,461577104,0.035,1.1268,3.6004,11.6548,3949000000,N/A,45952000000,1100000000,0,12800000000,25.2675,3.1791,9.3995,-275.4602,
601018.SH,Äþ²¨¸Û,2010-10-11,3.1374,3.1374,3.2598,3.1199,3.251,183771870,672264037,0.1136,3.6212,3.6581,16.7065,4092000000,N/A,47616000000,1100000000,0,12800000000,26.1825,3.2942,9.7399,-285.4351,
601018.SH,Äþ²¨¸Û,2010-10-12,3.251,3.2335,3.251,3.1811,3.2161,105058337,386490713,-0.035,-1.0753,3.6788,9.5508,4048000000,N/A,47104000000,1100000000,0,12800000000,25.9009,3.2588,9.6352,-282.3659,
601018.SH,Äþ²¨¸Û,2010-10-13,3.2161,3.2073,3.2423,3.1461,3.2248,92866667,339165322,0.0087,0.2717,3.6522,8.4424,4059000000,N/A,47232000000,1100000000,0,12800000000,25.9713,3.2677,9.6614,-283.1332,
601018.SH,Äþ²¨¸Û,2010-10-14,3.2248,3.2335,3.3646,3.2073,3.2598,269133898,1011656338,0.035,1.084,3.7589,24.4667,4103000000,N/A,47744000000,1100000000,0,12800000000,26.2528,3.3031,9.7661,-286.2024,
601018.SH,Äþ²¨¸Û,2010-10-15,3.2598,3.251,3.3384,3.2073,3.3209,232780931,874536971,0.0612,1.8767,3.7569,21.1619,4180000000,N/A,48640000000,1100000000,0,12800000000,26.7455,3.3651,9.9494,-291.5735,
601018.SH,Äþ²¨¸Û,2010-10-18,3.3209,3.4083,3.653,3.3646,3.653,405817920,1653685727,0.3321,10,4.0749,36.8925,4598000000,N/A,53504000000,1100000000,0,12800000000,29.4201,3.7016,10.9443,-320.7309,
