測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
600660.SH,腦珓產薛,1993-06-10,N/A,0.635,0.6373,0.5159,0.5723,2094400,85801000,N/A,N/A,40.9669,18.0608,464435820,N/A,2290459500,11596400,0,57190000,N/A,20.3849,N/A,N/A,
600660.SH,腦珓產薛,1993-06-11,0.5723,0.583,0.5942,0.5401,0.5873,1796600,72599000,0.015,2.6217,40.4091,15.4927,476612040,N/A,2350509000,11596400,0,57190000,N/A,20.9193,N/A,N/A,
600660.SH,腦珓產薛,1993-06-14,0.5873,0.5973,0.5973,0.5576,0.5587,295900,11762000,-0.0286,-4.8662,39.7499,2.5517,453419240,N/A,2236129000,11596400,0,57190000,N/A,19.9013,N/A,N/A,
600660.SH,腦珓產薛,1993-06-15,0.5587,0.5473,0.55,0.5313,0.5327,236600,8914000,-0.026,-4.6547,37.6754,2.0403,432313792,N/A,2132043200,11596400,0,57190000,N/A,18.975,N/A,N/A,
600660.SH,腦珓產薛,1993-06-16,0.5327,0.5316,0.5499,0.5273,0.5379,277300,10418000,0.0051,0.9657,37.5694,2.3913,436488496,N/A,2152631600,11596400,0,57190000,N/A,19.1582,N/A,N/A,
600660.SH,腦珓產薛,1993-06-17,0.5379,0.5373,0.5433,0.5373,0.5416,140100,5305000,0.0037,0.6908,37.8658,1.2081,439503560,N/A,2167501000,11596400,0,57190000,N/A,19.2906,N/A,N/A,
600660.SH,腦珓產薛,1993-06-18,0.5416,0.543,0.5787,0.538,0.5702,584200,23179000,0.0286,5.277,39.6765,5.0378,462696360,N/A,2281881000,11596400,0,57190000,N/A,20.3085,N/A,N/A,
600660.SH,腦珓產薛,1993-06-21,0.5702,0.5301,0.5494,0.5287,0.5329,327900,12279000,-0.0373,-6.5414,37.4474,2.8276,432429756,N/A,2132615100,11596400,0,57190000,N/A,18.9801,N/A,N/A,
600660.SH,腦珓產薛,1993-06-22,0.5329,0.597,0.5985,0.5433,0.5499,362600,14124000,0.017,3.1912,38.952,3.1268,446229472,N/A,2200671200,11596400,0,57190000,N/A,19.5858,N/A,N/A,
600660.SH,腦珓產薛,1993-06-23,0.5499,0.5516,0.5516,0.5374,0.5419,113200,4304000,-0.008,-1.4553,38.0212,0.9762,439735488,N/A,2168644800,11596400,0,57190000,N/A,19.3007,N/A,N/A,
600660.SH,腦珓產薛,1993-06-24,0.5419,0.543,0.5433,0.5251,0.5286,130800,4868000,-0.0133,-2.4525,37.2171,1.1279,428950836,N/A,2115458100,11596400,0,57190000,N/A,18.8274,N/A,N/A,
600660.SH,腦珓產薛,1993-06-25,0.5286,0.527,0.5573,0.5266,0.5389,320000,12041000,0.0103,1.9465,37.6281,2.7595,437300244,N/A,2156634900,11596400,0,57190000,N/A,19.1939,N/A,N/A,
600660.SH,腦珓產薛,1993-06-28,0.5389,0.5144,0.5483,0.5144,0.5294,210100,5202000,-0.0094,-1.7502,24.7596,1.2078,429646620,N/A,2118889500,17394600,0,85785000,N/A,18.8579,N/A,N/A,
600660.SH,腦珓產薛,1993-06-29,0.5294,0.5294,0.5507,0.5251,0.5444,688700,17453000,0.015,2.834,25.3419,3.9593,441822840,N/A,2178939000,17394600,0,85785000,N/A,19.3924,N/A,N/A,
600660.SH,腦珓產薛,1993-06-30,0.5444,0.5519,0.5519,0.5219,0.5294,527600,13240000,-0.015,-2.7559,25.0948,3.0331,429646620,N/A,2118889500,17394600,0,85785000,N/A,18.8579,N/A,N/A,
600660.SH,腦珓產薛,1993-07-01,0.5294,0.5316,0.5337,0.5166,0.5337,305900,7452000,0.0043,0.8097,24.3609,1.7586,433125540,N/A,2136046500,17394600,0,85785000,N/A,19.0106,N/A,N/A,
600660.SH,腦珓產薛,1993-07-02,0.5337,0.5335,0.5359,0.5209,0.523,287000,7067000,-0.0107,-2.008,24.6237,1.6499,424428240,N/A,2093154000,17394600,0,85785000,N/A,18.6289,N/A,N/A,
600660.SH,腦珓產薛,1993-07-05,0.523,0.5311,0.5333,0.5037,0.5037,388800,9302000,-0.0193,-3.6885,23.9249,2.2352,408773100,N/A,2015947500,17394600,0,85785000,N/A,17.9418,N/A,N/A,
600660.SH,腦珓產薛,1993-07-06,0.5037,0.5037,0.5037,0.4518,0.4523,690800,15012000,-0.0514,-10.2128,21.7313,3.9713,367026060,N/A,1810063500,17394600,0,85785000,N/A,16.1094,N/A,N/A,
600660.SH,腦珓產薛,1993-07-07,0.4523,0.448,0.4758,0.4405,0.4758,938800,20229000,0.0236,5.2133,21.5477,5.3971,386160120,N/A,1904427000,17394600,0,85785000,N/A,16.9492,N/A,N/A,
600660.SH,腦珓產薛,1993-07-08,0.4758,0.4758,0.4758,0.4758,0.4758,N/A,N/A,0,0,N/A,N/A,386160120,N/A,1904427000,17394600,0,85785000,N/A,16.9492,N/A,N/A,
600660.SH,腦珓產薛,1993-07-09,0.4758,0.4758,0.4823,0.4407,0.4446,685900,14498000,-0.0313,-6.5766,21.1372,3.9432,360764004,N/A,1779180900,17394600,0,85785000,N/A,15.8345,N/A,N/A,
600660.SH,腦珓產薛,1993-07-12,0.4446,0.4351,0.4566,0.4276,0.4491,1739300,35650000,0.0045,1.0125,20.4968,9.9991,364416870,N/A,1797195750,17394600,0,85785000,N/A,15.9949,N/A,N/A,
600660.SH,腦珓產薛,1993-07-13,0.4491,0.4523,0.4716,0.439,0.4572,1140400,24291000,0.0081,1.8138,21.3004,6.5561,371026818,N/A,1829794050,17394600,0,85785000,N/A,16.285,N/A,N/A,
600660.SH,腦珓產薛,1993-07-14,0.4572,0.4604,0.4608,0.434,0.4351,447300,9285000,-0.0221,-4.8289,20.7579,2.5715,353110380,N/A,1741435500,17394600,0,85785000,N/A,15.4986,N/A,N/A,
600660.SH,腦珓產薛,1993-07-15,0.4351,0.4351,0.4443,0.4325,0.4394,360200,7355000,0.0043,0.9852,20.4192,2.0708,356589300,N/A,1758592500,17394600,0,85785000,N/A,15.6513,N/A,N/A,
600660.SH,腦珓產薛,1993-07-16,0.4394,0.4437,0.4437,0.4351,0.4355,264200,5401000,-0.0039,-0.878,20.4428,1.5189,353458272,N/A,1743151200,17394600,0,85785000,N/A,15.5139,N/A,N/A,
600660.SH,腦珓產薛,1993-07-19,0.4355,0.4394,0.4437,0.4308,0.4319,211600,4335000,-0.0036,-0.8366,20.4868,1.2165,350501190,N/A,1728567750,17394600,0,85785000,N/A,15.3841,N/A,N/A,
600660.SH,腦珓產薛,1993-07-20,0.4319,0.4332,0.4392,0.4203,0.4259,394300,7914000,-0.006,-1.3896,20.071,2.2668,345630702,N/A,1704547950,17394600,0,85785000,N/A,15.1703,N/A,N/A,
600660.SH,腦珓產薛,1993-07-21,0.4259,0.4265,0.4319,0.4265,0.4287,166400,3329000,0.0028,0.6543,20.006,0.9566,347892000,N/A,1715700000,17394600,0,85785000,N/A,15.2696,N/A,N/A,
600660.SH,腦珓產薛,1993-07-22,0.4287,0.4287,0.4325,0.425,0.4321,149100,2986000,0.0034,0.8,20.0268,0.8572,350675136,N/A,1729425600,17394600,0,85785000,N/A,15.3917,N/A,N/A,
600660.SH,腦珓產薛,1993-07-23,0.4321,0.433,0.434,0.4291,0.4308,164000,3301000,-0.0013,-0.2976,20.128,0.9428,349631460,N/A,1724278500,17394600,0,85785000,N/A,15.3459,N/A,N/A,
600660.SH,腦珓產薛,1993-07-26,0.4308,0.4283,0.4283,0.4133,0.4163,266400,5211000,-0.0146,-3.3831,19.5608,1.5315,337803132,N/A,1665944700,17394600,0,85785000,N/A,14.8268,N/A,N/A,
600660.SH,腦珓產薛,1993-07-27,0.4163,0.4158,0.4261,0.4096,0.4225,350600,6824000,0.0062,1.4933,19.4638,2.0156,342847566,N/A,1690822350,17394600,0,85785000,N/A,15.0482,N/A,N/A,
600660.SH,腦珓產薛,1993-07-28,0.4225,0.4244,0.4587,0.4201,0.4343,650500,13216000,0.0118,2.7905,20.3167,3.7397,352414596,N/A,1738004100,17394600,0,85785000,N/A,15.4681,N/A,N/A,
600660.SH,腦珓產薛,1993-07-29,0.4343,0.4375,0.4394,0.43,0.4345,247600,5019000,0.0002,0.0494,20.2706,1.4234,352588542,N/A,1738861950,17394600,0,85785000,N/A,15.4757,N/A,N/A,
600660.SH,腦珓產薛,1993-07-30,0.4345,0.4392,0.4823,0.4386,0.4673,2186300,46600000,0.0328,7.5481,21.3145,12.5688,379202280,N/A,1870113000,17394600,0,85785000,N/A,16.6438,N/A,N/A,
600660.SH,腦珓產薛,1993-08-02,0.4673,0.478,0.4883,0.4353,0.4437,1724900,37319000,-0.0236,-5.0459,21.6355,9.9163,360068220,N/A,1775749500,17394600,0,85785000,N/A,15.804,N/A,N/A,
600660.SH,腦珓產薛,1993-08-03,0.4437,0.4375,0.4501,0.4373,0.4377,455800,9416000,-0.006,-1.3527,20.6582,2.6204,355197732,N/A,1751729700,17394600,0,85785000,N/A,15.5902,N/A,N/A,
600660.SH,腦珓產薛,1993-08-04,0.4377,0.4394,0.4598,0.434,0.4538,395900,8196000,0.0161,3.6729,20.7022,2.276,368243682,N/A,1816068450,17394600,0,85785000,N/A,16.1628,N/A,N/A,
600660.SH,腦珓產薛,1993-08-05,0.4538,0.4396,0.4587,0.4396,0.4491,428900,9067000,-0.0047,-1.0392,21.1401,2.4657,364416870,N/A,1797195750,17394600,0,85785000,N/A,15.9949,N/A,N/A,
600660.SH,腦珓產薛,1993-08-06,0.4491,0.4491,0.4544,0.4458,0.448,291000,6122000,-0.0011,-0.2387,21.0378,1.6729,363547140,N/A,1792906500,17394600,0,85785000,N/A,15.9567,N/A,N/A,
600660.SH,腦珓產薛,1993-08-09,0.448,0.4491,0.4668,0.4491,0.4621,612600,13095000,0.0141,3.1579,21.3761,3.5218,375027576,N/A,1849524600,17394600,0,85785000,N/A,16.4606,N/A,N/A,
600660.SH,腦珓產薛,1993-08-10,0.4621,0.4711,0.4754,0.4478,0.4478,695100,15005000,-0.0144,-3.1076,21.5868,3.9961,363373194,N/A,1792048650,17394600,0,85785000,N/A,15.9491,N/A,N/A,
600660.SH,腦珓產薛,1993-08-11,0.4478,0.4482,0.4516,0.4448,0.4501,207600,4342000,0.0024,0.5266,20.9152,1.1935,365286600,N/A,1801485000,17394600,0,85785000,N/A,16.0331,N/A,N/A,
600660.SH,腦珓產薛,1993-08-12,0.4501,0.4608,0.4705,0.4568,0.4675,639800,13807000,0.0174,3.8571,21.5802,3.6782,379376226,N/A,1870970850,17394600,0,85785000,N/A,16.6515,N/A,N/A,
600660.SH,腦珓產薛,1993-08-13,0.4675,0.4716,0.4904,0.4696,0.4844,1520600,34071000,0.0169,3.6222,22.4063,8.7418,393117960,N/A,1938741000,17394600,0,85785000,N/A,17.2546,N/A,N/A,
600660.SH,腦珓產薛,1993-08-16,0.4844,0.4951,0.5335,0.4909,0.5316,1767300,41736000,0.0472,9.7345,23.6157,10.16,431386080,N/A,2127468000,17394600,0,85785000,N/A,18.9343,N/A,N/A,
600660.SH,腦珓產薛,1993-08-17,0.5316,0.5352,0.5376,0.4956,0.4992,1690600,40504000,-0.0324,-6.0887,23.9584,9.7191,405120234,N/A,1997932650,17394600,0,85785000,N/A,17.7814,N/A,N/A,
600660.SH,腦珓產薛,1993-08-18,0.4992,0.4973,0.5059,0.4803,0.484,629900,14530000,-0.0152,-3.0485,23.0672,3.6212,392770068,N/A,1937025300,17394600,0,85785000,N/A,17.2393,N/A,N/A,
600660.SH,腦珓產薛,1993-08-19,0.484,0.4848,0.4973,0.4844,0.4887,432400,9917000,0.0047,0.9743,22.9348,2.4858,396596880,N/A,1955898000,17394600,0,85785000,N/A,17.4073,N/A,N/A,
600660.SH,腦珓產薛,1993-08-20,0.4887,0.4924,0.4949,0.4675,0.4705,419000,9308000,-0.0182,-3.7281,22.2148,2.4088,381811470,N/A,1882980750,17394600,0,85785000,N/A,16.7584,N/A,N/A,
600660.SH,腦珓產薛,1993-08-23,0.4705,0.4608,0.4662,0.4375,0.4428,391400,8242000,-0.0277,-5.877,21.0577,2.2501,359372436,N/A,1772318100,17394600,0,85785000,N/A,15.7735,N/A,N/A,
600660.SH,腦珓產薛,1993-08-24,0.4428,0.4377,0.4561,0.4377,0.4523,291900,6088000,0.0094,2.1297,20.8565,1.6781,367026060,N/A,1810063500,17394600,0,85785000,N/A,16.1094,N/A,N/A,
600660.SH,腦珓產薛,1993-08-25,0.4523,0.4596,0.4671,0.4506,0.4561,261700,5589000,0.0039,0.8531,21.3565,1.5045,370157088,N/A,1825504800,17394600,0,85785000,N/A,16.2468,N/A,N/A,
600660.SH,腦珓產薛,1993-08-26,0.4561,0.4563,0.4576,0.448,0.4501,67700,1427000,-0.006,-1.3158,21.0783,0.3892,365286600,N/A,1801485000,17394600,0,85785000,N/A,16.0331,N/A,N/A,
600660.SH,腦珓產薛,1993-08-27,0.4501,0.4512,0.4518,0.4405,0.448,185200,3842000,-0.0021,-0.4762,20.7451,1.0647,363547140,N/A,1792906500,17394600,0,85785000,N/A,15.9567,N/A,N/A,
600660.SH,腦珓產薛,1993-08-30,0.448,0.4458,0.4608,0.4458,0.4523,98000,2069000,0.0043,0.9569,21.1122,0.5634,367026060,N/A,1810063500,17394600,0,85785000,N/A,16.1094,N/A,N/A,
600660.SH,腦珓產薛,1993-08-31,0.4523,0.454,0.4576,0.448,0.4501,35500,750000,-0.0021,-0.4739,21.1268,0.2041,365286600,N/A,1801485000,17394600,0,85785000,N/A,16.0331,N/A,N/A,
600660.SH,腦珓產薛,1993-09-01,0.4501,0.4574,0.4574,0.4458,0.4473,37000,775000,-0.0028,-0.619,20.9459,0.2127,363025302,N/A,1790332950,17394600,0,85785000,N/A,15.9338,N/A,N/A,
600660.SH,腦珓產薛,1993-09-02,0.4473,0.4501,0.4561,0.448,0.4521,83100,1748000,0.0047,1.0541,21.0349,0.4777,366852114,N/A,1809205650,17394600,0,85785000,N/A,16.1018,N/A,N/A,
600660.SH,腦珓產薛,1993-09-03,0.4521,0.4563,0.4673,0.4561,0.4658,251100,5408000,0.0137,3.0346,21.5372,1.4436,377984658,N/A,1864108050,17394600,0,85785000,N/A,16.5904,N/A,N/A,
600660.SH,腦珓產薛,1993-09-06,0.4658,0.4778,0.4818,0.4705,0.4818,309800,6881000,0.0161,3.4514,22.2111,1.781,391030608,N/A,1928446800,17394600,0,85785000,N/A,17.163,N/A,N/A,
600660.SH,腦珓產薛,1993-09-07,0.4818,0.4823,0.4829,0.4501,0.4501,276700,4472000,-0.0317,-6.5836,16.1619,1.5907,365286600,N/A,1801485000,17394600,0,85785000,N/A,16.0331,N/A,N/A,
600660.SH,腦珓產薛,1993-09-08,0.4501,0.4651,0.4801,0.4566,0.4638,309500,6703000,0.0137,3.0476,21.6575,1.7793,376419144,N/A,1856387400,17394600,0,85785000,N/A,16.5217,N/A,N/A,
600660.SH,腦珓產薛,1993-09-09,0.4638,0.4801,0.5059,0.4801,0.4949,1629900,37554000,0.0311,6.7006,23.0407,9.3701,401641314,N/A,1980775650,17394600,0,85785000,N/A,17.6287,N/A,N/A,
600660.SH,腦珓產薛,1993-09-10,0.4949,0.4973,0.4973,0.4887,0.4928,497200,11472000,-0.0021,-0.4331,23.0732,2.8584,399901854,N/A,1972197150,17394600,0,85785000,N/A,17.5524,N/A,N/A,
600660.SH,腦珓產薛,1993-09-13,0.4928,0.4926,0.4926,0.472,0.4797,449500,10082000,-0.0131,-2.6533,22.4294,2.5841,389291148,N/A,1919868300,17394600,0,85785000,N/A,17.0867,N/A,N/A,
600660.SH,腦珓產薛,1993-09-14,0.4797,0.4778,0.4844,0.4698,0.4812,216600,4829000,0.0015,0.3128,22.2946,1.2452,390508770,N/A,1925873250,17394600,0,85785000,N/A,17.1401,N/A,N/A,
600660.SH,腦珓產薛,1993-09-15,0.4812,0.4844,0.4962,0.4833,0.4962,317400,7263000,0.015,3.118,22.8828,1.8247,402684990,N/A,1985922750,17394600,0,85785000,N/A,17.6745,N/A,N/A,
600660.SH,腦珓產薛,1993-09-16,0.4962,0.496,0.496,0.4887,0.4919,206100,4729000,-0.0043,-0.8639,22.9452,1.1849,399206070,N/A,1968765750,17394600,0,85785000,N/A,17.5218,N/A,N/A,
600660.SH,腦珓產薛,1993-09-17,0.4919,0.493,0.499,0.4893,0.4956,409000,9455000,0.0036,0.7407,23.1174,2.3513,402163152,N/A,1983349200,17394600,0,85785000,N/A,17.6516,N/A,N/A,
600660.SH,腦珓產薛,1993-09-20,0.4956,0.4941,0.5016,0.493,0.4947,250300,5810000,-0.0009,-0.173,23.2121,1.439,401467368,N/A,1979917800,17394600,0,85785000,N/A,17.6211,N/A,N/A,
600660.SH,腦珓產薛,1993-09-21,0.4947,0.4958,0.5035,0.4949,0.4969,359700,8374000,0.0021,0.4333,23.2805,2.0679,403206828,N/A,1988496300,17394600,0,85785000,N/A,17.6974,N/A,N/A,
600660.SH,腦珓產薛,1993-09-22,0.4969,0.5005,0.5016,0.4941,0.4951,125700,2912000,-0.0017,-0.3451,23.1663,0.7226,401815260,N/A,1981633500,17394600,0,85785000,N/A,17.6364,N/A,N/A,
600660.SH,腦珓產薛,1993-09-23,0.4951,0.4984,0.4984,0.4956,0.4969,133500,3093000,0.0017,0.3463,23.1685,0.7675,403206828,N/A,1988496300,17394600,0,85785000,N/A,17.6974,N/A,N/A,
600660.SH,腦珓產薛,1993-09-24,0.4969,0.493,0.5076,0.4866,0.4909,324600,7515000,-0.006,-1.2079,23.1516,1.8661,398336340,N/A,1964476500,17394600,0,85785000,N/A,17.4837,N/A,N/A,
600660.SH,腦珓產薛,1993-09-27,0.4909,0.5101,0.5101,0.4979,0.5059,643200,15105000,0.015,3.0568,23.4841,3.6977,410512560,N/A,2024526000,17394600,0,85785000,N/A,18.0181,N/A,N/A,
600660.SH,腦珓產薛,1993-09-28,0.5059,0.5082,0.511,0.508,0.5108,496900,11814000,0.0049,0.9746,23.7754,2.8566,414513318,N/A,2044256550,17394600,0,85785000,N/A,18.1937,N/A,N/A,
600660.SH,腦珓產薛,1993-09-29,0.5108,0.5131,0.5142,0.5037,0.5059,257700,6109000,-0.0049,-0.9652,23.7059,1.4815,410512560,N/A,2024526000,17394600,0,85785000,N/A,18.0181,N/A,N/A,
600660.SH,腦珓產薛,1993-09-30,0.5059,0.5059,0.508,0.4973,0.5054,245700,5779000,-0.0004,-0.0847,23.5206,1.4125,410164668,N/A,2022810300,17394600,0,85785000,N/A,18.0028,N/A,N/A,
600660.SH,腦珓產薛,1993-10-04,0.5054,0.5084,0.5112,0.5011,0.5048,251300,5925000,-0.0006,-0.1272,23.5774,1.4447,409642830,N/A,2020236750,17394600,0,85785000,N/A,17.9799,N/A,N/A,
600660.SH,腦珓產薛,1993-10-05,0.5048,0.505,0.5059,0.5014,0.5026,120800,2833000,-0.0021,-0.4246,23.452,0.6945,407903370,N/A,2011658250,17394600,0,85785000,N/A,17.9036,N/A,N/A,
600660.SH,腦珓產薛,1993-10-06,0.5026,0.5033,0.5091,0.4932,0.4973,162200,3775000,-0.0054,-1.0661,23.2737,0.9325,403554720,N/A,1990212000,17394600,0,85785000,N/A,17.7127,N/A,N/A,
600660.SH,腦珓產薛,1993-10-07,0.4973,0.4984,0.553,0.4904,0.4919,715200,16770000,-0.0054,-1.0776,23.448,4.1116,399206070,N/A,1968765750,17394600,0,85785000,N/A,17.5218,N/A,N/A,
600660.SH,腦珓產薛,1993-10-08,0.4919,0.5016,0.5101,0.493,0.4986,284800,6613000,0.0066,1.3508,23.2198,1.6373,404598396,N/A,1995359100,17394600,0,85785000,N/A,17.7585,N/A,N/A,
600660.SH,腦珓產薛,1993-10-11,0.4986,0.493,0.4973,0.4911,0.4945,217800,5025000,-0.0041,-0.8169,23.0716,1.2521,401293422,N/A,1979059950,17394600,0,85785000,N/A,17.6135,N/A,N/A,
600660.SH,腦珓產薛,1993-10-12,0.4945,0.493,0.4973,0.4924,0.4945,212300,4890000,0,0,23.0334,1.2205,401293422,N/A,1979059950,17394600,0,85785000,N/A,17.6135,N/A,N/A,
600660.SH,腦珓產薛,1993-10-13,0.4945,0.4973,0.4973,0.4829,0.4919,218800,5044000,-0.0026,-0.5202,23.053,1.2579,399206070,N/A,1968765750,17394600,0,85785000,N/A,17.5218,N/A,N/A,
600660.SH,腦珓產薛,1993-10-14,0.4919,0.4913,0.4917,0.4887,0.4898,179800,4107000,-0.0021,-0.4357,22.842,1.0337,397466610,N/A,1960187250,17394600,0,85785000,N/A,17.4455,N/A,N/A,
600660.SH,腦珓產薛,1993-10-15,0.4898,0.4926,0.5074,0.4887,0.4889,647900,14926000,-0.0009,-0.1751,23.0375,3.7247,396770826,N/A,1956755850,17394600,0,85785000,N/A,17.415,N/A,N/A,
600660.SH,腦珓產薛,1993-10-18,0.4889,0.4716,0.4716,0.4373,0.4392,605100,12713000,-0.0497,-10.171,21.0098,3.4787,356415354,N/A,1757734650,17394600,0,85785000,N/A,15.6437,N/A,N/A,
600660.SH,腦珓產薛,1993-10-19,0.4392,0.4441,0.4501,0.4276,0.4304,296900,6021000,-0.0088,-2.001,20.2796,1.7069,349283568,N/A,1722562800,17394600,0,85785000,N/A,15.3307,N/A,N/A,
600660.SH,腦珓產薛,1993-10-20,0.4304,0.4321,0.4351,0.4246,0.4293,305700,6126000,-0.0011,-0.249,20.0393,1.7574,348413838,N/A,1718273550,17394600,0,85785000,N/A,15.2925,N/A,N/A,
600660.SH,腦珓產薛,1993-10-21,0.4293,0.43,0.4306,0.4137,0.4244,316500,6277000,-0.0049,-1.1483,19.8325,1.8195,344413080,N/A,1698543000,17394600,0,85785000,N/A,15.1169,N/A,N/A,
600660.SH,腦珓產薛,1993-10-22,0.4244,0.4244,0.4362,0.418,0.4201,424100,8400000,-0.0043,-1.0101,19.8066,2.4381,340934160,N/A,1681386000,17394600,0,85785000,N/A,14.9642,N/A,N/A,
600660.SH,腦珓產薛,1993-10-25,0.4201,0.4028,0.4123,0.3858,0.3984,407800,5810000,-0.0217,-5.1758,14.2472,1.5629,372853251,N/A,1350152067,26091900,0,94482300,N/A,12.0162,N/A,N/A,
600660.SH,腦珓產薛,1993-10-26,0.3984,0.3987,0.4112,0.3875,0.3892,321100,4619000,-0.0092,-2.3093,14.3849,1.2307,364242924,N/A,1318972908,26091900,0,94482300,N/A,11.7387,N/A,N/A,
600660.SH,腦珓產薛,1993-10-27,0.3892,0.3903,0.4154,0.3903,0.4037,812200,11765000,0.0145,3.7249,14.4853,3.1128,377810712,N/A,1368103704,26091900,0,94482300,N/A,12.176,N/A,N/A,
600660.SH,腦珓產薛,1993-10-28,0.4037,0.4056,0.4564,0.4056,0.4488,1658400,25659000,0.0452,11.1878,15.4721,6.356,420079590,N/A,1521165030,26091900,0,94482300,N/A,13.5382,N/A,N/A,
600660.SH,腦珓產薛,1993-10-29,0.4488,0.4558,0.4558,0.4293,0.4315,1202200,18958000,-0.0173,-3.8509,15.7694,4.6076,403902612,N/A,1462586004,26091900,0,94482300,N/A,13.0169,N/A,N/A,
600660.SH,腦珓產薛,1993-11-01,0.4315,0.4237,0.4433,0.4223,0.438,526200,8246000,0.0064,1.4858,15.6708,2.0167,409903749,N/A,1484316933,26091900,0,94482300,N/A,13.2103,N/A,N/A,
600660.SH,腦珓產薛,1993-11-02,0.438,0.4433,0.4433,0.4237,0.4265,312800,4864000,-0.0114,-2.6098,15.5499,1.1988,399206070,N/A,1445579190,26091900,0,94482300,N/A,12.8655,N/A,N/A,
600660.SH,腦珓產薛,1993-11-03,0.4265,0.4271,0.4346,0.4237,0.426,214300,3287000,-0.0006,-0.1307,15.3383,0.8213,398684232,N/A,1443689544,26091900,0,94482300,N/A,12.8487,N/A,N/A,
600660.SH,腦珓產薛,1993-11-04,0.426,0.4279,0.4279,0.4129,0.4235,236400,3564000,-0.0025,-0.589,15.0761,0.906,396335961,N/A,1435186137,26091900,0,94482300,N/A,12.773,N/A,N/A,
600660.SH,腦珓產薛,1993-11-05,0.4235,0.4251,0.4341,0.4182,0.4321,407800,6239000,0.0086,2.0408,15.2992,1.5629,404424450,N/A,1464475650,26091900,0,94482300,N/A,13.0337,N/A,N/A,
600660.SH,腦珓產薛,1993-11-08,0.4321,0.4321,0.4452,0.4293,0.4421,729000,11484000,0.01,2.3226,15.7531,2.794,413817534,N/A,1498489278,26091900,0,94482300,N/A,13.3364,N/A,N/A,
600660.SH,腦珓產薛,1993-11-09,0.4421,0.4455,0.4455,0.4335,0.4385,484100,7606000,-0.0036,-0.8197,15.7116,1.8554,410425587,N/A,1486206579,26091900,0,94482300,N/A,13.2271,N/A,N/A,
600660.SH,腦珓產薛,1993-11-10,0.4385,0.4377,0.4449,0.3911,0.424,986500,15309000,-0.0145,-3.3058,15.5185,3.7809,396857799,N/A,1437075783,26091900,0,94482300,N/A,12.7898,N/A,N/A,
600660.SH,腦珓產薛,1993-11-11,0.424,0.4237,0.4374,0.4237,0.4285,426300,6582000,0.0045,1.0519,15.4398,1.6338,401032503,N/A,1452192951,26091900,0,94482300,N/A,12.9244,N/A,N/A,
600660.SH,腦珓產薛,1993-11-12,0.4285,0.4335,0.4405,0.4307,0.4391,637700,9998000,0.0106,2.4723,15.6782,2.4441,410947425,N/A,1488096225,26091900,0,94482300,N/A,13.2439,N/A,N/A,
600660.SH,腦珓產薛,1993-11-15,0.4391,0.4463,0.4823,0.4446,0.4711,1583300,26267000,0.0321,7.3016,16.59,6.0682,440953110,N/A,1596750870,26091900,0,94482300,N/A,14.2109,N/A,N/A,
600660.SH,腦珓產薛,1993-11-16,0.4711,0.4837,0.5152,0.477,0.4826,4660600,83179000,0.0114,2.426,17.8473,17.8622,451650789,N/A,1635488613,26091900,0,94482300,N/A,14.5557,N/A,N/A,
600660.SH,腦珓產薛,1993-11-17,0.4826,0.4837,0.4926,0.477,0.4828,849500,14748000,0.0003,0.0578,17.3608,3.2558,451911708,N/A,1636433436,26091900,0,94482300,N/A,14.5641,N/A,N/A,
600660.SH,腦珓產薛,1993-11-18,0.4828,0.4879,0.492,0.4826,0.4906,642200,11202000,0.0078,1.6166,17.4432,2.4613,459217440,N/A,1662888480,26091900,0,94482300,N/A,14.7996,N/A,N/A,
600660.SH,腦珓產薛,1993-11-19,0.4906,0.4932,0.5012,0.4906,0.4979,904200,16134000,0.0072,1.4773,17.8434,3.4654,466001334,N/A,1687453878,26091900,0,94482300,N/A,15.0182,N/A,N/A,
600660.SH,腦珓產薛,1993-11-22,0.4979,0.5046,0.5157,0.4993,0.5057,1289500,23440000,0.0078,1.5677,18.1776,4.9421,473307066,N/A,1713908922,26091900,0,94482300,N/A,15.2536,N/A,N/A,
600660.SH,腦珓產薛,1993-11-23,0.5057,0.5102,0.5143,0.4937,0.504,1381800,25086000,-0.0017,-0.3308,18.1546,5.2959,471741552,N/A,1708239984,26091900,0,94482300,N/A,15.2032,N/A,N/A,
600660.SH,腦珓產薛,1993-11-24,0.504,0.5012,0.5576,0.4893,0.5166,3489100,65225000,0.0125,2.4889,18.6939,13.3723,483482907,N/A,1750757019,26091900,0,94482300,N/A,15.5816,N/A,N/A,
600660.SH,腦珓產薛,1993-11-25,0.5166,0.538,0.5403,0.5171,0.5213,1801800,33966000,0.0047,0.9174,18.8511,6.9056,487918530,N/A,1766819010,26091900,0,94482300,N/A,15.7245,N/A,N/A,
