´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600624.SH,¸´µ©¸´»ª,1993-01-05,N/A,0.9701,1.1679,0.9701,1.1537,4228500,64272000,N/A,N/A,15.1997,28.19,231900000,N/A,670823314,15000000,0,43390900,N/A,6.2127,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-06,1.1537,1.1418,1.1925,1.0828,1.1194,1288100,19736000,-0.0343,-2.9754,15.3218,8.5873,225000000,N/A,650863500,15000000,0,43390900,N/A,6.0278,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-07,1.1194,1.1194,1.1388,1.0821,1.1388,736800,11131000,0.0194,1.7333,15.1072,4.912,228900000,N/A,662145134,15000000,0,43390900,N/A,6.1323,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-08,1.1388,1.1343,1.156,1.1209,1.1269,994100,15123000,-0.0119,-1.0485,15.2128,6.6273,226500000,N/A,655202590,15000000,0,43390900,N/A,6.068,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-11,1.1269,1.1194,1.2686,1.0746,1.2627,1717400,27788000,0.1358,12.053,16.1803,11.4493,253800000,N/A,734174028,15000000,0,43390900,N/A,6.7994,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-12,1.2627,1.3052,1.4179,1.2873,1.3358,1978400,36203000,0.0731,5.792,18.2991,13.1893,268500000,N/A,776697110,15000000,0,43390900,N/A,7.1932,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-13,1.3358,1.3283,1.4134,1.306,1.4104,1413600,25965000,0.0746,5.5866,18.368,9.424,283500000,N/A,820088010,15000000,0,43390900,N/A,7.595,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-14,1.4104,1.4179,1.4627,1.4179,1.4463,1382200,26731000,0.0358,2.5397,19.3395,9.2147,290700000,N/A,840915642,15000000,0,43390900,N/A,7.7879,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-15,1.4463,1.4477,1.4552,1.3433,1.388,903000,17071000,-0.0582,-4.0248,18.9048,6.02,279000000,N/A,807070740,15000000,0,43390900,N/A,7.4745,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-18,1.388,1.3955,1.3955,1.3545,1.3657,550500,10147000,-0.0224,-1.6129,18.4323,3.67,274500000,N/A,794053470,15000000,0,43390900,N/A,7.3539,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-19,1.3657,1.3731,1.3806,1.2686,1.3,664900,11792000,-0.0657,-4.8087,17.735,4.4327,261300000,N/A,755869478,15000000,0,43390900,N/A,7.0003,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-20,1.3,1.2903,1.3619,1.2724,1.3552,577500,10274000,0.0552,4.248,17.7905,3.85,272400000,N/A,787978744,15000000,0,43390900,N/A,7.2977,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-21,1.3552,1.3791,1.4104,1.3619,1.3955,632200,11799000,0.0403,2.9736,18.6634,4.2147,280500000,N/A,811409830,15000000,0,43390900,N/A,7.5147,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-22,1.3955,1.3948,1.4179,1.3895,1.403,505700,9496000,0.0075,0.5348,18.7779,3.3713,282000000,N/A,815748920,15000000,0,43390900,N/A,7.5548,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-27,1.403,1.4328,1.447,1.3806,1.4328,1038400,19868000,0.0299,2.1277,19.1333,6.9227,288000000,N/A,833105280,15000000,0,43390900,N/A,7.7156,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-28,1.4328,1.4403,1.4686,1.3448,1.3918,775000,14766000,-0.041,-2.8646,19.0529,5.1667,279750000,N/A,809240285,15000000,0,43390900,N/A,7.4946,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-01-29,1.3918,1.3582,1.4477,1.3567,1.4254,888500,16889000,0.0336,2.4129,19.0084,5.9233,286500000,N/A,828766190,15000000,0,43390900,N/A,7.6754,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-01,1.4254,1.4552,1.5522,1.4254,1.5448,1695100,34083000,0.1194,8.377,20.1068,11.3007,310500000,N/A,898191630,15000000,0,43390900,N/A,8.3184,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-02,1.5448,1.5746,1.6418,1.5746,1.6194,1537100,33245000,0.0746,4.8309,21.6284,10.2473,325500000,N/A,941582530,15000000,0,43390900,N/A,8.7202,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-03,1.6194,1.6455,1.6455,1.5037,1.6179,1116800,23674000,-0.0015,-0.0922,21.1981,7.4453,325200000,N/A,940714712,15000000,0,43390900,N/A,8.7122,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-04,1.6179,1.6418,1.7164,1.5306,1.7052,1156500,25683000,0.0873,5.3967,22.2075,7.71,342750000,N/A,991482065,15000000,0,43390900,N/A,9.1823,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-05,1.7052,1.6418,1.7313,1.6119,1.6231,1355300,30394000,-0.0821,-4.814,22.426,9.0353,326250000,N/A,943752075,15000000,0,43390900,N/A,8.7403,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-08,1.6231,1.6306,1.6761,1.553,1.6567,937800,20567000,0.0336,2.069,21.9311,6.252,333000000,N/A,963277980,15000000,0,43390900,N/A,8.9211,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-09,1.6567,1.7052,1.8283,1.6791,1.791,1814800,42764000,0.1343,8.1081,23.564,12.0987,360000000,N/A,1041381600,15000000,0,43390900,N/A,9.6445,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-10,1.791,1.791,1.9179,1.7164,1.7985,2012000,49422000,0.0075,0.4167,24.5636,13.4133,361500000,N/A,1045720690,15000000,0,43390900,N/A,9.6847,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-11,1.7985,1.8142,1.888,1.6492,1.7089,1234900,29724000,-0.0896,-4.9793,24.07,8.2327,343500000,N/A,993651610,15000000,0,43390900,N/A,9.2024,N/A,N/A,
600624.SH,¸´µ©¸´»ª,1993-02-12,1.7089,1.603,1.7985,1.603,1.791,1304400,29794000,0.0821,4.8035,22.8412,8.696,360000000,N/A,1041381600,15000000,0,43390900,N/A,9.6445,N/A,N/A,
