¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600352.SH,’„Ω≠¡˙ ¢,2003-08-01,N/A,0.6415,0.6641,0.6357,0.6473,28419324,318645237,N/A,N/A,11.2123,49.8585,638400000,N/A,2542400000,57000000,0,227000000,24.6785,8.4054,2.7919,45.4439,
600352.SH,’„Ω≠¡˙ ¢,2003-08-04,0.6473,0.6456,0.6837,0.6386,0.6773,10918225,126536583,0.0301,4.6429,11.5895,19.1548,668040000,N/A,2660440000,57000000,0,227000000,25.8243,8.7957,2.9215,47.5538,
600352.SH,’„Ω≠¡˙ ¢,2003-08-05,0.6773,0.6756,0.682,0.6681,0.6791,4163915,48650071,0.0017,0.256,11.6837,7.3051,669750000,N/A,2667250000,57000000,0,227000000,25.8904,8.8182,2.929,47.6755,
600352.SH,’„Ω≠¡˙ ¢,2003-08-06,0.6791,0.6762,0.6797,0.6658,0.6721,3170834,36896892,-0.0069,-1.0213,11.6363,5.5629,662910000,N/A,2640010000,57000000,0,227000000,25.626,8.7281,2.8991,47.1886,
600352.SH,’„Ω≠¡˙ ¢,2003-08-07,0.6721,0.6704,0.6745,0.6635,0.6635,2503446,28854156,-0.0087,-1.2898,11.5258,4.392,654360000,N/A,2605960000,57000000,0,227000000,25.2955,8.6156,2.8617,46.58,
600352.SH,’„Ω≠¡˙ ¢,2003-08-08,0.6635,0.6565,0.6675,0.6542,0.6646,2387682,27302500,0.0012,0.1742,11.4347,4.1889,655500000,N/A,2610500000,57000000,0,227000000,25.3396,8.6306,2.8667,46.6611,
600352.SH,’„Ω≠¡˙ ¢,2003-08-11,0.6646,0.6565,0.6669,0.6508,0.6629,1642802,18731790,-0.0017,-0.2609,11.4023,2.8821,653790000,N/A,2603690000,57000000,0,227000000,25.2735,8.6081,2.8592,46.5394,
600352.SH,’„Ω≠¡˙ ¢,2003-08-12,0.6629,0.6589,0.6704,0.656,0.6635,1379285,15884129,0.0006,0.0872,11.5162,2.4198,654360000,N/A,2605960000,57000000,0,227000000,25.2955,8.6156,2.8617,46.58,
600352.SH,’„Ω≠¡˙ ¢,2003-08-13,0.6635,0.6652,0.6652,0.6502,0.6577,1836962,20865381,-0.0058,-0.8711,11.3586,3.2227,648660000,N/A,2583260000,57000000,0,227000000,25.0752,8.5405,2.8368,46.1742,
600352.SH,’„Ω≠¡˙ ¢,2003-08-14,0.6577,0.6537,0.6641,0.6519,0.6525,1432644,16290277,-0.0052,-0.7909,11.3708,2.5134,643530000,N/A,2562830000,57000000,0,227000000,24.8768,8.473,2.8143,45.809,
600352.SH,’„Ω≠¡˙ ¢,2003-08-15,0.6525,0.6502,0.6635,0.6502,0.6565,775891,8787485,0.004,0.62,11.3257,1.3612,647520000,N/A,2578720000,57000000,0,227000000,25.0311,8.5255,2.8318,46.0931,
600352.SH,’„Ω≠¡˙ ¢,2003-08-18,0.6565,0.6519,0.6623,0.6519,0.6589,635473,7234944,0.0023,0.3521,11.3851,1.1149,649800000,N/A,2587800000,57000000,0,227000000,25.1192,8.5555,2.8418,46.2554,
600352.SH,’„Ω≠¡˙ ¢,2003-08-19,0.6589,0.6617,0.671,0.6589,0.6687,1883788,21698155,0.0098,1.4912,11.5184,3.3049,659490000,N/A,2626390000,57000000,0,227000000,25.4938,8.6831,2.8841,46.9451,
600352.SH,’„Ω≠¡˙ ¢,2003-08-20,0.6687,0.6652,0.6739,0.6606,0.6687,1872349,21615204,0,0,11.5444,3.2848,659490000,N/A,2626390000,57000000,0,227000000,25.4938,8.6831,2.8841,46.9451,
600352.SH,’„Ω≠¡˙ ¢,2003-08-21,0.6687,0.6652,0.6791,0.6646,0.6756,1651136,19212823,0.0069,1.0372,11.6361,2.8967,666330000,N/A,2653630000,57000000,0,227000000,25.7582,8.7732,2.914,47.432,
600352.SH,’„Ω≠¡˙ ¢,2003-08-22,0.6756,0.6756,0.6808,0.671,0.6756,1821516,21328563,0,0,11.7092,3.1956,666330000,N/A,2653630000,57000000,0,227000000,25.7582,8.7732,2.914,47.432,
600352.SH,’„Ω≠¡˙ ¢,2003-08-25,0.6756,0.675,0.675,0.6641,0.6681,1671537,19320992,-0.0075,-1.1121,11.5588,2.9325,658920000,N/A,2624120000,57000000,0,227000000,25.4718,8.6756,2.8816,46.9046,
600352.SH,’„Ω≠¡˙ ¢,2003-08-26,0.6681,0.6646,0.6866,0.6635,0.6768,1141111,13351381,0.0087,1.2976,11.7003,2.0019,667470000,N/A,2658170000,57000000,0,227000000,25.8023,8.7882,2.919,47.5132,
600352.SH,’„Ω≠¡˙ ¢,2003-08-27,0.6768,0.6762,0.682,0.6704,0.6768,368715,4301956,0,0,11.6674,0.6469,667470000,N/A,2658170000,57000000,0,227000000,25.8023,8.7882,2.919,47.5132,
600352.SH,’„Ω≠¡˙ ¢,2003-08-28,0.6768,0.6768,0.6791,0.6687,0.6698,885634,10324106,-0.0069,-1.0248,11.6573,1.5537,660630000,N/A,2630930000,57000000,0,227000000,25.5379,8.6981,2.8891,47.0263,
600352.SH,’„Ω≠¡˙ ¢,2003-08-29,0.6698,0.6658,0.701,0.6658,0.6982,2424297,28889785,0.0283,4.2278,11.9168,4.2532,688560000,N/A,2742160000,57000000,0,227000000,26.6176,9.0658,3.0113,49.0145,
600352.SH,’„Ω≠¡˙ ¢,2003-09-01,0.6982,0.6964,0.7219,0.6895,0.708,3500755,42913036,0.0098,1.4073,12.2582,6.1417,698250000,N/A,2780750000,57000000,0,227000000,26.9922,9.1934,3.0536,49.7042,
600352.SH,’„Ω≠¡˙ ¢,2003-09-02,0.708,0.708,0.7161,0.6964,0.7016,2827656,34494767,-0.0064,-0.898,12.1991,4.9608,691980000,N/A,2755780000,57000000,0,227000000,26.7498,9.1109,3.0262,49.2579,
600352.SH,’„Ω≠¡˙ ¢,2003-09-03,0.7016,0.6993,0.7068,0.693,0.6993,1512494,18251091,-0.0023,-0.3295,12.0669,2.6535,689700000,N/A,2746700000,57000000,0,227000000,26.6616,9.0809,3.0163,49.0956,
600352.SH,’„Ω≠¡˙ ¢,2003-09-04,0.6993,0.6964,0.7172,0.6953,0.7022,1766577,21564575,0.0029,0.4132,12.207,3.0993,692550000,N/A,2758050000,57000000,0,227000000,26.7718,9.1184,3.0287,49.2985,
