代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
601616.SH,广电电气,2011-02-01,N/A,9.815,9.815,9.0505,9.2468,10169880,183560257,N/A,N/A,18.0494,12.107,1503600000,N/A,9273990000,84000000,0,518100000,45.6997,13.6131,8.1503,380.1429,
601616.SH,广电电气,2011-02-09,9.2468,9.0401,9.1434,8.9885,9.0401,2830041,49579818,-0.2066,-2.2346,17.5191,3.3691,1470000000,N/A,9066750000,84000000,0,518100000,44.6785,13.3089,7.9682,371.6481,
601616.SH,广电电气,2011-02-10,9.0401,9.0143,9.691,9.0143,9.5619,5013714,91483847,0.5217,5.7714,18.2467,5.9687,1554840000,N/A,9590031000,84000000,0,518100000,47.2571,14.077,8.4281,393.0975,
601616.SH,广电电气,2011-02-11,9.5619,9.4327,9.5929,9.3346,9.4844,3434784,62876105,-0.0775,-0.8104,18.3057,4.089,1542240000,N/A,9512316000,84000000,0,518100000,46.8741,13.9629,8.3598,389.9119,
601616.SH,广电电气,2011-02-14,9.4844,9.5567,9.7117,9.4327,9.6807,3860483,71733779,0.1963,2.0697,18.5816,4.5958,1574160000,N/A,9709194000,84000000,0,518100000,47.8443,14.2519,8.5328,397.982,
601616.SH,广电电气,2011-02-15,9.6807,9.629,9.753,9.5567,9.5619,3104665,58011579,-0.1188,-1.2273,18.6853,3.696,1554840000,N/A,9590031000,84000000,0,518100000,47.2571,14.077,8.4281,393.0975,
601616.SH,广电电气,2011-02-16,9.5619,9.5051,9.6342,9.4586,9.6032,2050199,37924425,0.0413,0.4322,18.4979,2.4407,1561560000,N/A,9631479000,84000000,0,518100000,47.4613,14.1378,8.4645,394.7964,
601616.SH,广电电气,2011-02-17,9.6032,9.5567,9.6549,9.4844,9.5567,1717755,31751586,-0.0465,-0.4841,18.4844,2.0449,1554000000,N/A,9584850000,84000000,0,518100000,47.2315,14.0694,8.4235,392.8851,
601616.SH,广电电气,2011-02-18,9.5567,9.5929,9.5929,9.4379,9.4379,1458712,26747929,-0.1188,-1.2432,18.3367,1.7366,1534680000,N/A,9465687000,84000000,0,518100000,46.6443,13.8945,8.3188,388.0006,
601616.SH,广电电气,2011-02-21,9.4379,9.2984,9.5877,9.2984,9.5825,1326376,24316063,0.1446,1.5326,18.3327,1.579,1558200000,N/A,9610755000,84000000,0,518100000,47.3592,14.1074,8.4463,393.947,
601616.SH,广电电气,2011-02-22,9.5825,9.5722,9.691,9.3501,9.3604,1993326,36848656,-0.2221,-2.3181,18.486,2.373,1522080000,N/A,9387972000,84000000,0,518100000,46.2614,13.7804,8.2505,384.815,
601616.SH,广电电气,2011-02-23,9.3604,9.4017,9.4534,9.3036,9.3707,1203411,21794447,0.0103,0.1104,18.1106,1.4326,1523760000,N/A,9398334000,84000000,0,518100000,46.3124,13.7956,8.2596,385.2398,
601616.SH,广电电气,2011-02-24,9.3707,9.3759,9.4379,9.3294,9.3966,704608,12799940,0.0258,0.2756,18.166,0.8388,1527960000,N/A,9424239000,84000000,0,518100000,46.4401,13.8336,8.2824,386.3016,
601616.SH,广电电气,2011-02-25,9.3966,9.3966,9.536,9.3449,9.5051,1143760,20890574,0.1085,1.1545,18.2648,1.3616,1545600000,N/A,9533040000,84000000,0,518100000,46.9762,13.9933,8.378,390.7614,
601616.SH,广电电气,2011-02-28,9.5051,9.5051,9.5309,9.4017,9.4741,903110,16537804,-0.031,-0.3261,18.3121,1.0751,1540560000,N/A,9501954000,84000000,0,518100000,46.823,13.9477,8.3507,389.4872,
601616.SH,广电电气,2011-03-01,9.4741,9.4689,9.5929,9.4534,9.5774,1856007,34221079,0.1033,1.0905,18.438,2.2095,1557360000,N/A,9605574000,84000000,0,518100000,47.3336,14.0998,8.4417,393.7346,
601616.SH,广电电气,2011-03-02,9.5774,9.5309,9.8408,9.5051,9.8305,7778670,146538111,0.2531,2.6429,18.8385,9.2603,1598520000,N/A,9859443000,84000000,0,518100000,48.5846,14.4724,8.6648,404.1407,
601616.SH,广电电气,2011-03-03,9.8305,9.8667,9.9596,9.66,9.7117,5137500,97655712,-0.1188,-1.2086,19.0084,6.1161,1579200000,N/A,9740280000,84000000,0,518100000,47.9974,14.2975,8.5601,399.2562,
601616.SH,广电电气,2011-03-04,9.7117,9.6394,9.7375,9.5774,9.7168,1853061,34632118,0.0052,0.0532,18.6891,2.206,1580040000,N/A,9745461000,84000000,0,518100000,48.023,14.3051,8.5647,399.4686,
601616.SH,广电电气,2011-03-07,9.7168,9.691,9.8098,9.6652,9.7375,1997520,37701411,0.0207,0.2127,18.8741,2.378,1583400000,N/A,9766185000,84000000,0,518100000,48.1251,14.3356,8.5829,400.3181,
601616.SH,广电电气,2011-03-08,9.7375,9.7065,9.7892,9.6135,9.7065,1839348,34532276,-0.031,-0.3183,18.7742,2.1897,1578360000,N/A,9735099000,84000000,0,518100000,47.9719,14.2899,8.5556,399.0438,
601616.SH,广电电气,2011-03-09,9.7065,9.691,9.7065,9.5154,9.536,2566921,47592151,-0.1705,-1.7563,18.5406,3.0559,1550640000,N/A,9564126000,84000000,0,518100000,47.1294,14.039,8.4053,392.0356,
601616.SH,广电电气,2011-03-10,9.536,9.5205,9.6187,9.5051,9.5464,2069065,38302160,0.0103,0.1083,18.5118,2.4632,1552320000,N/A,9574488000,84000000,0,518100000,47.1805,14.0542,8.4144,392.4604,
601616.SH,广电电气,2011-03-11,9.5464,9.5309,9.6342,9.5154,9.5774,1679175,31134773,0.031,0.3247,18.5417,1.999,1557360000,N/A,9605574000,84000000,0,518100000,47.3336,14.0998,8.4417,393.7346,
601616.SH,广电电气,2011-03-14,9.5774,9.5774,9.5774,9.5774,9.5774,N/A,N/A,0,0,N/A,N/A,1557360000,N/A,9605574000,84000000,0,518100000,47.3336,14.0998,8.4417,393.7346,
601616.SH,广电电气,2011-03-15,9.5774,9.5567,9.6187,9.3707,9.6135,2174270,39897001,0.0362,0.3776,18.3496,2.5884,1563240000,N/A,9641841000,84000000,0,518100000,47.5124,14.153,8.4736,395.2212,
601616.SH,广电电气,2011-03-16,9.6135,9.6187,9.6755,9.4896,9.6549,1615208,30049186,0.0413,0.4299,18.6039,1.9229,1569960000,N/A,9683289000,84000000,0,518100000,47.7166,14.2139,8.51,396.9201,
601616.SH,广电电气,2011-03-17,9.6549,9.6342,9.8408,9.5825,9.7633,6737789,127531138,0.1085,1.1236,18.9277,8.0212,1587600000,N/A,9792090000,84000000,0,518100000,48.2527,14.3736,8.6057,401.3799,
601616.SH,广电电气,2011-03-18,9.7633,9.7633,9.8357,9.6394,9.7427,2312409,43636154,-0.0207,-0.2116,18.8704,2.7529,1584240000,N/A,9771366000,84000000,0,518100000,48.1506,14.3432,8.5874,400.5304,
601616.SH,广电电气,2011-03-21,9.7427,9.7427,9.8253,9.6652,9.8047,2413590,45627438,0.062,0.6363,18.9044,2.8733,1594320000,N/A,9833538000,84000000,0,518100000,48.457,14.4344,8.6421,403.0789,
601616.SH,广电电气,2011-03-22,9.8047,9.8253,9.8408,9.66,9.7788,2006489,37895078,-0.0258,-0.2634,18.8863,2.3887,1590120000,N/A,9807633000,84000000,0,518100000,48.3293,14.3964,8.6193,402.017,
601616.SH,广电电气,2011-03-23,9.7788,9.7633,9.7737,9.6187,9.6859,1566630,29341381,-0.093,-0.9509,18.729,1.865,1575000000,N/A,9714375000,84000000,0,518100000,47.8698,14.2595,8.5374,398.1944,
601616.SH,广电电气,2011-03-24,9.6859,9.6497,9.7323,9.567,9.598,1369948,25558285,-0.0878,-0.9067,18.6564,1.6309,1560720000,N/A,9626298000,84000000,0,518100000,47.4358,14.1302,8.4599,394.584,
601616.SH,广电电气,2011-03-25,9.598,9.598,9.6549,9.567,9.6445,1065738,19836541,0.0465,0.4844,18.613,1.2687,1568280000,N/A,9672927000,84000000,0,518100000,47.6655,14.1987,8.5009,396.4954,
601616.SH,广电电气,2011-03-28,9.6445,9.66,9.691,9.4586,9.4741,1560374,28908684,-0.1705,-1.7675,18.5268,1.8576,1540560000,N/A,9501954000,84000000,0,518100000,46.823,13.9477,8.3507,389.4872,
601616.SH,广电电气,2011-03-29,9.4741,9.4276,9.6652,9.4276,9.5154,1147093,21132482,0.0413,0.4362,18.4226,1.3656,1547280000,N/A,9543402000,84000000,0,518100000,47.0273,14.0085,8.3871,391.1861,
601616.SH,广电电气,2011-03-30,9.5154,9.536,9.5567,9.4689,9.5102,623068,11469942,-0.0052,-0.0543,18.4088,0.7417,1546440000,N/A,9538221000,84000000,0,518100000,47.0018,14.0009,8.3825,390.9738,
601616.SH,广电电气,2011-03-31,9.5102,9.4792,9.5567,9.3656,9.4327,853641,15605509,-0.0775,-0.8148,18.2811,1.0162,1533840000,N/A,9460506000,84000000,0,518100000,46.6188,13.8869,8.3142,387.7882,
601616.SH,广电电气,2011-04-01,9.4327,9.4069,9.5102,9.3914,9.4999,572687,10479654,0.0672,0.7119,18.2991,0.6818,1544760000,N/A,9527859000,84000000,0,518100000,46.9507,13.9857,8.3734,390.549,
601616.SH,广电电气,2011-04-06,9.4999,9.4999,9.4999,9.3811,9.4327,943260,17220018,-0.0672,-0.7069,18.2559,1.1229,1533840000,N/A,9460506000,84000000,0,518100000,46.6188,13.8869,8.3142,387.7882,
