´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600572.SH,¿µ¶÷±´,2004-04-12,N/A,1.5507,1.6486,1.5188,1.555,16615445,246499853,N/A,N/A,14.8356,41.5386,584800000,N/A,2005864000,40000000,0,137200000,50.0561,8.4434,4.2788,59.3825,
600572.SH,¿µ¶÷±´,2004-04-13,1.555,1.5369,1.538,1.4571,1.4646,6688890,93793909,-0.0904,-5.814,14.0223,16.7222,550800000,N/A,1889244000,40000000,0,137200000,47.1459,7.9525,4.03,55.9301,
600572.SH,¿µ¶÷±´,2004-04-14,1.4646,1.4571,1.4848,1.4359,1.4571,2712921,37049119,-0.0074,-0.5084,13.6565,6.7823,548000000,N/A,1879640000,40000000,0,137200000,46.9062,7.912,4.0095,55.6457,
600572.SH,¿µ¶÷±´,2004-04-15,1.4571,1.4561,1.472,1.3848,1.388,2285866,30559389,-0.0691,-4.7445,13.3688,5.7147,522000000,N/A,1790460000,40000000,0,137200000,44.6807,7.5366,3.8193,53.0056,
600572.SH,¿µ¶÷±´,2004-04-16,1.388,1.3869,1.4146,1.3614,1.4093,1831366,23857526,0.0213,1.5326,13.0272,4.5784,530000000,N/A,1817900000,40000000,0,137200000,45.3655,7.6522,3.8778,53.818,
600572.SH,¿µ¶÷±´,2004-04-19,1.4093,1.4018,1.4018,1.3614,1.3805,1377677,17901740,-0.0287,-2.0377,12.9941,3.4442,519200000,N/A,1780856000,40000000,0,137200000,44.441,7.4962,3.7988,52.7213,
600572.SH,¿µ¶÷±´,2004-04-20,1.3805,1.3742,1.3784,1.3274,1.3337,1328228,16805950,-0.0468,-3.3898,12.6529,3.3206,501600000,N/A,1720488000,40000000,0,137200000,42.9346,7.2421,3.67,50.9341,
600572.SH,¿µ¶÷±´,2004-04-21,1.3337,1.3348,1.3614,1.321,1.3348,1213083,15280742,0.0011,0.0797,12.5966,3.0327,502000000,N/A,1721860000,40000000,0,137200000,42.9688,7.2479,3.673,50.9747,
600572.SH,¿µ¶÷±´,2004-04-22,1.3348,1.3348,1.3667,1.3348,1.3571,786276,9988255,0.0223,1.6733,12.7032,1.9657,510400000,N/A,1750672000,40000000,0,137200000,43.6878,7.3692,3.7344,51.8277,
600572.SH,¿µ¶÷±´,2004-04-23,1.3571,1.3635,1.3752,1.3316,1.3316,819470,10387351,-0.0255,-1.8809,12.6757,2.0487,500800000,N/A,1717744000,40000000,0,137200000,42.8661,7.2306,3.6642,50.8529,
