¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603567.SH,’‰±¶µ∫,2015-04-24,N/A,28.32,33.98,28.32,33.98,43100,1461142,N/A,N/A,33.9012,0.0667,2194428400,N/A,14427228400,64580000,0,424580000,30.2267,6.5923,9.0571,-144.8924,
603567.SH,’‰±¶µ∫,2015-04-27,33.98,37.38,37.38,37.38,37.38,13700,512106,3.4,10.0059,37.38,0.0212,2414000400,N/A,15870800400,64580000,0,424580000,33.2512,7.2519,9.9634,-159.3902,
603567.SH,’‰±¶µ∫,2015-04-28,37.38,41.12,41.12,41.12,41.12,20900,859408,3.74,10.0054,41.12,0.0324,2655529600,N/A,17458729600,64580000,0,424580000,36.5781,7.9775,10.9603,-175.3377,
603567.SH,’‰±¶µ∫,2015-04-29,41.12,45.23,45.23,45.23,45.23,68300,3089209,4.11,9.9951,45.23,0.1058,2920953400,N/A,19203753400,64580000,0,424580000,40.2341,8.7749,12.0558,-192.8629,
603567.SH,’‰±¶µ∫,2015-04-30,45.23,49.75,49.75,49.75,49.75,147000,7313250,4.52,9.9934,49.75,0.2276,3212855000,N/A,21122855000,64580000,0,424580000,44.2549,9.6518,13.2605,-212.1364,
603567.SH,’‰±¶µ∫,2015-05-04,49.75,54.73,54.73,54.73,54.73,449385,24594841,4.98,10.0101,54.73,0.6959,3534463400,N/A,23237263400,64580000,0,424580000,48.6848,10.6179,14.5879,-233.3714,
603567.SH,’‰±¶µ∫,2015-05-05,54.73,60.2,60.2,60.2,60.2,4011780,241509156,5.47,9.9945,60.2,6.2121,3887716000,N/A,25559716000,64580000,0,424580000,53.5506,11.6791,16.0459,-256.6957,
603567.SH,’‰±¶µ∫,2015-05-06,60.2,56.9,57.11,54.18,54.18,25036468,1389298715,-6.02,-10,55.491,38.7681,3498944400,N/A,23003744400,64580000,0,424580000,48.1956,10.5112,14.4413,-231.0262,
603567.SH,’‰±¶µ∫,2015-05-07,54.18,51.3,54.05,49.57,50.85,14741267,750687887,-3.33,-6.1462,50.9242,22.8264,3283893000,N/A,21589893000,64580000,0,424580000,45.2334,9.8652,13.5537,-216.8269,
603567.SH,’‰±¶µ∫,2015-05-08,50.85,51.92,53.45,51.16,53.06,12138787,638394913,2.21,4.3461,52.5913,18.7965,3426614800,N/A,22528214800,64580000,0,424580000,47.1993,10.2939,14.1428,-226.2504,
603567.SH,’‰±¶µ∫,2015-05-11,53.06,53.2,58.37,52.5,58.37,15833360,880420980,5.31,10.0075,55.6054,24.5174,3769534600,N/A,24782734600,64580000,0,424580000,51.9228,11.3241,15.5581,-248.8925,
603567.SH,’‰±¶µ∫,2015-05-12,58.37,59.34,61.87,57.8,58.05,17955531,1065763792,-0.32,-0.5482,59.3557,27.8035,3748869000,N/A,24646869000,64580000,0,424580000,51.6381,11.262,15.4728,-247.528,
603567.SH,’‰±¶µ∫,2015-05-13,58.05,56.5,60.8,56,58.67,14064098,818969144,0.62,1.068,58.2312,21.7778,3788908600,N/A,24910108600,64580000,0,424580000,52.1896,11.3823,15.6381,-250.1718,
603567.SH,’‰±¶µ∫,2015-05-14,58.67,58.92,64.54,58.48,64.54,17527471,1102944024,5.87,10.0051,62.9266,27.1407,4167993200,N/A,27402393200,64580000,0,424580000,57.4112,12.5211,17.2027,-275.2017,
603567.SH,’‰±¶µ∫,2015-05-15,64.54,67.6,70.99,65,70.99,17239314,1188450097,6.45,9.9938,68.9384,26.6945,4584534200,N/A,30140934200,64580000,0,424580000,63.1488,13.7724,18.9219,-302.7048,
603567.SH,’‰±¶µ∫,2015-05-18,70.99,76.2,78.09,73.8,78.09,7375959,569367417,7.1,10.0014,77.1923,11.4214,5043052200,N/A,33155452200,64580000,0,424580000,69.4646,15.1499,20.8144,-332.9796,
603567.SH,’‰±¶µ∫,2015-05-19,78.09,85.9,85.9,70.35,74.84,24199120,1881242293,-3.25,-4.1619,77.7401,37.4715,4833167200,N/A,31775567200,64580000,0,424580000,66.5736,14.5193,19.9481,-319.1214,
603567.SH,’‰±¶µ∫,2015-05-20,74.84,72.25,78.88,71.51,73.29,16339515,1227334942,-1.55,-2.0711,75.1145,25.3012,4733068200,N/A,31117468200,64580000,0,424580000,65.1948,14.2186,19.535,-312.5121,
603567.SH,’‰±¶µ∫,2015-05-21,73.29,72.45,77.98,69.28,74.7,16586798,1201939047,1.41,1.9239,72.4636,25.6841,4824126000,N/A,31716126000,64580000,0,424580000,66.449,14.4922,19.9108,-318.5245,
