іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2015-07-09,3.3647,3.1967,3.7009,3.0648,3.7009,114460513,1186414740,0.3361,9.9902,10.3653,4.5397,28314387192.34,N/A,63214413796.59,2521316758,0,5629066233,34.6522,4.3198,9.4883,16.544,
603993.SH,¬е—фов“µ,2015-07-10,3.7009,4.07,4.07,3.9052,4.07,56351145,693748833,0.3691,9.9733,12.3112,2.235,31138261961.3,N/A,69518967977.55,2521316758,0,5629066233,38.1081,4.7506,10.4346,18.1939,
603993.SH,¬е—фов“µ,2015-07-13,4.07,4.4786,4.4786,4.3501,4.4786,106079727,1438523584,0.4086,10.0405,13.5608,4.2073,34264694741.22,N/A,76499010106.47,2521316758,0,5629066233,41.9344,5.2276,11.4822,20.0207,
603993.SH,¬е—фов“µ,2015-07-14,4.4786,4.6566,4.9268,4.5973,4.9268,301016038,4419997271,0.4482,10.0074,14.6836,11.9388,37693685532.1,N/A,84154540183.35,2521316758,0,5629066233,46.1309,5.7508,12.6313,22.0242,
603993.SH,¬е—фов“µ,2015-07-15,4.9268,4.8049,5.0356,4.4358,4.4358,230908153,3268023684,-0.491,-9.9666,14.1529,9.1582,33936923562.68,N/A,75767231496.18,2521316758,0,5629066233,41.5332,5.1776,11.3724,19.8292,
603993.SH,¬е—фов“µ,2015-07-16,4.4358,4.2183,4.8807,4.0865,4.8807,198855729,2797802469,0.4449,10.0297,14.0695,7.887,37340701185.98,N/A,83366470910.73,2521316758,0,5629066233,45.6989,5.6969,12.513,21.818,
603993.SH,¬е—фов“µ,2015-07-17,4.8807,5.0092,5.3684,4.9433,5.1806,299087597,4720498376,0.2999,6.1445,15.783,11.8624,39635099435.76,N/A,88488921182.76,2521316758,0,5629066233,48.5069,6.047,13.2819,23.1586,
603993.SH,¬е—фов“µ,2015-07-20,5.1806,4.9466,5.2959,4.9466,5.2036,220290665,3440066139,0.0231,0.4453,15.616,8.7371,39811591608.82,N/A,88882955819.07,2521316758,0,5629066233,48.7229,6.0739,13.341,23.2617,
603993.SH,¬е—фов“µ,2015-07-21,5.2036,5.1081,5.7243,5.0422,5.7243,256263878,4294838630,0.5207,10.0063,16.7594,10.1639,43795272086.46,N/A,97776880467.21,2521316758,0,5629066233,53.5982,6.6817,14.676,25.5894,
603993.SH,¬е—фов“µ,2015-07-22,5.7243,5.7672,5.8463,5.2728,5.5694,227291817,3837530920,-0.1549,-2.7058,16.8837,9.0148,42610253210.2,N/A,95131219337.7,2521316758,0,5629066233,52.148,6.5009,14.2789,24.897,
603993.SH,¬е—фов“µ,2015-07-23,5.5694,5.5561,5.7893,5.4962,5.6294,144566741,2446617487,0.06,1.0766,16.9238,5.7338,42610253210.2,N/A,95131219337.7,2521316758,0,5629066233,52.148,6.5009,14.2789,24.897,
603993.SH,¬е—фов“µ,2015-07-24,5.6294,5.5661,6.0624,5.3962,5.7826,229201873,3912459944,0.1532,2.7219,17.0699,9.0906,43770058918.88,N/A,97720589804.88,2521316758,0,5629066233,53.5674,6.6778,14.6675,25.5746,
603993.SH,¬е—фов“µ,2015-07-27,5.7826,5.5794,5.9392,5.203,5.203,183468746,3088124951,-0.5796,-10.023,16.8319,7.2767,39382967759.96,N/A,87926014559.46,2521316758,0,5629066233,48.1983,6.0085,13.1974,23.0113,
603993.SH,¬е—фов“µ,2015-07-28,5.203,4.8566,5.4795,4.7134,5.3063,178029859,2726459400,0.1033,1.9846,15.3146,7.061,40164575954.94,N/A,89671025091.69,2521316758,0,5629066233,49.1549,6.1278,13.4593,23.468,
603993.SH,¬е—фов“µ,2015-07-29,5.3063,5.4129,5.5961,4.8699,5.5361,163581840,2584479283,0.2298,4.3315,15.7993,6.488,41904284517.96,N/A,93555080792.46,2521316758,0,5629066233,51.284,6.3932,14.0423,24.4845,
603993.SH,¬е—фов“µ,2015-07-30,5.5361,5.3696,5.5228,5.0165,5.0998,127031815,2040859541,-0.4364,-7.8821,16.0657,5.0383,38601359564.98,N/A,86181004027.23,2521316758,0,5629066233,47.2417,5.8893,12.9355,22.5546,
603993.SH,¬е—фов“µ,2015-07-31,5.0998,4.9965,5.3962,4.9632,5.1364,111023972,1727700427,0.0366,0.7185,15.5615,4.4034,38878704408.36,N/A,86800201312.86,2521316758,0,5629066233,47.5812,5.9316,13.0284,22.7166,
603993.SH,¬е—фов“µ,2015-08-03,5.1364,4.9299,5.0531,4.6234,4.6301,122108249,1743753796,-0.5063,-9.8573,14.2804,4.843,35046302936.2,N/A,78244020638.7,2521316758,0,5629066233,42.8909,5.3469,11.7442,20.4774,
603993.SH,¬е—фов“µ,2015-08-04,4.6301,4.6901,5.0298,4.6001,4.9965,111816713,1630858534,0.3664,7.9137,14.5851,4.4349,37819751370,N/A,84435993495,2521316758,0,5629066233,46.2852,5.77,12.6735,22.0979,
603993.SH,¬е—фов“µ,2015-08-05,4.9965,4.9299,4.9965,4.7234,4.78,94846018,1385037201,-0.2165,-4.3333,14.603,3.7618,36180895477.3,N/A,80777100443.55,2521316758,0,5629066233,44.2795,5.52,12.1244,21.1403,
603993.SH,¬е—фов“µ,2015-08-06,4.78,4.6068,4.8266,4.5868,4.6468,64372346,904305272,-0.1332,-2.7875,14.048,2.5531,35172368774.1,N/A,78525473950.35,2521316758,0,5629066233,43.0452,5.3661,11.7864,20.551,
603993.SH,¬е—фов“µ,2015-08-07,4.6468,4.74,4.9599,4.7367,4.8366,83724542,1219387379,0.1899,4.086,14.5643,3.3207,36609519326.16,N/A,81734041703.16,2521316758,0,5629066233,44.8041,5.5854,12.268,21.3908,
603993.SH,¬е—фов“µ,2015-08-10,4.8366,4.9299,5.3196,4.8533,5.223,134047455,2054523943,0.3864,7.989,15.3268,5.3166,39534246765.44,N/A,88263758533.44,2521316758,0,5629066233,48.3834,6.0316,13.2481,23.0997,
603993.SH,¬е—фов“µ,2015-08-11,5.223,5.2097,5.3962,5.1497,5.2463,132806167,2102649125,0.0233,0.4464,15.8325,5.2673,39710738938.5,N/A,88657793169.75,2521316758,0,5629066233,48.5994,6.0585,13.3072,23.2028,
603993.SH,¬е—фов“µ,2015-08-12,5.2463,5.1631,5.263,5.0265,5.0298,87521751,1347536649,-0.2165,-4.127,15.3966,3.4713,38071883045.8,N/A,84998900118.3,2521316758,0,5629066233,46.5938,5.8085,12.758,22.2452,
603993.SH,¬е—фов“µ,2015-08-13,5.0298,5.0298,5.5328,5.0198,5.5328,176423541,2844459321,0.503,10,16.1229,6.9973,41879071350.38,N/A,93498790130.13,2521316758,0,5629066233,51.2531,6.3893,14.0338,24.4697,
603993.SH,¬е—фов“µ,2015-08-14,5.5328,5.676,5.6894,5.3363,5.3929,161005399,2644884879,-0.1399,-2.5286,16.4273,6.3858,40820118312.02,N/A,91134582312.27,2521316758,0,5629066233,49.9571,6.2278,13.679,23.851,
603993.SH,¬е—фов“µ,2015-08-17,5.3929,5.3829,5.4529,5.2297,5.4329,97043031,1555085892,0.04,0.7412,16.0247,3.8489,41122676322.98,N/A,91810070260.23,2521316758,0,5629066233,50.3274,6.2739,13.7804,24.0278,
603993.SH,¬е—фов“µ,2015-08-18,5.4329,5.3962,5.4329,4.8899,4.8899,113549288,1748635801,-0.543,-9.9939,15.3998,4.5036,37012930007.44,N/A,82634692300.44,2521316758,0,5629066233,45.2978,5.6469,12.4032,21.6265,
603993.SH,¬е—фов“µ,2015-08-19,4.8899,4.7034,5.0065,4.4469,4.9066,93974568,1336920625,0.0167,0.3406,14.2264,3.7272,37138995845.34,N/A,82916145612.09,2521316758,0,5629066233,45.4521,5.6662,12.4454,21.7001,
603993.SH,¬е—фов“µ,2015-08-20,4.9066,4.83,5.183,4.7134,4.7933,88441959,1317398720,-0.1133,-2.3082,14.8956,3.5078,36281748147.62,N/A,81002263092.87,2521316758,0,5629066233,44.4029,5.5354,12.1582,21.1992,
603993.SH,¬е—фов“µ,2015-08-21,4.7933,4.6667,4.83,4.4136,4.4769,75625469,1047371832,-0.3164,-6.6018,13.8495,2.9994,33886497227.52,N/A,75654650171.52,2521316758,0,5629066233,41.4715,5.1699,11.3555,19.7997,
603993.SH,¬е—фов“µ,2015-08-24,4.4769,4.297,4.3303,4.0305,4.0305,63370331,778715201,-0.4464,-9.9702,12.2883,2.5134,30507932771.8,N/A,68111701419.3,2521316758,0,5629066233,37.3367,4.6545,10.2233,17.8256,
603993.SH,¬е—фов“µ,2015-08-25,4.0305,3.6608,3.8973,3.6275,3.6275,70294258,785983728,-0.4031,-10,11.1813,2.788,27457139494.62,N/A,61300531277.37,2521316758,0,5629066233,33.603,4.189,9.201,16.0431,
603993.SH,¬е—фов“µ,2015-08-26,3.6275,3.6841,3.9572,3.5375,3.6141,104925133,1175045093,-0.0133,-0.3673,11.1989,4.1615,27356286824.3,N/A,61075368628.05,2521316758,0,5629066233,33.4796,4.1736,9.1672,15.9841,
603993.SH,¬е—фов“µ,2015-08-27,3.6141,3.7774,3.8973,3.5942,3.8773,86078071,969317289,0.2631,7.2811,11.2609,3.414,29348127063.12,N/A,65522330952.12,2521316758,0,5629066233,35.9173,4.4775,9.8347,17.148,
603993.SH,¬е—фов“µ,2015-08-28,3.8773,3.9639,4.2637,3.8873,4.2604,100300402,1220173913,0.3831,9.8797,12.1652,3.9781,32247641334.82,N/A,71995757120.07,2521316758,0,5629066233,39.4658,4.9199,10.8063,18.8421,
603993.SH,¬е—фов“µ,2015-08-31,4.2604,4.0971,4.1238,3.8606,4.1038,111681869,1349057319,-0.1566,-3.6747,12.0795,4.4295,31062622458.56,N/A,69350095990.56,2521316758,0,5629066233,38.0156,4.7391,10.4092,18.1497,
603993.SH,¬е—фов“µ,2015-09-01,4.1038,3.9972,4.0472,3.6941,4.0139,94765409,1107191565,-0.0899,-2.1916,11.6835,3.7586,30381866933.9,N/A,67830248107.65,2521316758,0,5629066233,37.1824,4.6352,10.1811,17.752,
603993.SH,¬е—фов“µ,2015-09-02,4.0139,3.7707,4.1638,3.7174,4.0772,104139420,1251790016,0.0633,1.5768,12.0203,4.1304,30860917117.92,N/A,68899770691.92,2521316758,0,5629066233,37.7687,4.7083,10.3416,18.0319,
603993.SH,¬е—фов“µ,2015-09-07,4.0772,4.0638,4.3969,4.0139,4.0438,46258732,582284093,-0.0333,-0.817,12.5875,1.8347,30608785442.12,N/A,68336864068.62,2521316758,0,5629066233,37.4601,4.6699,10.2571,17.8846,
603993.SH,¬е—фов“µ,2015-09-08,4.0438,4.0505,4.2237,3.8007,4.1738,42748492,517156560,0.1299,3.2125,12.0977,1.6955,31592098977.74,N/A,70532199899.49,2521316758,0,5629066233,38.6636,4.8199,10.5866,18.4591,
603993.SH,¬е—фов“µ,2015-09-09,4.1738,4.1638,4.3603,4.1304,4.3003,62721229,805001266,0.1266,3.0327,12.8346,2.4876,32550199345.78,N/A,72671245068.03,2521316758,0,5629066233,39.8361,4.9661,10.9077,19.0189,
603993.SH,¬е—фов“µ,2015-09-10,4.3003,4.2071,4.297,4.1105,4.1238,37565633,475379737,-0.1765,-4.1053,12.6546,1.4899,31213901464.04,N/A,69687839964.54,2521316758,0,5629066233,38.2007,4.7622,10.4599,18.2381,
603993.SH,¬е—фов“µ,2015-09-11,4.1238,4.1304,4.1871,4.0305,4.1438,29627611,365930560,0.02,0.4847,12.351,1.1751,31365180469.52,N/A,70025583938.52,2521316758,0,5629066233,38.3858,4.7853,10.5106,18.3265,
603993.SH,¬е—фов“µ,2015-09-14,4.1438,4.1638,4.1837,3.7307,3.7307,45498709,532905632,-0.413,-9.9678,11.7125,1.8046,28238747689.6,N/A,63045541809.6,2521316758,0,5629066233,34.5596,4.3083,9.4629,16.4998,
603993.SH,¬е—фов“µ,2015-09-15,3.7307,3.6674,3.6774,3.3577,3.3577,43669141,458477624,-0.3731,-10,10.4989,1.732,25414872920.64,N/A,56740987628.64,2521316758,0,5629066233,31.1036,3.8775,8.5166,14.8498,
603993.SH,¬е—фов“µ,2015-09-16,3.3577,3.3643,3.6941,3.3277,3.6608,47640610,500245835,0.3031,9.0278,10.5004,1.8895,27709271170.42,N/A,61863437900.67,2521316758,0,5629066233,33.9116,4.2275,9.2855,16.1904,
603993.SH,¬е—фов“µ,2015-09-17,3.6608,3.6375,3.8307,3.5342,3.5542,53060478,591242965,-0.1066,-2.9117,11.1428,2.1045,26902449807.86,N/A,60062136706.11,2521316758,0,5629066233,32.9242,4.1044,9.0151,15.719,
603993.SH,¬е—фов“µ,2015-09-18,3.5542,3.6141,3.6541,3.5175,3.6175,28741341,309429932,0.0633,1.7807,10.766,1.1399,27381499991.88,N/A,61131659290.38,2521316758,0,5629066233,33.5105,4.1775,9.1756,15.9989,
603993.SH,¬е—фов“µ,2015-09-21,3.6175,3.5309,3.8273,3.5175,3.784,43434177,480317266,0.1666,4.6041,11.0585,1.7227,28642158370.88,N/A,63946192406.88,2521316758,0,5629066233,35.0533,4.3698,9.5981,16.7355,
603993.SH,¬е—фов“µ,2015-09-22,3.784,3.774,3.8806,3.7007,3.764,44871740,510456028,-0.02,-0.5282,11.3759,1.7797,28490879365.4,N/A,63608448432.9,2521316758,0,5629066233,34.8682,4.3467,9.5474,16.6471,
603993.SH,¬е—фов“µ,2015-09-23,3.764,3.6375,3.8506,3.6275,3.774,48915925,547047694,0.01,0.2655,11.1834,1.9401,28566518868.14,N/A,63777320419.89,2521316758,0,5629066233,34.9607,4.3583,9.5728,16.6913,
603993.SH,¬е—фов“µ,2015-09-24,3.774,3.774,3.8806,3.7574,3.8273,44180461,506422620,0.0533,1.4122,11.4626,1.7523,28969929549.42,N/A,64677971017.17,2521316758,0,5629066233,35.4545,4.4198,9.7079,16.927,
603993.SH,¬е—фов“µ,2015-09-25,3.8273,3.7973,3.8273,3.5009,3.5342,46352762,507865197,-0.2931,-7.6588,10.9565,1.8384,26751170802.38,N/A,59724392732.13,2521316758,0,5629066233,32.7391,4.0813,8.9644,15.6306,
603993.SH,¬е—фов“µ,2015-09-28,3.5342,3.5575,3.6175,3.4909,3.6108,20139056,215891561,0.0766,2.1678,10.72,0.7988,27331073656.72,N/A,61019077965.72,2521316758,0,5629066233,33.4488,4.1698,9.1587,15.9694,
603993.SH,¬е—фов“µ,2015-09-29,3.6108,3.5209,3.5575,3.4343,3.4609,24472275,256949913,-0.1499,-4.1513,10.4996,0.9706,26196481115.62,N/A,58485998160.87,2521316758,0,5629066233,32.0602,3.9967,8.7785,15.3065,
603993.SH,¬е—фов“µ,2015-09-30,3.4609,3.4976,3.5475,3.4709,3.4776,16920787,178108863,0.0167,0.4812,10.526,0.6711,26322546953.52,N/A,58767451472.52,2521316758,0,5629066233,32.2145,4.0159,8.8208,15.3801,
603993.SH,¬е—фов“µ,2015-10-08,3.4776,3.6541,3.6808,3.5742,3.5875,34980268,381404589,0.1099,3.1609,10.9034,1.3874,27154581483.66,N/A,60625043329.41,2521316758,0,5629066233,33.2328,4.1429,9.0996,15.8663,
603993.SH,¬е—фов“µ,2015-10-09,3.5875,3.6075,3.8073,3.5708,3.7374,50477317,562890886,0.1499,4.1783,11.1514,1.169,48446952814.26,N/A,63158123134.26,4317910233,0,5629066233,34.6213,4.316,9.4798,16.5292,
603993.SH,¬е—фов“µ,2015-10-12,3.7374,3.7507,4.0905,3.7341,3.9972,67859459,795727474,0.2598,6.9519,11.7261,1.5716,51814922796,N/A,67548794796,4317910233,0,5629066233,37.0281,4.616,10.1388,17.6783,
603993.SH,¬е—фов“µ,2015-10-13,3.9972,3.9239,3.9872,3.8806,3.9606,49322346,582225084,-0.0366,-0.9167,11.8045,1.1423,51339952670.37,N/A,66929597510.37,4317910233,0,5629066233,36.6887,4.5737,10.0459,17.5163,
603993.SH,¬е—фов“µ,2015-10-14,3.9606,3.9339,4.1471,3.9139,3.9905,58742686,714224975,0.03,0.7569,12.1585,1.3604,51728564591.34,N/A,67436213471.34,4317910233,0,5629066233,36.9664,4.6083,10.1219,17.6488,
603993.SH,¬е—фов“µ,2015-10-15,3.9905,3.9506,4.1005,3.9472,4.0805,46503759,563889056,0.0899,2.2538,12.1257,1.077,52894400354.25,N/A,68956061354.25,4317910233,0,5629066233,37.7996,4.7122,10.3501,18.0466,
603993.SH,¬е—фов“µ,2015-10-16,4.0805,4.0905,4.1238,3.9839,4.0738,48776914,593787704,-0.0067,-0.1633,12.1735,1.1296,52808042149.59,N/A,68843480029.59,4317910233,0,5629066233,37.7379,4.7045,10.3332,18.0171,
603993.SH,¬е—фов“µ,2015-10-19,4.0738,4.0805,4.2937,4.0272,4.1671,66644381,830516851,0.0933,2.2895,12.4619,1.5434,54017057014.83,N/A,70419618574.83,4317910233,0,5629066233,38.6018,4.8122,10.5697,18.4296,
603993.SH,¬е—фов“µ,2015-10-20,4.1671,4.1371,4.2137,4.1038,4.1738,50247380,627220180,0.0067,0.1599,12.4826,1.1637,54103415219.49,N/A,70532199899.49,4317910233,0,5629066233,38.6636,4.8199,10.5866,18.4591,
603993.SH,¬е—фов“µ,2015-10-21,4.1738,4.1871,4.2071,3.7574,3.7607,61404094,728958382,-0.413,-9.8962,11.8715,1.4221,48749206530.57,N/A,63552157770.57,4317910233,0,5629066233,34.8373,4.3429,9.539,16.6323,
603993.SH,¬е—фов“µ,2015-10-22,3.7607,3.794,3.9806,3.7674,3.9273,43365869,503660638,0.1666,4.4287,11.6142,1.0043,50908161647.07,N/A,66366690887.07,4317910233,0,5629066233,36.3802,4.5352,9.9614,17.3689,
603993.SH,¬е—фов“µ,2015-10-23,3.9273,3.9306,4.0605,3.9039,4.0438,37732714,451826111,0.1166,2.9686,11.9744,0.8739,52419430228.62,N/A,68336864068.62,4317910233,0,5629066233,37.4601,4.6699,10.2571,17.8846,
603993.SH,¬е—фов“µ,2015-10-26,4.0438,4.1005,4.2504,4.0638,4.1404,52956184,660731854,0.0966,2.3888,12.477,1.2264,53671624196.19,N/A,69969293276.19,4317910233,0,5629066233,38.355,4.7814,10.5021,18.3118,
603993.SH,¬е—фов“µ,2015-10-27,4.1404,4.0805,4.5535,4.0638,4.5535,108377623,1415594381,0.413,9.9759,13.0617,2.51,59025832885.11,N/A,76949335405.11,4317910233,0,5629066233,42.1812,5.2584,11.5498,20.1385,
603993.SH,¬е—фов“µ,2015-10-28,4.5535,4.5368,4.5368,4.2737,4.317,73503212,970100902,-0.2365,-5.1939,13.1981,1.7023,55960116619.68,N/A,72952698379.68,4317910233,0,5629066233,39.9904,4.9853,10.9499,19.0926,
603993.SH,¬е—фов“µ,2015-10-29,4.317,4.3636,4.5135,4.3403,4.3903,47049194,625702367,0.0733,1.6975,13.2989,1.0896,56910056870.94,N/A,74191092950.94,4317910233,0,5629066233,40.6692,5.0699,11.1358,19.4167,
603993.SH,¬е—фов“µ,2015-10-30,4.3903,4.3836,4.6468,4.3303,4.5069,63131690,847058761,0.1166,2.6555,13.4173,1.4621,58421325452.49,N/A,76161266132.49,4317910233,0,5629066233,41.7492,5.2046,11.4315,19.9323,
603993.SH,¬е—фов“µ,2015-11-02,4.5069,4.3303,4.4735,4.2337,4.277,56361921,739145912,-0.2298,-5.0998,13.1143,1.3053,55441967391.72,N/A,72277210431.72,4317910233,0,5629066233,39.6201,4.9391,10.8486,18.9158,
603993.SH,¬е—фов“µ,2015-11-03,4.277,4.3403,4.4602,4.3003,4.347,37795002,496535740,0.07,1.6355,13.1376,0.8753,56348728540.65,N/A,73459314340.65,4317910233,0,5629066233,40.2681,5.0199,11.026,19.2252,
603993.SH,¬е—фов“µ,2015-11-04,4.347,4.347,4.7633,4.347,4.5868,86035470,1179219526,0.2398,5.5172,13.7062,1.9925,59457623908.41,N/A,77512242028.41,4317910233,0,5629066233,42.4898,5.2969,11.6343,20.2859,
603993.SH,¬е—фов“µ,2015-11-05,4.5868,4.5735,4.73,4.5335,4.6268,85181910,1184323654,0.04,0.8715,13.9035,1.9728,59975773136.37,N/A,78187729976.37,4317910233,0,5629066233,42.8601,5.343,11.7357,20.4626,
603993.SH,¬е—фов“µ,2015-11-06,4.6268,4.6268,4.7733,4.5801,4.7667,72933142,1027557339,0.1399,3.0238,14.089,1.6891,61789295434.23,N/A,80551937794.23,4317910233,0,5629066233,44.1561,5.5046,12.0906,21.0814,
603993.SH,¬е—фов“µ,2015-11-09,4.7667,4.79,4.8833,4.6634,4.73,98302892,1406804910,-0.0366,-0.7687,14.3109,2.2766,61314325308.6,N/A,79932740508.6,4317910233,0,5629066233,43.8166,5.4623,11.9976,20.9193,
603993.SH,¬е—фов“µ,2015-11-10,4.73,4.6867,5.0232,4.6567,4.78,121642875,1771107698,0.05,1.0563,14.5599,2.8172,61962011843.55,N/A,80777100443.55,4317910233,0,5629066233,44.2795,5.52,12.1244,21.1403,
603993.SH,¬е—фов“µ,2015-11-11,4.78,4.8366,4.8533,4.71,4.7467,74875438,1070744589,-0.0333,-0.6969,14.3003,1.7341,61530220820.25,N/A,80214193820.25,4317910233,0,5629066233,43.9709,5.4815,12.0399,20.993,
603993.SH,¬е—фов“µ,2015-11-12,4.7467,4.77,4.9465,4.7167,4.77,118501832,1716347821,0.0233,0.4912,14.4837,2.7444,61832474536.56,N/A,80608228456.56,4317910233,0,5629066233,44.1869,5.5084,12.099,21.0961,
603993.SH,¬е—фов“µ,2015-11-13,4.77,4.85,5.19,4.77,4.97,196092618,982962489,0.2,4.1929,5.0127,1.5138,64380041574.03,N/A,83929377534.03,12953730699,0,16887198699,46.0075,5.7354,12.5975,21.9653,
603993.SH,¬е—фов“µ,2015-11-16,4.97,4.58,4.67,4.47,4.65,329020793,1505288609,-0.32,-6.4386,4.5751,2.54,60234847750.35,N/A,78525473950.35,12953730699,0,16887198699,43.0452,5.3661,11.7864,20.551,
603993.SH,¬е—фов“µ,2015-11-17,4.65,4.68,4.71,4.54,4.55,248004616,1141934016,-0.1,-2.1505,4.6045,1.9145,58939474680.45,N/A,76836754080.45,12953730699,0,16887198699,42.1195,5.2507,11.5329,20.1091,
603993.SH,¬е—фов“µ,2015-11-18,4.55,4.55,4.85,4.43,4.61,250081059,1154642561,0.06,1.3187,4.6171,1.9306,59716698522.39,N/A,77849986002.39,12953730699,0,16887198699,42.6749,5.32,11.685,20.3743,
603993.SH,¬е—фов“µ,2015-11-19,4.61,4.61,4.73,4.5,4.67,194466588,902126501,0.06,1.3015,4.639,1.5012,60493922364.33,N/A,78863217924.33,12953730699,0,16887198699,43.2304,5.3892,11.8371,20.6394,
603993.SH,¬е—фов“µ,2015-11-20,4.67,4.68,5.14,4.63,5.14,294332010,1467616326,0.47,10.0642,4.9863,2.2722,66582175792.86,N/A,86800201312.86,12953730699,0,16887198699,47.5812,5.9316,13.0284,22.7166,
603993.SH,¬е—фов“µ,2015-11-23,5.14,5.49,5.65,5.39,5.65,590388662,3313915377,0.51,9.9222,5.6131,4.5577,73188578449.35,N/A,95412672649.35,12953730699,0,16887198699,52.3023,6.5201,14.3211,24.9706,
603993.SH,¬е—фов“µ,2015-11-24,5.65,5.61,5.61,5.19,5.43,493330223,2664440451,-0.22,-3.8938,5.4009,3.8084,70338757695.57,N/A,91697488935.57,12953730699,0,16887198699,50.2657,6.2662,13.7635,23.9983,
603993.SH,¬е—фов“µ,2015-11-25,5.43,5.43,5.85,5.4,5.58,459039060,2588459444,0.15,2.7624,5.6389,3.5437,72281817300.42,N/A,94230568740.42,12953730699,0,16887198699,51.6543,6.4393,14.1437,24.6612,
603993.SH,¬е—фов“µ,2015-11-26,5.58,5.49,5.79,5.35,5.54,356929243,1970106338,-0.04,-0.7168,5.5196,2.7554,71763668072.46,N/A,93555080792.46,12953730699,0,16887198699,51.284,6.3932,14.0423,24.4845,
603993.SH,¬е—фов“µ,2015-11-27,5.54,5.41,5.58,5.05,5.17,293181894,1568285339,-0.37,-6.6787,5.3492,2.2633,66970787713.83,N/A,87306817273.83,12953730699,0,16887198699,47.8589,5.9662,13.1044,22.8492,
603993.SH,¬е—фов“µ,2015-11-30,5.17,5.13,5.28,4.7,5.09,229348083,1150671968,-0.08,-1.5474,5.0171,1.7705,65934489257.91,N/A,85955841377.91,12953730699,0,16887198699,47.1183,5.8739,12.9017,22.4957,
603993.SH,¬е—фов“µ,2015-12-01,5.09,5.09,5.09,4.95,5.02,146785762,734689625,-0.07,-1.3752,5.0052,1.1332,65027728108.98,N/A,84773737468.98,12953730699,0,16887198699,46.4703,5.7931,12.7242,22.1863,
603993.SH,¬е—фов“µ,2015-12-02,5.02,5.01,5.01,4.8,4.99,111812991,550632432,-0.03,-0.5976,4.9246,0.8632,64639116188.01,N/A,84267121508.01,12953730699,0,16887198699,46.1926,5.7585,12.6482,22.0537,
603993.SH,¬е—фов“µ,2015-12-03,4.99,4.98,5.14,4.94,5.08,131544298,663736137,0.09,1.8036,5.0457,1.0155,65804951950.92,N/A,85786969390.92,12953730699,0,16887198699,47.0257,5.8623,12.8763,22.4515,
603993.SH,¬е—фов“µ,2015-12-04,5.08,5.07,5.12,4.98,5.02,128251176,648031718,-0.06,-1.1811,5.0528,0.9901,65027728108.98,N/A,84773737468.98,12953730699,0,16887198699,46.4703,5.7931,12.7242,22.1863,
603993.SH,¬е—фов“µ,2015-12-07,5.02,5.01,5.05,4.95,4.99,99110778,494265084,-0.03,-0.5976,4.987,0.7651,64639116188.01,N/A,84267121508.01,12953730699,0,16887198699,46.1926,5.7585,12.6482,22.0537,
603993.SH,¬е—фов“µ,2015-12-08,4.99,4.94,4.95,4.78,4.8,130066319,628445966,-0.19,-3.8076,4.8317,1.0041,62177907355.2,N/A,81058553755.2,12953730699,0,16887198699,44.4338,5.5392,12.1666,21.214,
603993.SH,¬е—фов“µ,2015-12-09,4.8,4.75,4.78,4.66,4.67,96495233,453185752,-0.13,-2.7083,4.6965,0.7449,60493922364.33,N/A,78863217924.33,12953730699,0,16887198699,43.2304,5.3892,11.8371,20.6394,
603993.SH,¬е—фов“µ,2015-12-10,4.67,4.67,4.85,4.65,4.7,84102023,399126167,0.03,0.6424,4.7457,0.6492,60882534285.3,N/A,79369833885.3,12953730699,0,16887198699,43.5081,5.4238,11.9131,20.772,
603993.SH,¬е—фов“µ,2015-12-11,4.7,4.71,4.85,4.55,4.75,121782359,569802815,0.05,1.0638,4.6789,0.9401,61530220820.25,N/A,80214193820.25,12953730699,0,16887198699,43.9709,5.4815,12.0399,20.993,
603993.SH,¬е—фов“µ,2015-12-14,4.75,4.66,4.91,4.62,4.86,130421715,627936406,0.11,2.3158,4.8147,1.0068,62955131197.14,N/A,82071785677.14,12953730699,0,16887198699,44.9892,5.6085,12.3187,21.4792,
603993.SH,¬е—фов“µ,2015-12-15,4.86,4.84,4.84,4.75,4.78,98070670,468519728,-0.08,-1.6461,4.7774,0.7571,61918832741.22,N/A,80720809781.22,12953730699,0,16887198699,44.2486,5.5161,12.1159,21.1256,
603993.SH,¬е—фов“µ,2015-12-16,4.78,4.76,4.84,4.75,4.76,78820670,377066794,-0.02,-0.4184,4.7839,0.6085,61659758127.24,N/A,80383065807.24,12953730699,0,16887198699,44.0635,5.4931,12.0652,21.0372,
