іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2013-09-05,2.4872,2.4936,2.6418,2.4356,2.529,16250047,128376584,0.0419,1.6839,7.9001,8.125,1570000000,N/A,39847938621.25,200000000,0,5076170525,37.9394,3.4526,6.9775,-30.2897,
603993.SH,¬е—фов“µ,2013-09-06,2.529,2.4807,2.5129,2.4485,2.4936,8895438,68559762,-0.0354,-1.4013,7.7073,4.4477,1548000000,N/A,39289559863.5,200000000,0,5076170525,37.4078,3.4042,6.8798,-29.8653,
603993.SH,¬е—фов“µ,2013-09-09,2.4936,2.5,2.5613,2.4807,2.5323,10457178,81928686,0.0387,1.5504,7.8347,5.2286,1572000000,N/A,39898700326.5,200000000,0,5076170525,37.9877,3.457,6.9864,-30.3283,
603993.SH,¬е—фов“µ,2013-09-10,2.5323,2.5419,2.558,2.5162,2.558,10442294,82270236,0.0258,1.0178,7.8786,5.2211,1588000000,N/A,40304793968.5,200000000,0,5076170525,38.3744,3.4922,7.0575,-30.637,
603993.SH,¬е—фов“µ,2013-09-11,2.558,2.5516,2.6418,2.5387,2.5645,16501802,133002941,0.0064,0.2519,8.0599,8.2509,1592000000,N/A,40406317379,200000000,0,5076170525,38.471,3.5009,7.0753,-30.7142,
603993.SH,¬е—фов“µ,2013-09-12,2.5645,2.5516,2.5613,2.5065,2.5323,7873985,61833192,-0.0322,-1.2563,7.8528,3.937,1572000000,N/A,39898700326.5,200000000,0,5076170525,37.9877,3.457,6.9864,-30.3283,
603993.SH,¬е—фов“µ,2013-09-13,2.5323,2.5226,2.5258,2.4807,2.4968,6314376,48967754,-0.0354,-1.3995,7.755,3.1572,1550000000,N/A,39340321568.75,200000000,0,5076170525,37.4561,3.4086,6.8886,-29.9039,
603993.SH,¬е—фов“µ,2013-09-16,2.4968,2.4968,2.5129,2.4807,2.4904,4371067,33836568,-0.0064,-0.2581,7.741,2.1855,1546000000,N/A,39238798158.25,200000000,0,5076170525,37.3594,3.3998,6.8709,-29.8267,
603993.SH,¬е—фов“µ,2013-09-17,2.4904,2.4936,2.4936,2.3937,2.397,6258667,47327462,-0.0934,-3.7516,7.5619,3.1293,1488000000,N/A,37766708706,200000000,0,5076170525,35.9579,3.2722,6.6131,-28.7077,
603993.SH,¬е—фов“µ,2013-09-18,2.397,2.4002,2.4356,2.3808,2.4195,3315765,24783800,0.0226,0.9409,7.4745,1.6579,1502000000,N/A,38122040642.75,200000000,0,5076170525,36.2962,3.303,6.6753,-28.9778,
603993.SH,¬е—фов“µ,2013-09-23,2.4195,2.4356,2.4453,2.4066,2.4421,4592861,34638933,0.0226,0.9321,7.5419,2.2964,1516000000,N/A,38477372579.5,200000000,0,5076170525,36.6345,3.3338,6.7375,-29.2479,
603993.SH,¬е—фов“µ,2013-09-24,2.4421,2.4388,2.4421,2.3744,2.3841,6489727,48262381,-0.058,-2.3747,7.4367,3.2449,1480000000,N/A,37563661885,200000000,0,5076170525,35.7645,3.2547,6.5775,-28.5534,
603993.SH,¬е—фов“µ,2013-09-25,2.3841,2.397,2.4034,2.3164,2.3196,7943507,58150879,-0.0644,-2.7027,7.3206,3.9718,1440000000,N/A,36548427780,200000000,0,5076170525,34.7979,3.1667,6.3998,-27.7816,
603993.SH,¬е—фов“µ,2013-09-26,2.3196,2.3067,2.3229,2.2649,2.2713,6258557,44529324,-0.0483,-2.0833,7.115,3.1293,1410000000,N/A,35787002201.25,200000000,0,5076170525,34.073,3.1007,6.2664,-27.2029,
603993.SH,¬е—фов“µ,2013-09-27,2.2713,2.2681,2.3164,2.2649,2.281,3995154,28346033,0.0097,0.4255,7.0951,1.9976,1416000000,N/A,35939287317,200000000,0,5076170525,34.218,3.1139,6.2931,-27.3186,
603993.SH,¬е—фов“µ,2013-09-30,2.281,2.2874,2.3035,2.2745,2.2939,2784258,19743043,0.0129,0.565,7.091,1.3921,1424000000,N/A,36142334138,200000000,0,5076170525,34.4113,3.1315,6.3287,-27.473,
603993.SH,¬е—фов“µ,2013-10-08,2.2939,2.2939,2.3357,2.2745,2.3325,5352760,38311681,0.0387,1.6854,7.1574,2.6764,1448000000,N/A,36751474601,200000000,0,5076170525,34.9913,3.1843,6.4353,-27.936,
603993.SH,¬е—фов“µ,2013-10-09,2.3325,2.3261,2.3261,2.2777,2.2874,9698154,68998163,-0.0451,-1.9337,7.1146,0.4927,13975789455,N/A,36040810727.5,1968421050,0,5076170525,34.3146,3.1227,6.3109,-27.3958,
603993.SH,¬е—фов“µ,2013-10-10,2.2874,2.2874,2.31,2.2681,2.2842,7281163,51727483,-0.0032,-0.1408,7.1043,0.3699,13956105244.5,N/A,35990049022.25,1968421050,0,5076170525,34.2663,3.1183,6.302,-27.3572,
603993.SH,¬е—фов“µ,2013-10-11,2.2842,2.2874,2.3035,2.281,2.2939,8558691,60837178,0.0097,0.4231,7.1082,0.4348,14015157876,N/A,36142334138,1968421050,0,5076170525,34.4113,3.1315,6.3287,-27.473,
603993.SH,¬е—фов“µ,2013-10-14,2.2939,2.2906,2.3003,2.2681,2.2906,7586083,53683838,-0.0032,-0.1404,7.0766,0.3854,13995473665.5,N/A,36091572432.75,1968421050,0,5076170525,34.363,3.1271,6.3198,-27.4344,
603993.SH,¬е—фов“µ,2013-10-15,2.2906,2.2906,2.3132,2.2745,2.31,7421986,52829383,0.0193,0.8439,7.118,0.3771,14113578928.5,N/A,36396142664.25,1968421050,0,5076170525,34.6529,3.1535,6.3731,-27.6659,
603993.SH,¬е—фов“µ,2013-10-16,2.31,2.2971,2.3003,2.2198,2.2294,8656665,60257113,-0.0805,-3.4868,6.9608,0.4398,13621473666,N/A,35127100033,1968421050,0,5076170525,33.4447,3.0435,6.1509,-26.7012,
603993.SH,¬е—фов“µ,2013-10-17,2.2294,2.2423,2.2681,2.2198,2.2391,5203751,36139689,0.0097,0.4335,6.9449,0.2644,13680526297.5,N/A,35279385148.75,1968421050,0,5076170525,33.5897,3.0567,6.1776,-26.817,
603993.SH,¬е—фов“µ,2013-10-18,2.2391,2.2391,2.2455,2.2069,2.2198,4649426,32107340,-0.0193,-0.8633,6.9057,0.2362,13562421034.5,N/A,34974814917.25,1968421050,0,5076170525,33.2997,3.0303,6.1242,-26.5855,
603993.SH,¬е—фов“µ,2013-10-21,2.2198,2.223,2.2423,2.1875,2.2391,5443172,37470359,0.0193,0.8708,6.8839,0.2765,13680526297.5,N/A,35279385148.75,1968421050,0,5076170525,33.5897,3.0567,6.1776,-26.817,
603993.SH,¬е—фов“µ,2013-10-22,2.2391,2.2294,2.2391,2.2036,2.2133,5125789,35293162,-0.0258,-1.1511,6.8854,0.2604,13523052613.5,N/A,34873291506.75,1968421050,0,5076170525,33.203,3.0215,6.1065,-26.5083,
603993.SH,¬е—фов“µ,2013-10-23,2.2133,2.2133,2.2488,2.2069,2.2391,6971182,48279153,0.0258,1.1645,6.9255,0.3542,13680526297.5,N/A,35279385148.75,1968421050,0,5076170525,33.5897,3.0567,6.1776,-26.817,
603993.SH,¬е—фов“µ,2013-10-24,2.2391,2.223,2.2294,2.1875,2.1875,4397371,30071744,-0.0515,-2.3022,6.8386,0.2234,13365578929.5,N/A,34467197864.75,1968421050,0,5076170525,32.8164,2.9864,6.0353,-26.1996,
603993.SH,¬е—фов“µ,2013-10-25,2.1875,2.1972,2.1972,2.0877,2.1167,5598328,37200368,-0.0709,-3.2401,6.6449,0.2844,12932526298.5,N/A,33350440349.25,1968421050,0,5076170525,31.7531,2.8896,5.8398,-25.3508,
603993.SH,¬е—фов“µ,2013-10-28,2.1167,2.1167,2.1424,2.0941,2.1134,2630254,17280802,-0.0032,-0.1522,6.57,0.1336,12912842088,N/A,33299678644,1968421050,0,5076170525,31.7048,2.8852,5.8309,-25.3122,
603993.SH,¬е—фов“µ,2013-10-29,2.1134,2.1134,2.1424,2.0297,2.0748,4406774,28604021,-0.0387,-1.8293,6.4909,0.2239,12676631562,N/A,32690538181,1968421050,0,5076170525,31.1248,2.8324,5.7242,-24.8491,
603993.SH,¬е—фов“µ,2013-10-30,2.0748,2.0748,2.107,2.0329,2.1038,3200052,20770274,0.029,1.3975,6.4906,0.1626,12853789456.5,N/A,33147393528.25,1968421050,0,5076170525,31.5598,2.872,5.8042,-25.1964,
603993.SH,¬е—фов“µ,2013-10-31,2.1038,2.1038,2.1167,2.0716,2.1006,2728485,17741474,-0.0032,-0.1531,6.5023,0.1386,12834105246,N/A,33096631823,1968421050,0,5076170525,31.5115,2.8676,5.7954,-25.1578,
603993.SH,¬е—фов“µ,2013-11-01,2.1006,2.1006,2.1424,2.0877,2.1231,2921577,19233017,0.0226,1.0736,6.5831,0.1484,12971894719.5,N/A,33451963759.75,1968421050,0,5076170525,31.8498,2.8984,5.8576,-25.4279,
603993.SH,¬е—фов“µ,2013-11-04,2.1231,2.136,2.1521,2.1263,2.1328,2574367,17094439,0.0097,0.4552,6.6402,0.1308,13030947351,N/A,33604248875.5,1968421050,0,5076170525,31.9948,2.9116,5.8842,-25.5437,
603993.SH,¬е—фов“µ,2013-11-05,2.1328,2.1392,2.1424,2.0973,2.1392,2335766,15386180,0.0064,0.3021,6.5872,0.1187,13070315772,N/A,33705772286,1968421050,0,5076170525,32.0914,2.9204,5.902,-25.6209,
603993.SH,¬е—фов“µ,2013-11-06,2.1392,2.1424,2.1521,2.1102,2.1102,2969870,19671825,-0.029,-1.3554,6.6238,0.1509,12893157877.5,N/A,33248916938.75,1968421050,0,5076170525,31.6564,2.8808,5.822,-25.2736,
603993.SH,¬е—фов“µ,2013-11-07,2.1102,2.107,2.1231,2.0909,2.0941,2034419,13284095,-0.0161,-0.7634,6.5297,0.1034,12794736825,N/A,32995108412.5,1968421050,0,5076170525,31.4148,2.8588,5.7776,-25.0807,
603993.SH,¬е—фов“µ,2013-11-08,2.0941,2.0877,2.0941,2.049,2.0587,2291098,14715663,-0.0354,-1.6923,6.423,0.1164,12578210509.5,N/A,32436729654.75,1968421050,0,5076170525,30.8832,2.8104,5.6798,-24.6562,
603993.SH,¬е—фов“µ,2013-11-11,2.0587,2.0554,2.0716,2.0265,2.049,1929505,12261017,-0.0097,-0.4695,6.3545,0.098,12519157878,N/A,32284444539,1968421050,0,5076170525,30.7382,2.7972,5.6531,-24.5405,
603993.SH,¬е—фов“µ,2013-11-12,2.049,2.0587,2.078,2.0426,2.078,2293719,14685902,0.029,1.4151,6.4027,0.1165,12696315772.5,N/A,32741299886.25,1968421050,0,5076170525,31.1731,2.8368,5.7331,-24.8877,
603993.SH,¬е—фов“µ,2013-11-13,2.078,2.078,2.0909,2.0458,2.0522,2392965,15333408,-0.0258,-1.2403,6.4077,0.1216,12538842088.5,N/A,32335206244.25,1968421050,0,5076170525,30.7865,2.8016,5.662,-24.579,
603993.SH,¬е—фов“µ,2013-11-14,2.0522,2.0522,2.0683,2.0393,2.0651,2008555,12822968,0.0129,0.6279,6.3842,0.102,12617578930.5,N/A,32538253065.25,1968421050,0,5076170525,30.9798,2.8192,5.6976,-24.7334,
603993.SH,¬е—фов“µ,2013-11-15,2.0651,2.078,2.1585,2.0619,2.1134,5283935,34645502,0.0483,2.3401,6.5568,0.2684,12912842088,N/A,33299678644,1968421050,0,5076170525,31.7048,2.8852,5.8309,-25.3122,
603993.SH,¬е—фов“µ,2013-11-18,2.1134,2.1102,2.1553,2.1102,2.1489,5048211,33505014,0.0354,1.6768,6.637,0.2565,13129368403.5,N/A,33858057401.75,1968421050,0,5076170525,32.2364,2.9336,5.9287,-25.7366,
603993.SH,¬е—фов“µ,2013-11-19,2.1489,2.1489,2.1489,2.1263,2.1295,3255340,21567371,-0.0193,-0.8996,6.6252,0.1654,13011263140.5,N/A,33553487170.25,1968421050,0,5076170525,31.9464,2.9072,5.8753,-25.5051,
603993.SH,¬е—фов“µ,2013-11-20,2.1295,2.1424,2.1875,2.1295,2.165,5258882,35275683,0.0354,1.6641,6.7078,0.2672,13227789456,N/A,34111865928,1968421050,0,5076170525,32.4781,2.9556,5.9731,-25.9295,
603993.SH,¬е—фов“µ,2013-11-21,2.165,2.1682,2.1682,2.1295,2.1392,3889632,25849045,-0.0258,-1.1905,6.6456,0.1976,13070315772,N/A,33705772286,1968421050,0,5076170525,32.0914,2.9204,5.902,-25.6209,
603993.SH,¬е—фов“µ,2013-11-22,2.1392,2.1424,2.1714,2.1328,2.1553,3536139,23593574,0.0161,0.753,6.6721,0.1796,13168736824.5,N/A,33959580812.25,1968421050,0,5076170525,32.3331,2.9424,5.9465,-25.8138,
603993.SH,¬е—фов“µ,2013-11-25,2.1553,2.165,2.1714,2.1424,2.1489,2967900,19881098,-0.0064,-0.299,6.6987,0.1508,13129368403.5,N/A,33858057401.75,1968421050,0,5076170525,32.2364,2.9336,5.9287,-25.7366,
603993.SH,¬е—фов“µ,2013-11-26,2.1489,2.1553,2.1682,2.136,2.1424,2777078,18490614,-0.0064,-0.2999,6.6583,0.1411,13089999982.5,N/A,33756533991.25,1968421050,0,5076170525,32.1398,2.9248,5.9109,-25.6594,
603993.SH,¬е—фов“µ,2013-11-27,2.1424,2.1392,2.1424,2.1102,2.1328,3604721,23838260,-0.0097,-0.4511,6.6131,0.1831,13030947351,N/A,33604248875.5,1968421050,0,5076170525,31.9948,2.9116,5.8842,-25.5437,
603993.SH,¬е—фов“µ,2013-11-28,2.1328,2.1328,2.3325,2.1295,2.2552,18912229,132239515,0.1224,5.7402,6.9923,0.9608,13778947350,N/A,35533193675,1968421050,0,5076170525,33.8313,3.0787,6.222,-27.0099,
603993.SH,¬е—фов“µ,2013-11-29,2.2552,2.2165,2.2326,2.1972,2.2069,8927563,61361312,-0.0483,-2.1429,6.8732,0.4535,13483684192.5,N/A,34771768096.25,1968421050,0,5076170525,33.1064,3.0128,6.0887,-26.4311,
603993.SH,¬е—фов“µ,2013-12-02,2.2069,2.1714,2.2649,2.1457,2.2036,10839109,74404884,-0.0032,-0.146,6.8645,0.5506,13463999982,N/A,34721006391,1968421050,0,5076170525,33.058,3.0084,6.0798,-26.3926,
603993.SH,¬е—фов“µ,2013-12-03,2.2036,2.1682,2.2455,2.1521,2.2326,7210672,49697244,0.029,1.3158,6.8922,0.3663,13641157876.5,N/A,35177861738.25,1968421050,0,5076170525,33.493,3.0479,6.1598,-26.7398,
603993.SH,¬е—фов“µ,2013-12-04,2.2326,2.2294,2.2681,2.2101,2.2391,8002670,55661648,0.0064,0.2886,6.9554,0.4066,13680526297.5,N/A,35279385148.75,1968421050,0,5076170525,33.5897,3.0567,6.1776,-26.817,
603993.SH,¬е—фов“µ,2013-12-05,2.2391,2.2391,2.252,2.2004,2.2198,5058280,34864987,-0.0193,-0.8633,6.8927,0.257,13562421034.5,N/A,34974814917.25,1968421050,0,5076170525,33.2997,3.0303,6.1242,-26.5855,
603993.SH,¬е—фов“µ,2013-12-06,2.2198,2.2133,2.2391,2.2069,2.2133,3399542,23428920,-0.0064,-0.2903,6.8918,0.1727,13523052613.5,N/A,34873291506.75,1968421050,0,5076170525,33.203,3.0215,6.1065,-26.5083,
603993.SH,¬е—фов“µ,2013-12-09,2.2133,2.2133,2.2359,2.1908,2.2004,3999749,27355931,-0.0129,-0.5822,6.8394,0.2032,13444315771.5,N/A,34670244685.75,1968421050,0,5076170525,33.0097,3.004,6.0709,-26.354,
603993.SH,¬е—фов“µ,2013-12-10,2.2004,2.1875,2.2101,2.1811,2.1908,3718993,25326376,-0.0097,-0.4392,6.81,0.1889,13385263140,N/A,34517959570,1968421050,0,5076170525,32.8647,2.9908,6.0442,-26.2382,
603993.SH,¬е—фов“µ,2013-12-11,2.1908,2.1811,2.2488,2.1747,2.2036,8733731,59980882,0.0129,0.5882,6.8677,0.4437,13463999982,N/A,34721006391,1968421050,0,5076170525,33.058,3.0084,6.0798,-26.3926,
603993.SH,¬е—фов“µ,2013-12-12,2.2036,2.1908,2.2198,2.1779,2.1811,4444004,30298719,-0.0226,-1.0234,6.8179,0.2258,13326210508.5,N/A,34365674454.25,1968421050,0,5076170525,32.7197,2.9776,6.0176,-26.1225,
603993.SH,¬е—фов“µ,2013-12-13,2.1811,2.1747,2.1875,2.1585,2.1618,3098050,20884244,-0.0193,-0.8863,6.7411,0.1574,13208105245.5,N/A,34061104222.75,1968421050,0,5076170525,32.4297,2.9512,5.9642,-25.8909,
603993.SH,¬е—фов“µ,2013-12-16,2.1618,2.1714,2.1811,2.1167,2.1199,3756621,25056073,-0.0419,-1.9374,6.6698,0.1908,12952210509,N/A,33401202054.5,1968421050,0,5076170525,31.8014,2.894,5.8487,-25.3893,
603993.SH,¬е—фов“µ,2013-12-17,2.1199,2.1134,2.1263,2.078,2.0877,3478862,22599855,-0.0322,-1.5198,6.4963,0.1767,12755368404,N/A,32893585002,1968421050,0,5076170525,31.3181,2.85,5.7598,-25.0035,
603993.SH,¬е—фов“µ,2013-12-18,2.0877,2.0877,2.107,2.0812,2.0973,2347194,15262996,0.0097,0.463,6.5027,0.1192,12814421035.5,N/A,33045870117.75,1968421050,0,5076170525,31.4631,2.8632,5.7865,-25.1192,
603993.SH,¬е—фов“µ,2013-12-19,2.0973,2.1167,2.1231,2.0877,2.0941,3323775,21694404,-0.0032,-0.1536,6.527,0.1689,12794736825,N/A,32995108412.5,1968421050,0,5076170525,31.4148,2.8588,5.7776,-25.0807,
603993.SH,¬е—фов“µ,2013-12-20,2.0941,2.0877,2.0877,2.0393,2.0458,3415654,21812125,-0.0483,-2.3077,6.3859,0.1735,12499473667.5,N/A,32233682833.75,1968421050,0,5076170525,30.6898,2.7928,5.6442,-24.5019,
603993.SH,¬е—фов“µ,2013-12-23,2.0458,2.049,2.0651,2.0168,2.0619,3032707,19208761,0.0161,0.7874,6.3339,0.1541,12597894720,N/A,32487491360,1968421050,0,5076170525,30.9315,2.8148,5.6887,-24.6948,
603993.SH,¬е—фов“µ,2013-12-24,2.0619,2.0619,2.0812,2.0361,2.0651,2110687,13514328,0.0032,0.1563,6.4028,0.1072,12617578930.5,N/A,32538253065.25,1968421050,0,5076170525,30.9798,2.8192,5.6976,-24.7334,
603993.SH,¬е—фов“µ,2013-12-25,2.0651,2.0716,2.0748,2.049,2.0619,1728737,11060250,-0.0032,-0.156,6.3979,0.0878,12597894720,N/A,32487491360,1968421050,0,5076170525,30.9315,2.8148,5.6887,-24.6948,
603993.SH,¬е—фов“µ,2013-12-26,2.0619,2.0619,2.078,2.0103,2.0748,5051532,32086666,0.0129,0.625,6.3519,0.2566,12676631562,N/A,32690538181,1968421050,0,5076170525,31.1248,2.8324,5.7242,-24.8491,
603993.SH,¬е—фов“µ,2013-12-27,2.0748,2.0619,2.1006,2.0522,2.0812,4143089,26728282,0.0064,0.3106,6.4513,0.2105,12715999983,N/A,32792061591.5,1968421050,0,5076170525,31.2215,2.8412,5.742,-24.9263,
603993.SH,¬е—фов“µ,2013-12-30,2.0812,2.0877,2.1038,2.0683,2.078,2592892,16758473,-0.0032,-0.1548,6.4632,0.1317,12696315772.5,N/A,32741299886.25,1968421050,0,5076170525,31.1731,2.8368,5.7331,-24.8877,
603993.SH,¬е—фов“µ,2013-12-31,2.078,2.078,2.107,2.0716,2.0909,2295927,14882262,0.0129,0.6202,6.482,0.1166,12775052614.5,N/A,32944346707.25,1968421050,0,5076170525,31.3665,2.8544,5.7687,-25.0421,
603993.SH,¬е—фов“µ,2014-01-02,2.0909,2.0909,2.0909,2.0297,2.049,5847460,37188103,-0.0419,-2.0031,6.3597,0.2971,12519157878,N/A,32284444539,1968421050,0,5076170525,27.4948,2.651,5.8312,94.6907,
603993.SH,¬е—фов“µ,2014-01-03,2.049,2.0393,2.049,2.0136,2.0168,3610650,22679834,-0.0322,-1.5723,6.2814,0.1834,12322315773,N/A,31776827486.5,1968421050,0,5076170525,27.0624,2.6093,5.7395,93.2018,
603993.SH,¬е—фов“µ,2014-01-06,2.0168,2.0136,2.0136,1.9298,1.9395,4409899,26721243,-0.0773,-3.8339,6.0594,0.224,11849894721,N/A,30558546560.5,1968421050,0,5076170525,26.0249,2.5093,5.5195,89.6286,
603993.SH,¬е—фов“µ,2014-01-07,1.9395,1.933,1.9556,1.9266,1.9395,2686106,16186897,0,0,6.0262,0.1365,11849894721,N/A,30558546560.5,1968421050,0,5076170525,26.0249,2.5093,5.5195,89.6286,
603993.SH,¬е—фов“µ,2014-01-08,1.9395,1.9491,1.9524,1.904,1.9105,2937047,17625672,-0.029,-1.495,6.0012,0.1492,11672736826.5,N/A,30101691213.25,1968421050,0,5076170525,25.6358,2.4718,5.437,88.2886,
603993.SH,¬е—фов“µ,2014-01-09,1.9105,1.8686,1.9008,1.8493,1.8557,3585138,20871916,-0.0548,-2.8668,5.8218,0.1821,11338105248,N/A,29238742224,1968421050,0,5076170525,24.9009,2.4009,5.2811,85.7576,
603993.SH,¬е—фов“µ,2014-01-10,1.8557,1.8557,1.8718,1.8299,1.8525,3869128,22214873,-0.0032,-0.1736,5.7416,0.1966,11318421037.5,N/A,29187980518.75,1968421050,0,5076170525,24.8577,2.3967,5.2719,85.6087,
603993.SH,¬е—фов“µ,2014-01-13,1.8525,1.8686,1.9588,1.8557,1.9169,6502134,38734714,0.0644,3.4783,5.9572,0.3303,11712105247.5,N/A,30203214623.75,1968421050,0,5076170525,25.7223,2.4801,5.4553,88.5864,
603993.SH,¬е—фов“µ,2014-01-14,1.9169,1.9137,1.9491,1.9073,1.9201,3561359,21292623,0.0032,0.1681,5.9788,0.1809,11731789458,N/A,30253976329,1968421050,0,5076170525,25.7655,2.4843,5.4645,88.7353,
603993.SH,¬е—фов“µ,2014-01-15,1.9201,1.9201,1.9266,1.875,1.8879,2571923,15117414,-0.0322,-1.6779,5.8779,0.1307,11534947353,N/A,29746359276.5,1968421050,0,5076170525,25.3332,2.4426,5.3728,87.2464,
603993.SH,¬е—фов“µ,2014-01-16,1.8879,1.8879,1.9491,1.875,1.9266,4021560,23931213,0.0387,2.0478,5.9507,0.2043,11771157879,N/A,30355499739.5,1968421050,0,5076170525,25.852,2.4926,5.4828,89.0331,
603993.SH,¬е—фов“µ,2014-01-17,1.9266,1.9201,1.9234,1.8783,1.8815,2489949,14643903,-0.0451,-2.3411,5.8812,0.1265,11495578932,N/A,29644835866,1968421050,0,5076170525,25.2468,2.4342,5.3545,86.9487,
603993.SH,¬е—фов“µ,2014-01-20,1.8815,1.8654,1.875,1.8396,1.846,1921036,11067297,-0.0354,-1.8836,5.7611,0.0976,11279052616.5,N/A,29086457108.25,1968421050,0,5076170525,24.7712,2.3884,5.2536,85.3109,
603993.SH,¬е—фов“µ,2014-01-21,1.846,1.846,1.8815,1.8396,1.875,1838673,10650071,0.029,1.5707,5.7923,0.0934,11456210511,N/A,29543312455.5,1968421050,0,5076170525,25.1603,2.4259,5.3361,86.6509,
603993.SH,¬е—фов“µ,2014-01-22,1.875,1.8847,1.9234,1.875,1.9201,4104532,24356266,0.0451,2.4055,5.934,0.2085,11731789458,N/A,30253976329,1968421050,0,5076170525,25.7655,2.4843,5.4645,88.7353,
603993.SH,¬е—фов“µ,2014-01-23,1.9201,1.9298,1.933,1.9008,1.9073,2801112,16587102,-0.0129,-0.6711,5.9216,0.1423,11653052616,N/A,30050929508,1968421050,0,5076170525,25.5926,2.4676,5.4278,88.1397,
603993.SH,¬е—фов“µ,2014-01-24,1.9073,1.9137,1.9556,1.8944,1.9427,4331476,26039344,0.0354,1.8581,6.0117,0.22,11869578931.5,N/A,30609308265.75,1968421050,0,5076170525,26.0681,2.5134,5.5287,89.7775,
603993.SH,¬е—фов“µ,2014-01-27,1.9427,1.933,1.9556,1.9169,1.9201,2564152,15343399,-0.0226,-1.1609,5.9838,0.1303,11731789458,N/A,30253976329,1968421050,0,5076170525,25.7655,2.4843,5.4645,88.7353,
603993.SH,¬е—фов“µ,2014-01-28,1.9201,1.9201,1.9524,1.9137,1.9234,1485087,8881508,0.0032,0.1678,5.9805,0.0754,11751473668.5,N/A,30304738034.25,1968421050,0,5076170525,25.8088,2.4884,5.4737,88.8842,
603993.SH,¬е—фов“µ,2014-01-29,1.9234,1.9266,1.933,1.9137,1.9266,1659392,9900323,0.0032,0.1675,5.9662,0.0843,11771157879,N/A,30355499739.5,1968421050,0,5076170525,25.852,2.4926,5.4828,89.0331,
603993.SH,¬е—фов“µ,2014-01-30,1.9266,1.9234,1.9266,1.8911,1.8976,1589940,9384887,-0.029,-1.505,5.9027,0.0808,11593999984.5,N/A,29898644392.25,1968421050,0,5076170525,25.4629,2.4551,5.4003,87.6931,
603993.SH,¬е—фов“µ,2014-02-07,1.8976,1.8621,1.9169,1.8621,1.9105,1673576,9834228,0.0129,0.6791,5.8762,0.085,11672736826.5,N/A,30101691213.25,1968421050,0,5076170525,25.6358,2.4718,5.437,88.2886,
603993.SH,¬е—фов“µ,2014-02-10,1.9105,1.9234,1.9717,1.9137,1.9652,6153653,37255468,0.0548,2.8668,6.0542,0.3126,12007368405,N/A,30964640202.5,1968421050,0,5076170525,26.3708,2.5426,5.5928,90.8197,
603993.SH,¬е—фов“µ,2014-02-11,1.9652,1.9717,1.9781,1.9395,1.9685,5652775,34417109,0.0032,0.1639,6.0885,0.2872,12027052615.5,N/A,31015401907.75,1968421050,0,5076170525,26.414,2.5468,5.602,90.9686,
603993.SH,¬е—фов“µ,2014-02-12,1.9685,1.9717,1.9781,1.9491,1.9717,4922400,30000872,0.0032,0.1637,6.0948,0.2501,12046736826,N/A,31066163613,1968421050,0,5076170525,26.4572,2.5509,5.6112,91.1174,
603993.SH,¬е—фов“µ,2014-02-13,1.9717,1.9749,2.0168,1.9588,1.9588,6995024,43207319,-0.0129,-0.6536,6.1769,0.3554,11967999984,N/A,30863116792,1968421050,0,5076170525,26.2843,2.5343,5.5745,90.5219,
603993.SH,¬е—фов“µ,2014-02-14,1.9588,1.9588,1.9878,1.9524,1.9846,4390439,26838929,0.0258,1.3158,6.113,0.223,12125473668,N/A,31269210434,1968421050,0,5076170525,26.6301,2.5676,5.6479,91.713,
603993.SH,¬е—фов“µ,2014-02-17,1.9846,1.9942,2.0136,1.9781,2.0007,6839403,42284498,0.0161,0.8117,6.1825,0.3475,12223894720.5,N/A,31523018960.25,1968421050,0,5076170525,26.8463,2.5885,5.6937,92.4574,
603993.SH,¬е—фов“µ,2014-02-18,2.0007,2.0039,2.0039,1.9652,1.9717,5825237,35814032,-0.029,-1.4493,6.1481,0.2959,12046736826,N/A,31066163613,1968421050,0,5076170525,26.4572,2.5509,5.6112,91.1174,
603993.SH,¬е—фов“µ,2014-02-19,1.9717,1.9878,1.9878,1.9491,1.9717,5025473,30675243,0,0,6.104,0.2553,12046736826,N/A,31066163613,1968421050,0,5076170525,26.4572,2.5509,5.6112,91.1174,
603993.SH,¬е—фов“µ,2014-02-20,1.9717,1.9781,1.9975,1.933,1.9556,6347784,38869643,-0.0161,-0.817,6.1233,0.3225,11948315773.5,N/A,30812355086.75,1968421050,0,5076170525,26.2411,2.5301,5.5653,90.373,
603993.SH,¬е—фов“µ,2014-02-21,1.9556,1.9362,1.9878,1.9362,1.9459,4943921,30045997,-0.0097,-0.4942,6.0774,0.2512,11889263142,N/A,30660069971,1968421050,0,5076170525,26.1114,2.5176,5.5378,89.9264,
