╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
601566.SH,╬едамУ,2012-08-09,20.9722,20.9384,21.1245,20.4562,20.7354,2729204,66675404,-0.2369,-1.1295,24.4303,2.2201,3013014300,N/A,14182895325,122930000,0,578657500,27.3858,3.5646,6.283,6.0473,
601566.SH,╬едамУ,2012-08-10,20.7354,20.7354,20.8623,20.4562,20.7692,1795827,43938951,0.0338,0.1632,24.4673,1.4609,3017931500,N/A,14206041625,122930000,0,578657500,27.4304,3.5704,6.2933,6.0572,
601566.SH,╬едамУ,2012-08-13,20.7692,20.6254,20.8115,20.4646,20.6169,1824933,44524814,-0.1523,-0.7332,24.3981,1.4845,2995804100,N/A,14101883275,122930000,0,578657500,27.2293,3.5442,6.2471,6.0128,
601566.SH,╬едамУ,2012-08-14,20.6169,20.6,21.4037,20.2193,21.3868,2653417,65351809,0.7699,3.7341,24.6293,2.1585,3107670400,N/A,14628461600,122930000,0,578657500,28.2461,3.6765,6.4804,6.2373,
601566.SH,╬едамУ,2012-08-15,21.3868,21.3191,21.446,20.9046,20.9215,954382,23933597,-0.4653,-2.1756,25.0776,0.7764,3040058900,N/A,14310199975,122930000,0,578657500,27.6316,3.5966,6.3394,6.1016,
601566.SH,╬едамУ,2012-08-16,20.9215,20.7438,21.0484,20.5239,20.5408,541412,13231293,-0.3807,-1.8197,24.4385,0.4404,2984740400,N/A,14049804100,122930000,0,578657500,27.1288,3.5311,6.2241,5.9906,
601566.SH,╬едамУ,2012-08-17,20.5408,20.6846,21.4375,20.6846,21.243,2211218,55396251,0.7022,3.4185,25.0524,1.7988,3086772300,N/A,14530089825,122930000,0,578657500,28.0562,3.6518,6.4368,6.1953,
601566.SH,╬едамУ,2012-08-20,21.243,21.1245,21.3614,20.7438,21.226,1111096,27831914,-0.0169,-0.0796,25.0491,0.9038,3084313700,N/A,14518516675,122930000,0,578657500,28.0338,3.6489,6.4317,6.1904,
601566.SH,╬едамУ,2012-08-21,21.226,21.2345,21.9874,21.2345,21.8182,1383308,35617302,0.5922,2.79,25.7479,1.1253,3170364700,N/A,14923576925,122930000,0,578657500,28.8159,3.7507,6.6112,6.3631,
601566.SH,╬едамУ,2012-08-22,21.8182,21.9113,22.1312,21.4883,21.9113,1269225,32767763,0.0931,0.4265,25.8171,1.0325,3183887000,N/A,14987229250,122930000,0,578657500,28.9388,3.7667,6.6394,6.3903,
601566.SH,╬едамУ,2012-08-23,21.9113,21.9959,22.2497,21.446,21.556,895397,22945423,-0.3553,-1.6216,25.626,0.7284,3132256400,N/A,14744193100,122930000,0,578657500,28.4696,3.7056,6.5317,6.2866,
601566.SH,╬едамУ,2012-08-24,21.556,21.446,21.556,20.9892,21.4545,879639,22050802,-0.1015,-0.471,25.068,0.7156,3117504800,N/A,14674754200,122930000,0,578657500,28.3355,3.6882,6.5009,6.257,
601566.SH,╬едамУ,2012-08-27,21.4545,21.1584,21.3868,20.49,21.023,992265,24383357,-0.4315,-2.011,24.5734,0.8072,3054810500,N/A,14379638875,122930000,0,578657500,27.7656,3.614,6.3702,6.1312,
601566.SH,╬едамУ,2012-08-28,21.023,20.6508,21.0145,20.4223,20.4393,851628,20830459,-0.5837,-2.7767,24.4596,0.6928,2969988800,N/A,13980365200,122930000,0,578657500,26.9947,3.5137,6.1933,5.961,
601566.SH,╬едамУ,2012-08-29,20.4393,20.3716,20.5577,19.8809,20.0078,539638,12921884,-0.4315,-2.1109,23.9455,0.439,2907294500,N/A,13685249875,122930000,0,578657500,26.4248,3.4395,6.0626,5.8351,
601566.SH,╬едамУ,2012-08-30,20.0078,20.287,20.287,19.5594,19.8217,458381,10744122,-0.1861,-0.9302,23.4393,0.3729,2880249900,N/A,13557945225,122930000,0,578657500,26.179,3.4075,6.0062,5.7808,
601566.SH,╬едамУ,2012-08-31,19.8217,19.6271,19.8386,18.8826,19.3056,1962575,44421505,-0.5161,-2.6035,22.6343,1.5965,2805262600,N/A,13204964150,122930000,0,578657500,25.4975,3.3188,5.8498,5.6303,
601566.SH,╬едамУ,2012-09-03,19.3056,19.0349,19.6863,19.0349,19.534,1359872,31128518,0.2284,1.1832,22.8908,1.1062,2838453700,N/A,13361201675,122930000,0,578657500,25.7991,3.358,5.919,5.697,
601566.SH,╬едамУ,2012-09-04,19.534,19.441,19.6863,18.6373,19.0857,2088106,47097403,-0.4484,-2.2954,22.5551,1.6986,2773300800,N/A,13054513200,122930000,0,578657500,25.207,3.281,5.7832,5.5662,
601566.SH,╬едамУ,2012-09-05,19.0857,18.9841,19.0857,18.7303,18.9334,1201071,26800186,-0.1523,-0.7979,22.3136,0.977,2751173400,N/A,12950354850,122930000,0,578657500,25.0058,3.2548,5.737,5.5218,
601566.SH,╬едамУ,2012-09-06,18.9334,18.9334,19.1026,18.7134,19.0687,704934,15717461,0.1354,0.7149,22.2964,0.5734,2770842200,N/A,13042940050,122930000,0,578657500,25.1846,3.2781,5.778,5.5613,
601566.SH,╬едамУ,2012-09-07,19.0687,19.0772,19.864,19.0772,19.6186,3735563,85738143,0.5499,2.8838,22.9519,3.0388,2850746700,N/A,13419067425,122930000,0,578657500,25.9109,3.3726,5.9447,5.7216,
601566.SH,╬едамУ,2012-09-10,19.6186,19.644,19.6863,19.4156,19.6271,1813667,41890351,0.0085,0.0431,23.097,1.4754,2851976000,N/A,13424854000,122930000,0,578657500,25.9221,3.374,5.9472,5.7241,
601566.SH,╬едамУ,2012-09-11,19.6271,19.5594,19.9063,19.4156,19.534,1159213,26829976,-0.0931,-0.4741,23.145,0.943,2838453700,N/A,13361201675,122930000,0,578657500,25.7991,3.358,5.919,5.697,
601566.SH,╬едамУ,2012-09-12,19.534,19.6271,19.8301,18.8657,19.3479,3413087,78079948,-0.1861,-0.9528,22.8766,2.7764,2811409100,N/A,13233897025,122930000,0,578657500,25.5533,3.326,5.8626,5.6427,
601566.SH,╬едамУ,2012-09-13,19.3479,19.331,19.331,18.6627,18.8657,2738086,61087862,-0.4822,-2.4923,22.3104,2.2274,2741339000,N/A,12904062250,122930000,0,578657500,24.9165,3.2432,5.7165,5.502,
601566.SH,╬едамУ,2012-09-14,18.8657,18.8572,19.0603,18.6288,18.9503,2549662,56831503,0.0846,0.4484,22.2898,2.0741,2753632000,N/A,12961928000,122930000,0,578657500,25.0282,3.2577,5.7421,5.5267,
601566.SH,╬едамУ,2012-09-17,18.9503,18.9249,18.9249,18.4427,18.4681,1009690,22320935,-0.4822,-2.5446,22.1067,0.8214,2683561900,N/A,12632093225,122930000,0,578657500,24.3913,3.1748,5.596,5.3861,
601566.SH,╬едамУ,2012-09-18,18.4681,18.3158,18.7134,17.8082,18.6373,1349062,29343302,0.1692,0.9162,21.7509,1.0974,2708147900,N/A,12747824725,122930000,0,578657500,24.6148,3.2039,5.6473,5.4354,
601566.SH,╬едамУ,2012-09-19,18.6373,18.6373,18.6373,18.2989,18.5527,447402,9789709,-0.0846,-0.4539,21.8812,0.3639,2695854900,N/A,12689958975,122930000,0,578657500,24.503,3.1893,5.6217,5.4107,
601566.SH,╬едамУ,2012-09-20,18.5527,18.375,18.6627,18.0197,18.0535,801511,17311770,-0.4991,-2.6904,21.5989,0.652,2623326200,N/A,12348551050,122930000,0,578657500,23.8438,3.1035,5.4704,5.2652,
601566.SH,╬едамУ,2012-09-21,18.0535,17.8759,18.1466,17.7321,17.749,916375,19385386,-0.3046,-1.687,21.1544,0.7454,2579071400,N/A,12140234350,122930000,0,578657500,23.4416,3.0512,5.3781,5.1764,
601566.SH,╬едамУ,2012-09-24,17.749,17.749,17.749,17.2752,17.3768,1970204,40685981,-0.3722,-2.0972,20.6506,1.6027,2524982200,N/A,11885625050,122930000,0,578657500,22.95,2.9872,5.2653,5.0678,
601566.SH,╬едамУ,2012-09-25,17.3768,17.4275,17.5713,16.7676,17.1822,4215242,84976292,-0.1946,-1.1198,20.1593,3.429,2496708300,N/A,11752533825,122930000,0,578657500,22.693,2.9537,5.2064,5.011,
601566.SH,╬едамУ,2012-09-26,17.1822,16.9876,17.0807,15.9047,16.057,2968301,57389363,-1.1252,-6.5485,19.3341,2.4146,2333211400,N/A,10982919350,122930000,0,578657500,21.2069,2.7603,4.8654,4.6829,
601566.SH,╬едамУ,2012-09-27,16.057,16.0316,16.5138,15.7355,16.3277,3440464,65883108,0.2707,1.686,19.1495,2.7987,2372549000,N/A,11168089750,122930000,0,578657500,21.5645,2.8069,4.9475,4.7619,
601566.SH,╬едамУ,2012-09-28,16.3277,16.2008,17.0807,16.0908,16.5731,3556787,69637081,0.2453,1.5026,19.5786,2.8933,2408198700,N/A,11335900425,122930000,0,578657500,21.8885,2.849,5.0218,4.8334,
601566.SH,╬едамУ,2012-10-08,16.5731,16.7084,16.9961,16.5815,16.8099,2002740,39783972,0.2369,1.4293,19.8648,1.6292,2442619100,N/A,11497924525,122930000,0,578657500,22.2013,2.8897,5.0936,4.9025,
601566.SH,╬едамУ,2012-10-09,16.8099,16.8184,17.3937,16.8184,17.1653,1980689,40105993,0.3553,2.1137,20.2485,1.6112,2494249700,N/A,11740960675,122930000,0,578657500,22.6706,2.9508,5.2013,5.0061,
601566.SH,╬едамУ,2012-10-10,17.1653,17.1568,17.3937,17.0468,17.1568,1636244,33317292,-0.0085,-0.0493,20.3621,1.331,2493020400,N/A,11735174100,122930000,0,578657500,22.6594,2.9494,5.1987,5.0036,
601566.SH,╬едамУ,2012-10-11,17.1568,17.1145,17.2076,16.9707,16.9791,1069540,21587526,-0.1777,-1.0355,20.1839,0.87,2467205100,N/A,11613656025,122930000,0,578657500,22.4248,2.9188,5.1449,4.9518,
601566.SH,╬едамУ,2012-10-12,16.9791,16.9791,17.1991,16.7761,16.8522,611972,12273156,-0.1269,-0.7474,20.0551,0.4978,2448765600,N/A,11526857400,122930000,0,578657500,22.2572,2.897,5.1064,4.9148,
601566.SH,╬едамУ,2012-10-15,16.8522,16.8776,16.9115,16.1162,16.3023,2749181,53087185,-0.5499,-3.2631,19.3102,2.2364,2368861100,N/A,11150730025,122930000,0,578657500,21.5309,2.8025,4.9398,4.7545,
601566.SH,╬едамУ,2012-10-16,16.3023,16.2854,16.5477,16.2093,16.3023,2001565,38590900,0,0,19.2804,1.6282,2368861100,N/A,11150730025,122930000,0,578657500,21.5309,2.8025,4.9398,4.7545,
601566.SH,╬едамУ,2012-10-17,16.3023,16.2516,16.3193,15.8201,15.9893,2578801,48936180,-0.313,-1.9201,18.9763,2.0978,2323377000,N/A,10936626750,122930000,0,578657500,21.1175,2.7487,4.8449,4.6632,
601566.SH,╬едамУ,2012-10-18,15.9893,16.057,16.4631,16.0401,16.4292,2946365,56602358,0.4399,2.7513,19.2109,2.3968,2387300600,N/A,11237528650,122930000,0,578657500,21.6985,2.8243,4.9782,4.7915,
601566.SH,╬едамУ,2012-10-19,16.4292,16.4208,16.7507,16.4208,16.6238,2675788,52611806,0.1946,1.1843,19.6622,2.1767,2415574500,N/A,11370619875,122930000,0,578657500,21.9555,2.8578,5.0372,4.8482,
601566.SH,╬едамУ,2012-10-22,16.6238,16.6238,16.7084,16.4969,16.6492,1107653,21714946,0.0254,0.1527,19.6045,0.901,2419262400,N/A,11387979600,122930000,0,578657500,21.989,2.8621,5.0449,4.8556,
601566.SH,╬едамУ,2012-10-23,16.6492,16.6323,16.7507,16.2431,16.2685,1937221,37847162,-0.3807,-2.2866,19.5368,1.5759,2363943900,N/A,11127583725,122930000,0,578657500,21.4863,2.7967,4.9295,4.7446,
601566.SH,╬едамУ,2012-10-24,16.2685,16.0739,16.3277,16.0655,16.2093,1646102,31486976,-0.0592,-0.364,19.1282,1.3391,2355338800,N/A,11087077700,122930000,0,578657500,21.408,2.7865,4.9116,4.7273,
601566.SH,╬едамУ,2012-10-25,16.2093,16.2685,16.3446,16.1501,16.2854,997402,19159821,0.0761,0.4697,19.2097,0.8114,2366402500,N/A,11139156875,122930000,0,578657500,21.5086,2.7996,4.9347,4.7495,
601566.SH,╬едамУ,2012-10-26,16.2854,16.2347,16.2347,15.0164,15.1941,4661420,84372212,-1.0913,-6.7013,18.1001,3.7919,2207822800,N/A,10392688700,122930000,0,578657500,20.0672,2.612,4.604,4.4312,
601566.SH,╬едамУ,2012-10-29,15.1941,15.1433,15.1772,14.8726,15.0333,1797717,31804797,-0.1607,-1.0579,17.6918,1.4624,2184466100,N/A,10282743775,122930000,0,578657500,19.8549,2.5843,4.5553,4.3844,
601566.SH,╬едамУ,2012-10-30,15.0333,15.0841,15.2279,14.9318,15.101,1084340,19316783,0.0677,0.4502,17.8143,0.8821,2194300500,N/A,10329036375,122930000,0,578657500,19.9443,2.596,4.5758,4.4041,
601566.SH,╬едамУ,2012-10-31,15.101,15.0333,15.1349,14.5088,14.6696,1590290,27730175,-0.4315,-2.8571,17.4372,1.2937,2131606200,N/A,10033921050,122930000,0,578657500,19.3745,2.5218,4.445,4.2783,
601566.SH,╬едамУ,2012-11-01,14.6696,14.678,15.0756,14.678,15.0587,1453753,25585775,0.3892,2.6528,17.5998,1.1826,2188154000,N/A,10300103500,122930000,0,578657500,19.8885,2.5887,4.563,4.3918,
601566.SH,╬едамУ,2012-11-02,15.0587,15.0503,15.1349,14.991,15.101,1006560,17941340,0.0423,0.2809,17.8244,0.8188,2194300500,N/A,10329036375,122930000,0,578657500,19.9443,2.596,4.5758,4.4041,
601566.SH,╬едамУ,2012-11-05,15.101,15.0587,15.3633,14.8049,15.3633,2234183,39876159,0.2623,1.7367,17.8482,1.8174,2232408800,N/A,10508420200,122930000,0,578657500,20.2907,2.6411,4.6552,4.4806,
601566.SH,╬едамУ,2012-11-06,15.3633,15.2618,15.3379,14.8726,15.0841,1206073,21475516,-0.2792,-1.8172,17.8061,0.9811,2191841900,N/A,10317463225,122930000,0,578657500,19.922,2.5931,4.5706,4.3992,
601566.SH,╬едамУ,2012-11-07,15.0841,15.101,15.1602,14.8726,14.9064,651096,11505644,-0.1777,-1.1778,17.6712,0.5296,2166026600,N/A,10195945150,122930000,0,578657500,19.6874,2.5625,4.5168,4.3474,
601566.SH,╬едамУ,2012-11-08,14.9064,14.8134,14.8134,14.4919,14.5004,1226865,21180177,-0.4061,-2.7242,17.2637,0.998,2107020200,N/A,9918189550,122930000,0,578657500,19.151,2.4927,4.3938,4.2289,
601566.SH,╬едамУ,2012-11-09,14.5004,14.5088,14.568,14.3396,14.3481,1238151,21219489,-0.1523,-1.0502,17.138,1.0072,2084892800,N/A,9814031200,122930000,0,578657500,18.9499,2.4665,4.3476,4.1845,
601566.SH,╬едамУ,2012-11-12,14.3481,14.3481,14.4242,14.2973,14.3565,1107449,18781684,0.0085,0.059,16.9594,0.9009,2086122100,N/A,9819817775,122930000,0,578657500,18.9611,2.468,4.3502,4.187,
601566.SH,╬едамУ,2012-11-13,14.3565,14.3819,14.5765,14.2127,14.2635,1617511,27482277,-0.0931,-0.6482,16.9905,1.3158,2072599800,N/A,9756165450,122930000,0,578657500,18.8382,2.452,4.322,4.1598,
601566.SH,╬едамУ,2012-11-14,14.2635,14.2043,14.2804,13.7051,13.9505,1426693,23517494,-0.313,-2.1945,16.4839,1.1606,2027115700,N/A,9542062175,122930000,0,578657500,18.4248,2.3982,4.2271,4.0685,
601566.SH,╬едамУ,2012-11-15,13.9505,13.832,13.8574,13.2821,13.4429,1462767,23592124,-0.5076,-3.6386,16.1284,1.1899,1953357700,N/A,9194867675,122930000,0,578657500,17.7544,2.3109,4.0733,3.9205,
601566.SH,╬едамУ,2012-11-16,13.4429,13.426,13.6205,13.0791,13.519,1301793,20577352,0.0761,0.5664,15.8069,1.059,1964421400,N/A,9246946850,122930000,0,578657500,17.8549,2.324,4.0964,3.9427,
601566.SH,╬едамУ,2012-11-19,13.519,13.4513,13.4513,13.1299,13.2568,1318745,20647052,-0.2623,-1.9399,15.6566,1.0728,1926313100,N/A,9067563025,122930000,0,578657500,17.5086,2.2789,4.0169,3.8662,
601566.SH,╬едамУ,2012-11-20,13.2568,13.2568,13.2991,12.9268,12.9437,1295322,20012024,-0.313,-2.3612,15.4495,1.0537,1880829000,N/A,8853459750,122930000,0,578657500,17.0951,2.2251,3.9221,3.7749,
601566.SH,╬едамУ,2012-11-21,12.9437,12.8676,13.0453,12.5969,12.9945,2094274,31758355,0.0508,0.3922,15.1644,1.7036,1888204800,N/A,8888179200,122930000,0,578657500,17.1622,2.2338,3.9375,3.7897,
601566.SH,╬едамУ,2012-11-22,12.9945,12.8676,12.8676,12.5038,12.5884,1294601,19423249,-0.4061,-3.125,15.0033,1.0531,1829198400,N/A,8610423600,122930000,0,578657500,16.6259,2.164,3.8144,3.6713,
601566.SH,╬едамУ,2012-11-23,12.5884,12.5884,12.8845,12.5884,12.8084,1660293,24994246,0.22,1.7473,15.0541,1.3506,1861160200,N/A,8760874550,122930000,0,578657500,16.9164,2.2019,3.8811,3.7355,
601566.SH,╬едамУ,2012-11-26,12.8084,12.7661,12.7745,12.5715,12.6223,1059641,15860028,-0.1861,-1.4531,14.9674,0.862,1834115600,N/A,8633569900,122930000,0,578657500,16.6706,2.1699,3.8247,3.6812,
601566.SH,╬едамУ,2012-11-27,12.6223,12.5377,12.7661,12.5292,12.6223,2348958,35211204,0,0,14.9901,1.9108,1834115600,N/A,8633569900,122930000,0,578657500,16.6706,2.1699,3.8247,3.6812,
601566.SH,╬едамУ,2012-11-28,12.6223,12.6223,12.673,11.8609,11.8693,2055704,29222629,-0.7529,-5.9651,14.2154,1.6723,1724707900,N/A,8118564725,122930000,0,578657500,15.6761,2.0404,3.5965,3.4616,
601566.SH,╬едамУ,2012-11-29,11.8693,11.9032,12.0893,11.8186,11.8439,1623267,22854481,-0.0254,-0.2138,14.0793,1.3205,1721020000,N/A,8101205000,122930000,0,578657500,15.6426,2.0361,3.5888,3.4542,
601566.SH,╬едамУ,2012-11-30,11.8439,11.8524,12.0554,11.7932,11.8778,1336334,18811614,0.0338,0.2857,14.077,1.0871,1725937200,N/A,8124351300,122930000,0,578657500,15.6873,2.0419,3.5991,3.4641,
601566.SH,╬едамУ,2012-12-03,11.8778,11.9032,11.9116,11.2517,11.4125,1747991,23804007,-0.4653,-3.9174,13.6179,1.4219,1658325700,N/A,7806089675,122930000,0,578657500,15.0728,1.9619,3.4581,3.3284,
601566.SH,╬едамУ,2012-12-04,11.4125,11.4125,11.5817,11.2687,11.5732,1896501,25598453,0.1607,1.4085,13.4977,1.5427,1681682400,N/A,7916034600,122930000,0,578657500,15.2851,1.9895,3.5068,3.3752,
601566.SH,╬едамУ,2012-12-05,11.5732,11.5309,12.3346,11.4463,12.0639,3481268,49487100,0.4907,4.2398,14.2153,2.8319,1752981800,N/A,8251655950,122930000,0,578657500,15.9331,2.0739,3.6555,3.5183,
601566.SH,╬едамУ,2012-12-06,12.0639,12.0639,12.1316,11.9032,11.9201,1177741,16669844,-0.1438,-1.1921,14.1541,0.9581,1732083700,N/A,8153284175,122930000,0,578657500,15.7432,2.0491,3.6119,3.4764,
601566.SH,╬едамУ,2012-12-07,11.9201,11.9116,12.4108,11.8524,12.36,3255085,47069820,0.4399,3.6906,14.4604,2.6479,1796007300,N/A,8454186075,122930000,0,578657500,16.3242,2.1248,3.7452,3.6047,
601566.SH,╬едамУ,2012-12-10,12.36,12.3938,13.0114,12.2585,12.9691,4701818,70575485,0.6091,4.9281,15.0103,3.8248,1884516900,N/A,8870819475,122930000,0,578657500,17.1287,2.2295,3.9298,3.7823,
601566.SH,╬едамУ,2012-12-11,12.9691,12.9184,13.5444,12.7322,13.426,6019653,94505272,0.4568,3.5225,15.6995,4.8968,1950899100,N/A,9183294525,122930000,0,578657500,17.732,2.308,4.0682,3.9156,
601566.SH,╬едамУ,2012-12-12,13.426,13.4429,13.4936,12.9437,13.2398,2826271,43989381,-0.1861,-1.3863,15.5645,2.2991,1923854500,N/A,9055989875,122930000,0,578657500,17.4862,2.276,4.0118,3.8613,
601566.SH,╬едамУ,2012-12-13,13.2398,13.1129,13.1129,12.8422,12.9099,2072656,31702336,-0.3299,-2.492,15.2955,1.686,1875911800,N/A,8830313450,122930000,0,578657500,17.0505,2.2193,3.9118,3.7651,
601566.SH,╬едамУ,2012-12-14,12.9099,12.893,13.6121,12.8591,13.4429,3402109,53716606,0.533,4.1284,15.7892,2.7675,1953357700,N/A,9194867675,122930000,0,578657500,17.7544,2.3109,4.0733,3.9205,
601566.SH,╬едамУ,2012-12-17,13.4429,13.409,13.6882,13.1214,13.3244,4160273,65573540,-0.1184,-0.8811,15.7618,3.3843,1936147500,N/A,9113855625,122930000,0,578657500,17.5979,2.2906,4.0374,3.886,
601566.SH,╬едамУ,2012-12-18,13.3244,13.3244,13.6375,13.1975,13.2737,4222837,66828723,-0.0508,-0.381,15.8256,3.4352,1928771700,N/A,9079136175,122930000,0,578657500,17.5309,2.2818,4.0221,3.8712,
601566.SH,╬едамУ,2012-12-19,13.2737,13.2398,13.409,13.1129,13.3498,1818309,28582198,0.0761,0.5736,15.7191,1.4791,1939835400,N/A,9131215350,122930000,0,578657500,17.6315,2.2949,4.0451,3.8934,
601566.SH,╬едамУ,2012-12-20,13.3498,13.3075,13.6544,13.2229,13.6459,4103895,65550852,0.2961,2.218,15.9728,3.3384,1982860900,N/A,9333745475,122930000,0,578657500,18.0225,2.3458,4.1349,3.9797,
601566.SH,╬едамУ,2012-12-21,13.6459,13.6205,13.9335,13.4683,13.8743,4777344,77754535,0.2284,1.6739,16.2757,3.8862,2016052000,N/A,9489983000,122930000,0,578657500,18.3242,2.3851,4.2041,4.0463,
601566.SH,╬едамУ,2012-12-24,13.8743,13.9082,13.9082,13.5359,13.7813,3116548,50512042,-0.0931,-0.6707,16.2077,2.5352,2002529700,N/A,9426330675,122930000,0,578657500,18.2013,2.3691,4.1759,4.0192,
601566.SH,╬едамУ,2012-12-25,13.7813,13.7051,14.0858,13.4852,13.9758,6446275,105360182,0.1946,1.4119,16.3444,5.2439,2030803600,N/A,9559421900,122930000,0,578657500,18.4583,2.4025,4.2348,4.0759,
601566.SH,╬едамУ,2012-12-26,13.9758,14.0689,14.4665,14.0012,14.3058,7245225,121609716,0.3299,2.3608,16.7848,5.8938,2078746300,N/A,9785098325,122930000,0,578657500,18.894,2.4593,4.3348,4.1722,
601566.SH,╬едамУ,2012-12-27,14.3058,14.3058,14.3142,13.6967,13.7221,6670513,109831563,-0.5837,-4.0804,16.4652,5.4263,1993924600,N/A,9385824650,122930000,0,578657500,18.1231,2.3589,4.1579,4.0019,
601566.SH,╬едамУ,2012-12-28,13.7221,13.7136,13.8574,13.5444,13.7897,5191588,84071987,0.0677,0.4932,16.1939,4.2232,2003759000,N/A,9432117250,122930000,0,578657500,18.2125,2.3706,4.1784,4.0217,
601566.SH,╬едамУ,2012-12-31,13.7897,13.8489,14.0012,13.5782,13.6882,4574692,74381153,-0.1015,-0.7362,16.2593,3.7214,1989007400,N/A,9362678350,122930000,0,578657500,18.0784,2.3531,4.1477,3.9921,
601566.SH,╬едамУ,2013-01-04,13.6882,13.7728,13.8997,13.3414,13.5613,5474562,87839483,-0.1269,-0.9271,16.045,4.4534,1970567900,N/A,9275879725,122930000,0,578657500,13.8773,2.1117,3.5669,139.412,
601566.SH,╬едамУ,2013-01-07,13.5613,13.4767,13.7305,13.3837,13.7221,6967089,111509347,0.1607,1.1853,16.0052,5.6675,1993924600,N/A,9385824650,122930000,0,578657500,14.0417,2.1368,3.6092,141.0644,
601566.SH,╬едамУ,2013-01-08,13.7221,13.6798,13.9928,13.4767,13.9843,7428761,120914769,0.2623,1.9112,16.2766,6.0431,2032032900,N/A,9565208475,122930000,0,578657500,14.3101,2.1776,3.6781,143.7605,
601566.SH,╬едамУ,2013-01-09,13.9843,14.0858,14.8049,13.9843,14.5511,16980806,289768520,0.5668,4.0532,17.0645,13.8134,2114396000,N/A,9952909000,122930000,0,578657500,14.8901,2.2659,3.8272,149.5874,
601566.SH,╬едамУ,2013-01-10,14.5511,14.568,14.5765,14.2973,14.5342,6605148,112596301,-0.0169,-0.1163,17.0467,5.3731,2111937400,N/A,9941335850,122930000,0,578657500,14.8728,2.2632,3.8228,149.4135,
601566.SH,╬едамУ,2013-01-11,14.5342,14.5088,14.5427,13.8828,13.9166,6305937,105586561,-0.6176,-4.2491,16.744,5.1297,2022198500,N/A,9518915875,122930000,0,578657500,14.2408,2.1671,3.6603,143.0647,
601566.SH,╬едамУ,2013-01-14,13.9166,13.6967,14.2635,13.6882,14.1789,7557281,125714435,0.2623,1.8845,16.6349,6.1476,2060306800,N/A,9698299700,122930000,0,578657500,14.5092,2.2079,3.7293,145.7608,
601566.SH,╬едамУ,2013-01-15,14.1789,14.2127,14.678,14.0435,14.6696,8805843,149503152,0.4907,3.4606,16.9777,7.1633,2131606200,N/A,10033921050,122930000,0,578657500,15.0113,2.2843,3.8584,150.805,
601566.SH,╬едамУ,2013-01-16,14.6696,14.6949,14.7034,14.1112,14.3058,7156742,121585422,-0.3638,-2.4798,16.9889,5.8218,2078746300,N/A,9785098325,122930000,0,578657500,14.6391,2.2276,3.7627,147.0653,
601566.SH,╬едамУ,2013-01-17,14.3058,14.2973,14.2973,13.8236,13.9335,6297508,104414991,-0.3722,-2.602,16.5804,5.1228,2024657100,N/A,9530489025,122930000,0,578657500,14.2582,2.1697,3.6648,143.2386,
601566.SH,╬едамУ,2013-01-18,13.9335,14.0097,14.1704,13.9335,14.145,7213303,120063284,0.2115,1.5179,16.6447,5.8678,2055389600,N/A,9675153400,122930000,0,578657500,14.4746,2.2026,3.7204,145.4129,
601566.SH,╬едамУ,2013-01-21,14.145,14.0858,14.1873,14.0012,14.1704,4994597,83159364,0.0254,0.1794,16.6499,4.063,2059077500,N/A,9692513125,122930000,0,578657500,14.5006,2.2066,3.7271,145.6738,
601566.SH,╬едамУ,2013-01-22,14.1704,14.1535,14.1535,13.6544,13.7305,5545460,91026865,-0.4399,-3.1045,16.4147,4.5111,1995153900,N/A,9391611225,122930000,0,578657500,14.0504,2.1381,3.6114,141.1514,
601566.SH,╬едамУ,2013-01-23,13.7305,13.6544,13.7305,13.2398,13.4598,6202498,98757157,-0.2707,-1.9717,15.9222,5.0456,1955816300,N/A,9206440825,122930000,0,578657500,13.7734,2.0959,3.5402,138.3684,
601566.SH,╬едамУ,2013-01-24,13.4598,13.4429,13.6713,12.9099,13.003,6477848,101870926,-0.4568,-3.3941,15.726,5.2695,1889434100,N/A,8893965775,122930000,0,578657500,13.3059,2.0248,3.42,133.672,
601566.SH,╬едамУ,2013-01-25,13.003,12.986,13.0876,12.7999,12.8591,3146242,47908014,-0.1438,-1.1061,15.2271,2.5594,1868536000,N/A,8795594000,122930000,0,578657500,13.1587,2.0024,3.3822,132.1935,
601566.SH,╬едамУ,2013-01-28,12.8591,12.8338,13.1552,12.8338,13.1468,4283589,65825443,0.2876,2.2368,15.3669,3.4846,1910332200,N/A,8992337550,122930000,0,578657500,13.4531,2.0472,3.4579,135.1505,
601566.SH,╬едамУ,2013-01-29,13.1468,13.1468,13.2483,13.0876,13.1552,4039889,62831014,0.0085,0.0644,15.5527,3.2863,1911561500,N/A,8998124125,122930000,0,578657500,13.4617,2.0485,3.4601,135.2375,
