╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
601566.SH,╬едамУ,2011-05-30,N/A,17.5878,17.7942,15.7381,15.7959,22394493,456343625,N/A,N/A,20.3775,23.3276,1836480000,N/A,10960150900,96000000,0,572930000,30.4174,12.0613,6.5441,-125.9057,
601566.SH,╬едамУ,2011-05-31,15.7959,16.2749,16.8033,16.1923,16.5556,10605470,211596114,0.7597,4.8092,19.9516,11.0474,1924800000,N/A,11487246500,96000000,0,572930000,31.8802,12.6414,6.8588,-131.9608,
601566.SH,╬едамУ,2011-06-01,16.5556,16.1923,17.5382,15.8868,17.1914,10522322,214804464,0.6358,3.8404,20.4142,10.9608,1998720000,N/A,11928402600,96000000,0,572930000,33.1045,13.1268,7.1222,-137.0286,
601566.SH,╬едамУ,2011-06-02,17.1914,16.6795,18.141,16.5969,17.8024,11928407,253546809,0.611,3.5543,21.2557,12.4254,2069760000,N/A,12352370800,96000000,0,572930000,34.2812,13.5934,7.3754,-141.899,
601566.SH,╬едамУ,2011-06-03,17.8024,17.6786,17.9015,17.1749,17.6538,5750861,122387339,-0.1486,-0.8349,21.2816,5.9905,2052480000,N/A,12249243400,96000000,0,572930000,33.995,13.4799,7.3138,-140.7143,
601566.SH,╬едамУ,2011-06-07,17.6538,17.4639,17.629,16.985,17.4309,4364536,91455504,-0.2229,-1.2629,20.9542,4.5464,2026560000,N/A,12094552300,96000000,0,572930000,33.5657,13.3097,7.2214,-138.9372,
601566.SH,╬едамУ,2011-06-08,17.4309,17.34,17.7777,16.8281,17.6043,3183804,66993216,0.1734,0.9948,21.0419,3.3165,2046720000,N/A,12214867600,96000000,0,572930000,33.8996,13.4421,7.2933,-140.3194,
601566.SH,╬едамУ,2011-06-09,17.6043,17.4061,17.5052,16.6795,16.762,2634171,54498354,-0.8422,-4.7842,20.689,2.7439,1948800000,N/A,11630479000,96000000,0,572930000,32.2777,12.799,6.9444,-133.6062,
601566.SH,╬едамУ,2011-06-10,16.762,16.7951,17.2244,16.6382,17.0428,2090773,42947724,0.2807,1.6749,20.5416,2.1779,1981440000,N/A,11825275200,96000000,0,572930000,32.8183,13.0133,7.0607,-135.8439,
601566.SH,╬едамУ,2011-06-13,17.0428,16.762,17.0676,16.6795,16.7042,1729434,35260759,-0.3385,-1.9864,20.3886,1.8015,1942080000,N/A,11590373900,96000000,0,572930000,32.1664,12.7548,6.9204,-133.1454,
601566.SH,╬едамУ,2011-06-14,16.7042,16.5804,16.9107,16.5556,16.6382,1584343,31996464,-0.0661,-0.3955,20.1954,1.6504,1934400000,N/A,11544539500,96000000,0,572930000,32.0392,12.7044,6.893,-132.6189,
601566.SH,╬едамУ,2011-06-15,16.6382,16.6382,16.8364,16.2666,16.3327,1344914,26979492,-0.3055,-1.8362,20.0604,1.401,1898880000,N/A,11332555400,96000000,0,572930000,31.4509,12.4711,6.7665,-130.1837,
601566.SH,╬едамУ,2011-06-16,16.3327,16.151,16.6382,16.118,16.5721,1629358,32623102,0.2395,1.4661,20.0221,1.6972,1926720000,N/A,11498705100,96000000,0,572930000,31.912,12.654,6.8657,-132.0924,
601566.SH,╬едамУ,2011-06-17,16.5721,16.473,16.5969,15.9859,16.0189,1389876,27390755,-0.5532,-3.3383,19.7073,1.4478,1862400000,N/A,11114842000,96000000,0,572930000,30.8467,12.2315,6.6365,-127.6827,
601566.SH,╬едамУ,2011-06-20,16.0189,16.0519,16.118,15.7381,15.8125,1055408,20220657,-0.2064,-1.2887,19.1591,1.0994,1838400000,N/A,10971609500,96000000,0,572930000,30.4492,12.0739,6.551,-126.0373,
601566.SH,╬едамУ,2011-06-21,15.8125,15.8207,16.407,15.6969,16.3492,1409129,27455963,0.5367,3.3943,19.4844,1.4678,1900800000,N/A,11344014000,96000000,0,572930000,31.4827,12.4837,6.7733,-130.3154,
601566.SH,╬едамУ,2011-06-22,16.3492,16.2336,16.4318,16.1345,16.2501,689197,13581148,-0.0991,-0.6061,19.7058,0.7179,1889280000,N/A,11275262400,96000000,0,572930000,31.2919,12.4081,6.7323,-129.5256,
601566.SH,╬едамУ,2011-06-23,16.2501,16.2005,16.7868,16.0684,16.696,1358083,27246316,0.4459,2.7439,20.0623,1.4147,1941120000,N/A,11584644600,96000000,0,572930000,32.1505,12.7485,6.917,-133.0796,
601566.SH,╬едамУ,2011-06-24,16.696,16.5556,16.985,16.5391,16.8446,2148547,43780896,0.1486,0.8902,20.377,2.2381,1958400000,N/A,11687772000,96000000,0,572930000,32.4367,12.862,6.9786,-134.2643,
601566.SH,╬едамУ,2011-06-27,16.8446,16.8281,17.4474,16.7042,17.3153,2180920,45602071,0.4707,2.7941,20.9096,2.2718,2013120000,N/A,12014342100,96000000,0,572930000,33.343,13.2214,7.1736,-138.0158,
601566.SH,╬едамУ,2011-06-28,17.3153,17.1336,17.53,17.051,17.34,1965431,41250388,0.0248,0.1431,20.988,2.0473,2016000000,N/A,12031530000,96000000,0,572930000,33.3907,13.2403,7.1838,-138.2133,
601566.SH,╬едамУ,2011-06-29,17.34,17.34,17.34,17.34,17.34,N/A,N/A,0,0,N/A,N/A,2016000000,N/A,12031530000,96000000,0,572930000,33.3907,13.2403,7.1838,-138.2133,
601566.SH,╬едамУ,2011-06-30,17.34,17.0923,17.8685,17.0593,17.8437,3173043,67346398,0.5037,2.9048,21.2245,3.3053,2074560000,N/A,12381017300,96000000,0,572930000,34.3607,13.6249,7.3925,-142.228,
601566.SH,╬едамУ,2011-07-01,17.8437,17.6125,17.8602,17.53,17.6621,1646372,35249357,-0.1817,-1.018,21.4103,1.715,2053440000,N/A,12254972700,96000000,0,572930000,34.0109,13.4862,7.3172,-140.7801,
601566.SH,╬едамУ,2011-07-04,17.6621,17.7529,17.7529,17.5878,17.7116,1587136,33957776,0.0495,0.2805,21.3956,1.6533,2059200000,N/A,12289348500,96000000,0,572930000,34.1063,13.524,7.3378,-141.175,
601566.SH,╬едамУ,2011-07-05,17.7116,17.8355,17.9015,17.34,17.4722,1487362,31595331,-0.2395,-1.352,21.2425,1.5493,2031360000,N/A,12123198800,96000000,0,572930000,33.6452,13.3412,7.2386,-139.2663,
601566.SH,╬едамУ,2011-07-06,17.4722,17.4144,17.5465,17.1336,17.4144,2001605,42028455,-0.0578,-0.3308,20.9974,2.085,2024640000,N/A,12083093700,96000000,0,572930000,33.5339,13.2971,7.2146,-138.8056,
601566.SH,╬едамУ,2011-07-07,17.4144,17.4144,18.1245,17.4061,17.885,4846651,104984174,0.4707,2.7027,21.6612,5.0486,2079360000,N/A,12409663800,96000000,0,572930000,34.4402,13.6564,7.4096,-142.5571,
601566.SH,╬едамУ,2011-07-08,17.885,17.9676,18.1245,17.4969,17.7364,1936029,41662636,-0.1486,-0.831,21.5196,2.0167,2062080000,N/A,12306536400,96000000,0,572930000,34.154,13.543,7.348,-141.3724,
601566.SH,╬едамУ,2011-07-11,17.7364,17.7199,18.3144,17.5217,18.1988,7541483,165740022,0.4624,2.6071,21.9771,7.8557,2115840000,N/A,12627377200,96000000,0,572930000,35.0444,13.896,7.5396,-145.0581,
601566.SH,╬едамУ,2011-07-12,18.1988,18.2153,18.2814,18.0089,18.1988,4467637,98394763,0,0,22.0239,4.6538,2115840000,N/A,12627377200,96000000,0,572930000,35.0444,13.896,7.5396,-145.0581,
601566.SH,╬едамУ,2011-07-13,18.1988,18.207,18.4795,18.0667,18.3639,6528949,144929845,0.1651,0.9074,22.198,6.801,2135040000,N/A,12741963200,96000000,0,572930000,35.3624,14.0221,7.608,-146.3744,
601566.SH,╬едамУ,2011-07-14,18.3639,18.4548,18.4548,18.1905,18.3309,3433836,76168538,-0.033,-0.1799,22.1818,3.5769,2131200000,N/A,12719046000,96000000,0,572930000,35.2988,13.9969,7.5943,-146.1112,
601566.SH,╬едамУ,2011-07-15,18.3309,18.3226,18.4217,18.0419,18.3061,3035150,67114977,-0.0248,-0.1351,22.1126,3.1616,2128320000,N/A,12701858100,96000000,0,572930000,35.2511,13.978,7.5841,-145.9137,
601566.SH,╬едамУ,2011-07-18,18.3061,18.6034,19.4456,18.6034,19.4043,13175980,305956388,1.0982,5.9991,23.2208,13.725,2256000000,N/A,13463855000,96000000,0,572930000,37.3658,14.8166,8.039,-154.6672,
601566.SH,╬едамУ,2011-07-19,19.4043,19.3713,19.7346,18.9997,19.6025,8650190,204485322,0.1982,1.0213,23.6394,9.0106,2279040000,N/A,13601358200,96000000,0,572930000,37.7474,14.9679,8.1211,-156.2468,
601566.SH,╬едамУ,2011-07-20,19.6025,19.619,19.941,19.0328,19.4126,6229510,146135695,-0.1899,-0.9688,23.4586,6.4891,2256960000,N/A,13469584300,96000000,0,572930000,37.3817,14.8229,8.0425,-154.733,
601566.SH,╬едамУ,2011-07-21,19.4126,19.2392,19.6355,19.2309,19.264,3646105,85748265,-0.1486,-0.7656,23.5178,3.798,2239680000,N/A,13366456900,96000000,0,572930000,37.0955,14.7094,7.9809,-153.5484,
601566.SH,╬едамУ,2011-07-22,19.264,19.4043,19.4456,18.8924,19.0988,2936272,68341545,-0.1651,-0.8573,23.2749,3.0586,2220480000,N/A,13251870900,96000000,0,572930000,36.7775,14.5833,7.9125,-152.232,
601566.SH,╬едамУ,2011-07-25,19.0988,19.074,19.4374,18.496,18.9337,7008247,162245843,-0.1651,-0.8647,23.1507,7.3003,2201280000,N/A,13137284900,96000000,0,572930000,36.4595,14.4572,7.844,-150.9157,
601566.SH,╬едамУ,2011-07-26,18.9337,18.9337,19.4786,18.686,19.2309,4528281,105457029,0.2973,1.57,23.2885,4.717,2235840000,N/A,13343539700,96000000,0,572930000,37.0319,14.6841,7.9672,-153.2851,
601566.SH,╬едамУ,2011-07-27,19.2309,19.008,20.1392,18.7438,20.131,6676755,159813418,0.9,4.6801,23.9358,6.955,2340480000,N/A,13968033400,96000000,0,572930000,38.7651,15.3714,8.3401,-160.459,
601566.SH,╬едамУ,2011-07-28,20.131,19.8172,20.7833,19.6603,20.6346,7485982,185249013,0.5037,2.5021,24.7461,7.7979,2399040000,N/A,14317520700,96000000,0,572930000,39.735,15.756,8.5487,-164.4738,
601566.SH,╬едамУ,2011-07-29,20.6346,20.4778,21.0475,20.4778,20.6677,5310197,133250705,0.033,0.1601,25.0934,5.5315,2402880000,N/A,14340437900,96000000,0,572930000,39.7986,15.7812,8.5624,-164.7371,
601566.SH,╬едамУ,2011-08-01,20.6677,20.4117,20.6346,20.1392,20.5273,2939896,72523548,-0.1404,-0.6792,24.6687,3.0624,2386560000,N/A,14243039800,96000000,0,572930000,39.5283,15.674,8.5043,-163.6182,
601566.SH,╬едамУ,2011-08-02,20.5273,20.23,21.1383,20.0484,20.8824,5136051,128741403,0.3551,1.7297,25.0662,5.3501,2427840000,N/A,14489399700,96000000,0,572930000,40.212,15.9451,8.6514,-166.4483,
601566.SH,╬едамУ,2011-08-03,20.8824,20.6759,21.3035,20.5108,20.998,2262548,57427131,0.1156,0.5536,25.3816,2.3568,2441280000,N/A,14569609900,96000000,0,572930000,40.4346,16.0334,8.6993,-167.3697,
601566.SH,╬едамУ,2011-08-04,20.998,20.9732,21.4191,20.5603,20.6594,2221484,56383619,-0.3385,-1.6123,25.3811,2.314,2401920000,N/A,14334708600,96000000,0,572930000,39.7827,15.7749,8.559,-164.6712,
601566.SH,╬едамУ,2011-08-05,20.6594,20.23,21.2044,18.6612,20.7585,2700323,67366538,0.0991,0.4796,24.9476,2.8128,2413440000,N/A,14403460200,96000000,0,572930000,39.9735,15.8506,8.6001,-165.461,
601566.SH,╬едамУ,2011-08-08,20.7585,20.23,20.8906,19.652,20.5025,3646022,90204677,-0.256,-1.2331,24.7406,3.7979,2383680000,N/A,14225851900,96000000,0,572930000,39.4806,15.6551,8.494,-163.4207,
601566.SH,╬едамУ,2011-08-09,20.5025,19.908,20.7585,19.652,20.1392,2622898,64423935,-0.3633,-1.772,24.5621,2.7322,2341440000,N/A,13973762700,96000000,0,572930000,38.781,15.3777,8.3435,-160.5248,
601566.SH,╬едамУ,2011-08-10,20.1392,20.453,21.1796,20.0897,20.9071,3141793,78599167,0.7679,3.813,25.0173,3.2727,2430720000,N/A,14506587600,96000000,0,572930000,40.2597,15.964,8.6616,-166.6457,
601566.SH,╬едамУ,2011-08-11,20.9071,20.5521,22.7072,20.4034,22.3604,4107793,109217573,1.4533,6.951,26.5879,4.279,2599680000,N/A,15514944400,96000000,0,572930000,43.0582,17.0737,9.2637,-178.2293,
601566.SH,╬едамУ,2011-08-12,22.3604,22.2943,22.6081,21.8154,22.1374,3353938,90120199,-0.2229,-0.997,26.87,3.4937,2573760000,N/A,15360253300,96000000,0,572930000,42.6289,16.9035,9.1713,-176.4523,
601566.SH,╬едамУ,2011-08-15,22.1374,22.0301,22.3769,21.9228,22.0879,2214303,59341404,-0.0495,-0.2238,26.7991,2.3066,2568000000,N/A,15325877500,96000000,0,572930000,42.5335,16.8656,9.1508,-176.0574,
601566.SH,╬едамУ,2011-08-16,22.0879,22.0879,22.4512,21.3778,21.6916,3847208,101648505,-0.3963,-1.7944,26.4214,4.0075,2521920000,N/A,15050871100,96000000,0,572930000,41.7702,16.563,8.9866,-172.8982,
601566.SH,╬едамУ,2011-08-17,21.6916,21.675,22.4099,21.5594,22.2778,2514752,67305719,0.5863,2.7027,26.7644,2.6195,2590080000,N/A,15457651400,96000000,0,572930000,42.8992,17.0107,9.2295,-177.5712,
601566.SH,╬едамУ,2011-08-18,22.2778,22.3686,22.3686,21.6338,21.7246,1871566,49591621,-0.5532,-2.4833,26.4974,1.9495,2525760000,N/A,15073788300,96000000,0,572930000,41.8338,16.5882,9.0003,-173.1615,
601566.SH,╬едамУ,2011-08-19,21.7246,21.3035,22.0549,21.2209,21.9558,2314820,60701448,0.2312,1.0642,26.223,2.4113,2552640000,N/A,15234208700,96000000,0,572930000,42.279,16.7648,9.0961,-175.0043,
601566.SH,╬едамУ,2011-08-22,21.9558,22.0301,22.6081,21.3117,21.6585,4501222,120805838,-0.2973,-1.3539,26.8385,4.6888,2518080000,N/A,15027953900,96000000,0,572930000,41.7066,16.5378,8.9729,-172.635,
601566.SH,╬едамУ,2011-08-23,21.6585,21.4769,22.4512,21.386,22.4264,3034576,80674498,0.7679,3.5456,26.5851,3.161,2607360000,N/A,15560778800,96000000,0,572930000,43.1854,17.1241,9.2911,-178.7558,
601566.SH,╬едамУ,2011-08-24,22.4264,22.4595,23.1944,22.1292,22.8558,4109654,113418442,0.4294,1.9146,27.5981,4.2809,2657280000,N/A,15858702400,96000000,0,572930000,44.0122,17.452,9.469,-182.1783,
601566.SH,╬едамУ,2011-08-25,22.8558,22.6246,23.1696,22.2943,22.9797,3036467,83816755,0.1239,0.5419,27.6034,3.163,2671680000,N/A,15944641900,96000000,0,572930000,44.2507,17.5466,9.5203,-183.1655,
601566.SH,╬едамУ,2011-08-26,22.9797,22.7815,22.9549,22.5503,22.7567,2217754,60919921,-0.2229,-0.9702,27.4692,2.3102,2645760000,N/A,15789950800,96000000,0,572930000,43.8214,17.3763,9.4279,-181.3885,
601566.SH,╬едамУ,2011-08-29,22.7567,22.6659,22.6659,22.1457,22.3769,1675330,45444012,-0.3798,-1.6691,27.1254,1.7451,2601600000,N/A,15526403000,96000000,0,572930000,43.09,17.0863,9.2705,-178.3609,
601566.SH,╬едамУ,2011-08-30,22.3769,22.3769,22.6659,21.7741,22.0053,4266975,115058413,-0.3716,-1.6605,26.9649,3.5558,3198000000,N/A,15268584500,120000000,0,572930000,42.3744,16.8026,9.1166,-175.3992,
601566.SH,╬едамУ,2011-08-31,22.0053,21.7906,22.187,21.3035,22.1705,2618583,68781787,0.1651,0.7505,26.2668,2.1822,3222000000,N/A,15383170500,120000000,0,572930000,42.6925,16.9287,9.185,-176.7155,
601566.SH,╬едамУ,2011-09-01,22.1705,22.0218,22.0796,21.4851,21.6916,959039,25352025,-0.4789,-2.1601,26.4348,0.7992,3152400000,N/A,15050871100,120000000,0,572930000,41.7702,16.563,8.9866,-172.8982,
601566.SH,╬едамУ,2011-09-02,21.6916,21.609,21.964,20.6677,21.0558,2691664,68592535,-0.6358,-2.9311,25.4833,2.2431,3060000000,N/A,14609715000,120000000,0,572930000,40.5459,16.0775,8.7232,-167.8304,
601566.SH,╬едамУ,2011-09-05,21.0558,20.7255,20.8493,20.4778,20.6842,2356581,58996783,-0.3716,-1.7647,25.0349,1.9638,3006000000,N/A,14351896500,120000000,0,572930000,39.8304,15.7938,8.5693,-164.8687,
601566.SH,╬едамУ,2011-09-06,20.6842,20.6429,20.8741,20.4778,20.8163,1218928,30514560,0.1321,0.6387,25.0339,1.0158,3025200000,N/A,14443565300,120000000,0,572930000,40.0848,15.8947,8.624,-165.9217,
601566.SH,╬едамУ,2011-09-07,20.8163,20.8328,21.5512,20.6594,21.3943,1565228,39967914,0.578,2.7767,25.5349,1.3044,3109200000,N/A,14844616300,120000000,0,572930000,41.1978,16.336,8.8635,-170.5289,
601566.SH,╬едамУ,2011-09-08,21.3943,21.386,21.5512,20.8741,20.8989,1523159,38993157,-0.4954,-2.3157,25.6002,1.2693,3037200000,N/A,14500858300,120000000,0,572930000,40.2438,15.9577,8.6582,-166.5799,
601566.SH,╬едамУ,2011-09-09,20.8989,21.0227,21.2209,20.5356,20.8411,1594792,40298283,-0.0578,-0.2766,25.2687,1.329,3028800000,N/A,14460753200,120000000,0,572930000,40.1325,15.9136,8.6343,-166.1192,
601566.SH,╬едамУ,2011-09-13,20.8411,20.5025,20.9319,20.42,20.8163,579521,14509997,-0.0248,-0.1189,25.0379,0.4829,3025200000,N/A,14443565300,120000000,0,572930000,40.0848,15.8947,8.624,-165.9217,
601566.SH,╬едамУ,2011-09-14,20.8163,21.0392,21.0392,20.3126,20.6677,1459303,36411715,-0.1486,-0.714,24.9514,1.2161,3003600000,N/A,14340437900,120000000,0,572930000,39.7986,15.7812,8.5624,-164.7371,
601566.SH,╬едамУ,2011-09-15,20.6677,20.7998,21.0558,20.6924,20.7502,772597,19526547,0.0826,0.3995,25.2739,0.6438,3015600000,N/A,14397730900,120000000,0,572930000,39.9576,15.8443,8.5966,-165.3952,
601566.SH,╬едамУ,2011-09-16,20.7502,20.7502,21.1714,20.7502,20.9154,621695,15773075,0.1651,0.7959,25.3711,0.5181,3039600000,N/A,14512316900,120000000,0,572930000,40.2756,15.9704,8.6651,-166.7115,
601566.SH,╬едамУ,2011-09-19,20.9154,20.9154,21.5182,20.5603,21.064,2664439,67614057,0.1486,0.7106,25.3765,2.2204,3061200000,N/A,14615444300,120000000,0,572930000,40.5618,16.0838,8.7266,-167.8962,
601566.SH,╬едамУ,2011-09-20,21.064,21.0723,21.2952,20.9071,21.1714,736316,18763002,0.1073,0.5096,25.4823,0.6136,3076800000,N/A,14689925200,120000000,0,572930000,40.7685,16.1658,8.7711,-168.7518,
601566.SH,╬едамУ,2011-09-21,21.1714,21.1383,21.8402,20.808,21.5925,1262488,32866262,0.4211,1.9891,26.0329,1.0521,3138000000,N/A,14982119500,120000000,0,572930000,41.5794,16.4874,8.9456,-172.1084,
601566.SH,╬едамУ,2011-09-22,21.5925,21.4686,21.5925,20.8246,20.9071,2027646,52002529,-0.6853,-3.174,25.6467,1.6897,3038400000,N/A,14506587600,120000000,0,572930000,40.2597,15.964,8.6616,-166.6457,
601566.SH,╬едамУ,2011-09-23,20.9071,20.5025,21.5925,20.4943,21.5594,3248148,81582653,0.6523,3.1201,25.1167,2.7068,3133200000,N/A,14959202300,120000000,0,572930000,41.5158,16.4621,8.9319,-171.8452,
601566.SH,╬едамУ,2011-09-26,21.5594,21.1879,21.4686,20.4778,20.519,1657942,41678621,-1.0404,-4.8257,25.1388,1.3816,2982000000,N/A,14237310500,120000000,0,572930000,39.5124,15.6677,8.5008,-163.5524,
601566.SH,╬едамУ,2011-09-27,20.519,20.5851,20.808,19.4952,19.7264,2075024,49803239,-0.7927,-3.8632,24.0013,1.7292,2866800000,N/A,13687297700,120000000,0,572930000,37.986,15.0624,8.1724,-157.2341,
601566.SH,╬едамУ,2011-09-28,19.7264,19.9493,20.0897,19.3465,19.5777,1547676,37119254,-0.1486,-0.7535,23.9839,1.2897,2845200000,N/A,13584170300,120000000,0,572930000,37.6997,14.949,8.1109,-156.0494,
601566.SH,╬едамУ,2011-09-29,19.5777,19.4208,19.7346,18.9915,19.4869,1059679,24919970,-0.0908,-0.4639,23.5165,0.8831,2832000000,N/A,13521148000,120000000,0,572930000,37.5248,14.8796,8.0732,-155.3254,
601566.SH,╬едамУ,2011-09-30,19.4869,19.5695,20.519,19.074,19.9163,1614770,38506984,0.4294,2.2034,23.8467,1.3456,2894400000,N/A,13819071600,120000000,0,572930000,38.3517,15.2075,8.2511,-158.7478,
601566.SH,╬едамУ,2011-10-10,19.9163,19.8172,19.8172,19.4043,19.6933,523214,12505411,-0.2229,-1.1194,23.9011,0.436,2862000000,N/A,13664380500,120000000,0,572930000,37.9223,15.0372,8.1588,-156.9708,
601566.SH,╬едамУ,2011-10-11,19.6933,20.1888,20.23,19.4786,19.6355,845962,20347631,-0.0578,-0.2935,24.0527,0.705,2853600000,N/A,13624275400,120000000,0,572930000,37.811,14.9931,8.1348,-156.5101,
601566.SH,╬едамУ,2011-10-12,19.6355,19.4126,20.23,19.1566,20.0649,1280622,30798146,0.4294,2.1867,24.0494,1.0672,2916000000,N/A,13922199000,120000000,0,572930000,38.6379,15.3209,8.3127,-159.9325,
601566.SH,╬едамУ,2011-10-13,20.0649,19.9823,20.6759,19.908,20.1144,2074929,51078524,0.0495,0.2469,24.617,1.7291,2923200000,N/A,13956574800,120000000,0,572930000,38.7333,15.3588,8.3332,-160.3274,
601566.SH,╬едамУ,2011-10-14,20.1144,19.9823,20.3869,19.4043,19.9576,1761175,42590103,-0.1569,-0.78,24.1828,1.4676,2900400000,N/A,13847718100,120000000,0,572930000,38.4312,15.239,8.2682,-159.0769,
601566.SH,╬едамУ,2011-10-17,19.9576,20.1475,20.6429,19.9576,20.2713,1821475,44968824,0.3138,1.5722,24.6881,1.5179,2946000000,N/A,14065431500,120000000,0,572930000,39.0354,15.4786,8.3982,-161.5779,
601566.SH,╬едамУ,2011-10-18,20.2713,20.1557,20.5768,19.8172,20.131,1090453,26780147,-0.1404,-0.6925,24.5587,0.9087,2925600000,N/A,13968033400,120000000,0,572930000,38.7651,15.3714,8.3401,-160.459,
601566.SH,╬едамУ,2011-10-19,20.131,20.3539,20.3539,19.6603,19.6933,782351,18807077,-0.4376,-2.1739,24.0392,0.652,2862000000,N/A,13664380500,120000000,0,572930000,37.9223,15.0372,8.1588,-156.9708,
601566.SH,╬едамУ,2011-10-20,19.6933,19.5942,19.5942,19.074,19.2392,1554692,36325051,-0.4541,-2.3061,23.3648,1.2956,2796000000,N/A,13349269000,120000000,0,572930000,37.0478,14.6905,7.9706,-153.3509,
601566.SH,╬едамУ,2011-10-21,19.2392,19.3052,19.3052,18.8759,19.008,615585,14232652,-0.2312,-1.2017,23.1205,0.513,2762400000,N/A,13188848600,120000000,0,572930000,36.6026,14.5139,7.8748,-151.5081,
601566.SH,╬едамУ,2011-10-24,19.008,19.0906,19.6768,18.9337,19.4869,702395,16441682,0.4789,2.5195,23.408,0.5853,2832000000,N/A,13521148000,120000000,0,572930000,37.5248,14.8796,8.0732,-155.3254,
601566.SH,╬едамУ,2011-10-25,19.4869,19.4869,20.6346,19.4869,20.4447,1017961,24899304,0.9578,4.9153,24.46,0.8483,2971200000,N/A,14185746800,120000000,0,572930000,39.3693,15.611,8.4701,-162.96,
601566.SH,╬едамУ,2011-10-26,20.4447,20.3126,21.0475,20.3126,20.6429,1600663,40331640,0.1982,0.9693,25.1968,1.3339,3000000000,N/A,14323250000,120000000,0,572930000,39.7509,15.7623,8.5522,-164.5396,
601566.SH,╬едамУ,2011-10-27,20.6429,20.5025,20.9402,20.486,20.6759,492843,12344493,0.033,0.16,25.0475,0.4107,3004800000,N/A,14346167200,120000000,0,572930000,39.8145,15.7875,8.5658,-164.8029,
601566.SH,╬едамУ,2011-10-28,20.6759,20.9897,21.1383,20.7255,20.9236,1118104,28334388,0.2477,1.1981,25.3415,0.9318,3040800000,N/A,14518046200,120000000,0,572930000,40.2915,15.9767,8.6685,-166.7773,
601566.SH,╬едамУ,2011-10-31,20.9236,21.0558,21.5925,20.8163,21.2539,1340070,34657513,0.3303,1.5785,25.8625,1.1167,3088800000,N/A,14747218200,120000000,0,572930000,40.9275,16.2289,8.8053,-169.41,
601566.SH,╬едамУ,2011-11-01,21.2539,21.064,21.9806,20.9567,21.6916,1871620,49048294,0.4376,2.0591,26.2063,1.5597,3152400000,N/A,15050871100,120000000,0,572930000,41.7702,16.563,8.9866,-172.8982,
601566.SH,╬едамУ,2011-11-02,21.6916,21.5099,22.443,21.3448,22.3604,1056636,27924262,0.6688,3.0834,26.4275,0.8805,3249600000,N/A,15514944400,120000000,0,572930000,43.0582,17.0737,9.2637,-178.2293,
601566.SH,╬едамУ,2011-11-03,22.3604,22.3604,23.0045,21.6998,21.8484,2235100,60428321,-0.5119,-2.2895,27.0361,1.8626,3175200000,N/A,15159727800,120000000,0,572930000,42.0723,16.6828,9.0516,-174.1487,
601566.SH,╬едамУ,2011-11-04,21.8484,22.0301,22.2778,21.4521,21.7411,1219745,32197493,-0.1073,-0.4913,26.3969,1.0165,3159600000,N/A,15085246900,120000000,0,572930000,41.8656,16.6008,9.0071,-173.2931,
601566.SH,╬едамУ,2011-11-07,21.7411,21.7989,22.2943,21.3695,21.4851,1631057,42912241,-0.256,-1.1774,26.3095,1.3592,3122400000,N/A,14907638600,120000000,0,572930000,41.3727,16.4054,8.9011,-171.2528,
601566.SH,╬едамУ,2011-11-08,21.4851,21.386,22.1292,21.386,21.7906,1197898,31663443,0.3055,1.422,26.4325,0.9982,3166800000,N/A,15119622700,120000000,0,572930000,41.961,16.6387,9.0277,-173.688,
601566.SH,╬едамУ,2011-11-09,21.7906,21.8567,21.9723,21.5925,21.9393,801674,21180973,0.1486,0.6821,26.4209,0.6681,3188400000,N/A,15222750100,120000000,0,572930000,42.2472,16.7522,9.0892,-174.8727,
601566.SH,╬едамУ,2011-11-10,21.9393,21.7411,21.9228,21.2374,21.6998,1198930,31302249,-0.2395,-1.0915,26.1085,0.9991,3153600000,N/A,15056600400,120000000,0,572930000,41.7861,16.5693,8.99,-172.964,
601566.SH,╬едамУ,2011-11-11,21.6998,21.675,21.964,21.2704,21.8732,1130255,29666183,0.1734,0.7991,26.2473,0.9419,3178800000,N/A,15176915700,120000000,0,572930000,42.12,16.7017,9.0619,-174.3462,
601566.SH,╬едамУ,2011-11-14,21.8732,22.0466,22.3191,21.8732,22.2035,1576743,42341748,0.3303,1.51,26.8539,1.314,3226800000,N/A,15406087700,120000000,0,572930000,42.7561,16.9539,9.1987,-176.9788,
601566.SH,╬едамУ,2011-11-15,22.2035,22.2778,22.2943,21.931,21.9558,483032,12898935,-0.2477,-1.1157,26.7041,0.4025,3190800000,N/A,15234208700,120000000,0,572930000,42.279,16.7648,9.0961,-175.0043,
