¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600725.SH,*ST‘∆Œ¨,1996-07-02,N/A,1.9381,2.1324,1.9186,2.0449,18397200,153738000,N/A,N/A,8.3566,54.5102,284175000,N/A,926200000,33750000,0,110000000,24.3033,8.8403,3.4975,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-03,2.0449,2.0595,2.2514,2.0546,2.2489,10674000,93719312,0.204,9.9762,8.7801,31.6267,312525000,N/A,1018600000,33750000,0,110000000,26.7279,9.7222,3.8464,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-04,2.2489,2.2295,2.3509,2.1931,2.2781,5847600,54567109,0.0291,1.2959,9.3315,17.3262,316575000,N/A,1031800000,33750000,0,110000000,27.0743,9.8482,3.8962,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-05,2.2781,2.3072,2.4772,2.1858,2.3072,7181700,68594473,0.0291,1.2793,9.5513,21.2791,320625000,N/A,1045000000,33750000,0,110000000,27.4206,9.9742,3.9461,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-08,2.3072,2.3437,2.3437,2.1494,2.1567,4341600,39853000,-0.1506,-6.5263,9.1793,12.864,299700000,N/A,976800000,33750000,0,110000000,25.6311,9.3232,3.6885,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-09,2.1567,2.1567,2.1809,2.0716,2.1251,3855800,33636791,-0.0316,-1.464,8.7237,11.4246,295312500,N/A,962500000,33750000,0,110000000,25.2558,9.1867,3.6345,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-10,2.1251,2.1299,2.2101,2.1129,2.1372,1932600,17142675,0.0121,0.5714,8.8703,5.7262,297000000,N/A,968000000,33750000,0,110000000,25.4002,9.2392,3.6553,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-11,2.1372,2.2295,2.2951,2.1372,2.1809,3647300,33436544,0.0437,2.0455,9.1675,10.8068,303075000,N/A,987800000,33750000,0,110000000,25.9197,9.4282,3.7301,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-12,2.1809,2.2101,2.2344,2.1397,2.2077,1626300,14669125,0.0267,1.2249,9.0199,4.8187,306787500,N/A,999900000,33750000,0,110000000,26.2372,9.5437,3.7758,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-15,2.2077,2.1737,2.2222,2.0838,2.2222,1121700,9972989,0.0146,0.6601,8.891,3.3236,308812500,N/A,1006500000,33750000,0,110000000,26.4104,9.6067,3.8007,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-16,2.2222,2.2028,2.2344,2.1615,2.2344,2024800,18358869,0.0121,0.5464,9.067,5.9994,310500000,N/A,1012000000,33750000,0,110000000,26.5547,9.6592,3.8215,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-17,2.2344,2.2344,2.4529,2.1882,2.2465,2461400,23243378,0.0121,0.5435,9.4432,7.293,312187500,N/A,1017500000,33750000,0,110000000,26.699,9.7117,3.8422,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-18,2.2465,2.2465,2.3995,2.2465,2.3631,4058000,39027167,0.1166,5.1892,9.6173,12.0237,328387500,N/A,1070300000,33750000,0,110000000,28.0845,10.2157,4.0416,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-19,2.3631,2.3801,2.572,2.3801,2.5452,7320200,75253739,0.1821,7.7081,10.2803,21.6895,353700000,N/A,1152800000,33750000,0,110000000,30.2493,11.0031,4.3531,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-22,2.5452,2.5452,2.5938,2.4189,2.5258,2198300,22336307,-0.0194,-0.7634,10.1607,6.5135,351000000,N/A,1144000000,33750000,0,110000000,30.0184,10.9191,4.3199,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-23,2.5258,2.521,2.7152,2.4797,2.5695,2907700,30969451,0.0437,1.7308,10.6508,8.6154,357075000,N/A,1163800000,33750000,0,110000000,30.5379,11.1081,4.3947,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-24,2.5695,2.6132,2.6715,2.521,2.5744,2521200,26942825,0.0049,0.189,10.6865,7.4702,357750000,N/A,1166000000,33750000,0,110000000,30.5957,11.1291,4.403,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-25,2.5744,2.5452,2.5598,2.4165,2.4457,1719700,17498794,-0.1287,-5,10.1755,5.0954,339862500,N/A,1107700000,33750000,0,110000000,29.0659,10.5726,4.1828,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-26,2.4457,2.4311,2.5015,2.3801,2.4238,1052200,10518162,-0.0219,-0.8937,9.9964,3.1176,336825000,N/A,1097800000,33750000,0,110000000,28.8061,10.4781,4.1455,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-29,2.4238,2.4772,2.5695,2.4044,2.5695,1440500,14731278,0.1457,6.012,10.2265,4.2681,357075000,N/A,1163800000,33750000,0,110000000,30.5379,11.1081,4.3947,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-30,2.5695,2.5671,2.8221,2.5671,2.8172,6037700,67789728,0.2477,9.6408,11.2277,17.8895,391500000,N/A,1276000000,33750000,0,110000000,33.482,12.179,4.8184,N/A,
600725.SH,*ST‘∆Œ¨,1996-07-31,2.8172,2.8124,2.9338,2.7517,2.8658,2543600,29475920,0.0486,1.7241,11.5883,7.5366,398250000,N/A,1298000000,33750000,0,110000000,34.0593,12.389,4.9014,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-01,2.8658,2.8853,2.8901,2.7152,2.8051,1786100,20845755,-0.0607,-2.1186,11.6711,5.2921,389812500,N/A,1270500000,33750000,0,110000000,33.3377,12.1265,4.7976,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-02,2.8051,2.7687,2.8172,2.6837,2.7128,816300,9259099,-0.0923,-3.29,11.3428,2.4187,376987500,N/A,1228700000,33750000,0,110000000,32.2409,11.7275,4.6398,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-05,2.7128,2.7007,2.8367,2.7007,2.81,527500,6070873,0.0971,3.581,11.5088,1.563,390487500,N/A,1272700000,33750000,0,110000000,33.3954,12.1475,4.8059,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-06,2.81,2.8197,2.9824,2.7711,2.9824,3722500,44766072,0.1724,6.1366,12.0258,11.0296,414450000,N/A,1350800000,33750000,0,110000000,35.4448,12.8929,5.1008,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-07,2.9824,2.9581,3.1063,2.9193,3.014,5926000,73500245,0.0316,1.0586,12.403,17.5585,418837500,N/A,1365100000,33750000,0,110000000,35.82,13.0294,5.1548,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-08,3.014,2.793,3.1281,2.7152,2.9144,1115400,13638830,-0.0996,-3.3038,12.2277,3.3049,405000000,N/A,1320000000,33750000,0,110000000,34.6366,12.599,4.9845,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-09,2.9144,2.8925,3.0115,2.861,2.9581,512300,6165373,0.0437,1.5,12.0347,1.5179,411075000,N/A,1339800000,33750000,0,110000000,35.1561,12.7879,5.0593,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-12,2.9581,2.9678,3.014,2.9411,3.0067,2502500,30737251,0.0486,1.642,12.2826,7.4148,417825000,N/A,1361800000,33750000,0,110000000,35.7334,12.9979,5.1424,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-13,3.0067,2.963,2.9873,2.8853,2.9217,1388500,16764818,-0.085,-2.8271,12.074,4.1141,406012500,N/A,1323300000,33750000,0,110000000,34.7232,12.6305,4.997,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-14,2.9217,2.9217,2.9363,2.793,2.8415,919600,10827000,-0.0801,-2.7431,11.7736,2.7247,394875000,N/A,1287000000,33750000,0,110000000,33.7707,12.284,4.8599,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-15,2.8415,2.8367,2.8658,2.7395,2.742,2167700,24758736,-0.0996,-3.5043,11.4217,6.4228,381037500,N/A,1241900000,33750000,0,110000000,32.5873,11.8535,4.6896,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-16,2.742,2.7347,2.7565,2.6351,2.691,1654200,18442638,-0.051,-1.8601,11.149,4.9013,373950000,N/A,1218800000,33750000,0,110000000,31.9811,11.633,4.6024,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-19,2.691,2.6934,3.0455,2.6934,3.0067,2574700,31255000,0.3157,11.7329,12.1393,7.6287,417825000,N/A,1361800000,33750000,0,110000000,35.7334,12.9979,5.1424,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-20,3.0067,3.0795,3.2544,3.0115,3.1451,2216200,28800531,0.1384,4.6042,12.9955,6.5665,437062500,N/A,1424500000,33750000,0,110000000,37.3787,13.5964,5.3791,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-21,3.1451,3.133,3.456,3.0868,3.4536,3447200,47158906,0.3084,9.8069,13.6804,10.2139,479925000,N/A,1564200000,33750000,0,110000000,41.0444,14.9298,5.9067,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-22,3.4536,3.4438,3.6187,3.3758,3.5701,3616900,52400853,0.1166,3.3755,14.4878,10.7167,496125000,N/A,1617000000,33750000,0,110000000,42.4298,15.4337,6.106,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-23,3.5701,3.5701,3.66,3.4706,3.66,2180500,31977184,0.0899,2.517,14.6651,6.4607,508612500,N/A,1657700000,33750000,0,110000000,43.4978,15.8222,6.2597,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-26,3.66,3.6381,3.6746,3.5823,3.66,922700,13760116,0,0,14.9129,2.7339,508612500,N/A,1657700000,33750000,0,110000000,43.4978,15.8222,6.2597,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-27,3.66,3.66,3.8567,3.5531,3.8567,4428500,67709022,0.1967,5.3749,15.2894,13.1215,535950000,N/A,1746800000,33750000,0,110000000,45.8358,16.6726,6.5962,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-28,3.8567,3.8616,3.9733,3.7159,3.8324,4138700,65992775,-0.0243,-0.6297,15.9453,12.2628,532575000,N/A,1735800000,33750000,0,110000000,45.5471,16.5676,6.5546,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-29,3.8324,3.9296,4.1287,3.694,3.8567,3935900,61999878,0.0243,0.6337,15.7524,11.6619,535950000,N/A,1746800000,33750000,0,110000000,45.8358,16.6726,6.5962,N/A,
600725.SH,*ST‘∆Œ¨,1996-08-30,3.8567,3.8324,3.8616,3.7401,3.8373,3664900,57040377,-0.0194,-0.5038,15.564,10.859,533250000,N/A,1738000000,33750000,0,110000000,45.6048,16.5886,6.563,N/A,
600725.SH,*ST‘∆Œ¨,1996-09-02,3.8373,3.8251,3.8251,3.7401,3.8081,1459400,22654083,-0.0291,-0.7595,15.5229,4.3241,529200000,N/A,1724800000,33750000,0,110000000,45.2585,16.4626,6.5131,N/A,
