´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600348.SH,ÑôÈªÃºÒµ,2003-08-21,N/A,1.1405,1.1797,1.1367,1.1494,59120298,540657494,N/A,N/A,9.145,39.4135,1362000000,N/A,4367480000,150000000,0,481000000,25.3837,7.2573,3.202,46.3599,
600348.SH,ÑôÈªÃºÒµ,2003-08-22,1.1494,1.1392,1.1595,1.1342,1.1405,18074975,163402421,-0.0089,-0.7709,9.0403,12.05,1351500000,N/A,4333810000,150000000,0,481000000,25.188,7.2014,3.1773,46.0025,
600348.SH,ÑôÈªÃºÒµ,2003-08-25,1.1405,1.1367,1.138,1.0937,1.1076,12393022,108711816,-0.0329,-2.8857,8.772,8.262,1312500000,N/A,4208750000,150000000,0,481000000,24.4612,6.9936,3.0856,44.675,
600348.SH,ÑôÈªÃºÒµ,2003-08-26,1.1076,1.1038,1.1228,1.0924,1.1114,6246139,54567093,0.0038,0.3429,8.7361,4.1641,1317000000,N/A,4223180000,150000000,0,481000000,24.545,7.0176,3.0962,44.8282,
600348.SH,ÑôÈªÃºÒµ,2003-08-27,1.1114,1.1126,1.119,1.0949,1.1,3747784,32728097,-0.0114,-1.0251,8.7327,2.4985,1303500000,N/A,4179890000,150000000,0,481000000,24.2934,6.9456,3.0645,44.3687,
600348.SH,ÑôÈªÃºÒµ,2003-08-28,1.1,1.1013,1.1228,1.1,1.1025,5905656,51806783,0.0025,0.2301,8.7724,3.9371,1306500000,N/A,4189510000,150000000,0,481000000,24.3493,6.9616,3.0715,44.4708,
600348.SH,ÑôÈªÃºÒµ,2003-08-29,1.1025,1.1,1.1088,1.081,1.1088,5401372,46726593,0.0063,0.5741,8.6509,3.6009,1314000000,N/A,4213560000,150000000,0,481000000,24.4891,7.0016,3.0892,44.7261,
600348.SH,ÑôÈªÃºÒµ,2003-09-01,1.1088,1.1088,1.162,1.0975,1.1456,14618730,131263154,0.0367,3.3105,8.9791,9.7458,1357500000,N/A,4353050000,150000000,0,481000000,25.2998,7.2334,3.1914,46.2068,
600348.SH,ÑôÈªÃºÒµ,2003-09-02,1.1456,1.1506,1.1633,1.1367,1.1456,13680450,124275665,0,0,9.0842,9.1203,1357500000,N/A,4353050000,150000000,0,481000000,25.2998,7.2334,3.1914,46.2068,
600348.SH,ÑôÈªÃºÒµ,2003-09-03,1.1456,1.1456,1.1468,1.1253,1.1329,5549345,49657468,-0.0127,-1.105,8.9483,3.6996,1342500000,N/A,4304950000,150000000,0,481000000,25.0203,7.1534,3.1562,45.6962,
600348.SH,ÑôÈªÃºÒµ,2003-09-04,1.1329,1.1278,1.138,1.124,1.1278,4134201,36922280,-0.0051,-0.4469,8.9309,2.7561,1336500000,N/A,4285710000,150000000,0,481000000,24.9085,7.1215,3.1421,45.492,
600348.SH,ÑôÈªÃºÒµ,2003-09-05,1.1278,1.1253,1.1291,1.0949,1.1013,4952358,43427675,-0.0266,-2.3569,8.7691,3.3016,1305000000,N/A,4184700000,150000000,0,481000000,24.3214,6.9536,3.068,44.4198,
600348.SH,ÑôÈªÃºÒµ,2003-09-08,1.1013,1.0975,1.1088,1.0911,1.1013,2029832,17617902,0,0,8.6795,1.3532,1305000000,N/A,4184700000,150000000,0,481000000,24.3214,6.9536,3.068,44.4198,
600348.SH,ÑôÈªÃºÒµ,2003-09-09,1.1013,1.0962,1.105,1.0848,1.0886,3332005,28740114,-0.0127,-1.1494,8.6255,2.2213,1290000000,N/A,4136600000,150000000,0,481000000,24.0418,6.8737,3.0327,43.9092,
600348.SH,ÑôÈªÃºÒµ,2003-09-10,1.0886,1.0924,1.0987,1.0835,1.0911,1359223,11717662,0.0025,0.2326,8.6209,0.9061,1293000000,N/A,4146220000,150000000,0,481000000,24.0977,6.8897,3.0398,44.0113,
600348.SH,ÑôÈªÃºÒµ,2003-09-11,1.0911,1.0924,1.0987,1.0873,1.0886,1267351,10931793,-0.0025,-0.232,8.6257,0.8449,1290000000,N/A,4136600000,150000000,0,481000000,24.0418,6.8737,3.0327,43.9092,
