¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603778.SH,«¨æ∞‘∞¡÷,2015-12-31,N/A,10.9178,10.9178,10.9178,10.9178,13700,374421,N/A,N/A,27.33,0.0685,546600000,N/A,2186400000,20000000,0,80000000,26.8955,4.9169,3.6242,-36.2441,
603778.SH,«¨æ∞‘∞¡÷,2016-01-04,10.9178,12.0084,12.0084,12.0084,12.0084,6400,192384,1.0906,9.989,30.06,0.032,601200000,N/A,2404800000,20000000,0,80000000,25.768,2.7598,3.9583,6.3383,
603778.SH,«¨æ∞‘∞¡÷,2016-01-05,12.0084,13.2108,13.2108,13.2108,13.2108,4800,158736,1.2024,10.0133,33.07,0.024,661400000,N/A,2645600000,20000000,0,80000000,28.3482,3.0362,4.3546,6.973,
603778.SH,«¨æ∞‘∞¡÷,2016-01-06,13.2108,14.5331,14.5331,14.5331,14.5331,4600,167348,1.3223,10.0091,36.38,0.023,727600000,N/A,2910400000,20000000,0,80000000,31.1856,3.34,4.7905,7.6709,
603778.SH,«¨æ∞‘∞¡÷,2016-01-07,14.5331,15.9872,15.9872,15.9872,15.9872,13200,528264,1.4541,10.0055,40.02,0.066,800400000,N/A,3201600000,20000000,0,80000000,34.3059,3.6742,5.2698,8.4384,
603778.SH,«¨æ∞‘∞¡÷,2016-01-08,15.9872,17.5851,17.5851,17.5851,17.5851,17000,748340,1.5979,9.995,44.02,0.085,880400000,N/A,3521600000,20000000,0,80000000,37.7348,4.0415,5.7965,9.2819,
603778.SH,«¨æ∞‘∞¡÷,2016-01-11,17.5851,19.3428,19.3428,19.3428,19.3428,28300,1370286,1.7577,9.9955,48.42,0.1415,968400000,N/A,3873600000,20000000,0,80000000,41.5065,4.4454,6.3759,10.2096,
603778.SH,«¨æ∞‘∞¡÷,2016-01-12,19.3428,21.2763,21.2763,21.2763,21.2763,32400,1725624,1.9335,9.9959,53.26,0.162,1065200000,N/A,4260800000,20000000,0,80000000,45.6555,4.8898,7.0132,11.2302,
603778.SH,«¨æ∞‘∞¡÷,2016-01-13,21.2763,23.4055,23.4055,23.4055,23.4055,83200,4874688,2.1292,10.0075,58.59,0.416,1171800000,N/A,4687200000,20000000,0,80000000,50.2244,5.3791,7.7151,12.354,
603778.SH,«¨æ∞‘∞¡÷,2016-01-14,23.4055,25.7465,25.7465,25.7465,25.7465,1937065,124843839,2.341,10.0017,64.45,9.6853,1289000000,N/A,5156000000,20000000,0,80000000,55.2477,5.9171,8.4867,13.5897,
603778.SH,«¨æ∞‘∞¡÷,2016-01-15,25.7465,27.1646,28.3231,26.6453,28.0155,13302992,927604832,2.269,8.813,69.729,66.515,1402600000,N/A,5610400000,20000000,0,80000000,60.1167,6.4386,9.2346,14.7873,
603778.SH,«¨æ∞‘∞¡÷,2016-01-18,28.0155,25.2152,26.0381,25.2152,25.2152,6921260,438323597,-2.8004,-9.9957,63.33,34.6063,1262400000,N/A,5049600000,20000000,0,80000000,54.1076,5.795,8.3116,13.3092,
603778.SH,«¨æ∞‘∞¡÷,2016-01-19,25.2152,23.7691,25.4828,23.4335,24.4841,8224990,500838159,-0.731,-2.8992,60.8923,41.1249,1225800000,N/A,4903200000,20000000,0,80000000,52.5389,5.627,8.0706,12.9234,
603778.SH,«¨æ∞‘∞¡÷,2016-01-20,24.4841,24.1685,24.9555,22.9701,23.1059,6669814,398462083,-1.3782,-5.629,59.7411,33.3491,1156800000,N/A,4627200000,20000000,0,80000000,49.5815,5.3103,7.6163,12.1959,
603778.SH,«¨æ∞‘∞¡÷,2016-01-21,23.1059,23.1698,23.3576,20.7969,20.7969,6216574,340537463,-2.309,-9.9931,54.779,31.0829,1041200000,N/A,4164800000,20000000,0,80000000,44.6268,4.7796,6.8552,10.9772,
