code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600131,2013-08-03,2013-06-30,-0.060028,-0.111241,0.240686,-50310557.500000,-0.090787,449402256.860000,504125155.00,397366932.00
