股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
东方电子,000682,2016-06-13,4.82,4.61,4.83,4.59,123606,60471378.0,4.92,-5.53,-0.27,1.26
东方电子,000682,2016-06-14,4.61,4.62,4.64,4.53,66065,31517292.0,2.39,0.22,0.01,0.68
东方电子,000682,2016-06-15,4.59,4.8,4.88,4.55,130048,63997406.0,7.14,3.9,0.18,1.33
东方电子,000682,2016-06-16,4.79,4.85,4.93,4.76,161905,81408298.0,3.54,1.04,0.05,1.66
东方电子,000682,2016-06-17,4.98,5.35,5.35,4.96,322712,175711368.0,8.04,10.31,0.5,3.3
东方电子,000682,2016-06-20,5.35,5.17,5.37,5.12,486811,261991955.0,4.67,-3.36,-0.18,4.98
东方电子,000682,2016-06-21,5.19,5.06,5.24,5.01,242936,129067184.0,4.45,-2.13,-0.11,2.48
东方电子,000682,2016-06-22,5.03,5.25,5.28,5.02,263011,140529675.0,5.14,3.75,0.19,2.69
东方电子,000682,2016-06-23,5.24,5.24,5.46,5.16,351305,192356742.0,5.71,-0.19,-0.01,3.59
东方电子,000682,2016-06-24,5.14,5.03,5.26,4.92,283249,149902762.0,6.49,-4.01,-0.21,2.9
东方电子,000682,2016-06-27,5.01,5.2,5.21,4.99,191500,101962964.0,4.37,3.38,0.17,1.96
东方电子,000682,2016-06-28,5.16,5.24,5.24,5.11,202580,108296201.0,2.5,0.77,0.04,2.07
东方电子,000682,2016-06-29,5.25,5.18,5.27,5.15,174134,93498665.0,2.29,-1.15,-0.06,1.78
东方电子,000682,2016-06-30,5.19,5.14,5.19,5.1,152626,81095928.0,1.74,-0.77,-0.04,1.56
东方电子,000682,2016-07-01,5.15,5.15,5.28,5.11,173236,93011962.0,3.31,0.19,0.01,1.77
东方电子,000682,2016-07-04,5.12,5.23,5.24,5.09,163160,87670933.0,2.91,1.55,0.08,1.67
东方电子,000682,2016-07-05,5.24,5.26,5.26,5.19,164127,88483862.0,1.34,0.57,0.03,1.68
东方电子,000682,2016-07-06,5.23,5.23,5.25,5.19,127660,68785346.0,1.14,-0.57,-0.03,1.31
东方电子,000682,2016-07-07,5.23,5.21,5.23,5.13,152950,81921401.0,1.91,-0.38,-0.02,1.56
东方电子,000682,2016-07-08,5.19,5.24,5.33,5.17,238900,129915185.0,3.07,0.58,0.03,2.44
东方电子,000682,2016-07-11,5.27,5.18,5.29,5.15,176508,95060333.0,2.67,-1.15,-0.06,1.8
东方电子,000682,2016-07-12,5.19,5.21,5.21,5.08,175692,93572899.0,2.51,0.58,0.03,1.8
东方电子,000682,2016-07-13,5.2,5.27,5.27,5.19,196560,106241602.0,1.54,1.15,0.06,2.01
东方电子,000682,2016-07-14,5.28,5.38,5.38,5.23,318818,175041747.0,2.85,2.09,0.11,3.26
东方电子,000682,2016-07-15,5.37,5.3,5.38,5.27,188104,103114416.0,2.04,-1.49,-0.08,1.92
东方电子,000682,2016-07-18,5.27,5.24,5.3,5.22,119905,64970649.0,1.51,-1.13,-0.06,1.23
东方电子,000682,2016-07-19,5.24,5.27,5.28,5.21,106244,57491059.0,1.34,0.57,0.03,1.09
东方电子,000682,2016-07-20,5.26,5.28,5.35,5.25,172019,94370647.0,1.9,0.19,0.01,1.76
东方电子,000682,2016-07-21,5.26,5.27,5.34,5.25,144405,78894500.0,1.7,-0.19,-0.01,1.48
东方电子,000682,2016-07-22,5.26,5.21,5.28,5.2,104137,56413874.0,1.52,-1.14,-0.06,1.06
东方电子,000682,2016-07-25,5.21,5.26,5.29,5.2,96909,52624765.0,1.73,0.96,0.05,0.99
东方电子,000682,2016-07-26,5.26,5.38,5.38,5.23,206474,113565176.0,2.85,2.28,0.12,2.11
东方电子,000682,2016-07-27,5.35,5.13,5.39,5.1,250636,135374910.0,5.39,-4.65,-0.25,2.56
东方电子,000682,2016-07-28,5.14,5.16,5.2,5.1,109494,58277941.0,1.95,0.58,0.03,1.12
东方电子,000682,2016-07-29,5.17,5.1,5.18,5.06,84533,44725152.0,2.33,-1.16,-0.06,0.86
东方电子,000682,2016-08-01,5.1,5.01,5.11,4.99,103325,53703423.0,2.35,-1.76,-0.09,1.06
东方电子,000682,2016-08-02,5.01,5.07,5.08,4.97,77340,40280969.0,2.2,1.2,0.06,0.79
东方电子,000682,2016-08-03,5.07,5.11,5.11,5.02,82130,43104101.0,1.78,0.79,0.04,0.84
东方电子,000682,2016-08-04,5.1,5.11,5.11,5.06,52799,27780661.0,0.98,0.0,0.0,0.54
东方电子,000682,2016-08-05,5.09,5.07,5.13,5.07,56504,29761466.0,1.17,-0.78,-0.04,0.58
东方电子,000682,2016-08-08,5.06,5.13,5.13,5.03,63910,33579104.0,1.97,1.18,0.06,0.65
东方电子,000682,2016-08-09,5.14,5.16,5.19,5.11,73682,39239083.0,1.56,0.58,0.03,0.75
东方电子,000682,2016-08-10,5.16,5.13,5.18,5.12,50621,26930130.0,1.16,-0.58,-0.03,0.52
