股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
美的集团,000333,2016-06-13,11.5,11.39,11.92,11.34,275859,620447232.0,4.93,-3.23,-0.38,0.82
美的集团,000333,2016-06-14,11.39,11.67,11.78,11.2,204764,459586304.0,5.09,2.46,0.28,0.61
美的集团,000333,2016-06-15,11.25,11.87,12.15,11.22,282360,641982560.0,7.97,1.71,0.2,0.84
美的集团,000333,2016-06-16,11.73,11.45,11.8,11.27,175805,393835728.0,4.47,-3.54,-0.42,0.52
美的集团,000333,2016-06-17,11.86,11.52,11.99,11.31,275959,622869392.0,5.94,0.61,0.07,0.82
美的集团,000333,2016-06-20,11.35,12.05,12.12,11.3,360628,818210672.0,7.12,4.6,0.53,1.07
美的集团,000333,2016-06-21,12.08,11.81,12.24,11.72,232914,534140256.0,4.32,-1.99,-0.24,0.69
美的集团,000333,2016-06-22,11.7,12.05,12.12,11.63,180798,413277504.0,4.15,2.03,0.24,0.53
美的集团,000333,2016-06-23,12.04,11.79,12.12,11.69,179283,408680864.0,3.57,-2.16,-0.26,0.53
美的集团,000333,2016-06-24,11.83,11.92,12.32,11.59,390875,896873376.0,6.19,1.1,0.13,1.16
美的集团,000333,2016-06-27,11.75,12.73,12.96,11.75,414636,972892320.0,10.15,6.8,0.81,1.23
美的集团,000333,2016-06-28,12.61,12.44,12.61,12.06,507581,1180515152.0,4.32,-2.28,-0.29,1.5
美的集团,000333,2016-06-29,12.37,12.46,12.56,12.18,318571,741261904.0,3.05,0.16,0.02,0.94
美的集团,000333,2016-06-30,12.53,12.81,12.87,12.32,519895,1223986880.0,4.41,2.81,0.35,1.54
美的集团,000333,2016-07-01,12.88,13.17,13.72,12.88,474165,1150129072.0,6.56,2.81,0.36,1.4
美的集团,000333,2016-07-04,13.1,13.54,14.17,13.02,650461,1598368624.0,8.73,2.81,0.37,1.92
美的集团,000333,2016-07-05,13.64,13.19,13.68,13.11,426640,1030258624.0,4.21,-2.58,-0.35,1.26
美的集团,000333,2016-07-06,13.14,13.47,13.55,12.95,405933,980967024.0,4.55,2.12,0.28,1.2
美的集团,000333,2016-07-07,13.54,13.53,14.05,13.42,595460,1471120384.0,4.68,0.45,0.06,1.76
美的集团,000333,2016-07-08,13.71,13.24,13.84,13.14,373772,907840160.0,5.17,-2.14,-0.29,1.1
美的集团,000333,2016-07-11,13.44,14.05,14.31,13.25,665051,1655500528.0,8.01,6.12,0.81,1.96
美的集团,000333,2016-07-12,14.14,16.55,16.55,14.07,1153311,3078897008.0,17.65,17.79,2.5,3.4
美的集团,000333,2016-07-13,16.96,16.44,17.78,16.14,894218,2479972928.0,9.91,-0.66,-0.11,2.64
美的集团,000333,2016-07-14,16.25,16.13,16.74,15.86,456231,1237514560.0,5.35,-1.89,-0.31,1.34
美的集团,000333,2016-07-15,16.15,17.74,18.66,16.15,869926,2457773424.0,15.56,9.98,1.61,2.56
美的集团,000333,2016-07-18,17.48,17.55,18.38,17.1,552138,1577573104.0,7.22,-1.07,-0.19,1.63
美的集团,000333,2016-07-19,17.41,16.54,17.64,16.2,600783,1661231136.0,8.21,-5.75,-1.01,1.77
